Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
dtangleFullRef	HPCA-Blood	mix_1	B Cells	0.0238087382174	0.004844961	0.0189637772174	0.000359624846351
dtangleFullRef	HPCA-Blood	mix_1	CD4 T Cells	0.103053021513	0.001937984	0.101115037513	0.0102242508113
dtangleFullRef	HPCA-Blood	mix_1	CD8 T Cells	0.49954468968	0.540697674	0.04115298432	0.00169356811844
dtangleFullRef	HPCA-Blood	mix_1	Endothelial	0.0	0.179263566	0.179263566	0.032135426095
dtangleFullRef	HPCA-Blood	mix_1	Fibroblasts	0.0	0.15503876	0.15503876	0.0240370171023
dtangleFullRef	HPCA-Blood	mix_1	Macrophages	0.0	0.066860465	0.066860465	0.00447032178002
dtangleFullRef	HPCA-Blood	mix_1	Mast Cell	0.0	0.051356589	0.051356589	0.00263749923371
dtangleFullRef	HPCA-Blood	mix_2	B Cells	0.16727623278	0.112068966	0.05520726678	0.00304784230532
dtangleFullRef	HPCA-Blood	mix_2	CD4 T Cells	0.0666266572652	0.020114943	0.0465117142652	0.00216333956389
dtangleFullRef	HPCA-Blood	mix_2	CD8 T Cells	0.486970774146	0.360632184	0.126338590146	0.0159614393601
dtangleFullRef	HPCA-Blood	mix_2	Endothelial	0.0	0.271551724	0.271551724	0.0737403388074
dtangleFullRef	HPCA-Blood	mix_2	Fibroblasts	0.0	0.132183908	0.132183908	0.0174725855342
dtangleFullRef	HPCA-Blood	mix_2	Macrophages	0.0	0.002873563	0.002873563	8.25736431497e-06
dtangleFullRef	HPCA-Blood	mix_2	Mast Cell	0.0	0.100574713	0.100574713	0.010115272895
dtangleFullRef	HPCA-Blood	mix_3	B Cells	0.13761215338	0.049638056	0.08797409738	0.00773944180983
dtangleFullRef	HPCA-Blood	mix_3	CD4 T Cells	0.0805149958652	0.114788004	0.0342730081348	0.00117463908661
dtangleFullRef	HPCA-Blood	mix_3	CD8 T Cells	0.193390296081	0.140641158	0.052749138081	0.00278247156829
dtangleFullRef	HPCA-Blood	mix_3	Endothelial	0.0	0.152016546	0.152016546	0.0231090302578
dtangleFullRef	HPCA-Blood	mix_3	Fibroblasts	0.0	0.396070321	0.396070321	0.156871699177
dtangleFullRef	HPCA-Blood	mix_3	Macrophages	0.0	0.07549121	0.07549121	0.00569892278726
dtangleFullRef	HPCA-Blood	mix_3	Mast Cell	0.0	0.071354705	0.071354705	0.00509149392564
dtangleFullRef	HPCA-Blood	mix_4	B Cells	0.139366230253	0.071108264	0.068257966253	0.004659149957
dtangleFullRef	HPCA-Blood	mix_4	CD4 T Cells	0.202995392279	0.319026265	0.116030872721	0.0134631634244
dtangleFullRef	HPCA-Blood	mix_4	CD8 T Cells	0.380526781443	0.30941704	0.071109741443	0.00505659532809
dtangleFullRef	HPCA-Blood	mix_4	Endothelial	0.0	0.024983985	0.024983985	0.00062419950648
dtangleFullRef	HPCA-Blood	mix_4	Fibroblasts	0.0	0.228058937	0.228058937	0.0520108787456
dtangleFullRef	HPCA-Blood	mix_4	Macrophages	0.0	0.003203075	0.003203075	1.02596894556e-05
dtangleFullRef	HPCA-Blood	mix_4	Mast Cell	0.0	0.044202434	0.044202434	0.00195385517152
dtangleFullRef	HPCA-Blood	mix_5	B Cells	0.153206158109	0.078316774	0.074889384109	0.00560841985223
dtangleFullRef	HPCA-Blood	mix_5	CD4 T Cells	0.142146318202	0.150204559	0.008058240798	6.49352447586e-05
dtangleFullRef	HPCA-Blood	mix_5	CD8 T Cells	0.383097391909	0.330216248	0.052881143909	0.00279641538112
dtangleFullRef	HPCA-Blood	mix_5	Endothelial	0.0	0.015780245	0.015780245	0.00024901613226
dtangleFullRef	HPCA-Blood	mix_5	Fibroblasts	0.0	0.351256575	0.351256575	0.123381181481
dtangleFullRef	HPCA-Blood	mix_5	Macrophages	0.0	0.022793688	0.022793688	0.000519552212641
dtangleFullRef	HPCA-Blood	mix_5	Mast Cell	0.0	0.051431911	0.051431911	0.00264524146911
dtangleFullRef	HPCA-Blood	mix_6	B Cells	0.160915257322	0.077770974	0.083144283322	0.00691297184913
dtangleFullRef	HPCA-Blood	mix_6	CD4 T Cells	0.180668138626	0.232700551	0.052032412374	0.00270737193746
dtangleFullRef	HPCA-Blood	mix_6	CD8 T Cells	0.421250465715	0.371096142	0.050154323715	0.00251545618731
dtangleFullRef	HPCA-Blood	mix_6	Endothelial	0.0	0.063686467	0.063686467	0.00405596607894
dtangleFullRef	HPCA-Blood	mix_6	Fibroblasts	0.0	0.24004899	0.24004899	0.0576235176
dtangleFullRef	HPCA-Blood	mix_6	Macrophages	0.0	0.00061237	0.00061237	3.749970169e-07
dtangleFullRef	HPCA-Blood	mix_6	Mast Cell	0.0	0.014084507	0.014084507	0.000198373337433
dtangleFullRef	HPCA-Blood	mix_7	B Cells	0.146444843095	0.074492099	0.071952744095	0.0051771973828
dtangleFullRef	HPCA-Blood	mix_7	CD4 T Cells	0.140658239105	0.110609481	0.030048758105	0.000902927863653
dtangleFullRef	HPCA-Blood	mix_7	CD8 T Cells	0.363061704359	0.267118134	0.095943570359	0.00920516869323
dtangleFullRef	HPCA-Blood	mix_7	Endothelial	0.0	0.053423627	0.053423627	0.00285408392184
dtangleFullRef	HPCA-Blood	mix_7	Fibroblasts	0.0	0.387509406	0.387509406	0.150163539738
dtangleFullRef	HPCA-Blood	mix_7	Macrophages	0.0	0.0248307	0.0248307	0.00061656366249
dtangleFullRef	HPCA-Blood	mix_7	Mast Cell	0.0	0.082016554	0.082016554	0.00672671513003
dtangleFullRef	HPCA-Blood	mix_8	B Cells	0.125118909287	0.033302498	0.091816411287	0.00843025338162
dtangleFullRef	HPCA-Blood	mix_8	CD4 T Cells	0.0844760931505	0.037002775	0.0474733181505	0.00225371593622
dtangleFullRef	HPCA-Blood	mix_8	CD8 T Cells	0.487742800995	0.351526364	0.136216436995	0.0185549177076
dtangleFullRef	HPCA-Blood	mix_8	Endothelial	0.0	0.183163737	0.183163737	0.0335489545518
dtangleFullRef	HPCA-Blood	mix_8	Fibroblasts	0.0	0.306197965	0.306197965	0.0937571937701
dtangleFullRef	HPCA-Blood	mix_8	Macrophages	0.0	0.010175763	0.010175763	0.000103546152632
dtangleFullRef	HPCA-Blood	mix_8	Mast Cell	0.0	0.078630897	0.078630897	0.00618281796302
dtangleFullRef	HPCA-Blood	mix_9	B Cells	0.139275678025	0.074604371	0.064671307025	0.00418237795232
dtangleFullRef	HPCA-Blood	mix_9	CD4 T Cells	0.189887917505	0.286360211	0.096472293495	0.00930690341219
dtangleFullRef	HPCA-Blood	mix_9	CD8 T Cells	0.408474034475	0.418990203	0.010516168525	0.000110589800446
dtangleFullRef	HPCA-Blood	mix_9	Endothelial	0.0	0.040693293	0.040693293	0.00165594409518
dtangleFullRef	HPCA-Blood	mix_9	Fibroblasts	0.0	0.161266014	0.161266014	0.0260067272714
dtangleFullRef	HPCA-Blood	mix_9	Macrophages	0.0	0.011303693	0.011303693	0.000127773475438
dtangleFullRef	HPCA-Blood	mix_9	Mast Cell	0.0	0.006782216	0.006782216	4.59984538707e-05
dtangleFullRef	HPCA-Blood	mix_10	B Cells	0.180572359169	0.09432454	0.086247819169	0.00743868631141
dtangleFullRef	HPCA-Blood	mix_10	CD4 T Cells	0.160956585967	0.376498801	0.215542215033	0.0464584464613
dtangleFullRef	HPCA-Blood	mix_10	CD8 T Cells	0.129935065596	0.111910472	0.018024593596	0.000324885974301
dtangleFullRef	HPCA-Blood	mix_10	Endothelial	0.0	0.095123901	0.095123901	0.00904855654146
dtangleFullRef	HPCA-Blood	mix_10	Fibroblasts	0.0	0.178257394	0.178257394	0.0317756985157
dtangleFullRef	HPCA-Blood	mix_10	Macrophages	0.0	0.075139888	0.075139888	0.00564600276865
dtangleFullRef	HPCA-Blood	mix_10	Mast Cell	0.0	0.068745004	0.068745004	0.00472587557496
dtangleFullRef	HPCA-Blood	mix_11	B Cells	0.154575322257	0.103174603	0.051400719257	0.00264203394014
dtangleFullRef	HPCA-Blood	mix_11	CD4 T Cells	0.10854513234	0.053571429	0.05497370334	0.00302210805891
dtangleFullRef	HPCA-Blood	mix_11	CD8 T Cells	0.393294528655	0.501984127	0.108689598345	0.0118134287884
dtangleFullRef	HPCA-Blood	mix_11	Endothelial	0.0	0.185515873	0.185515873	0.034416139135
dtangleFullRef	HPCA-Blood	mix_11	Fibroblasts	0.0	0.010912698	0.010912698	0.000119086977639
dtangleFullRef	HPCA-Blood	mix_11	Macrophages	0.0	0.070436508	0.070436508	0.00496130165923
dtangleFullRef	HPCA-Blood	mix_11	Mast Cell	0.0	0.074404762	0.074404762	0.00553606860828
dtangleFullRef	HPCA-Blood	mix_12	B Cells	0.0286968117735	0.003448276	0.0252485357735	0.000637488558706
dtangleFullRef	HPCA-Blood	mix_12	CD4 T Cells	0.193236855585	0.27183908	0.078602224415	0.00617830968299
dtangleFullRef	HPCA-Blood	mix_12	CD8 T Cells	0.397046298071	0.294252874	0.102793424071	0.0105664880322
dtangleFullRef	HPCA-Blood	mix_12	Endothelial	0.0	0.034482759	0.034482759	0.00118906066825
dtangleFullRef	HPCA-Blood	mix_12	Fibroblasts	0.0	0.336206897	0.336206897	0.11303507759
dtangleFullRef	HPCA-Blood	mix_12	Macrophages	0.0	0.024712644	0.024712644	0.000610714773471
dtangleFullRef	HPCA-Blood	mix_12	Mast Cell	0.0	0.035057471	0.035057471	0.00122902627292
dtangleFullRef	HPCA-Blood	mix_13	B Cells	0.0198159239577	0.008319468	0.0114964559577	0.000132168499587
dtangleFullRef	HPCA-Blood	mix_13	CD4 T Cells	0.270497576417	0.465890183	0.195392606583	0.0381782707073
dtangleFullRef	HPCA-Blood	mix_13	CD8 T Cells	0.273181986711	0.173044925	0.100137061711	0.0100274311281
dtangleFullRef	HPCA-Blood	mix_13	Endothelial	0.0	0.199667221	0.199667221	0.0398669991419
dtangleFullRef	HPCA-Blood	mix_13	Fibroblasts	0.0	0.116472546	0.116472546	0.0135658539717
dtangleFullRef	HPCA-Blood	mix_13	Macrophages	0.0	0.023294509	0.023294509	0.000542634149551
dtangleFullRef	HPCA-Blood	mix_13	Mast Cell	0.0	0.013311148	0.013311148	0.000177186661078
dtangleFullRef	HPCA-Blood	mix_14	B Cells	0.129752764632	0.080793763	0.048959001632	0.0023969838408
dtangleFullRef	HPCA-Blood	mix_14	CD4 T Cells	0.19200543252	0.3621545	0.17014906748	0.0289507051643
dtangleFullRef	HPCA-Blood	mix_14	CD8 T Cells	0.269278873437	0.29836995	0.029091076563	0.000846290735594
dtangleFullRef	HPCA-Blood	mix_14	Endothelial	0.0	0.054571226	0.054571226	0.00297801870714
dtangleFullRef	HPCA-Blood	mix_14	Fibroblasts	0.0	0.104181432	0.104181432	0.0108537707736
dtangleFullRef	HPCA-Blood	mix_14	Macrophages	0.0	0.065201984	0.065201984	0.00425129871754
dtangleFullRef	HPCA-Blood	mix_14	Mast Cell	0.0	0.034727144	0.034727144	0.0012059745304
dtangleFullRef	HPCA-Blood	mix_15	B Cells	0.135694328069	0.062461727	0.073232601069	0.00536301385933
dtangleFullRef	HPCA-Blood	mix_15	CD4 T Cells	0.152500558565	0.132271892	0.020228666565	0.000409198950998
dtangleFullRef	HPCA-Blood	mix_15	CD8 T Cells	0.413852216716	0.342927128	0.070925088716	0.00503036820937
dtangleFullRef	HPCA-Blood	mix_15	Endothelial	0.0	0.128597673	0.128597673	0.016537361501
dtangleFullRef	HPCA-Blood	mix_15	Fibroblasts	0.0	0.293937538	0.293937538	0.0863992762455
dtangleFullRef	HPCA-Blood	mix_15	Macrophages	0.0	0.013472137	0.013472137	0.000181498475347
dtangleFullRef	HPCA-Blood	mix_15	Mast Cell	0.0	0.026331904	0.026331904	0.000693369168265
dtangleFullRef	HPCA-Blood	mix_16	B Cells	0.289112424844	0.131964809	0.157147615844	0.0246953731655
dtangleFullRef	HPCA-Blood	mix_16	CD4 T Cells	0.105102398504	0.070381232	0.034721166504	0.0012055594034
dtangleFullRef	HPCA-Blood	mix_16	CD8 T Cells	0.210979410467	0.127077224	0.083902186467	0.00703957689394
dtangleFullRef	HPCA-Blood	mix_16	Endothelial	0.0	0.164222874	0.164222874	0.0269691523448
dtangleFullRef	HPCA-Blood	mix_16	Fibroblasts	0.0	0.462365591	0.462365591	0.213781939741
dtangleFullRef	HPCA-Blood	mix_16	Macrophages	0.0	0.023460411	0.023460411	0.000550390884289
dtangleFullRef	HPCA-Blood	mix_16	Mast Cell	0.0	0.020527859	0.020527859	0.000421392995124
dtangleFullRef	HPCA-Blood	mix_17	B Cells	0.303393660953	0.07971864	0.223675020953	0.0500305149983
dtangleFullRef	HPCA-Blood	mix_17	CD4 T Cells	0.136539871113	0.167643611	0.031103739887	0.000967442634958
dtangleFullRef	HPCA-Blood	mix_17	CD8 T Cells	0.150855125867	0.07971864	0.071136485867	0.00506039962151
dtangleFullRef	HPCA-Blood	mix_17	Endothelial	0.0	0.168815944	0.168815944	0.0284988229486
dtangleFullRef	HPCA-Blood	mix_17	Fibroblasts	0.0	0.447831184	0.447831184	0.200552769363
dtangleFullRef	HPCA-Blood	mix_17	Macrophages	0.0	0.004689332	0.004689332	2.19898346062e-05
dtangleFullRef	HPCA-Blood	mix_17	Mast Cell	0.0	0.051582649	0.051582649	0.00266076967786
dtangleFullRef	HPCA-Blood	mix_18	B Cells	0.155976021376	0.043985637	0.111990384376	0.0125418461927
dtangleFullRef	HPCA-Blood	mix_18	CD4 T Cells	0.221133378118	0.509874327	0.288740948882	0.0833713355613
dtangleFullRef	HPCA-Blood	mix_18	CD8 T Cells	0.043256999993	0.001795332	0.041461667993	0.00171906991276
dtangleFullRef	HPCA-Blood	mix_18	Endothelial	0.0	0.227109515	0.227109515	0.0515787318035
dtangleFullRef	HPCA-Blood	mix_18	Fibroblasts	0.0	0.071813285	0.071813285	0.00515714790249
dtangleFullRef	HPCA-Blood	mix_18	Macrophages	0.0	0.061041293	0.061041293	0.00372603945111
dtangleFullRef	HPCA-Blood	mix_18	Mast Cell	0.0	0.08438061	0.08438061	0.00712008734397
dtangleFullRef	HPCA-Blood	mix_19	B Cells	0.0369990487819	0	0.0369990487819	0.00136892961077
dtangleFullRef	HPCA-Blood	mix_19	CD4 T Cells	0.0989890203394	0.095857027	0.0031319933394	9.80938227805e-06
dtangleFullRef	HPCA-Blood	mix_19	CD8 T Cells	0.277847668363	0.194963444	0.082884224363	0.00686979464826
dtangleFullRef	HPCA-Blood	mix_19	Endothelial	0.0	0.209585703	0.209585703	0.043926166902
dtangleFullRef	HPCA-Blood	mix_19	Fibroblasts	0.0	0.372867587	0.372867587	0.139030237435
dtangleFullRef	HPCA-Blood	mix_19	Macrophages	0.0	0.063363119	0.063363119	0.00401488484941
dtangleFullRef	HPCA-Blood	mix_19	Mast Cell	0.0	0.063363119	0.063363119	0.00401488484941
dtangleFullRef	HPCA-Blood	mix_20	B Cells	0.206569987633	0.106772908	0.099797079633	0.00995945710328
dtangleFullRef	HPCA-Blood	mix_20	CD4 T Cells	0.164512601906	0.26374502	0.099232418094	0.00984707280078
dtangleFullRef	HPCA-Blood	mix_20	CD8 T Cells	0.372055987189	0.308366534	0.063689453189	0.00405634644751
dtangleFullRef	HPCA-Blood	mix_20	Endothelial	0.0	0.204780876	0.204780876	0.0419352071753
dtangleFullRef	HPCA-Blood	mix_20	Fibroblasts	0.0	0.110756972	0.110756972	0.0122671068466
dtangleFullRef	HPCA-Blood	mix_20	Macrophages	0.0	0.000796813	0.000796813	6.34910956969e-07
dtangleFullRef	HPCA-Blood	mix_20	Mast Cell	0.0	0.004780876	0.004780876	2.28567753274e-05
dtangleFullRef	HPCA-Blood	mix_21	B Cells	0.0597626140562	0.023272214	0.0364904000562	0.00133154929626
dtangleFullRef	HPCA-Blood	mix_21	CD4 T Cells	0.270770595454	0.354724965	0.083954369546	0.00704833616587
dtangleFullRef	HPCA-Blood	mix_21	CD8 T Cells	0.167045780207	0.076163611	0.090882169207	0.00825956867977
dtangleFullRef	HPCA-Blood	mix_21	Endothelial	0.0	0.154442877	0.154442877	0.023852602256
dtangleFullRef	HPCA-Blood	mix_21	Fibroblasts	0.0	0.36248237	0.36248237	0.131393468561
dtangleFullRef	HPCA-Blood	mix_21	Macrophages	0.0	0.013399154	0.013399154	0.000179537327916
