B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
S10001	0.0104789989030582	0.0337713041969016	0.00558967986775225	0.231002102365614	0.0396324612823933	0.0100048655879261	0.11333932113004	0.250272800479978	0.0123165610136667	0.0202543837242676	0.0434178452188847	0.00239657689838079	0.013292446431326	0.116992964210973	0.013845532190512	0.00494038126595011	0.00637088651226342	0.0372954866401665	0.00639622853551838	0.0105614199068147	0.00361231637500601	0.0142154372626065
S10006	0.0105146700178964	0.033860083312241	0.00528260268511337	0.225051910742569	0.0410628362949654	0.00980650630627321	0.105828621358163	0.2481513009942	0.0131683823023598	0.019944822900074	0.0433840142685405	0.00227516869619182	0.0138687009654715	0.128268032348189	0.0135880138292046	0.00483883077840655	0.00639721903886027	0.0396145412511372	0.00709389460257963	0.00982043320663388	0.0036419344523819	0.0145374796485472
S1001	0.010095108623764	0.0333132027406595	0.00538593302576893	0.226641282068405	0.0403443139435706	0.00960299742835703	0.112721336601812	0.243018042867817	0.0129482261671832	0.0219572489061582	0.0455464916275928	0.00233776242278565	0.0138960084276139	0.123881783327029	0.013039450462734	0.00521575815787331	0.00637378608517136	0.0350247493057777	0.00872957393606846	0.0118450802568207	0.00355770650868313	0.0145241571083545
S10010	0.00842718262742348	0.0328362445492281	0.00581575613803298	0.234763756919587	0.0400921411592706	0.0100836482544088	0.108278991519843	0.246035932261127	0.012917501759963	0.0225161206587413	0.0444813157462781	0.00256237317067636	0.0123388285956593	0.121310215060751	0.0132746541079455	0.00489107346025692	0.00604548680019391	0.0359756287232924	0.00821325199513805	0.0107854752038321	0.00362339554815656	0.0147310257401939
S10011	0.010239421768197	0.035030160613739	0.00573538639427838	0.224309954776888	0.0409436225017175	0.00970824786444048	0.104175757672053	0.253380158370061	0.0134642515099413	0.0220590091873358	0.0463495741356902	0.0025050885467651	0.0121477936690442	0.121984420174621	0.0130728482610875	0.00514765261037168	0.00597266393601397	0.0352438970791838	0.00755660673574516	0.0117793373115024	0.00358589369868542	0.0156082531826381
S10014	0.0100684769523609	0.032567226302575	0.0052262886671846	0.23973885285951	0.0408422356812845	0.00944346609940211	0.108409119712717	0.240723703522417	0.0134597714247152	0.0214609579027655	0.0423150993320663	0.00233995898293657	0.0146091284958514	0.120192275005254	0.0131327237201399	0.00500052383380872	0.00692330730956766	0.0367380929225645	0.00729669452912952	0.0107382611107766	0.00356557880459312	0.0152082568283797
S10026	0.00897397037587271	0.0332930700509989	0.00541386650641691	0.221545970090348	0.0391661160724616	0.00998985220426314	0.113859003331786	0.259749908097869	0.0129176032863289	0.0215539807285156	0.0430757664507433	0.00234894644378192	0.0131690180282482	0.119167902341865	0.0130645274614196	0.00487150169365608	0.00664625631225768	0.033754255145463	0.00811034197250716	0.0108602006628112	0.00367417971450355	0.0147937630278825
S10032	0.0109206054094363	0.0341026187172431	0.00581230948705084	0.237000359042866	0.0392762812050132	0.00943763532567267	0.113192856217514	0.241378128132305	0.0131530516735852	0.0201508229000653	0.0470330765167067	0.00232654869716302	0.0125936017880963	0.117805399797297	0.0125769478530866	0.00500490627000187	0.00569712096187108	0.0364301352714914	0.00804646086097521	0.0104515696678913	0.00344136300122915	0.0141682012034376
S10036	0.0093525340711885	0.0342375163995648	0.00500673916542228	0.231149537978736	0.040660361521598	0.00986001001607858	0.113414884186865	0.239501228065194	0.01337512479391	0.0210862810022916	0.0443213696594936	0.00257260919186982	0.0141828200082218	0.126268481652632	0.0134009708205631	0.00498748447160964	0.00595808684738157	0.0346864132619218	0.00782014773356992	0.0103517594725298	0.0035581242000376	0.0142475154793211
S10042	0.0107881889485832	0.0335379195709096	0.0054965441427528	0.22822820253858	0.0385634467405788	0.00975115404140193	0.112343549765057	0.254652204491067	0.0131171358836755	0.0219551736242198	0.0424616328715329	0.00249928558877653	0.0133749803096405	0.115667331304118	0.0131168511175097	0.00506538779888027	0.00617988321796511	0.0347428042553093	0.00880929352261532	0.0108733467141934	0.00359647928949439	0.0151792042631391
