B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
Mix_1	0.159419280322413	0.181399520032036	0.150308703257091	0.11941896782184	0.0592468093016872	0.147375679734836	0.182831039530096
Mix_2	0.199989471132709	0.139632674743275	0.131933833367817	0.120243101685825	0.0541350111591832	0.165877329757627	0.188188578153563
Mix_3	0.160215108009253	0.132867716764195	0.123255280748937	0.135313657193588	0.0539217047710368	0.171759815565581	0.22266671694741
Mix_4	0.176486381538916	0.119075053101299	0.118730974228885	0.13465859651017	0.0519899850746327	0.180537499774006	0.218521509772091
Mix_5	0.227911703871673	0.101927018168593	0.115891159955494	0.134174132091555	0.0505100018737183	0.163941933958648	0.205644050080318
Mix_6	0.174878974305552	0.189545729527889	0.155827509038997	0.113836001051432	0.059287148199497	0.131517397754518	0.175107240122114
Mix_7	0.188886282215182	0.105982531790064	0.110000017645963	0.130100238701377	0.0491493023043138	0.19059661744989	0.22528500989321
Mix_8	0.193385394150241	0.157892444550679	0.138833717527487	0.10305966387533	0.0532937767816806	0.169333018798244	0.184201984316338
Mix_9	0.193963866106317	0.132709816136456	0.126443865067262	0.125441945209611	0.0530358456937997	0.167522112731693	0.200882549054861
Mix_10	0.195687812005435	0.155377340568262	0.137719340208957	0.117759824376673	0.055125885616723	0.145874407686798	0.192455389537152
Mix_11	0.193465604447296	0.122411092352348	0.123034316336081	0.124595307785007	0.051675489341023	0.18570390731877	0.199114282419475
Mix_12	0.143694851947773	0.17009403288641	0.143801482499297	0.126346345127874	0.0570350128543954	0.160988571193747	0.198039703490503
Mix_13	0.212888762674434	0.122023123689922	0.121781425873975	0.122959615540652	0.051257105795411	0.166936079207808	0.202153887217798
Mix_14	0.171598142094308	0.0917336785487329	0.102637281234202	0.144604267650621	0.0486197257997034	0.197707987191186	0.243098917481247
Mix_15	0.177173122394316	0.128351493665671	0.121758453542607	0.121793613723704	0.0511569443766196	0.189414049741227	0.210352322555856
Mix_16	0.189842654902378	0.142680850180844	0.130016927801979	0.113304423167641	0.0525329275906473	0.173594009009567	0.198028207346944
Mix_17	0.178746578151816	0.124102578773525	0.118902219712723	0.123925887162204	0.0510877818489017	0.187926530251308	0.215308424099523
Mix_18	0.179259077758971	0.13816763172332	0.12517114266411	0.114787208751992	0.0516251387172627	0.19267284083224	0.198316959552105
Mix_19	0.15568387080027	0.17226810572219	0.143388613583087	0.124294079108474	0.057827911800067	0.149420019206052	0.197117399779861
Mix_20	0.193173216135912	0.154612230603079	0.136921458972432	0.113722882492553	0.0548071193262237	0.158106492662191	0.18865659980761
Mix_21	0.184908085743103	0.171450842657029	0.144956312875377	0.107746163305362	0.0557661273912957	0.152582910377869	0.182589557649966
Mix_22	0.154360054141595	0.181383779159571	0.149042383011452	0.11881943778423	0.0581715262311531	0.148038207942382	0.190184611729618
