naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
Mix_1	0.0479778542425501	0.0429684774549868	0.0427008091205935	0.0954916596052885	0.171686899958659	0.00638100983787647	0.0122353388381628	0.117740251527548	0.016345344847364	0.0119012740399388	0.0188612968840592	0.149207366119573	0.00258515503186194	0.0078373658898005	0.00137842925993503	0.117623161052728	0.0167963948275842	0.0158189968233395	0.00956139293740412	0.0949015217007466
Mix_2	0.121038654956716	0.0920947025397774	0.0197917373162043	0.048759801980421	0.146686511237951	0.00409627298847263	0.00672688419299026	0.167813272187321	0.00751109383874386	0.0126873039329585	0.0243576202252765	0.0762536889767201	0.00173152974081569	0.00736768511355869	0.00115119161295753	0.155377874685457	0.0227116687889296	0.00953778577608456	0.022130147313797	0.0521745725948477
Mix_3	0.0426262334532199	0.0384543472149074	0.0160428438786393	0.0452773259388616	0.22569975069671	0.00635397691105074	0.00455003030408621	0.14422477512048	0.0568025970473453	0.013620388138014	0.0244284742443408	0.0666911357443332	0.0032793951010966	0.0073201508173531	0.00122416782965303	0.222235698598998	0.0243224603390691	0.00754582219491935	0.0063222544029865	0.0429781720239351
Mix_4	0.0623434001175017	0.0477803921981306	0.011479290410314	0.0284941316806855	0.214300120867	0.00668138653032782	0.00425990284712289	0.186831848924382	0.0390771945165439	0.0114545943451722	0.027883990590238	0.0461505772006979	0.002326952180529	0.0088860808216391	0.000674401464201167	0.224763371359775	0.0261116698596946	0.00702719157564578	0.0118220580905996	0.0316514444197995
Mix_5	0.207387979318885	0.147061856319885	0.00577908927207963	0.0131983839444995	0.233280364165631	0.0087737258027141	0.00196827473189512	0.0925605158006663	0.0238619907851288	0.0117961615198596	0.0247081536604818	0.0193050626081489	0.0020343711417902	0.00732330089350953	0.000737477640550379	0.122114129049574	0.0153794137147656	0.00297020408519619	0.0344164382126727	0.0253431073320668
Mix_6	0.0803443069129885	0.0616582510035387	0.0495222787212304	0.11036547928173	0.138797132801867	0.00432250316624011	0.0141708298234432	0.0565074460675129	0.028430295832931	0.00958171466187189	0.0149205882533486	0.171456074868665	0.00196103604215302	0.00465452739349184	0.00101899299098058	0.0964632017634652	0.0115181854750724	0.0172408225438804	0.0182211575548576	0.108845174840731
Mix_7	0.0779815954030886	0.0635638325467834	0.00837067659784453	0.0182398819954288	0.137011211386983	0.00535646100964423	0.00289400955201512	0.223513683426955	0.047077953484676	0.0131020519374096	0.0257566820928108	0.0281306088111185	0.00318118630005586	0.00627237088521549	0.00069480210687945	0.269243659407659	0.0300761734427456	0.00292793593006543	0.0138079834733087	0.0227972402093125
Mix_8	0.103203227077126	0.0770303198898938	0.0281950013614682	0.0637502474951154	0.0285544782189094	0.000924346899214633	0.00857006828515842	0.19811694819661	0.022309707878985	0.00832026069749145	0.0211067549743575	0.098424920463548	0.00253813673464823	0.00497202161888044	0.000528527147415694	0.206566605145927	0.0254055221520922	0.0130944222669368	0.0167238700344363	0.0716646134617861
Mix_9	0.110898947212934	0.0784426170994766	0.0177560741641112	0.0405597429983637	0.171903608176168	0.00520210809955663	0.00394452661375143	0.155425371288524	0.0268515712093521	0.00930560451281453	0.0213468290047159	0.0683455240111186	0.00297232345986162	0.00739370367422672	0.001043898213443	0.17953561566712	0.0234704291917348	0.00709702555590008	0.0192633075563961	0.0492411722904302
Mix_10	0.134679988542335	0.0954800792497803	0.0294339110996994	0.067713959717322	0.125508491438978	0.00585254587756207	0.0082190372847838	0.0903193476163308	0.041394855575126	0.0102967554416601	0.0173646575324666	0.106101106636958	0.0035806201261423	0.00383425278959633	0.000923759876887266	0.137453967211402	0.0154925096224088	0.0109697141526652	0.0243059195314562	0.0710745206764393
Mix_11	0.0962074425452793	0.069966665974765	0.0157589127048589	0.0303336012542773	0.143839067607106	0.00296843505496091	0.00415125353849962	0.23498786198804	0.0099982287020604	0.0119977963076123	0.0260030472990485	0.0470030444221245	0.00192437059234588	0.00884436679252843	0.000415666023917745	0.217550178742121	0.0316392362167228	0.000662693257680178	0.0165797682242709	0.0291683627517808
Mix_12	0.0257538742459963	0.0223260917589205	0.0320533337792438	0.0779481336319643	0.17418765692146	0.00654869170942044	0.00965319737460236	0.149638524169406	0.0324275811707133	0.0119688265565051	0.021010046093209	0.124134220211837	0.00385187380961839	0.00840494702259609	0.00125883726733392	0.180232835587161	0.0222117757398072	0.0142369087696466	0.00411299321689066	0.078039650963667
Mix_13	0.152845557375544	0.113779739640304	0.0136865562912585	0.0320475028296974	0.132345615139896	0.00500238355533249	0.00483180483814655	0.132859229548445	0.041109950038539	0.0122777016124786	0.0190814998143453	0.0536083214574821	0.00326512042563584	0.00615372609537883	0.000363888369428529	0.183430837214775	0.0208071663240365	0.00535390780446581	0.027123178926033	0.0400263126987782
Mix_14	0.0400152578601748	0.0336831043502198	0.00422763323728721	0.00827551409957069	0.224823828913508	0.00783406989753547	0.0016463101587108	0.220748788551209	0.0568808477073634	0.015318142161457	0.0294120799797243	0.0148744884940491	0.00384012815002269	0.00909760326709133	0.000746021923983542	0.282460823685399	0.0321942914547182	0.000677410190193548	0.00758188056245236	0.00566177535532939
Mix_15	0.0665269603344424	0.0430709356941488	0.0144076406494581	0.0308712591880038	0.109422455503323	0.00364365922644228	0.00294558592189967	0.245191333984584	0.0309933274546229	0.0134797069006041	0.0251647813483391	0.0565069213434137	0.00296375693679511	0.00745777594729468	0.000858961363467552	0.264320815683043	0.0344196954048499	0.00494590953292344	0.00981815657072402	0.0329903610116205
Mix_16	0.100746958670496	0.0732834961265539	0.0215628830095364	0.0486110166399335	0.0738768051561867	0.00367416491674788	0.00642977583445633	0.191202811933845	0.0356256691601387	0.0114023346143227	0.0221049604060921	0.0780804972621543	0.00298857030314913	0.00540581263873104	0.000716784852386285	0.222896779727221	0.0263538063660268	0.00699694985610002	0.017417965962182	0.0506219565637409
Mix_17	0.0772866080228997	0.0483805365780015	0.0129563898293626	0.0292687165312369	0.107339007729273	0.00472883896596291	0.00324966714974838	0.231469756905124	0.0422424798543877	0.014918184107283	0.0237460474129395	0.0455656456322909	0.00346588940121795	0.00723514314406343	0.000673611692294853	0.26476339935393	0.0320282046152631	0.00672707572733696	0.012369449042882	0.0315853483045023
Mix_18	0.0567349194782387	0.0388250092825706	0.0176747927504677	0.038280105263619	0.0594952519257023	0.002126382103931	0.00632243298614708	0.276913463946815	0.0151119607067315	0.00923698739276858	0.0255153354120839	0.0625399535710471	0.00172960184230947	0.00733375148584691	0.000308431503542596	0.276679472581313	0.0354168820511288	0.00932558432889589	0.011274148303495	0.0491555330833459
Mix_19	0.040730510256905	0.0380436816791836	0.0342176499420585	0.0826840398988572	0.179478968242851	0.00531290686517062	0.0105802447036928	0.100637270250775	0.0482811046381786	0.0119041269712897	0.0210191320993906	0.129911848866872	0.00432152503777653	0.00616142096057279	0.00113914807213473	0.160338469925654	0.0184772811572721	0.0143018387354493	0.00693182422578849	0.0855270074701275
Mix_20	0.113175640225262	0.0844116624130386	0.02837926929643	0.0654873307154901	0.0968294232274985	0.00295290542265061	0.00808304711432968	0.136030174464769	0.0312876682263326	0.00825720214217589	0.0193410822199082	0.103966443952529	0.00339427423903391	0.00576466123315612	0.000983734661957846	0.171070695907053	0.0213028459995523	0.0117171253956675	0.0194789013101741	0.0680859118329903
Mix_21	0.0993354538014861	0.0745018349304235	0.0371198097867175	0.0837186196282311	0.0680916699148401	0.00435777328969474	0.0108257909249903	0.127273597622985	0.031408300697012	0.0111954329305704	0.016490150539489	0.131142769280693	0.00214562567954497	0.00406015367584046	0.000824578355718803	0.162444298568185	0.0191303226469849	0.0143666309195618	0.0174870150860034	0.0840801717210272
Mix_22	0.0466059299896336	0.0339226049785993	0.0427299145851862	0.0940121135401599	0.144599021809037	0.00631115923538662	0.0124609603542077	0.10240022091018	0.0374547585531045	0.011159876026526	0.0186999291917635	0.147392245757511	0.00427233689926351	0.00467825755266921	0.000988631144913537	0.153801830025549	0.0188816054885912	0.0162961743151949	0.00781622114566046	0.0955162084968625
Mix_23	0.163617542054129	0.118033304574437	0.013768175219013	0.0414461309159974	0.0973425701539883	0.00393795095916503	0.00473552985740721	0.167714053460663	0.0113259737207391	0.0103266547401553	0.0237905412701468	0.0675986807876024	0.00202182268710612	0.00539178131830567	0.000928338111480177	0.161272109806805	0.023132750997009	0.00755115708673677	0.0283634026101327	0.0477015296689816
Mix_24	0.00309867085608334	0.0115686548113492	0.022085957987583	0.0536929108094926	0.0363076014624482	0.00228453963574532	0.00624365497267182	0.267933795340136	0.0427981499597011	0.0119614378526249	0.0271260842262408	0.0830874560545301	0.00284486855125072	0.00716966834700121	0.000538560594847811	0.318045654686539	0.0358203010905572	0.00991544992539274	0.00210273433940186	0.0553738484964031
Mix_25	0.15253794011763	0.110235955144018	0.00764049709826658	0.0162572448247153	0.122921484917281	0.00414442276705855	0.00186520085986209	0.176512622834225	0.0411140022919043	0.0106723836821934	0.025296443774041	0.0223306332930597	0.00337107862221098	0.00643447547129004	0.000448900005822715	0.225361197495367	0.0256824228984662	0.00279347099748164	0.0255152492505145	0.0188643736545925
Mix_26	0.0856782787668529	0.0851798144822313	0.0145067538341603	0.0274130866815607	0.0712354969287839	0.00307089626716844	0.00356406078529865	0.2270269292541	0.0414259895443704	0.011846453591555	0.02624112245449	0.0398201695554363	0.00249787083488743	0.0069308363793646	0.000723937415873545	0.280087838524732	0.0307223304138622	0.00364691869918404	0.0153809016602067	0.0230003139258823
Mix_27	0.112310033447971	0.0851123738397012	0.0347265928862054	0.0693437100383555	0.01346599163323	0.00272324992488744	0.00861242644819874	0.138083599085616	0.0574225850216403	0.0117836167185427	0.0158744607639832	0.105205408654589	0.00404070335133085	0.00273220363480064	0.000641982776975612	0.218066615400529	0.0213414817439467	0.012562991833875	0.018021977116674	0.067927995678948
Mix_28	0.0803239918757046	0.0632261932128325	0.0331425999982944	0.0748027956140511	0.120852597665803	0.00633606626525144	0.00980485168764384	0.136728652579905	0.0262669276534223	0.0106528932797587	0.0195348587593932	0.118269637853813	0.00199281034857744	0.0055849086946739	0.000760782541283606	0.165533232290158	0.0207861188600553	0.0126010817692633	0.015673009180808	0.0771259898693079
Mix_29	0.11460414044761	0.085859901189711	0.0124660436478397	0.025743317511089	0.0692666792522911	0.00344981632414809	0.00323777125688221	0.216064605568414	0.0409711239259803	0.0103939778678332	0.0240524360746598	0.0438238149434541	0.00280608487949796	0.00535334192182684	0.000351519631302137	0.250523288035507	0.0292151855769628	0.00700453163920779	0.0198160165465199	0.0349964037592627
Mix_30	0.0926477733161147	0.0598357898048924	0.00628065368172511	0.0109587486439955	0.242104478924457	0.00682433332684918	0.00143128702506273	0.160159036962101	0.0611716805436556	0.0167009405736047	0.0270932922234628	0.0217287512388748	0.00370547183337941	0.00844288464997689	0.000806500781760569	0.231215843349268	0.0249132482068133	0.0013684650017896	0.0134162425892086	0.0091945773230093
Mix_31	0.113682211749497	0.0794803367970063	0.0206560884141362	0.0444611601625206	0.102328950895075	0.00351481037813582	0.00597487358068084	0.184876980539853	0.0319244042484128	0.00884026008629744	0.0207828422828964	0.0733887368263727	0.00285895112367323	0.00659566114733897	0.000474925619089698	0.209711552814233	0.0223303322729999	0.00536183784675118	0.0189417777677288	0.0438133054472994
Mix_32	0.0579494444905368	0.0478640699411362	0.0206099549464578	0.0547914294443259	0.037930871771281	0.00237547063546588	0.00871168930719988	0.249933983909748	0.0250550773981067	0.00610776623161181	0.0234427490413627	0.082852943487377	0.00193221076299425	0.00610661579354083	0.000781351521763025	0.270400631812063	0.0325653095757372	0.011741849620405	0.0113675960258855	0.0474789842830013
Mix_33	0.0362128715808697	0.0300099897556824	0.0238005130268042	0.0556312082246283	0.0978777570119592	0.0033856752286055	0.0075452306660546	0.220817672469628	0.03905127208656	0.0116455657273323	0.0237643484267205	0.083986705634566	0.00245952641517958	0.0065680793553079	0.000883463336918286	0.250888959545687	0.0288323670201911	0.0113274578392158	0.00711124706615351	0.0582000895819362
Mix_34	0.109634856049421	0.0698783830907013	0.0431007372391809	0.0989935733656288	0.130363324061644	0.00386077956821399	0.0130509490015661	0.0753475155047994	0.0278456338893017	0.0116643223161735	0.0144757219478126	0.155504198837953	0.00314036289225202	0.00300815757333479	0.00138598161181138	0.105983291046641	0.0137570853779284	0.01497230647197	0.0172453749342536	0.0867874452194132
Mix_35	0.0876906178615383	0.0666031637524885	0.0124729191716873	0.0294354061755056	0.198105286764159	0.00664909997248561	0.005275371895783	0.188262027828166	0.0238283637822008	0.0111614926265615	0.0275158844889479	0.0475348705292923	0.00309864614461528	0.00873986094121795	0.00118494648437126	0.192501047939937	0.0245994527460356	0.00837805225529382	0.0141187613432362	0.0428447272964766
