B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
A	0.319052596559978	0.115735755768844	0.112394462699166	0.0943869405027743	0.0680832685725581	0.139059492744884	0.151287483151795
B	0.318404977392615	0.115832299220762	0.112282312999563	0.0944995616217646	0.0680144579554483	0.139360813980752	0.151605576829096
C	0.320008808051734	0.108147698967365	0.108576207410906	0.0955276246012388	0.0660915531782912	0.146537843777251	0.155110264013215
D	0.319568217530561	0.108144595702943	0.108760919262616	0.0955782260674975	0.0660184176729457	0.146507904965998	0.155421718797438
E	0.31773658755377	0.11044725875548	0.109691241569696	0.096462486629267	0.0668644514762495	0.14313897865598	0.155658995359557
F	0.318541909225904	0.112736124758738	0.11159795819433	0.098046887632687	0.0679755184272955	0.138368832828181	0.152732768932864
G	0.31824407957076	0.11887887220222	0.11453111073266	0.0926932408679329	0.0715469166516705	0.135469226556328	0.148636553418428
H	0.317751468288379	0.122553898756702	0.116869753123806	0.0922207004780089	0.0694223260365503	0.133329590493608	0.147852262822945
I	0.317769800193512	0.122872705636985	0.116749317651015	0.0921899786775214	0.069510399013858	0.133448651189668	0.14745914763744
J	0.32122570871094	0.105645923417348	0.108069902104778	0.0957452805249154	0.0653863976135108	0.147655397824912	0.156271389803595
K	0.321030015829039	0.105612070821863	0.107573533433071	0.0972987451687476	0.0653480923963475	0.145622295931754	0.157515246419178
L	0.318460371047649	0.108609648582312	0.108456183009383	0.0956909934342152	0.0662392977730209	0.145888312399765	0.156655193753655
