B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
A	0.0366934015884377	0.0589209879054898	0.0335034029893632	0.0388620998100184	0.0273107919926953	0.0307536248959996	0.0569417525999427	0.0532384620249965	0.0600061772470133	0.0583302526314086	0.0486658824633743	0.0452935939401813	0.0229908283552112	0.0446046740084751	0.0330133720356483	0.0800723720113099	0.0694358040310111	0.0555975661309841	0.049865109095771	0.0645863374605944	0.031313506782074
B	0.0399274892927929	0.0586891717954793	0.0413408220226565	0.038328482529721	0.0288751332326461	0.0211262566703051	0.0565000934250601	0.0585622664127236	0.0594808659211149	0.0581927244626508	0.0488394188260527	0.0450301520755331	0.0222253983244163	0.0440858154336126	0.0290577756529876	0.0801810864567413	0.0707236377664537	0.0557499027810038	0.0563227999159526	0.0644571208846105	0.0223035861174854
C	0.0330817488670192	0.0589968116574618	0.038665590767561	0.0275630660859174	0.0280682581609744	0.0319723850465644	0.0588720668022692	0.0427603829718669	0.0504442383133598	0.0542963478685701	0.0443297122469081	0.0429982598925807	0.0253783042480145	0.0383259082832918	0.0339424492022768	0.0905932156239714	0.0801213712706545	0.0539280472704276	0.0623541793227399	0.0745306040120481	0.0287770520855224
D	0.0344200891839896	0.0618002052047082	0.0510218053162476	0.0294375995390505	0.0265077808206	0.0230727498636335	0.052800556952688	0.0380764670395451	0.0503455083062021	0.0550341539701995	0.0442442709128997	0.0434982109588429	0.0225041441980462	0.0415054092284472	0.0327627617738067	0.0913634917606418	0.079998066955751	0.0543626493494498	0.0669067343352009	0.0745545885381897	0.0257827557918601
E	0.0324580308417481	0.052699203702235	0.0399240746409945	0.0314898771142445	0.0281616991431844	0.0269043796498121	0.0583693626074639	0.0485509997031748	0.0533718262005575	0.0596083917682521	0.0470732612654645	0.0437362941463535	0.0244592120938194	0.047060591553369	0.0315127888182774	0.0847102551575359	0.0730005462410239	0.061629194711744	0.0650986934771596	0.0674400246904585	0.0227412924731276
F	0.0372179163261086	0.0561729434970716	0.0370134953056481	0.0381063970089159	0.0309474224087043	0.0314539817932611	0.0607721456067698	0.053986420133693	0.0575474139483624	0.0700384922288474	0.0473178667016221	0.0441608601630341	0.0291824014178008	0.0472131541891084	0.0325132296744042	0.0642711573381124	0.0618843051569394	0.0562916535762548	0.0623820096236214	0.0577889809752696	0.0237377529264507
G	0.0394328934106551	0.0604251390878452	0.0388350008437014	0.0403791177553345	0.0289256764173569	0.0327427372805172	0.0608589950001439	0.0617891353901051	0.0626746347506011	0.0538957686318367	0.0574162147117859	0.0448799184025135	0.0220549567564332	0.0442462823635394	0.0268336206853545	0.0734642651160822	0.0645311258701248	0.0482224964019504	0.0525906426243499	0.0608363172511409	0.0249650612486281
H	0.0374219231417183	0.0576841282307036	0.0420937865751009	0.042053387414117	0.0314262099826937	0.0265432830775775	0.0598500829592529	0.0654080218913837	0.0660111121283018	0.0473952079311227	0.0494295098305329	0.0416456931682723	0.0271914258078483	0.0448365696784634	0.02748305363332	0.0695713445764812	0.0628137070713644	0.0463191017028749	0.0668282748761728	0.0586143865048605	0.0293797898178371
I	0.035230598558144	0.049392010427066	0.038319644552073	0.0425562223566714	0.0307380713999421	0.0266299168144313	0.0618519396210384	0.0681202482167633	0.0673894567971945	0.0488987242159575	0.050170795200852	0.0425861628182132	0.0246442576601875	0.0461919661268583	0.0312173185270183	0.0735964772460227	0.0636722177371454	0.0471840625674994	0.0639840201491496	0.0595950510002006	0.0280308380075715
J	0.0388182157341025	0.051845300845636	0.0392275162931872	0.0306984640167692	0.0311087748568979	0.0241613754729862	0.060971455401423	0.0544930500202591	0.0377680412560988	0.0508519150740269	0.044214672316756	0.0449883573492985	0.0224065616823101	0.0462185863932092	0.036354062891688	0.0945959326028119	0.0837306537612427	0.0385860158323929	0.06535302442367	0.0800150474772205	0.0235929762980135
K	0.0311752001100139	0.0583016420332825	0.0385892479033903	0.0300370282684943	0.0315224003171865	0.0252892544735596	0.0602532889693188	0.0458151719275438	0.036406939393364	0.0569872540187798	0.0471932569534661	0.0453410864981973	0.0263143947865195	0.047194164314024	0.0309098928324435	0.0873514315793305	0.0754835987397449	0.0635654094967384	0.0681970527956542	0.0695901346524604	0.0244821499364876
L	0.0356708187484082	0.0676279990169337	0.0452857302936628	0.0297847039296574	0.0303885076761877	0.0301166119494564	0.0599128121409373	0.0398621696986773	0.0467707593848529	0.0480492692256605	0.0441814328047844	0.0274991362982333	0.0316938348881615	0.0441075240157548	0.0325722047469944	0.09116485445926	0.0815836469331327	0.0403826817867478	0.0675475149183978	0.0782063026906858	0.0275914843934132
