B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
A	0.0572692317695041	0.0553600366452173	0.0451322765756596	0.049227023081871	0.0383092442874843	0.0383429804171703	0.0438719175233402	0.0412179188306624	0.0494621275039298	0.049983665122611	0.0419982275935797	0.047705115862048	0.0381774195298647	0.0553560668296556	0.0362398470307365	0.0609994924657502	0.0548746535386203	0.0594042245249933	0.0457477797275944	0.0512832418089377	0.0400375093307696
B	0.0572858361761824	0.0554893221945868	0.0451010269929852	0.049022809072591	0.0385118659611215	0.0383969079519148	0.0437330526960744	0.0417124746488718	0.0494595990460076	0.0500651881762899	0.0421151071650517	0.0477995284149224	0.038166784558335	0.0553121933500766	0.036345956416373	0.0603449711078325	0.054927213509092	0.0595830290779494	0.0457557911911472	0.0510371617012437	0.0398341805913512
C	0.0555773467221089	0.0562782854963978	0.042541193872645	0.0484614679053725	0.0385823298723764	0.0390483393248985	0.0437310778735305	0.0388565196797227	0.0410614436750847	0.0499189926747863	0.0395639079331281	0.0482368023783633	0.0384275051228788	0.0562609927372537	0.0362871246681493	0.0653820061107837	0.0593276057870926	0.0618141748949195	0.0469088551747983	0.0539575803116949	0.0397764477840144
D	0.05551308133264	0.0563865203823286	0.0427115656967707	0.0487135210143034	0.0381917227051733	0.0390645725290546	0.0438958302604881	0.0389829200268082	0.0408113180022252	0.050183063654307	0.0393447908715324	0.0475119668003383	0.0384860910366469	0.0560746357981092	0.0361974831889555	0.0655714007248245	0.0594872105837679	0.0617419135122358	0.0469324170026572	0.0541881213293514	0.0400098535474821
E	0.055456527420163	0.0558684643334087	0.0432454917125954	0.0485016553432818	0.038675637630198	0.0388588816085183	0.0437344537154575	0.039451021605166	0.0439182928470671	0.05153171457034	0.0403900009808407	0.048189515462444	0.0381788902565666	0.0559659119266737	0.0360830841212882	0.0635875804329912	0.0566412002303193	0.0627896724944883	0.0466387638052717	0.0524950866798019	0.0397981528231184
F	0.0556887309757669	0.0561619266688602	0.0435511673599438	0.049250776671559	0.0386481816322806	0.0387925852952915	0.0441293541929822	0.040716040131015	0.0465404836667469	0.0546675332060466	0.0416482685024978	0.0482101609192256	0.0387190818720494	0.0560954803785601	0.0365184632968501	0.0580485447563928	0.0524688217865368	0.0613537945947974	0.047134021942074	0.0515547779102539	0.0401018042402694
G	0.0570996642364925	0.0554307019353453	0.0467453004629446	0.0500555367032847	0.0384784153169502	0.0391925408942455	0.0441126920058864	0.0424624706565874	0.0516168127753018	0.0481980722324292	0.0453369205780963	0.0478189768483187	0.0385251333245988	0.0558648209148726	0.0367931760482777	0.0570322598556244	0.0527847625348516	0.0566281754460176	0.0450660138936991	0.050302204713856	0.0404553486223195
H	0.0559481257099987	0.0555136721344111	0.0474524410157895	0.0500414069804585	0.0390656507591654	0.0392851353282534	0.0445884363529483	0.044160991719217	0.0537326014129804	0.046771649876789	0.0435625629087809	0.0472798434355766	0.0387684271828546	0.0564024785521801	0.0368153069476211	0.0571787879166928	0.0518898630726511	0.0551378961117412	0.0454108512273398	0.0501487713994443	0.0408450999551063
I	0.0561742552133873	0.0556129001399917	0.0477547714099019	0.0504693408408609	0.0387717959716557	0.038957334328527	0.0445878113026651	0.0444025191810087	0.0540677799909693	0.0464261152573952	0.0436869789740563	0.0475939465665413	0.0387244570248421	0.0566331175671255	0.0369077825114578	0.056060967797004	0.0516469331790883	0.0551440810710956	0.0453431094468138	0.0501649078820297	0.0408690943435828
J	0.0559880216351762	0.0567487738922639	0.0419583729550054	0.049083420777627	0.0386640964020684	0.0392706704636053	0.0441083009799994	0.0381428301376431	0.0367771004278014	0.0489445977688424	0.038437284596645	0.0483075927991371	0.0384685458008884	0.0570512367021201	0.0362785925456183	0.0663757581876845	0.0607313224081591	0.0621029652438188	0.0473525216504078	0.0549453320596127	0.0402626625658759
K	0.0559287237408992	0.0570739838357	0.042190094634481	0.0485612181194544	0.0385740170567756	0.0393619879595309	0.0440512142820899	0.0379737425964072	0.0363104795891031	0.0517139775822087	0.038538356758649	0.048405452977499	0.0386179760862208	0.0570904406827605	0.0362393987273369	0.0653217356799688	0.0586272737697785	0.0641641833558953	0.0474234590918746	0.0537417178126963	0.0400905656606701
L	0.0550958633639358	0.0576604353141504	0.0427842832338219	0.0491340986772689	0.0385795655290928	0.0395004005535689	0.0441151639101098	0.0388183561439909	0.0389218312591953	0.049140027954278	0.0394466805549757	0.0477843964925822	0.0388729048566675	0.0564954180160466	0.0365467186525681	0.0645638723757032	0.0595953371540127	0.0607222117821771	0.0478219881113669	0.0543326932464875	0.0400677528179997
