naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
A	0.0358779588440432	0.0716457846376625	0.0919241298513339	0.0628743113340064	0.0417926213191099	0.0730026722332457	0.0598887294941405	0.0781102453899257	0.0245402641000925	0.0342442461771657	0.0195598332343038	0.0410407058233392	0.0586656649817144	0.02888582973283	0.0347819395518969	0.0360803511559054	0.0272428176863217	0.0699250689325122	0.0243320044884702	0.0855848210319803
B	0.0354898962797627	0.0719080990488142	0.0923018165622651	0.0623587378314305	0.042733478896162	0.0723514624464069	0.0600002186665258	0.0773413320950446	0.0245500154654901	0.0348574010266315	0.0202159481664084	0.0410260364969831	0.0588272938559265	0.0291782293608052	0.0365190090359451	0.0359035967097342	0.0271977579784631	0.0685730191991992	0.0241855028839828	0.0844811479940188
C	0.0333141240807495	0.071869874839615	0.0753059706897003	0.0569934134400583	0.0440566417910878	0.0712641225904303	0.0549745779719372	0.0922996107617508	0.0268126682740475	0.0351188339138314	0.0189508829478404	0.0379201982961046	0.0651717599507092	0.0296986387970703	0.0356347439625856	0.0411976595508885	0.0296506148013973	0.0672002308149869	0.0245346192570665	0.0880308132681426
D	0.0338110838416549	0.0735814608202513	0.0741511919290407	0.0574820086488727	0.0437632522455252	0.0715535166529672	0.0544158018543666	0.0922345822668504	0.0268007682051466	0.0336423623252357	0.0182206119681723	0.038147297799079	0.0655239501931322	0.0297337897141628	0.0352596437531207	0.0407141701330238	0.028956425024571	0.0714034386272014	0.0244604386044061	0.0861442053932195
E	0.0328136981112637	0.0702386889364802	0.0834602942156466	0.0581628012083188	0.0439339078355345	0.0779871318746079	0.0581924170201196	0.083348606076856	0.0277451117445227	0.0342875093805141	0.0192830467440366	0.0372051886303292	0.0607620497645336	0.0288117731021277	0.0357035537534203	0.0375110988760234	0.028806494163485	0.0713687122100135	0.0240669984382747	0.0863109179138916
F	0.0332756959868236	0.0716749696592661	0.0862713470003431	0.0612662697175334	0.0452026760257144	0.0847765197523063	0.0606246961986306	0.0693257240283851	0.0237908304338905	0.0366485772397995	0.0192550291344504	0.0390004401416821	0.0631649010158529	0.02961088697599	0.0368277671663278	0.0337811253980514	0.026153147448772	0.0708083681916038	0.0249086995049661	0.0836323289796111
G	0.0359574534275459	0.0696215105563961	0.0957881911210691	0.0645131235576124	0.0413183659160642	0.0639482767605842	0.0722601461318244	0.0727269277796385	0.0215526446230745	0.0384952092021881	0.0210153079998987	0.0414592419825508	0.0564332231742178	0.0299592450928891	0.0392743717683595	0.0322793881218213	0.0259519600631084	0.0735650243314468	0.0238101170510135	0.0800702713386967
H	0.0339834042961325	0.0685198349443419	0.102949577334867	0.0682333961174935	0.0411396729466094	0.0623643964587182	0.0570376256352248	0.0702765523834063	0.0213254271827169	0.0389741191573413	0.0222311517854406	0.0416284054399914	0.0607673306941828	0.0290775959764898	0.0339920218280224	0.0346297937190855	0.026923595452332	0.0746090193457016	0.0228861908652089	0.0884508884366933
I	0.035622137073872	0.0654336772695864	0.102845783297408	0.0682652644725032	0.0408769499514294	0.0602571028253383	0.0565655918690932	0.0704113939865158	0.0212608861195017	0.0412707349547741	0.0221427149743797	0.0421883559726169	0.0594641719676279	0.0278013689477719	0.0362009448111038	0.0347575339447055	0.0266788700590363	0.0759983526529822	0.0227819304053731	0.089176234444381
J	0.0340586148872647	0.0775823121206457	0.070067124565418	0.0535059772534757	0.0436989470596906	0.0602424057998641	0.0478680765580003	0.0982841006027951	0.0233089592089837	0.033780517782876	0.0196274492350724	0.0333572744407898	0.0682341246885898	0.0305827998807617	0.0351758224303864	0.0448235590016996	0.0291221438227658	0.0750346179907527	0.0264147864718109	0.0952303861983568
K	0.0337463535628342	0.0755192574017033	0.0666914924266618	0.052038645999138	0.0462287922593211	0.0807251077557971	0.0498106118805708	0.0901831899952227	0.0300593326003159	0.0339828273024651	0.0188061765275837	0.0317335570733363	0.0665093103582596	0.0294210289209652	0.0336239625702456	0.0408371215644041	0.0317599617220145	0.0741683331993209	0.0255514752202534	0.0886034616595868
L	0.0292898101048235	0.0695273721375407	0.0771843966435971	0.0559996320734324	0.0426676557214146	0.0565069480344376	0.056513356686534	0.0968319860335659	0.0239759905656347	0.0352278956110641	0.0196219014141931	0.036918902306002	0.0632381033918771	0.0330846242124593	0.040281627179483	0.0451888780143512	0.030637290350026	0.069257490909539	0.0263761780067153	0.0916699606033095
