naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
A	0.0415615964244873	0.0873614479888293	0.0504511068547094	0.013544732522382	0.0516171440500696	0.120378124922701	0.0628936276469408	0.123676974494616	0.0260568618210963	0.0107176951365175	0.033762111548137	0.0382352470134226	0.0556225494605768	0.00750256360618764	0.0341718640133994	0.0231452847683808	0.0351626309713288	0.07452125677551	0.0279047857647085	0.0817123942159994
B	0.0415653581684174	0.0878858118170072	0.0524808287035602	0.0135306086025118	0.0518960592923948	0.120337177561153	0.062978594534114	0.12342727858583	0.0263315255175547	0.0101518884106568	0.0341789531417214	0.0339894113915213	0.0542746230694806	0.00766474461063584	0.0346178067738431	0.0233083780076022	0.0357024881857679	0.0742851806004196	0.0282963488716855	0.083096934154122
C	0.0351809178736831	0.0808203931146928	0.0424337589039013	0.0120419040443556	0.0508135870283105	0.120951448935599	0.05582090046993	0.141732504723455	0.0267294575643055	0.0118191322138004	0.0276310232834037	0.0354262234685674	0.0606085232365625	0.00859435365725736	0.0291880067383779	0.0262831877283773	0.0352697895907553	0.0796341747590872	0.0297719230974028	0.0892487895681756
D	0.0356559963887826	0.0812716042844178	0.0429509840113063	0.0117615076858326	0.0504034429061809	0.118606152908603	0.0531400483675445	0.138183252095084	0.0263690654216933	0.0109383324412499	0.0262208357535421	0.0482196412340585	0.0594720166942185	0.00819239219542658	0.0319451034703394	0.0258373138716196	0.0348082359089232	0.078784913850008	0.0287485392544179	0.0884906212567511
E	0.0345641537367147	0.0792943766855273	0.0456624621666465	0.0123948400240081	0.0542702608503821	0.13332407531275	0.0593834678412156	0.129112488280875	0.0297171538656058	0.0116224036825208	0.0303932582322479	0.0393588221910919	0.0588305633264523	0.00653733468910637	0.0324999971272218	0.0250223998943788	0.0371993741345006	0.0759357777818756	0.0278499428035309	0.0770268473733476
F	0.0361522939325427	0.0845254147509385	0.050108406884416	0.0133778593923124	0.0638297648522029	0.141382523702906	0.0638034323626387	0.10393626133422	0.0271704404289034	0.011888739016301	0.0328108975494328	0.0332898362680523	0.0573290078879736	0.00716337342143413	0.034631132196219	0.020761151435044	0.0372605088785136	0.0767998923030754	0.0296286661872014	0.0741503972156729
G	0.0422513629193191	0.0873545818761814	0.0568776628639751	0.0142625908951426	0.0480824872392659	0.103143556542867	0.0790915536171893	0.113818214193796	0.0227849542049929	0.0121404868655918	0.0358044049638004	0.0381585901395062	0.0552106974926827	0.00769470345023791	0.042564056866102	0.0212514454241261	0.0349953386914496	0.0757492870463445	0.028004145606147	0.0807598791012828
H	0.0427110559656151	0.0884336368122709	0.0611748754323856	0.0160362701014366	0.0451384235530424	0.114611554508704	0.0577342700992623	0.115856752877613	0.02336352124762	0.0143927864586096	0.0404868558384476	0.0469229638271511	0.059610840678679	0.00727618208445463	0.0248787102461551	0.0217342205895226	0.0381592073650589	0.0813152843277646	0.0308192700999264	0.0693433178862799
I	0.0424385532331707	0.0876615619917309	0.0615930718049696	0.0161676372396641	0.0459915207787953	0.1090429932598	0.058642215211311	0.115431286373289	0.0235040005583246	0.0119429981905011	0.0402610903580762	0.0456499828714975	0.0586818008168379	0.00777076074106001	0.0268226925364199	0.0216465978798347	0.0383858721342663	0.077898087063122	0.0305408017091363	0.0799264752481927
J	0.0367416624973982	0.0896890879968804	0.0371453240797102	0.00919504833103031	0.0485358353951461	0.101169465162569	0.0365095980986482	0.152763388165847	0.0195052423104714	0.0124268489458632	0.0268557722147175	0.0423507946473196	0.0666895343501052	0.0092655611302107	0.0268431268805778	0.0282258748213314	0.03653199092692	0.0878712509491842	0.0321723352256252	0.0995122578704443
K	0.0330488243373811	0.0880882951303154	0.0245882384307103	0.00898179289421034	0.055116577007661	0.147560012540372	0.0447255903477448	0.141653096357999	0.0325605380033702	0.0117910175810498	0.0257156772207739	0.0428591039327007	0.0637622951512347	0.00676984219176823	0.0214590757563739	0.0275055631128938	0.0401410878050407	0.0849405532089233	0.0306181879423971	0.0681146310470793
L	0.0296838563818182	0.0713987583788875	0.0466300621049757	0.011736927491056	0.0472707430200791	0.0913380805098388	0.0549022369399282	0.148789422690556	0.021041030904423	0.0131221067034613	0.0300210716883374	0.0410269229941403	0.0646092942987597	0.0104013762182196	0.0402739495790744	0.0280770703137543	0.0355504672892806	0.0855922285919361	0.0307986194621494	0.097735774439324
