AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.864360543648988	0.919017495384642	0.638899169865461	0.82683143594047	0.561906605804486	0.41408142667311	0.955345709438159	-0.0435047715495839	0.613676625740955	0.820048365274565	0.555012824380285	0.775612765032673
