AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.775848813597768	0.775915437731375	0.0491116418134913	0.949747324408987	-0.121164652935369	0.965148163918305	0.927873279092016	0.0599295779940127	0.796249522541321	0.941773745789167	-0.0966419870861795	0.067375978846079
