AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.851683604715827	0.851695068131866	0.498515185408765	0.634643480446275	0.818059917724331	0.630484323341788	0.907328354196681	0.680190740992698	0.550281163091157	0.21079591862103	0.573892608054716	0.911936099960179
