AbsCIBERSORT	CIBERSORT	DCQ	DeconRNASeq	dtangle	EPIC	GEDIT	MCP-counter	nnls	quanTIseq	SaVanT	xCell
1	0.743318140569171	0.765598926377389	0.53750635138524	0.62615410663626	0.850925669658156	0.430247358151032	0.931010549664575	0.273999939028178	0.671877866613423	0.624201744316441	0.549118130967801	0.446295717266286
