"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "NK Cells"
"10XImmune" 0.971123228137769 0.906369495827566 0.887246329253014 0.968682607424265 0.966212801726337
"BlueCode" 0.967310807958519 0.890672398299829 0.913337231076022 0.981152875463924 0.991235440127343
"BluePrint-Blood" 0.973343109411813 0.896712782081793 0.752362197152359 0.983817653850919 0.956251463464664
"EPIC-BCIC" 0.970693513953279 0.92899671110047 0.937482909769667 0.983889967383886 0.989894218659084
"EPIC-TIC" 0.973730560496843 0.691128095184663 0.431469457280918 NA NA
"HPCA-Blood" 0.986157679145207 0.79726766897149 0.562797612746573 0.97098717898922 0.990811727326174
"HPCA-Stromal" 0.951019428418148 0.783212175469143 0.142797426809187 NA NA
"ImmunoStates" 0.910320138232142 0.873151926818558 0.610430255504203 0.941154692341889 0.72708981441047
"LM22" 0.986151441830004 0.931735297628565 0.751819929426326 0.932455947859361 0.964829449270314
"SkinSignatures" 0.954413891484052 NA 0.404640163597556 0.987191337203973 0.767048667425399
