"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "NK Cells"
"10XImmune" 0.620246677940026 0.42361546130216 0.532643542482171 0.532619695633775 0.883331639966379
"BlueCode" 0.509219192793425 0.097637409068592 0.242306337407239 0.549697306821072 0.863670827260136
"BluePrint-Blood" 0.570476525100649 0.031131794826587 0.0153664483216084 0.265715366639442 0.426540166534058
"EPIC-BCIC" 0.672727526835447 0.435015827692593 0.466067646599239 0.547638242705975 0.803437996425333
"EPIC-TIC" 0.634534535723267 0.238289559301566 -0.268916967043667 NA NA
"HPCA-Blood" 0.140803733161332 0.512744658748909 0.329625601418581 0.503356849829669 0.625984261119032
"HPCA-Stromal" 0.140803733161288 0.512744658748737 0.329625601418541 NA NA
"ImmunoStates" 0.730867759542723 0.504772650590736 0.412562923423412 0.551653889521223 0.731573383387983
"LM22" 0.554783697944192 0.537395590540313 0.448404435465655 0.600095060820363 0.461638700145721
"SkinSignatures" 0.265501830896523 0.497353449253224 -0.048578638180284 0.444902333049243 0.664737231808628
