"B Cells" "CD4 T Cells" "CD8 T Cells" "Endothelial" "Fibroblasts" "Macrophages" "Mast Cell"
"10XImmune" 0.903637973938398 0.91393475648507 0.400406212558713 NA NA NA NA
"BlueCode" 0.69165799762341 0.977974688290324 0.958716877091134 0.981310666593997 0.981527675464683 0.948883003030099 NA
"BluePrint-Blood" 0.772857468413346 0.7521499961935 0.928347312435869 NA NA NA NA
"EPIC-BCIC" 0.771953197753176 0.934945489330884 0.931263564756838 NA NA NA NA
"EPIC-TIC" 0.849631632631227 0.905679835741788 0.916925575402946 0.946981558417872 0.917444567421555 0.837159865506286 NA
"HPCA-Blood" 0.661889998155657 0.948435557351381 0.950893870803897 NA NA NA NA
"HPCA-Stromal" 0.677500483641821 0.882263132759268 0.992557108971417 0.94310551614189 0.985420918743581 0.914032256249985 NA
"ImmunoStates" 0.221225139575063 0.930218914856693 0.977822398007264 NA NA 0.377194423986284 0.395789770233939
"LM22" 0.162741927306436 0.960216390855421 0.970345071431319 NA NA 0.269212852245698 0.718150389824634
"SkinSignatures" 0.72937849079495 0.325509115347839 0.944002139573174 0.984001485282711 0.947447971200842 0.852082248180132 NA
