"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "Neutrophils" "NK Cells"
"10XImmune" 0.894559359788737 0.781868183042034 0.554922720750088 0.894933390380475 NA 0.845094129824989
"BlueCode" 0.593510919710467 0.694195913576502 0.633611800431451 0.847014013836598 0.764469655407575 0.781095441301596
"BluePrint-Blood" 0.140795336542411 0.730646481596259 0.475909809487295 0.859907606242553 0.583323872184703 0.800816224781233
"EPIC-BCIC" 0.95858362797972 0.670120552329326 0.600697217359022 0.870321612680948 0.510561944117039 0.716724393134202
"EPIC-TIC" -0.547490266341788 0.755075000168522 0.566607142049236 NA NA NA
"HPCA-Blood" -0.0491258225676466 0.665987911784872 0.486415399251803 0.911887500556137 0.567063301672357 0.638734233649378
"HPCA-Stromal" -0.0491258225676466 0.665987911784872 0.486415399251803 NA NA NA
"ImmunoStates" 0.75114773551309 0.838219179500709 0.713650865881402 0.82221822835357 0.758458654215377 0.693970382636225
"LM22" 0.963472214339854 0.71310575344476 0.803072755091055 0.810983592949354 0.573234298291123 0.724571546182751
"SkinSignatures" 0.907552826731629 0.758571065782463 0.638657108548265 0.831388808294841 0.684193506612319 0.721981916658418
