"B Cells" "CD4 T Cells" "CD8 T Cells" "Endothelial" "Fibroblasts" "Macrophages" "Mast Cell"
"10XImmune" 0.798477824783865 0.790638156375255 0.297397646696408 NA NA NA NA
"BlueCode" 0.648869435840826 0.762068069397187 0.896319930621932 0.993872482463342 0.971850390335336 0.95549878418041 NA
"BluePrint-Blood" 0.725333237348762 0.7323453798171 0.909312084682861 NA NA NA NA
"EPIC-BCIC" 0.822323229055148 0.908438061452453 0.837491811330136 NA NA NA NA
"EPIC-TIC" 0.929197636005873 0.833535121291493 0.898931599912362 0.978598023904909 0.99706403899217 0.98705177599436 NA
"HPCA-Blood" 0.864013486542436 0.745957389621981 0.818348384632071 NA NA NA NA
"HPCA-Stromal" 0.770055027357993 0.768826414819658 0.893965103681139 0.866271088902407 0.985216681125648 0.936595291792833 NA
"ImmunoStates" 0.897597034777913 0.915719242859165 0.983231217623274 NA NA 0.0415514828056245 0.929050840372645
"LM22" 0.632229940630597 0.684477624864179 0.97343392462965 NA NA 0.946316139301294 0.718252277101132
"SkinSignatures" 0.860227391473161 0.553351844343501 0.914890445342927 0.841787081642423 0.987024972639304 0.946246521898295 NA
