"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "NK Cells"
"10XImmune" 0.943099811673352 0.541795293102456 0.364544760394339 0.137547819094934 -0.391432484350799
"BlueCode" 0.376216675333949 0.495318692432737 0.608317069564615 0.866110963127699 -0.0695666500005404
"BluePrint-Blood" 0.479532825013542 0.254581555736705 0.247401463970193 0.809248584991109 0.986953190691184
"EPIC-BCIC" 0.735619337243998 0.288928936708749 0.303304037671382 0.789185514249417 0.58525450550173
"EPIC-TIC" 0.0163349468404255 0.261637803221092 -0.100527909229221 NA NA
"HPCA-Blood" 0.797071416205888 0.588297962761689 -0.0289505580664004 0.800586786466324 -0.43070466426029
"HPCA-Stromal" 0.797071416205888 0.588297962761689 -0.0289505580664004 NA NA
"ImmunoStates" 0.268811263654684 0.860265032361436 0.580941380460857 0.826244910927739 0.410492488670518
"LM22" 0.9373559671414 0.652854417201238 0.794594482734351 0.86797894325924 0.992914469027271
"SkinSignatures" 0.407033844262376 0.70903041620865 0.305658203911404 0.877083794902763 -0.229411343822215
