"B Cells" "CD4 T Cells" "CD8 T Cells" "Endothelial" "Fibroblasts" "Macrophages" "Mast Cell"
"10XImmune" 0.120592001568237 0.407880385910131 -0.458664118571462 NA NA NA NA
"BlueCode" -0.0583487693702973 0.618654452124901 0.755038138276138 0.991888879984853 0.976996990123935 0.720035324445297 NA
"BluePrint-Blood" -0.0992633950315731 0.317767093824152 0.770090304496664 NA NA NA NA
"EPIC-BCIC" 0.000318553484683273 -0.244805927154228 0.762420728540663 NA NA NA NA
"EPIC-TIC" 0.370640967847638 0.648665341143622 0.81603407505981 0.762187666753231 0.968165509591317 0.901832333114019 NA
"HPCA-Blood" 0.35219846178571 0.622581060813972 0.872140626796637 NA NA NA NA
"HPCA-Stromal" 0.35219846178571 0.622581060813972 0.872140626796637 0.779900622322798 0.988748226347199 0.682940823922082 NA
"ImmunoStates" 0.3136188774032 0.688478214409124 0.844483954867477 NA NA 0.636782642314469 0.43680738579329
"LM22" 0.266024420073532 0.61174435157735 0.900793048070584 NA NA 0.883596523400997 0.981500619327211
"SkinSignatures" 0.0296887830382375 0.683629738329288 0.798550834293668 0.873187497527758 0.943777019083526 0.934267845479251 NA
