"B Cells" "CD4 T Cells" "CD8 T Cells" "Endothelial" "Fibroblasts" "Macrophages" "Mast Cell"
"10XImmune" 0.0564706532404677 0.620017451470582 -0.420489517973997 NA NA NA NA
"BlueCode" NA 0.769131164761839 0.830314984965813 0.0261228198999805 0.899108194897258 0.40398138865353 NA
"BluePrint-Blood" NA 0.392951797718314 0.306417772900348 NA NA NA NA
"EPIC-BCIC" 0.661146123513636 -0.301713575549056 -0.152226943584091 NA NA NA NA
"EPIC-TIC" NA 0.90507417442954 0.935050905562528 0.923605098762431 0.979843799334715 0.84436638305815 NA
"HPCA-Blood" 0.519556960835342 0.848224905936776 0.526355731390302 NA NA NA NA
"HPCA-Stromal" 0.446356712257132 0.767913972228331 0.905850537987316 0.972744309387106 0.994374074098605 0.914819440767243 NA
"ImmunoStates" 0.30544299747693 0.69094100579113 0.964893415502884 NA NA 0.292078812544201 0.502890115523828
"LM22" 0.605778238027188 0.710207050422308 0.9429372500749 NA NA 0.853279326987034 0.890005773781311
"SkinSignatures" 0.35300979832347 NA 0.824533251864681 0.788696328145841 0.978856804145714 0.344342653868806 NA
