"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "Neutrophils" "NK Cells"
"10XImmune" NA 0.77917439791431 0.462247772900145 0.865820475036167 NA 0.855607640037589
"BlueCode" -0.777185212952078 0.0319217254155266 NA NA 0.952810825653935 NA
"BluePrint-Blood" -0.746779264545415 0.54448648925884 NA 0.91672875161341 NA NA
"EPIC-BCIC" 0.854682026944736 0.813693612060701 NA 0.88535567122433 0.929148502405319 0.547966912911299
"EPIC-TIC" -0.60586803533864 NA 0.435990768040335 NA NA NA
"HPCA-Blood" 0.931583508077948 0.786253030598463 NA 0.968390342778548 0.760530792972513 0.773093353477054
"HPCA-Stromal" NA 0.644680193144801 NA NA NA NA
"ImmunoStates" 0.881902599201014 0.928691708309334 0.974975683022932 0.870253382496901 0.90138606475828 0.71134528655493
"LM22" 0.868038032549771 0.94017503292682 0.918498453470373 0.85765215336049 0.792694824813918 0.888870507667828
"SkinSignatures" 0.85290286199161 0.84901423356531 0.613354151146153 0.977165728857522 0.832516688527475 0.958427971391437
