"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "Neutrophils" "NK Cells"
"10XImmune" 0.894612723563147 0.756276824771172 0.627258371823723 0.851322253159687 NA 0.878815761018443
"BlueCode" 0.907729551723019 0.821532374093679 0.696164166896163 0.819788331710322 0.638071641531516 0.716339779474129
"BluePrint-Blood" 0.80906764996138 0.886866917401608 0.671368850436039 0.885398335596533 0.640329844877722 0.891744958522209
"EPIC-BCIC" 0.849163321289326 0.910834898074804 0.752846870932108 0.889308133054287 0.643894181995377 0.957451850838541
"EPIC-TIC" 0.890190449243979 0.818600229584235 0.594853575315468 NA NA NA
"HPCA-Blood" 0.586931034619772 0.769760936592621 0.449057112056187 0.890017170833739 0.663652676276583 0.521446175318139
"HPCA-Stromal" 0.787326414787055 0.805405034208157 0.551808096162578 NA NA NA
"ImmunoStates" 0.663460056995435 0.796173665838364 0.812355932507057 0.791420851155411 0.737160367009622 0.581413619731595
"LM22" 0.925030054534722 0.779160216747235 0.874481892987965 0.800757291964959 0.76904227575217 0.948172038137451
"SkinSignatures" 0.927762666358334 0.84793246873596 0.705328554400331 0.807201996221924 0.565954067140293 0.76447596463207
