"B Cells" "CD4 T Cells" "CD8 T Cells" "Endothelial" "Fibroblasts" "Macrophages" "Mast Cell"
"10XImmune" 0.0561551565069317 0.600491241429795 -0.420330517266182 NA NA NA NA
"BlueCode" NA 0.743894596291856 0.827210871995243 0.0108853328855722 0.903895301892366 0.371473075029941 NA
"BluePrint-Blood" NA 0.388876966163141 0.304381659929018 NA NA NA NA
"EPIC-BCIC" 0.658874382408283 -0.301744182443667 -0.149124083654647 NA NA NA NA
"EPIC-TIC" NA 0.90511136275775 0.935047107966837 0.923595562716471 0.979851080817936 0.844219705962318 NA
"HPCA-Blood" 0.519596376254321 0.843214284823143 0.541996781118012 NA NA NA NA
"HPCA-Stromal" 0.44662311313106 0.763346990961142 0.907320462087174 0.974086049676035 0.994158204115378 0.907370615335493 NA
"ImmunoStates" 0.271917533987191 0.758674266864752 0.967984126295221 NA NA 0.157599340022241 0.456900220778653
"LM22" 0.567469421359191 0.7006370190271 0.934135581050587 NA NA 0.740739451068259 0.780645435045207
"SkinSignatures" 0.35300979832347 NA 0.818269607804042 0.790950888611685 0.977449074657239 0.344342653868806 NA
