"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "Neutrophils" "NK Cells"
"10XImmune" 0.82247041516159 0.768719935950936 -0.264339376550153 0.94369604835444 NA 0.90997349738636
"BlueCode" -0.684729683155567 0.784796338229665 0.564915877663965 0.828165862762905 0.995043762722615 0.958427971391437
"BluePrint-Blood" 0.40869949434456 0.103092198475786 0.353498379001595 0.833569058850085 0.957444776292411 NA
"EPIC-BCIC" 0.825479067752175 0.730391216357607 NA 0.974083955975501 0.998849142654932 0.537951609275946
"EPIC-TIC" 0.978113684196878 0.872877149405923 0.440750630850089 NA NA NA
"HPCA-Blood" 0.763385607603443 0.788708119300575 0.63646651522442 0.929001658560407 0.994639476000871 0.945481990869855
"HPCA-Stromal" 0.783012642449456 0.666819580448042 0.588344245113681 NA NA NA
"ImmunoStates" 0.944914153391677 0.978888652174926 0.936614347757512 0.948442390900333 0.992960103573919 0.896074355651327
"LM22" 0.967370623576835 0.9866188736802 0.843242068062772 0.954025651806679 0.994480278620646 0.929010503810745
"SkinSignatures" 0.946263525328348 0.910800559403106 0.656731586342943 0.943047724750834 0.995043762722615 0.958427971391437
