"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "Neutrophils" "NK Cells"
"10XImmune" 0.99305746347273 0.972300245521283 0.987582830665926 0.9364451411024 NA 0.986107385705744
"BlueCode" 0.971781690480943 0.9184246469899 0.973859474675332 0.977558509365526 0.938453390101562 0.964030987638339
"BluePrint-Blood" 0.979930719306163 0.915040975516273 0.911570225524689 0.982511681930262 0.960898802513622 0.975836921031748
"EPIC-BCIC" 0.952081468001022 0.989625544968444 0.960215300056782 0.978224246275258 0.933251565696253 0.97610894765067
"EPIC-TIC" 0.954668809580922 0.859578236655845 0.522655782995078 NA NA NA
"HPCA-Blood" 0.903851198733464 0.874443132786518 0.705649502855246 0.968076544639134 0.943600071206119 0.951230267841083
"HPCA-Stromal" 0.907047986578678 0.903649896030206 0.586879688077478 NA NA NA
"ImmunoStates" 0.862551189893483 0.974759291123195 0.941573587112129 0.963399896073376 0.995043762722615 0.9349299335035
"LM22" 0.937250858073028 0.957478750463849 0.987335715056674 0.98869715540054 0.999148245363939 0.969611698009318
"SkinSignatures" 0.938508143198775 0.896382890017836 0.946104620335837 0.956857228486479 0.948919685950093 0.958427971391437
