"B Cells" "CD4 T Cells" "CD8 T Cells" "Endothelial" "Fibroblasts" "Macrophages" "Mast Cell"
"10XImmune" NA 0.393239754702725 NA NA NA NA NA
"BlueCode" NA 0.527973769256402 NA NA 0.903050592792876 0.387358708714222 NA
"BluePrint-Blood" 0.360288108622946 -0.335799047441014 NA NA NA NA NA
"EPIC-BCIC" 0.262103343220428 -0.202682435892069 NA NA NA NA NA
"EPIC-TIC" NA 0.545950549066127 NA NA 0.931079360450562 0.826273508694131 NA
"HPCA-Blood" 0.573187718350803 0.881540202510313 0.696062233514105 NA NA NA NA
"HPCA-Stromal" NA 0.772103855983249 0.931847875176047 0.971896325431211 0.997061614146356 0.707668985367854 NA
"ImmunoStates" 0.729907784788424 0.874018647906051 0.965151207988049 NA NA 0.238751742499841 0.576865783855375
"LM22" 0.366344078631355 0.857680111837072 0.907328097260967 NA NA 0.19706669445933 0.808964821241083
"SkinSignatures" NA NA 0.689771199969354 0.944258111413757 0.991837511392437 NA NA
