"B Cells" "CD4 T Cells" "CD8 T Cells" "Monocytes" "NK Cells"
"10XImmune" 0.918327221112755 0.848479816381363 0.75860143560771 0.980277971801084 0.44916884825416
"BlueCode" 0.942512754998678 0.749310581099867 0.677987828133944 0.900992283942379 0.97550688026592
"BluePrint-Blood" 0.959840088269437 0.809920733248474 0.469075541221624 0.931198452556223 0.99197226168477
"EPIC-BCIC" 0.847201740747198 0.839436184323936 0.664136853176287 0.898759473577841 0.873127722069263
"EPIC-TIC" 0.956532160602243 0.789285493650634 0.251424544984556 NA NA
"HPCA-Blood" 0.982548555722567 0.758309937001256 0.476554883782032 0.973794777411631 0.945502251420092
"HPCA-Stromal" 0.90376471467097 0.730766688071348 0.201327233863337 NA NA
"ImmunoStates" 0.94355337733186 0.681989077401831 0.951730291433796 0.788961388171208 0.991962283201947
"LM22" 0.930367263276608 0.666793847725456 0.963577150143147 0.938674025849512 0.958756080092855
"SkinSignatures" 0.991995093124426 0.676699933463845 0.831196325253149 0.962858023227732 0.991787014663367
