Gene symbol	B cells naive	B cells memory	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated
P2RY14	1638.857158	196.0477382	63.19960659	75.4038863	76.77594259	154.8611784	7.681017154	21.35853068	852.5563739	2202.531209	1476.439279
P2RY2	11.65755142	13.6018949	11.66918119	11.41545947	13.35591205	14.97257129	86.58027686	11.44146222	9.463569762	14.46354526	89.76543076
PADI4	10.86384541	14.72490782	22.06014827	15.94453415	24.61338222	54.8131472	15.82068937	17.75900367	12.5310046	110.3487033	145.7041526
PAQR5	23.55278029	20.52510491	25.79852882	15.95742958	14.88173325	14.17914437	301.5136307	18.28085747	17.46905843	367.6396247	291.658959
PASK	513.8685117	628.0406815	1036.993881	2312.349458	982.6694359	1441.389436	114.1939024	240.986393	221.4207731	189.825041	170.7980542
PAX7	67.60022415	81.26725901	25.73025482	42.55469556	34.32244633	23.31147251	20.55062936	24.24874392	19.33487809	22.88582143	40.26434744
PBXIP1	399.906182	918.0224791	1070.73357	3186.537019	192.0869901	1520.324793	80.09674175	197.5776496	410.8735418	173.2265498	203.1679252
PCDHA5	5.122171371	7.929425728	25.92410763	33.86467066	7.73695061	15.43591938	10.55544651	85.93860365	8.255798098	10.74438293	6.114001431
PDCD1	103.8732743	124.685259	130.6987203	149.0261337	234.7672258	153.8622347	114.2409952	134.5949207	133.0710845	130.332615	95.2768144
PDCD1LG2	17.24705732	11.81520376	15.10593558	11.03474465	14.41666747	12.8049967	55.0450855	448.8743703	343.4394084	9.979746792	18.43935219
PDE6C	0.972464723	3.751282949	21.41944377	6.212037366	1.658857567	1.934003663	3.190692616	2.992189132	3.505149256	8.281616068	1.119174869
PDK1	32.80967907	24.86674344	518.4525497	121.1522918	170.8986502	231.2949243	126.8741645	131.2576257	121.9445976	23.67746813	30.15639337
PGLYRP1	18.90822468	23.3446173	9.789026033	15.62904812	16.08395924	9.957040446	13.38044445	12.64904623	15.47869427	237.8880314	262.4990034
PIK3IP1	2462.087898	1132.15121	5090.528151	4353.539533	461.309405	5245.606657	249.271088	209.4648222	1631.804333	557.4000388	310.2471426
PKD2L2	9.70690203	6.77668278	52.06339581	11.46263134	23.12217296	18.90534167	9.864099442	12.7431858	20.11347878	160.8584776	48.32066723
PLA1A	35.62073897	28.11928425	16.45891984	7.843078446	14.26798853	16.1139255	26.2500019	2799.769624	14.40398388	48.99703525	43.37084455
PLA2G7	100.7324553	79.06118962	12.76669965	36.51263796	39.26542516	24.31875779	10066.60469	1679.064856	1569.463396	1067.947829	980.107544
PLCH2	31.91347153	14.44424591	169.1927281	136.8549573	42.93384847	26.92691404	31.4082709	44.50406981	29.6256784	36.2777495	74.7391603
PLEKHF1	39.92144865	32.66376393	341.0076265	508.7385617	485.6449165	884.5112502	292.5202514	73.43952307	33.49248832	73.36688598	281.0035199
PLEKHG3	11.39071505	10.80558704	76.73435744	559.7419793	106.6290931	293.5247521	137.0428414	590.7969437	180.2721835	204.7763582	37.68321735
PMCH	12.39999002	10.5949733	12.96669349	14.81798486	138.142275	7.056096164	8.822055734	6.066370195	7.417755579	10.02000176	32.33716932
PNOC	4198.527432	4255.796399	64.69325183	65.69416471	83.02319643	88.67789621	93.57509016	42.98994774	92.99539565	62.52678004	105.3515894
PPBP	112.7304414	89.83852158	65.62156196	58.2388091	20.89581929	61.67249965	3754.147483	230.1459177	292.9918215	78.2133217	1402.0838
PPFIBP1	68.77420162	10.81398033	45.86348711	26.78347553	19.75629479	40.76620059	36.42488944	6.90617027	11.4758086	44.20420842	30.45109048
PRF1	201.9573668	236.1351207	847.8104385	2130.073632	1288.368436	8182.518825	88.71604457	55.13574502	23.15489547	346.3646077	285.2205902
PRG2	98.84281244	125.3109437	107.0290453	139.1010495	165.4537351	126.6467707	103.3752118	295.678865	263.6529152	19061.38442	20880.60329
PRR5L	114.4648121	191.9719939	88.78052856	230.07536	127.9674477	302.0175264	36.07946691	74.93090365	109.0856459	335.8228197	374.2790764
PSG2	1541.92252	1234.841312	109.5312437	214.8615441	99.13536849	157.1462452	156.9681652	95.30143834	126.992246	80.50482289	42.86988631
PTGDR	84.74897834	75.93103964	59.43850829	135.8294143	56.51547019	549.7297474	25.25504861	40.98318506	26.78347553	21.23770371	29.11895968
PTGER2	47.37880726	20.49640288	258.841965	4236.414392	1056.864994	2260.804067	619.1628375	170.3953887	1754.337137	460.4294121	892.0718245
PTGIR	32.06615205	21.65542661	233.2462403	59.60491785	161.002021	46.51032228	37.79124289	1832.0701	1096.655917	196.2521481	113.9045242
PTPRCAP	4113.169696	4036.430692	1887.920817	4607.979618	1493.347557	4378.93295	26.30209546	18.44492663	30.51218687	42.2402032	16.45954984
PTPRG	106.5825021	96.88881184	4.273621867	3.949271467	12.60267124	3.798829584	9.600273699	31.75264764	4.706761986	9.872674744	2.978201507
PVRIG	874.708657	1156.813644	2515.245009	1786.799569	818.4743673	3978.913368	68.65638518	20.76445065	113.3694758	87.81532271	17.22725976
QPCT	15.58990295	25.78610834	3.411622987	22.22269743	65.08699055	24.03521349	2646.756425	113.8352122	1278.360026	235.9062116	247.8655529
RAB27B	7.831610308	10.49747881	23.27195892	35.43354856	10.79075018	25.25617138	6.062575043	13.50066477	31.34081799	907.9390023	649.7572478
RALGPS2	1597.105013	1305.477004	40.25707294	23.42229647	36.80214677	57.02675161	27.2457713	22.03161941	63.44359344	44.08881457	47.56182701
RASA3	10.56154776	24.23500243	156.4816454	327.8466714	24.57422621	270.9813064	21.36443032	14.43114488	115.9404818	15.37212197	19.09834122
RASGRP2	5911.213148	5135.507838	4016.523813	2855.39049	121.3399664	2427.952654	41.20902217	120.6402118	102.0421756	281.323554	209.5925636
RASGRP3	458.3600431	575.4533742	28.79489939	13.66874699	13.74179096	16.2266408	735.0103013	552.0344178	1320.702754	57.22500728	90.18575257
RASSF4	22.67712362	18.66101906	29.25535072	19.66949919	23.48774462	22.98193781	591.6261482	3036.440707	560.785394	39.53020938	30.91340781
RCAN3	46.66611859	40.66450557	219.6437293	566.9862725	193.0935915	155.029818	54.98818208	37.60063067	28.67150516	6.230147517	35.07280711
REN	63.75570668	51.28033369	76.81339366	42.47010982	37.29867542	30.74953796	30.59695762	29.94374704	26.03111393	87.85793968	51.61065942
RENBP	53.60553688	41.69053434	37.11302941	34.34525827	40.61494394	45.59103269	433.0934113	777.7696598	1584.310866	101.6442499	192.9259608
REPS2	40.36292074	27.95271373	12.08950821	18.95216894	8.288872254	13.88756297	14.49580783	9.789026033	171.2308983	108.2496101	19.0519557
RGS1	180.1991847	246.271589	215.6731441	1496.611591	1321.498692	646.7216655	147.1485549	184.9939733	63.8234625	507.2404796	474.484624
RGS13	71.26574474	70.49121711	11.20330491	22.22269743	7.843078446	26.92097022	9.041316875	5.136655175	3.828607749	2908.942653	3857.995451
RNASE2	186.4718703	164.907335	156.1334939	98.76355416	102.5188931	216.8731189	144.2292522	407.2225704	677.7138981	1975.141115	2222.694963
RNASE6	1799.683549	1157.232625	28.13135229	64.4438491	8.863552717	17.05134667	2527.65046	306.1693936	5075.103934	681.3654348	506.4674568
RPL10L	36.038732	70.34302342	328.0740952	588.7015627	346.9414841	321.3503467	57.31550918	53.34937988	70.33336588	182.7339103	140.7121505
RPL3P7	76.85048537	379.4864795	4477.729529	3370.859953	1067.780098	1290.949662	25.67577369	39.64729475	31.93512985	459.1784166	252.4467177
RRP12	12.81515335	12.57253314	10.26293695	14.31729413	378.7293568	10.83222373	98.84973377	11.72814867	14.51466222	26.91471649	173.3527607
RRP9	9.544532505	16.3321486	116.4244851	49.53085908	524.2815539	92.36151715	164.9509697	183.1808863	91.16319084	110.6197466	173.3669546
RSAD2	215.2283477	211.2148732	230.6806713	222.8577454	149.4255108	164.1021811	78.8723585	6976.481671	140.1673526	399.4351209	312.6203522
RYR1	108.5578105	115.9141217	13.31038127	134.9186388	161.9808797	134.6786684	205.7970663	72.99488239	102.3003102	15.79705542	55.48825404
S100A12	190.663133	205.6096122	122.0464109	78.96882194	77.60907212	103.0892269	143.0161359	258.3004281	123.701236	1054.174516	976.5083429
S1PR5	7.997120003	7.027494673	8.45170015	6.547727883	6.843334165	41.04900098	9.800628668	6.633637977	6.433693872	8.974214161	9.124929522
SAMSN1	197.0884279	441.9005895	609.2761383	1660.128114	2859.409338	794.816235	645.6886884	5090.528151	3133.89778	6327.078194	4360.895256
SCN9A	7.11928632	7.905938062	20.4393522	6.409332909	6.276977095	5.599396915	6.720861612	111.6046467	88.10035668	61.22511339	108.6710445
SEC31B	64.80136266	51.08175979	539.2656032	63.79022174	23.57209837	423.4721951	33.18258928	58.5085105	492.0692023	207.472637	231.1663064
SELL	11102.0298	8002.61479	9805.46284	7104.510327	2531.49842	7418.862396	103.9204555	234.1716363	287.2191393	353.9899758	288.7165574
5-Sep	10.89927471	18.06590222	56.7692406	37.98662268	43.47348792	13.1121548	14.40167057	27.46127525	14.79336806	23.98393978	23.25211628
8-Sep	27.7175438	22.87983558	35.00087493	35.93880485	272.6170427	31.02782537	27.18926965	183.0663448	72.01025469	417.7817187	267.4681455
SERGEF	15.69138202	11.98596801	264.2358173	28.58789254	16.22879037	63.60787074	24.06055832	113.6054513	103.0111836	88.98322459	39.40617951
SH2D1A	30.86641388	23.74579306	910.0374967	1354.892078	1484.478664	1249.210018	17.33796088	17.53465103	11.39071505	22.17158328	43.95158903
SIGLEC1	258.3004281	149.3986543	55.54431252	91.07262834	46.5723539	81.50052589	116.4299735	6220.794765	3457.591061	185.6630518	145.6660089
SIK1	5471.704926	5620.453994	494.4265452	410.006561	162.0409056	1219.200313	146.1531348	292.9918215	111.2439257	59.70681574	326.9960366
SIRPG	74.41451203	127.7355428	1078.535981	1148.814515	293.2102273	1310.139566	31.73696814	80.84943542	39.50876033	13.59528084	25.50236675
SIT1	759.1593175	1505.448039	1418.51616	1612.60149	927.3906158	1457.873439	121.9743848	60.40293882	107.7569918	76.7881106	51.40969236
SKA1	4.914356682	2.770472888	15.89364427	1.658857567	353.1886192	2.220631652	4.375489179	6.57228761	15.6035437	30.76766673	18.08123801
SKAP1	1378.742233	556.9267569	2670.874802	2395.678989	814.2486746	2273.257742	188.0291943	115.4350344	100.357131	498.3461422	480.9894709
SLAMF1	762.0351121	515.4872027	449.8358705	1081.526073	2005.427058	496.4217166	131.7093126	6057.915205	845.5065088	58.05601406	157.5576331
SLAMF8	156.6501475	135.5923959	72.69074036	101.4058634	85.97854784	107.6408152	2483.002598	663.4733228	1407.517431	237.642389	389.3018874
SLC12A1	89.4899425	48.93661716	13.59723596	11.20330491	1.863695454	10.77936011	3.699265138	5.19508538	1.712065726	5.250153157	18.19115834
SLC12A8	7.225818568	8.434874182	11.19206299	3.740216058	9.306658239	14.91996119	466.0589582	24.5564624	25.3393543	447.9225018	581.4055879
SLC15A3	9.050871942	202.4492561	27.12597858	19.36453188	13.09271261	18.5710453	4564.069594	3860.541888	5890.338133	321.2954407	438.8157376
SLC2A6	112.56368	313.2302692	8.055918939	15.58990295	24.88582	43.07557759	328.7462744	6057.915205	579.7336116	552.6577118	528.6359134
SLC7A10	66.78073716	84.61698111	19.66949919	53.12123129	44.81896685	33.20097043	52.92098872	34.7291372	26.32189818	47.67700578	11.7742041
SLCO5A1	118.7296898	108.1291054	55.91267865	70.96791001	41.79365254	30.06870751	42.48673066	954.0382072	39.75712842	14.98054654	26.31428316
SMPD3	70.72102235	140.540597	148.9719357	47.62155017	17.258479	70.12682543	44.17497653	66.63623186	116.4670669	15.1723682	30.90533172
SMPDL3B	2.724372492	3.034400379	5.877194227	3.847184414	4.624418991	3.73037929	4.125782205	4.751056832	4.031081011	4.795918331	5.282496017
SOCS1	27.14793524	25.09172222	64.4438491	117.8166952	1034.179076	160.8027185	82.36571476	2300.259226	705.1354113	50.34356835	59.60816677
SP140	881.125548	2397.760361	367.6750359	549.3361922	376.9049927	422.1251624	76.35053504	170.8986502	30.82412721	54.88954044	26.60936953
SPAG4	16.39614273	24.95714972	79.5891519	64.66029759	120.1755798	60.34817877	34.0400967	21.82778451	11.61080204	41.63965234	106.8030875
SPIB	3945.300733	5363.4372	111.2439257	74.71026363	74.10530922	67.02484651	57.81514413	1435.057428	31.21088513	75.17714713	73.12638767
SPOCK2	1531.023729	1120.73105	2040.442671	3212.756292	1022.450995	3283.92381	175.9842183	132.2193618	118.3071595	211.7278211	172.4173117
SSX1	1.658857567	3.900272217	40.80982734	2.493139629	9.812231302	7.384988622	9.739377312	7.46633806	23.76513175	26.03413905	18.90635556
ST3GAL6	66.60162565	34.3893867	12.96669349	6.482478073	6.982740503	7.158395479	524.564052	41.07506248	192.2179775	742.8329889	710.1274498
ST6GALNAC4	264.3270269	441.0048109	297.0293513	398.8717851	276.2455792	408.1100167	688.7351586	133.9832531	243.2991012	113.4914762	129.7475492
ST8SIA1	50.56172691	44.96471016	9.129359328	278.4319646	97.33937156	75.93922657	5.382915835	13.60956204	3.807870165	313.2838676	62.58965914
STAP1	3534.504408	1961.960801	432.5194514	110.856908	108.0607513	112.0597302	25.9443561	372.9209445	43.53483002	3297.989161	2140.766305
STEAP4	4.42067119	8.353897982	10.49185361	2.346954138	3.411622987	4.832288844	5.310285765	22.35085197	26.46384319	33.18345138	43.22283208
STXBP6	16.73521702	15.04379369	18.76887513	21.45135324	14.46846851	16.13910899	12.90257104	24.24874392	13.12815713	315.8071292	239.9762281
TARDBPP1	42.03948876	48.24713311	56.90002211	38.53463959	63.68405364	20.13104889	40.62396736	4.672469314	6.606824787	18.59746591	23.04525243
TBX21	504.1990666	543.923946	162.9916872	522.1073862	1173.96483	1658.322072	315.8607585	526.5774707	86.6079297	141.1042313	151.2597324
TCF7	32.1556293	157.1737661	5181.114553	3207.171426	351.3659373	3170.404097	24.98661146	284.0317902	43.91152808	22.35563875	21.57656523
TCL1A	12117.94539	763.1449829	133.6927662	105.523008	62.11998297	106.739179	108.830925	109.218595	72.95993424	50.03226763	93.0399196
TEC	11.26237461	11.13599083	8.992612544	9.646923918	9.195676707	11.99089142	19.98621302	66.07482414	50.36671815	23.41596618	225.4910315
TEP1	13.00060521	15.87747831	13.17735831	95.04661844	15.47869427	98.35605225	8.991936007	69.86793771	112.1957614	13.60384434	5.707248958
TGM5	60.12655552	71.99773897	41.46606342	47.09380347	40.98318506	47.8969765	55.85317965	69.97949464	126.5453946	118.4957283	160.108741
TLR2	81.54272739	113.709418	135.7286165	126.8421582	102.0859478	120.5282543	793.699493	4668.361682	3071.447657	680.7876421	1591.232654
TLR7	49.81426014	102.4990755	58.36525286	9.70690203	7.262313101	7.997221294	34.35052469	966.7052764	546.9250913	33.4472936	22.98087009
TLR8	7.582193721	6.714925465	5.570829264	6.830950912	5.730458788	5.70074897	646.6061428	2380.195799	1082.104258	19.05833985	9.50032415
TMEM156	574.4981382	577.0327019	114.8275013	152.9758784	334.197775	168.0820865	26.25281018	17.46905843	21.15896542	23.73534036	29.2534512
TMEM255A	64.48080982	43.77493033	5.079112797	22.20688826	16.47169916	38.72072177	354.6259629	289.1639534	167.0152257	43.72927667	12.85862889
TNFAIP6	267.9179363	259.8916347	36.71555117	94.24800971	79.12333165	81.29435266	347.1638911	19190.61594	325.3643379	253.2624558	2285.704444
TNFRSF10C	44.84631996	28.85121323	25.78013421	57.28934706	44.90546301	27.03922751	48.17879865	42.18070928	75.92997592	79.22645394	82.62208068
TNFRSF11A	50.02783296	32.36541213	6.818438323	22.07591774	45.77175188	9.855680429	37.89907656	74.82023836	396.3913895	24.86947846	80.59359524
TNFRSF13B	502.6927279	1498.256342	307.6962383	120.0804247	138.9893405	181.9551888	158.639318	240.986393	171.9065402	163.0912348	187.8628997
TNFRSF17	22.5997525	247.609295	4.347662735	13.44126834	7.947610014	13.81523144	10.59143865	9.409205288	13.52425156	7.227678736	6.534182401
TNFRSF4	15.01956589	14.8278152	22.20688826	524.4770391	1997.155963	18.71047795	20.73872674	1462.50333	441.126154	76.94630793	347.3968639
TNFSF14	10.0823446	9.719004464	28.21199417	59.18404696	428.3545003	92.31649554	936.6552461	20.45437223	16.04544391	13.49997975	66.46487192
TNIP3	14.12983303	31.867553	64.72785062	30.8024485	446.3091826	70.50041584	241.1663751	1192.706587	17.36410025	42.84667423	106.0845587
TPSAB1	1102.29779	794.7203184	43.36581215	284.8186666	147.2741095	376.0368021	358.1005731	368.9130231	365.4798555	27467.08759	29437.28907
TRAC	572.5113556	1006.350088	14057.43026	15532.16188	8731.942274	13721.45552	252.2397003	151.3173183	142.6133419	159.567675	187.1669874
TRAF4	194.7986362	450.3805458	35.38777983	88.21790387	248.213136	27.41737791	30.40539832	23.05515036	23.70038398	166.0286165	185.660216
TRAT1	13.5847049	15.98508028	2327.160635	2578.359018	1616.337428	816.7413233	13.33976249	6.319098182	4.273621867	33.59153566	35.53946833
TRAV12-2	13.14017301	12.20201385	99.38436963	100.6104917	12.96669349	225.3780296	10.29206918	10.57301826	8.463162241	7.555697662	9.149337627
TRAV13-1	88.73958185	72.48117143	537.6097159	881.5627754	411.162234	463.1984082	23.48775343	37.77736037	12.25757399	66.13800202	35.7585025
TRAV13-2	72.69074036	67.18924471	411.162234	639.8040504	201.5321093	369.2792078	51.02429694	35.79486574	39.12138574	25.93332534	33.83672753
TRAV21	119.891114	65.25320664	417.5047308	765.2981535	157.5889451	439.3576224	42.96072752	31.46897563	36.23835539	79.46582934	72.06010035
TRAV8-6	24.5564624	22.1433316	317.7910043	396.1200681	172.8402474	244.1129158	25.30927131	19.19569957	13.1991983	22.73939893	36.64150351
TRAV9-2	60.43870697	91.39228534	498.4569511	911.8379139	448.8743703	220.3744213	27.28669595	23.52091869	17.66320162	14.88500975	38.63800306
TRBC1	575.8478308	930.328823	12460.73946	10179.78364	3287.836318	8923.922332	56.8335872	223.4955364	131.0995558	114.6022938	47.87130436
TRDC	88.17850315	81.15497901	282.0101621	781.3316356	486.8794819	3014.575466	30.12404697	22.31868643	24.26650252	247.3533379	209.0182876
TREM1	415.2301184	236.6369111	116.8363113	67.49889477	71.26574474	102.2864477	603.8863807	194.7254774	184.6497911	285.3975429	685.7072276
TREM2	17.00788201	11.99552131	14.88173325	16.93010618	12.76669965	16.18514962	2158.627387	160.8316593	3999.017687	391.2846329	611.704972
TREML2	70.53816317	20.8510013	50.87816452	18.783374	52.41361977	23.09902116	27.33242059	32.02053189	32.60848091	101.9682716	38.88556376
TRIB2	1848.219528	915.3236717	2278.453629	2377.362513	275.8348106	1138.062023	152.1388719	71.30464757	22.3637411	1949.185675	1394.871276
TRPM4	7.691250656	6.199378707	17.98120025	9.463569762	9.520155138	7.796755019	14.40413982	248.6383328	237.2475823	16.83475086	16.02878528
TRPM6	45.92245257	35.63102651	16.86720259	31.1038533	63.79022174	25.76719358	27.7197468	22.77650595	16.04544391	20.64070077	17.97104758
TSHR	19.81562324	17.26446055	11.34522644	13.71677829	7.644655016	11.64652927	15.60070061	9.442115885	7.808323788	20.59108368	9.980145399
TTC38	24.85041048	25.03368325	118.0039289	26.49834722	57.41736661	374.209498	91.99909893	437.3613074	328.9820884	458.4207043	370.5910615
TXK	309.7698509	195.384424	1384.385645	426.3148568	175.3835932	676.0594416	64.00962037	86.84214478	154.3565359	173.7054259	201.212217
TYR	15.49172903	15.24296718	44.38209766	197.0884279	37.45017394	10.627147	36.31423107	25.02917588	31.80183546	142.7673868	104.4652597
UBASH3A	10.12600478	12.70263006	2177.794994	714.9395195	203.0783034	876.3804334	4.993003471	8.795522384	8.195551244	13.69796446	17.94318894
UGT1A8	680.5299008	471.1925779	98.52007343	123.3281827	101.445586	82.13823081	96.13395165	55.51233152	55.04284584	63.86973215	59.03064075
UGT2B17	29.46022982	12.69818111	5.049784849	5.598819437	4.541614018	3.976053906	6.408970503	7.748155333	7.395068314	5.248499675	5.642280383
UPK3A	15.1818271	14.61683336	13.15225266	13.64441885	20.18467535	10.97861145	12.12418525	6.818438323	7.6068206	10.7435039	15.4131337
VILL	29.52223049	34.59261182	693.1658136	500.1222764	32.85440556	434.2235247	43.06693373	305.4093323	129.9134995	102.4969037	138.1446793
VNN1	22.95842907	21.92466999	29.07388553	11.49823256	6.881696305	12.26655159	924.7365315	12.28113965	120.6402118	68.02099242	40.75362109
VNN2	64.9845649	79.68108191	574.7325605	87.43886769	7.680556652	445.4839483	462.8123954	6.198523194	8.255798098	242.3176356	17.98841772
VNN3	30.92999926	32.29662574	58.33320422	28.54732378	26.89503329	13.07856517	28.65180995	70.96791001	60.50951351	47.36063389	42.19644363
VPREB3	3778.568055	2591.601205	38.11603592	166.1221545	154.18198	89.69557529	88.97247865	156.4260981	111.6979924	73.26322789	68.47189386
WNT5B	11.75096777	11.14541251	6.818438323	8.393614631	9.272327825	10.61879975	11.93775629	11.1694943	533.28442	23.59480205	13.46299768
WNT7A	12.86019319	17.53933245	230.7618491	87.39996412	46.54002774	101.4088521	20.27568968	23.34134802	10.34392287	21.12626859	16.1427751
ZAP70	13.7050941	12.81144157	4287.536344	2667.26621	772.7826189	3230.539852	18.46666377	25.55686935	32.52035914	24.08409421	38.3203582
ZBP1	35.84871042	74.5068251	184.7781077	162.5267903	27.55771004	149.2911945	14.89516342	16.16358042	22.09272622	13.08437525	28.70340729
ZBTB10	152.6895498	99.22415511	109.5758377	91.36792646	83.06394836	99.88073058	65.65921306	222.3082742	74.03494821	117.0610741	216.3804759
ZBTB32	9.857216379	193.1962311	29.13250856	7.771095444	187.3923151	27.83511	10.28530289	223.0243338	14.98197508	11.02017204	8.852017078
ZFP36L2	923.602815	661.8816941	357.0079722	3731.327234	366.0960572	3227.833526	297.4815667	23.57209837	303.5769537	34.42499963	54.25282854
ZNF135	94.28786122	16.31493562	96.20392388	15.80624293	3.236183763	64.5605419	8.519318271	4.99336445	39.75712842	24.37863287	14.23180261
ZNF165	6.421545431	4.431621524	33.67116463	2.724372492	45.2032616	3.190692616	2.372973625	4.23966252	6.080237169	4.450391447	3.139406165
ZNF204P	77.87689746	42.94621317	400.6631845	168.8951305	40.0906413	151.9597341	26.84363388	33.02123349	27.46127525	38.88746337	25.20670047
ZNF222	9.800664188	7.20321789	56.64251081	15.0813304	15.58990295	71.91125741	70.82485981	47.02936831	148.6222178	222.5736107	211.4937423
ZNF286A	737.8599039	331.9087607	5.598819437	169.3131278	190.8748431	218.2270364	13.50584518	36.038732	21.87563888	77.84039621	25.83329275
ZNF324	28.21199417	23.46442356	348.190389	27.16912681	24.0557628	32.01125825	26.20331776	37.88295257	112.914142	30.19634282	45.77517474
ZNF442	19.71319664	22.44753254	8.980486469	9.182953598	3.103039674	32.11029942	31.35256239	71.64242608	36.61226829	79.06662655	3.646156403
