Symbol	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
SERPINB11	15.5	14	14.88461538	13.63636364	12.25	12
SERPINB12	56.5	33.09090909	43.23076923	30.18181818	25.75	28
SERPINB13	19	15.90909091	18.23076923	19.45454545	15.75	17.63636364
SERPINB2	21.25	15.18181818	20.42307692	321.7272727	438.5	530
SERPINB3	8.5	8.090909091	8.423076923	7.454545455	8	8
SERPINB4	11.25	9.636363636	12.46153846	9.727272727	8.5	9
SERPINB5	32.5	17.77272727	21.80769231	15.27272727	29.75	15.27272727
SERPINB6	74.75	50.77272727	71.80769231	44.09090909	42.25	38.90909091
SERPINB7	15.75	15.86363636	17.46153846	15.54545455	413.375	14.18181818
SERPINB8	162.5	106.4090909	192.0769231	68.90909091	57.875	74.27272727
SERPINB9	37	38.13636364	46.42307692	67.81818182	30.875	34.45454545
SERPINC1	16.5	17.63636364	17.57692308	18.54545455	17.625	19.27272727
SERPIND1	19.25	14.81818182	17.80769231	404.8181818	14.125	14.27272727
SERPINE1	52.25	44.36363636	52.53846154	8290.090909	4621.25	211.1818182
SERPINE2	31.5	104.7272727	46.80769231	825.1818182	10531	34.81818182
SERPINF1	94.75	83.77272727	74.5	58.90909091	1089.625	295.3636364
SERPINF2	50.5	35.27272727	40.38461538	35	41.75	55.18181818
SERPING1	41.25	29.59090909	31.15384615	28.63636364	847.5	119.1818182
SERPINH1	78.5	81.72727273	76.26923077	2176	4273.375	135.6363636
SERPINI1	190.25	78.40909091	41.03846154	31.63636364	156.25	294.4545455
SERPINI2	24.75	21	23.11538462	19	17.75	18
SERTAD1	233.25	200.3181818	211.3076923	467.5454545	435.875	383.1818182
SERTAD2	436.5	633.7727273	455.1153846	304.3636364	744.75	1558.363636
SERTAD3	157.5	92.90909091	124.6153846	245.4545455	409.5	184.7272727
SERTAD4	37.25	20.77272727	28.80769231	82.45454545	115.875	21
SESN1	412	590.9545455	393	211.1818182	246.25	235.6363636
SESN2	81.5	97.18181818	101.9615385	172.5454545	348.875	208
SESN3	20	52.95454545	78.46153846	49.27272727	50	18.54545455
SESTD1	200.5	29.40909091	38.65384615	444.7272727	487.625	384.3636364
SET	924.25	2567.090909	1261.730769	3229.090909	2700.125	1864.272727
SETBP1	117.75	27.27272727	52.03846154	74.27272727	79.875	33.36363636
SETD1A	151	89.68181818	114.4615385	100.1818182	83.75	111.0909091
SETD1B	692	1588.636364	1319.192308	524.9090909	664.375	584.5454545
SETD2	263.25	663.3636364	898.3076923	376.0909091	396.75	263.5454545
SETD3	361.75	509.1363636	368	677	663.125	1019.818182
SETD4	210.5	100.4545455	173.3846154	205.8181818	169.5	165.6363636
SETD5	425.75	788.8181818	586.0384615	651.1818182	353.625	418.0909091
SETD6	45.5	92.59090909	66.07692308	90.45454545	110.875	58.90909091
SETD7	152.5	194.2272727	130.9230769	1025.636364	2123.5	808.0909091
SETD8	30	70.86363636	39.11538462	137.6363636	146	95.09090909
SETDB1	115.25	76.63636364	85.23076923	84.27272727	80.375	92.45454545
SETDB2	122.75	210.2272727	104.1923077	55.72727273	90.875	508.2727273
SETMAR	27	54.13636364	37.34615385	120	116.625	89
SETX	480.5	508.5454545	231.5769231	228	396.125	382.9090909
SEZ6	149.5	75.77272727	92.61538462	67.81818182	51.875	85.81818182
SEZ6L	52.75	45.13636364	55.57692308	46.09090909	39.875	42.54545455
SEZ6L2	20.5	19.40909091	20.88461538	48.81818182	52.125	35
SF1	192.75	447.9545455	633.1538462	38	25.5	69.09090909
SF3A1	518.5	1212.045455	1010.653846	546.7272727	469.75	565.0909091
SF3A2	98.5	260.5909091	179.5384615	319.5454545	128.125	109.4545455
SF3A3	262	410.4545455	332.5769231	411.2727273	308.75	178.0909091
SF3B1	2594.25	4962.590909	4799.576923	2682.090909	2139.25	2856.909091
SF3B14	27.75	41.72727273	119.4615385	18	15.875	20.27272727
SF3B2	90	77.40909091	117.0769231	43	42.125	44.36363636
SF3B3	109.25	91.90909091	93.26923077	112.9090909	118.625	66.45454545
SF3B4	124.75	541.8636364	275.4615385	603.0909091	434.75	444.8181818
SF3B5	1216.25	1195.636364	2411.615385	2044.909091	1323.125	1604.272727
SF4	274.75	287.4545455	336.6538462	234.5454545	231	211.1818182
SFI1	175.25	424.0909091	192.3461538	130.9090909	109.625	153.1818182
SFMBT1	165.5	219.7272727	249.3461538	70.63636364	117	137.8181818
SFMBT2	34	180.7272727	271.8076923	22.81818182	14.5	161.5454545
SFN	506.5	334.5909091	305.8846154	202.2727273	303.375	267.9090909
SFPQ	224.5	950.3636364	603.2307692	1928.454545	1072.25	949.9090909
SFRP1	39	26.18181818	32.5	197.8181818	547.875	22.81818182
SFRP2	23	18.77272727	22.5	16.72727273	3342.125	15.90909091
SFRP4	35.5	30.95454545	35.34615385	29.90909091	3445.625	29.81818182
SFRP5	46.5	29.63636364	35.34615385	31.27272727	27	32.63636364
SFRS1	435	984.2727273	381.9230769	1385.636364	959.75	789.2727273
SFRS11	1552.75	5229.909091	4490.846154	2243	1916.25	1946.909091
SFRS12	247	596.5454545	948.2692308	636.3636364	764.5	392.4545455
SFRS12IP1	655	420.9545455	1028.384615	474.4545455	303	458.9090909
SFRS13A	790.75	766.2272727	1103.153846	563.7272727	442.625	474.3636364
SFRS13B	19.25	16.81818182	17.5	17.27272727	17.5	14.09090909
SFRS14	159.75	418.5454545	248.7692308	341.0909091	315.125	285.6363636
SFRS15	193.25	263.2727273	206.3461538	259.9090909	249.375	232.8181818
SFRS16	133.5	374.3181818	175.4230769	207.8181818	143.5	191.5454545
SFRS17A	278	1137.5	574.5384615	422.3636364	401.625	405.0909091
SFRS18	2122	1384.409091	2391.653846	402.3636364	444.25	416.0909091
SFRS2	1714.75	3804.454545	3549.538462	4035.272727	2213.25	2428.454545
SFRS2B	347	1019.818182	520.9230769	360.8181818	400.125	133.6363636
SFRS2IP	733.5	978.5909091	1173.692308	440.8181818	701.625	903.4545455
SFRS3	2670	3169.5	3427	3603.181818	3102.125	2362
SFRS4	221.75	1100	635.0769231	815.8181818	664.25	686.5454545
SFRS5	3549	5371.863636	4363.230769	1617.363636	1971.875	1674.727273
SFRS6	294.75	133.0909091	239.5384615	248.3636364	874.5	148.9090909
SFRS7	3350	2800.227273	4693.884615	2488.363636	1228.625	2118.909091
SFRS8	90.75	486.4090909	312.8461538	234.5454545	193.625	223.5454545
SFRS9	310.25	904.1363636	455.3076923	1969.363636	1671	1203.727273
SFT2D1	840.25	619.1818182	356.0384615	582.9090909	1158.25	1763.818182
SFT2D2	148.5	119.3181818	159.5384615	183.5454545	223	262.7272727
SFT2D3	153.5	240.8636364	194.9230769	174.6363636	258.875	201.9090909
SFTA1P	37.5	25.36363636	23.96153846	45.72727273	24.25	27.18181818
SFTA2	18	14.18181818	13.76923077	14.27272727	13.625	15
SFTA3	9.5	8.181818182	8.5	7.909090909	8.5	8
SFTPA2	64.75	40.5	48.42307692	41.81818182	35.375	46.09090909
SFTPB	75.5	44.59090909	54.88461538	57.72727273	44.25	51.09090909
SFTPC	70.5	59.95454545	63.5	68.81818182	60.5	73.81818182
SFTPD	31.5	22.27272727	24.80769231	23.36363636	25.5	26.45454545
SFXN1	78.5	170.3636364	187.2692308	246.2727273	274.5	118
SFXN2	158.25	164.0454545	131.1153846	183.2727273	100.25	214.2727273
SFXN3	92.5	268.2727273	174.6538462	441.0909091	338.625	739.5454545
SFXN4	106.75	125.1818182	79	251.8181818	195.875	311.9090909
SFXN5	94.75	60.90909091	70.5	65.72727273	61.875	76.63636364
SGCA	39.75	26.27272727	26.46153846	29.27272727	28	32.54545455
SGCB	51	84.77272727	48.46153846	678.3636364	1122.125	64.18181818
SGCD	49.75	42.72727273	53.38461538	37.18181818	319.125	29.63636364
SGCE	53.25	19.22727273	21.38461538	460.0909091	1127.25	14.27272727
SGCG	18	17.59090909	19.88461538	23.63636364	236	22.54545455
SGCZ	18.75	13.95454545	15.15384615	12.81818182	11.75	11.72727273
SGEF	13.25	10.54545455	11.53846154	30.09090909	32.5	11.54545455
SGIP1	11	9.954545455	13.69230769	53.18181818	27.25	9.909090909
SGK1	116.25	158.2272727	315.2692308	2349.727273	4080.5	6915.272727
SGK196	65.5	56.36363636	73.80769231	48	41.625	42.90909091
SGK2	144.75	100.1818182	112	83	90.5	91.27272727
SGK269	235.25	158.8636364	180.6923077	989.3636364	2238.25	525.9090909
SGK3	111.25	358.2272727	249.6153846	281.5454545	328.875	1757
SGMS1	30	107.9090909	64.61538462	201.4545455	324.625	401.5454545
SGMS2	23.25	16.31818182	21	89.09090909	116.75	40.90909091
SGOL1	37.75	36.09090909	42.88461538	44.09090909	24.625	28.45454545
SGOL2	72.5	57.95454545	43.03846154	265.9090909	125	148.8181818
SGPL1	107.25	200.6818182	209.4230769	138.2727273	318.875	369.4545455
SGPP1	415.5	346	230.0769231	240.5454545	667.375	876.8181818
SGPP2	22.5	30.45454545	26.80769231	17.63636364	21.625	35.18181818
SGSH	116	707.5909091	324.5769231	706.8181818	536.625	474.6363636
SGSM1	64.25	50.54545455	60.23076923	39.27272727	37.75	45.90909091
SGSM2	598.5	1527.181818	1005.730769	663.8181818	572.375	670.3636364
SGSM3	72.25	154.3181818	74.11538462	166.1818182	126.75	110.4545455
SGTA	155.25	166.1363636	116.1923077	273.0909091	220.75	221.8181818
SGTB	14.5	22.81818182	34.69230769	18.45454545	22.125	33.09090909
SH2B1	245	271.3181818	163.5769231	189.7272727	187.625	158.2727273
SH2B2	331.25	175.5909091	249.9230769	87.54545455	83.25	268.0909091
SH2B3	136.75	319.2272727	256.3076923	900.0909091	239.875	1107.909091
SH2D1A	85.25	405.5	2064.615385	47.09090909	38.375	59.54545455
SH2D1B	25	14.45454545	49.88461538	12.27272727	12	12
SH2D2A	81.25	302.5909091	339.6923077	48.54545455	35.75	71.45454545
SH2D3A	18	138.5454545	24.26923077	13.54545455	11.875	15.27272727
SH2D3C	217	418.0909091	136.3846154	401.3636364	39.125	145.3636364
SH2D4A	86	57.22727273	69.46153846	47.18181818	418.25	56
SH2D4B	22.75	19.63636364	19.07692308	16	16.625	15.45454545
SH2D5	48	34.13636364	41.84615385	46.27272727	49.875	31.90909091
SH2D6	93.5	71.54545455	74.34615385	75.27272727	65.625	68
SH3BGR	31.5	39.63636364	39.42307692	53.63636364	161.875	86.90909091
SH3BGRL	4794.25	3001.045455	1745.653846	2136.272727	2692.375	6374.363636
SH3BGRL2	66	53.72727273	83.30769231	206.2727273	64.75	34.45454545
SH3BGRL3	6738.75	3943.409091	5678.961538	3444.727273	3624.75	6369.727273
SH3BP1	176.75	221.7727273	132.5384615	110.8181818	99.875	180.2727273
SH3BP2	94.25	88	82.26923077	68.36363636	67.25	124.3636364
SH3BP4	17.75	16.54545455	18	30.27272727	23.75	17.90909091
SH3BP5	761	1299.909091	397.6923077	792.8181818	547.125	1125
SH3BP5L	110.5	125	81.92307692	188.7272727	239.25	148.6363636
SH3D19	48.75	41.5	43.5	116.4545455	56.875	43.27272727
SH3D20	11.5	14.86363636	12.23076923	22.81818182	10.625	17.81818182
SH3GL1	121.75	239.7272727	172.4615385	795.7272727	504	306.7272727
SH3GL1P1	10.5	10.90909091	9.576923077	10.45454545	10.5	10
SH3GL1P2	95.5	47.72727273	73.61538462	23.63636364	21.75	21
SH3GL2	10.5	8.045454545	9.653846154	9.454545455	11.375	8.090909091
SH3GL3	73.5	47.22727273	76.38461538	30	38.125	28.81818182
SH3GLB1	377.75	673.5	605.9230769	1278.545455	1025.75	828.3636364
SH3GLB2	196.25	185.8636364	154.6538462	166	122	151.9090909
SH3KBP1	350	1780.863636	885.1923077	526.9090909	1150.875	583.8181818
SH3PXD2A	50	49.95454545	42.96153846	46.36363636	104.625	60.90909091
SH3PXD2B	55.25	37.68181818	45.23076923	39.09090909	39.625	37.90909091
SH3RF1	19.25	14.77272727	14.88461538	281.7272727	509.5	72.45454545
SH3RF2	32	24.54545455	26.69230769	26.27272727	19	31.18181818
SH3RF3	31	63.04545455	43.5	184.6363636	193.875	278
SH3TC1	28.5	88.95454545	50.80769231	400.1818182	26.625	265.8181818
SH3TC2	18.5	18.22727273	20.46153846	18.54545455	16.125	15.36363636
SH3YL1	298.75	1828.636364	602.6923077	319.8181818	519.25	264.7272727
SHANK1	36	28.04545455	32.19230769	34.54545455	32.75	34.45454545
SHANK2	35.75	15.5	26.30769231	11.54545455	15.875	11.81818182
SHANK3	22.75	20.22727273	25.34615385	583.1818182	24.25	33.72727273
SHARPIN	239.5	185.5454545	148.0769231	269	263.75	213
SHB	64.25	42	48.03846154	139.7272727	103.75	164.9090909
SHBG	117.5	89.95454545	104.8076923	87.09090909	79	110.0909091
SHC1	227.5	1340.181818	655.5	4555.181818	3806.125	1116.090909
SHC3	71	46.86363636	55.73076923	66.90909091	50.125	54.45454545
SHC4	11	10.22727273	11.30769231	10.81818182	13.875	12.45454545
SHCBP1	17	14.59090909	14.80769231	391.2727273	212.25	209.6363636
SHD	53.75	43.86363636	49.80769231	43.63636364	37	48.18181818
SHE	39.75	27.63636364	35.30769231	955.6363636	95.75	25.18181818
SHF	73.5	47.86363636	50.84615385	68.09090909	57.625	49.72727273
SHFM1	1927	851.0909091	2363.538462	1684.272727	1575.625	1129.272727
SHH	81.5	57.54545455	58.57692308	51.54545455	44.625	54.36363636
SHISA2	13	16.54545455	21.80769231	117.8181818	11.875	23.18181818
SHISA3	8.75	7.272727273	7.807692308	50	9.625	7.181818182
SHISA4	64	33.18181818	52.65384615	86.81818182	112.625	49
SHISA5	751.25	1797.863636	824.6538462	1309.545455	974.25	819.7272727
SHISA7	92.25	55.90909091	64.88461538	51.54545455	39.125	63.18181818
SHISA8	64.75	31.04545455	36.42307692	29.27272727	31.25	31.45454545
SHISA9	34.75	20.86363636	27.11538462	19.63636364	22.875	20.27272727
SHKBP1	213.25	363.2727273	115.5384615	256.3636364	145.75	281
SHMT1	607	519.0454545	522.8846154	431.6363636	226	458.6363636
SHMT2	474.5	253	82.57692308	562.5454545	1062.125	395.1818182
SHOC2	848.25	671.0454545	469.8846154	635	1021	652.2727273
SHOX	30.25	21.95454545	28	23.36363636	67.875	22.09090909
SHOX2	28.75	29	31.80769231	37.09090909	57	39.27272727
SHPK	91	68.40909091	79.96153846	92.54545455	69.25	121.0909091
SHPRH	52	196.6818182	133.6153846	101.3636364	156.75	103.2727273
SHQ1	107.25	377.9545455	153.3846154	487.6363636	522.75	306.4545455
SHROOM1	147	82	129.7692308	203.2727273	162.375	116.2727273
SHROOM2	30.5	26.68181818	30.42307692	205.4545455	27.5	18.45454545
SHROOM3	25.75	18.95454545	20.23076923	49.36363636	312	16.72727273
SHROOM4	24	21.95454545	24.76923077	43	19.375	20.63636364
SI	8.5	7.227272727	7.384615385	6.818181818	7.25	6.818181818
SIAE	27.5	70.77272727	30.30769231	346.0909091	344.5	220.2727273
SIAH1	289.5	394.3636364	324.9230769	527.9090909	959.5	577.0909091
SIAH2	238.5	292.5	291.7692308	249.2727273	414.875	207.3636364
SIAH3	9.75	13.31818182	9.461538462	8.363636364	7.875	8.090909091
SIDT1	213.75	295.3181818	220.7692308	11.27272727	13.25	29.36363636
SIDT2	380.5	160.5	122.8846154	202.5454545	254.375	526.4545455
SIGIRR	94.75	1133	193.6153846	273.2727273	158.75	134.9090909
SIGLEC1	32.25	30.59090909	33.11538462	30.09090909	26	380.6363636
SIGLEC11	20	17.5	18.19230769	17.18181818	16.375	57.72727273
SIGLEC15	180.75	93.86363636	164.7692308	65.36363636	57.5	1056.181818
SIGLEC16	44.75	37.40909091	38.61538462	32.81818182	28.125	118.0909091
SIGLEC5	87.25	68.31818182	56.42307692	42	22.25	107.0909091
SIGLEC6	171.5	97.59090909	106.5	47.72727273	45.625	56.90909091
SIGLEC7	113	74	94.15384615	56.54545455	40.5	263.9090909
SIGLEC8	15	13.45454545	14.30769231	13.27272727	10	14.72727273
SIGLEC9	34.25	27.5	34.84615385	28.72727273	26	197
SIGLECP3	55.75	57.22727273	158.0769231	28.18181818	31.25	140.0909091
SIGMAR1	166.25	259.1818182	176	372.0909091	394.75	260.9090909
SIK1	152.75	84.31818182	111.3846154	110.9090909	107.75	99.27272727
SIK2	54.25	55.45454545	61.57692308	58.36363636	70.5	64.54545455
SIK3	91.75	148.7272727	254.9230769	76.27272727	96.5	167.7272727
SIKE1	65.25	278.9545455	111.6923077	152.3636364	288.125	87.09090909
SIL1	132.25	107.9090909	91.96153846	334.2727273	521.875	528.8181818
SILV	70.75	43.36363636	63.65384615	44.63636364	43.25	45.81818182
SIM1	12.25	11.54545455	12.88461538	14.36363636	123.125	12.63636364
SIM2	68.25	42.5	51.23076923	42	36.25	37.45454545
SIN3A	92	272.9545455	295.0769231	143.3636364	203	90
SIN3B	26	28.22727273	32.15384615	23.18181818	21.625	21.72727273
SIP1	158.75	104.2272727	234.6153846	173.6363636	129.875	77.27272727
SIPA1	85	370.8181818	157.8461538	201.3636364	71.5	166.0909091
SIPA1L1	125.75	69.86363636	68.26923077	33.36363636	149.75	45.54545455
SIPA1L2	30	23.86363636	52	110.5454545	56.75	172.1818182
SIPA1L3	142.75	100.7727273	72.53846154	150.6363636	115	96.54545455
SIRPA	27.25	30.72727273	28.07692308	322.2727273	581.125	1944.636364
SIRPB1	50.75	37.40909091	46.07692308	25.18181818	28.25	86.63636364
SIRPB2	26.5	19.59090909	19.23076923	35.81818182	14.875	99.72727273
SIRPD	114.5	60.72727273	78.42307692	53.27272727	46.625	110.9090909
SIRPG	49.5	585.9545455	255.9615385	25	18.125	33.81818182
SIRT1	174.75	479.8181818	320.4230769	161.8181818	291.25	300.9090909
SIRT2	38.5	70.27272727	69.07692308	40.27272727	36.625	43.54545455
SIRT3	65	107.8636364	80.26923077	107.7272727	117.25	69.81818182
SIRT4	16.5	20.86363636	15.92307692	16.36363636	17.375	14.36363636
SIRT5	81.25	101.2272727	73.65384615	70.81818182	67.125	63.45454545
SIRT6	152.75	152.4090909	138.6923077	171.5454545	166.25	179.0909091
SIRT7	125.5	523.1818182	284.7307692	233.9090909	201.75	385.5454545
SIT1	112.25	301.0454545	98.07692308	36.72727273	28.5	72.18181818
SIVA1	493.75	422.0909091	433.0384615	595.4545455	401.75	316.1818182
SIX1	59.25	36.54545455	46.73076923	53.63636364	99.875	47.27272727
SIX2	48.75	44.5	49.88461538	54.90909091	86.125	50.72727273
SIX3	32.25	22.54545455	25.96153846	19.72727273	13.375	24.18181818
SIX4	22.75	15.36363636	19.38461538	68.63636364	122.625	18.90909091
SIX5	72	48.22727273	60.46153846	61.90909091	50.5	65.63636364
SIX6	26.75	17.31818182	19.88461538	19.09090909	18.75	19.18181818
SKA1	9.75	9.636363636	9.807692308	68.45454545	23.125	16.72727273
SKA2	226	434.1363636	281.8846154	681.8181818	898.25	223.3636364
SKA3	42.5	43.09090909	53.07692308	188.4545455	96.75	83.54545455
SKAP1	233.5	1015.454545	477.9615385	32.36363636	25.25	47.36363636
SKAP2	512.75	97.63636364	83.73076923	443.3636364	315.75	1065.727273
SKI	80	99.18181818	1174	117.9090909	93.75	68.27272727
SKIL	39	256.5454545	474.5384615	360.1818182	287.25	138.0909091
SKIV2L	186.5	304.5454545	237.1153846	270	228.625	248.9090909
SKIV2L2	389.5	649.6818182	601.7307692	412	375.5	383.5454545
SKP1	6820.75	5400.409091	6919.346154	7032.909091	6762.625	5290
SKP2	118	211.2272727	162.6153846	536.4545455	858.5	130.8181818
SLA	924.5	1422.045455	1334.923077	47.18181818	50.375	1433.181818
SLA2	100	361.5	768.3076923	44.90909091	37.375	79.72727273
SLAIN1	16.25	167.5909091	62.34615385	29.54545455	9.125	10.63636364
SLAIN2	91	417.3181818	205.0769231	275	371.375	347.0909091
SLAMF1	194.25	120.3636364	213.3076923	25	21.625	33.90909091
SLAMF6	1278	663.7727273	606.0384615	50.36363636	30.625	151
SLAMF7	66.5	40.59090909	155.1923077	31.36363636	26.25	770.2727273
SLAMF8	22.75	16.18181818	27.53846154	14.18181818	14	1332.090909
SLAMF9	83.25	67.95454545	66.42307692	60.27272727	53.5	387.9090909
SLBP	166	667.1818182	845.7307692	1153.909091	987.625	891.1818182
SLC10A1	54	34.90909091	48.92307692	21.63636364	17.125	23.63636364
SLC10A2	21.75	14	19.42307692	13.45454545	12.875	14
SLC10A3	107.5	287.0454545	163.2692308	281.9090909	429.875	196.5454545
SLC10A4	7.5	7.272727273	7.115384615	7.454545455	7.125	7.181818182
SLC10A7	35.5	79	44.03846154	77.72727273	64.375	75.09090909
SLC11A1	91.75	83.36363636	91.80769231	79.09090909	71.125	262.4545455
SLC11A2	38.5	152.9545455	156.4615385	294.0909091	194.375	873.4545455
SLC12A1	75.5	33.04545455	38.03846154	21.72727273	14.875	26.54545455
SLC12A2	30	86.22727273	44.42307692	329.6363636	289.5	63.18181818
SLC12A3	59	51.86363636	51.76923077	38.54545455	40.25	42.09090909
SLC12A4	159.5	123.7727273	140.0769231	103.0909091	94	109.4545455
SLC12A5	18	14.68181818	21	13.90909091	11.75	13
SLC12A6	701.5	925.6818182	415.1923077	409.4545455	415.125	1102
SLC12A7	354.5	729.7272727	498.8846154	529.9090909	280	784
SLC12A8	30	23.59090909	23.30769231	29.18181818	115.25	153.1818182
SLC12A9	49	67.18181818	42.11538462	71.54545455	70.125	71.81818182
SLC13A1	10	8	8.192307692	8.090909091	8.125	7.818181818
SLC13A2	55.5	45.09090909	54.65384615	67.63636364	60.625	61.45454545
SLC13A3	71	53.22727273	63.65384615	44.27272727	51.125	43.72727273
SLC13A4	83.25	60.36363636	66.30769231	57.27272727	53.75	54.54545455
SLC13A5	49.75	40.59090909	53.73076923	32.81818182	32.625	32
SLC14A1	16.25	32.59090909	25.34615385	10.09090909	15.75	10.36363636
SLC14A2	63.25	35.45454545	52.23076923	29.81818182	24.5	35
SLC15A1	34.75	20.09090909	22.42307692	19.72727273	19	22.27272727
SLC15A2	56	24.31818182	28.07692308	18.54545455	17.125	28.54545455
SLC15A3	180.75	72.18181818	71.19230769	70.81818182	118.875	3202.363636
SLC15A4	266.25	177.5	403.9230769	318.3636364	477.875	611.5454545
SLC16A1	63	114.6363636	173.1153846	1236.909091	915.125	603.8181818
SLC16A10	29	81.86363636	49.19230769	19.18181818	20	600.3636364
SLC16A11	166	142.4090909	183.6923077	93.54545455	74.125	97.54545455
SLC16A14	25.25	14.13636364	16.57692308	16.27272727	30.125	16.63636364
SLC16A2	30.5	35.22727273	41.15384615	70.63636364	438.5	31.72727273
SLC16A3	23.5	44.81818182	24.65384615	402.2727273	472.125	501.9090909
SLC16A4	9.75	10	9.307692308	59.18181818	189.875	9.818181818
SLC16A5	29.75	91.18181818	34.23076923	89.54545455	239.875	173.7272727
SLC16A6	25	138.6818182	155.6923077	34.63636364	20.25	527.4545455
SLC16A7	105.75	298.1818182	167.6153846	73.81818182	205.875	77.63636364
SLC16A8	89	59.31818182	65.23076923	62	60	81.27272727
SLC16A9	33	23.22727273	28.73076923	26.36363636	29.625	16.72727273
SLC17A1	73	44.31818182	70.07692308	37.90909091	33.25	40
SLC17A2	27.25	20.22727273	21.73076923	19.18181818	19.5	19.63636364
SLC17A3	28.25	23.36363636	29.38461538	19.09090909	18.5	18.45454545
SLC17A4	9.75	10.45454545	11.15384615	9.181818182	9.375	9.454545455
SLC17A5	56.75	183.8636364	101.5	524.5454545	755.25	1503.181818
SLC17A6	12.75	9.863636364	11.53846154	9.818181818	10.375	9.363636364
SLC17A7	77.25	62.40909091	81.61538462	51.72727273	52.875	58.18181818
SLC17A8	7.75	6.727272727	7.269230769	7	7.875	6.727272727
SLC17A9	79.5	48.81818182	62.19230769	82.54545455	74.25	107.5454545
SLC18A1	19.75	18.04545455	20.61538462	14.45454545	13.875	15
SLC18A2	16	24.54545455	17.88461538	17.09090909	20.25	17
SLC18A3	42.5	30.22727273	34.46153846	36.54545455	32.375	38.63636364
SLC19A1	34.75	38.22727273	28.73076923	46.81818182	26.375	31.81818182
SLC19A2	12	47.63636364	29.5	119.9090909	227.75	138.3636364
SLC19A3	13	11.40909091	12.42307692	10.63636364	10.75	9.909090909
SLC1A1	13	11.59090909	15.61538462	378.0909091	685.25	10.72727273
SLC1A2	70.5	34.31818182	43.57692308	32.27272727	28.375	64.90909091
SLC1A3	10	10.54545455	11.96153846	9.545454545	9.375	37.72727273
SLC1A4	162.75	113.5	203.4230769	216.9090909	672.125	1479.454545
SLC1A5	259.5	136.4545455	194.0384615	341.5454545	880.375	591.6363636
SLC1A6	91	62.95454545	80.15384615	68	60.25	72.18181818
SLC1A7	59.75	52.95454545	66.5	63.18181818	50.5	82.63636364
SLC20A1	141.5	757.8181818	751.6923077	1836.545455	1555.75	1686.090909
SLC20A2	38.75	66.54545455	56.11538462	58.63636364	145.75	58.09090909
SLC22A1	29.25	16.81818182	22.53846154	20.18181818	20.625	25.90909091
SLC22A11	23.25	20.18181818	23.88461538	19.63636364	17.125	20.54545455
SLC22A12	83.25	56.40909091	75.61538462	59.27272727	51.875	69.72727273
SLC22A13	63	37.22727273	51.96153846	37	32	37.54545455
SLC22A14	93	75.27272727	82.92307692	73.63636364	70.875	78.36363636
SLC22A15	34.75	29.09090909	47	23.54545455	281.125	175.2727273
SLC22A16	33	27.04545455	37.42307692	23.09090909	28	146.8181818
SLC22A17	50.75	73.09090909	52.80769231	57.27272727	87.875	35.27272727
SLC22A18	79.75	193.4545455	101.6923077	70.36363636	324.25	479.7272727
SLC22A18AS	97	101.8181818	102.5769231	106	86.625	201.6363636
SLC22A2	50	34.13636364	41.38461538	25.63636364	23.75	23.45454545
SLC22A23	43.25	145.7272727	56.03846154	110.4545455	476.375	40.27272727
SLC22A24	43	24.72727273	26.30769231	20.45454545	22.375	21
SLC22A25	177.5	128.2272727	156.8076923	98.45454545	113.625	82.45454545
SLC22A3	7.75	7.136363636	7.153846154	7.636363636	26.375	7.090909091
SLC22A4	26.5	25.22727273	34.88461538	160.5454545	279.625	66.45454545
SLC22A5	29.5	31.77272727	36.23076923	28.54545455	31.125	31.81818182
SLC22A6	81.25	45.40909091	46.76923077	44.36363636	39.75	49.81818182
SLC22A7	134	59.72727273	76.84615385	54.09090909	46.75	62.63636364
SLC22A8	67.5	51.18181818	57.84615385	44	37.625	54.09090909
SLC22A9	55.75	44.18181818	57.65384615	27.72727273	31.875	26.90909091
SLC23A1	27.25	22.27272727	23.73076923	18.90909091	19.75	21.45454545
SLC23A2	115.25	190.3181818	160.4615385	195.9090909	205.875	519.2727273
SLC23A3	42.25	23	24.5	17.36363636	17.5	16.09090909
SLC24A1	107.75	66.72727273	81.46153846	64.09090909	60.125	66.54545455
SLC24A2	46.75	40.27272727	55.07692308	29.54545455	28.625	33.27272727
SLC24A3	30.5	24.95454545	27.42307692	21.18181818	51.875	28.18181818
SLC24A4	48.75	33.31818182	34	29.72727273	23.875	32.54545455
SLC24A6	67	147.5909091	64.26923077	75.09090909	56.125	237.2727273
SLC25A1	75.75	240.0909091	64.38461538	385.8181818	676.125	311.7272727
SLC25A10	101	57.27272727	74.92307692	122.6363636	91	66.18181818
SLC25A11	64.5	204.2272727	85.5	380.8181818	306.125	456
SLC25A12	76.5	120.0454545	66.92307692	105.5454545	126.5	88
SLC25A13	23.25	44	22.15384615	298.3636364	150.875	331.3636364
SLC25A14	127	260.8181818	281.8076923	332.9090909	388	214.6363636
SLC25A15	26.75	30.45454545	28.15384615	45.81818182	42.5	19
SLC25A16	1580	825.0454545	1029.076923	384	354.75	488.8181818
SLC25A17	120	138.3181818	91.84615385	248.3636364	237.75	156.3636364
SLC25A18	77.5	60.09090909	65.80769231	66.36363636	49.5	69.27272727
SLC25A19	169.25	137.8181818	103.0769231	203.5454545	133.625	568.8181818
