Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8
RALGPS2	1597.105013	1305.477004	44.85995177	54.56356691	32.54129812	109.4299419	40.25707294	23.42229647	36.80214677	57.02675161
RASA3	10.56154776	24.23500243	93.34350756	212.7904928	65.33110512	19.42649153	156.4816454	327.8466714	24.57422621	270.9813064
RASGRP2	5911.213148	5135.507838	759.9791832	1363.762146	256.5379971	1260.173261	4016.523813	2855.39049	121.3399664	2427.952654
RASGRP3	458.3600431	575.4533742	11.43917669	15.51147933	19.07768435	15.89265608	28.79489939	13.66874699	13.74179096	16.2266408
RASSF4	22.67712362	18.66101906	672.1035142	228.5281547	146.1955683	33.77387846	29.25535072	19.66949919	23.48774462	22.98193781
RCAN3	46.66611859	40.66450557	41.68337282	7.23560514	25.01169532	5.269930927	219.6437293	566.9862725	193.0935915	155.029818
REN	63.75570668	51.28033369	31.44891199	26.14898837	26.42631865	43.29342529	76.81339366	42.47010982	37.29867542	30.74953796
RENBP	53.60553688	41.69053434	215.0882638	20.43861955	34.34525827	77.08759041	37.11302941	34.34525827	40.61494394	45.59103269
REPS2	40.36292074	27.95271373	153.2877211	16.00616409	21.71773363	1345.638366	12.08950821	18.95216894	8.288872254	13.88756297
RGS1	180.1991847	246.271589	64.44174947	147.0419785	255.510178	111.3503483	215.6731441	1496.611591	1321.498692	646.7216655
RGS13	71.26574474	70.49121711	18.73599553	36.27118978	29.94374704	19.83442204	11.20330491	22.22269743	7.843078446	26.92097022
RNASE2	186.4718703	164.907335	3614.28076	663.0545505	230.07536	672.1905923	156.1334939	98.76355416	102.5188931	216.8731189
RNASE6	1799.683549	1157.232625	4038.448716	84.58792101	14.36766267	2002.128163	28.13135229	64.4438491	8.863552717	17.05134667
RPL10L	36.038732	70.34302342	95.70491339	91.27669248	98.92836489	13.6945175	328.0740952	588.7015627	346.9414841	321.3503467
RPL3P7	76.85048537	379.4864795	109.4607889	256.6761145	55.10360905	142.5383492	4477.729529	3370.859953	1067.780098	1290.949662
RRP12	12.81515335	12.57253314	288.3451691	20.59701131	75.44491958	274.0937737	10.26293695	14.31729413	378.7293568	10.83222373
RRP9	9.544532505	16.3321486	36.13230183	53.29234769	186.6021403	9.945088387	116.4244851	49.53085908	524.2815539	92.36151715
RSAD2	215.2283477	211.2148732	334.986335	300.3481477	666.8036659	713.3593658	230.6806713	222.8577454	149.4255108	164.1021811
RYR1	108.5578105	115.9141217	128.5919034	38.11141231	76.73435744	199.9238732	13.31038127	134.9186388	161.9808797	134.6786684
S100A12	190.663133	205.6096122	11149.65069	1088.208915	220.6263312	8781.768452	122.0464109	78.96882194	77.60907212	103.0892269
S1PR5	7.997120003	7.027494673	6.788452669	587.6581174	175.6975199	9.352910216	8.45170015	6.547727883	6.843334165	41.04900098
SAMSN1	197.0884279	441.9005895	1412.29406	1266.566015	2876.602126	1654.100485	609.2761383	1660.128114	2859.409338	794.816235
SCN9A	7.11928632	7.905938062	6.128985193	11.24582219	10.59412632	15.23819177	20.4393522	6.409332909	6.276977095	5.599396915
SEC31B	64.80136266	51.08175979	136.5478618	248.3195373	30.97425375	40.56722012	539.2656032	63.79022174	23.57209837	423.4721951
SELL	11102.0298	8002.61479	7242.740165	5741.494585	1590.659482	13724.93946	9805.46284	7104.510327	2531.49842	7418.862396
5-Sep	10.89927471	18.06590222	16.50408571	19.49414625	22.41199796	25.73609401	56.7692406	37.98662268	43.47348792	13.1121548
8-Sep	27.7175438	22.87983558	15.62108755	26.97577912	67.28417387	21.77777366	35.00087493	35.93880485	272.6170427	31.02782537
SERGEF	15.69138202	11.98596801	20.42165917	64.18194259	41.5765162	16.74391215	264.2358173	28.58789254	16.22879037	63.60787074
SH2D1A	30.86641388	23.74579306	18.41801556	1296.002366	844.7081417	41.8750989	910.0374967	1354.892078	1484.478664	1249.210018
SIGLEC1	258.3004281	149.3986543	279.3221994	98.8058291	88.81589691	245.9321054	55.54431252	91.07262834	46.5723539	81.50052589
SIK1	5471.704926	5620.453994	544.8091055	457.6523281	248.2954165	401.5465651	494.4265452	410.006561	162.0409056	1219.200313
SIRPG	74.41451203	127.7355428	54.8626275	98.34637628	57.88335321	125.1446974	1078.535981	1148.814515	293.2102273	1310.139566
SIT1	759.1593175	1505.448039	99.63796028	115.1265171	107.7569918	286.5258188	1418.51616	1612.60149	927.3906158	1457.873439
SKA1	4.914356682	2.770472888	3.198489691	17.19149842	41.3563524	2.093797389	15.89364427	1.658857567	353.1886192	2.220631652
SKAP1	1378.742233	556.9267569	155.1060459	2037.376281	1513.442454	388.8474803	2670.874802	2395.678989	814.2486746	2273.257742
SLAMF1	762.0351121	515.4872027	111.9089299	114.1243297	115.6197705	260.858135	449.8358705	1081.526073	2005.427058	496.4217166
SLAMF8	156.6501475	135.5923959	166.4059352	170.4258874	95.17401569	120.6524521	72.69074036	101.4058634	85.97854784	107.6408152
SLC12A1	89.4899425	48.93661716	3.335133412	3.639923264	3.866557468	8.293088602	13.59723596	11.20330491	1.863695454	10.77936011
SLC12A8	7.225818568	8.434874182	11.98809147	10.14791696	18.06584929	13.16312363	11.19206299	3.740216058	9.306658239	14.91996119
SLC15A3	9.050871942	202.4492561	1682.54452	11.74522644	8.498902895	1431.042545	27.12597858	19.36453188	13.09271261	18.5710453
SLC2A6	112.56368	313.2302692	623.8936693	70.73672817	125.466199	12.17469756	8.055918939	15.58990295	24.88582	43.07557759
SLC7A10	66.78073716	84.61698111	34.30894984	31.85028897	24.36857837	50.97452513	19.66949919	53.12123129	44.81896685	33.20097043
SLCO5A1	118.7296898	108.1291054	40.69340961	73.09344194	49.59274467	131.4344977	55.91267865	70.96791001	41.79365254	30.06870751
SMPD3	70.72102235	140.540597	35.63627466	89.68398839	154.573264	246.5509419	148.9719357	47.62155017	17.258479	70.12682543
SMPDL3B	2.724372492	3.034400379	4.661740608	4.588512766	4.182493252	6.39158455	5.877194227	3.847184414	4.624418991	3.73037929
SOCS1	27.14793524	25.09172222	20.71591309	49.70265419	1230.201795	31.69383195	64.4438491	117.8166952	1034.179076	160.8027185
SP140	881.125548	2397.760361	107.9949811	411.7724421	385.2475659	218.1702966	367.6750359	549.3361922	376.9049927	422.1251624
SPAG4	16.39614273	24.95714972	16.94563165	8.399871249	50.78803941	22.84191822	79.5891519	64.66029759	120.1755798	60.34817877
SPIB	3945.300733	5363.4372	116.3915428	106.9259138	78.25416453	272.8204886	111.2439257	74.71026363	74.10530922	67.02484651
SPOCK2	1531.023729	1120.73105	263.011432	995.6524365	650.4634003	594.0103963	2040.442671	3212.756292	1022.450995	3283.92381
SSX1	1.658857567	3.900272217	5.167103334	2.161370142	1.479085222	14.77955057	40.80982734	2.493139629	9.812231302	7.384988622
ST3GAL6	66.60162565	34.3893867	357.9772296	27.10829	18.38880596	466.5209967	12.96669349	6.482478073	6.982740503	7.158395479
ST6GALNAC4	264.3270269	441.0048109	195.8463286	240.2635016	227.0422204	181.6890388	297.0293513	398.8717851	276.2455792	408.1100167
ST8SIA1	50.56172691	44.96471016	8.218778885	6.718345522	14.10673265	15.88264599	9.129359328	278.4319646	97.33937156	75.93922657
STAP1	3534.504408	1961.960801	21.15804952	299.8706305	435.480525	48.56097434	432.5194514	110.856908	108.0607513	112.0597302
STEAP4	4.42067119	8.353897982	111.873397	8.756230575	17.27184239	800.5703388	10.49185361	2.346954138	3.411622987	4.832288844
STXBP6	16.73521702	15.04379369	12.89610083	10.56909	11.99719249	14.80593608	18.76887513	21.45135324	14.46846851	16.13910899
TARDBPP1	42.03948876	48.24713311	9.112054424	13.59143299	31.08142239	62.01117545	56.90002211	38.53463959	63.68405364	20.13104889
TBX21	504.1990666	543.923946	273.2767975	4208.888552	3311.978393	542.1588248	162.9916872	522.1073862	1173.96483	1658.322072
TCF7	32.1556293	157.1737661	18.65570294	415.1493446	151.5623553	55.11585006	5181.114553	3207.171426	351.3659373	3170.404097
TCL1A	12117.94539	763.1449829	161.4604075	104.9994128	78.2920509	261.7385971	133.6927662	105.523008	62.11998297	106.739179
TEC	11.26237461	11.13599083	16.29861436	20.22252914	16.45891984	12.87726499	8.992612544	9.646923918	9.195676707	11.99089142
TEP1	13.00060521	15.87747831	16.10571842	181.4004368	91.56873261	11.99606546	13.17735831	95.04661844	15.47869427	98.35605225
TGM5	60.12655552	71.99773897	64.53380501	56.85336746	60.67685001	82.75554452	41.46606342	47.09380347	40.98318506	47.8969765
TLR2	81.54272739	113.709418	4560.185304	138.3345347	140.2158809	5374.798483	135.7286165	126.8421582	102.0859478	120.5282543
TLR7	49.81426014	102.4990755	570.6516022	31.8438018	10.83895443	20.0870008	58.36525286	9.70690203	7.262313101	7.997221294
TLR8	7.582193721	6.714925465	1522.070253	5.825720142	6.107123818	1719.870237	5.570829264	6.830950912	5.730458788	5.70074897
TMEM156	574.4981382	577.0327019	23.45170307	138.8828404	141.9594113	51.44861036	114.8275013	152.9758784	334.197775	168.0820865
TMEM255A	64.48080982	43.77493033	66.84987758	49.63841616	29.92011687	37.11078102	5.079112797	22.20688826	16.47169916	38.72072177
TNFAIP6	267.9179363	259.8916347	233.4391136	123.7740746	145.8185128	3460.952883	36.71555117	94.24800971	79.12333165	81.29435266
TNFRSF10C	44.84631996	28.85121323	237.9058901	20.06638784	37.57632728	3919.76984	25.78013421	57.28934706	44.90546301	27.03922751
TNFRSF11A	50.02783296	32.36541213	17.83610862	86.12792797	68.56018671	67.7636041	6.818438323	22.07591774	45.77175188	9.855680429
TNFRSF13B	502.6927279	1498.256342	188.0078881	227.5044918	167.0688665	342.7765361	307.6962383	120.0804247	138.9893405	181.9551888
TNFRSF17	22.5997525	247.609295	10.1098504	12.50971798	8.910362721	9.35211403	4.347662735	13.44126834	7.947610014	13.81523144
TNFRSF4	15.01956589	14.8278152	17.76981387	195.89287	697.7043267	28.18616394	22.20688826	524.4770391	1997.155963	18.71047795
TNFSF14	10.0823446	9.719004464	35.07227527	362.1020637	2050.816822	614.120037	28.21199417	59.18404696	428.3545003	92.31649554
TNIP3	14.12983303	31.867553	14.52350675	18.25984636	11.86713177	15.74452103	64.72785062	30.8024485	446.3091826	70.50041584
TPSAB1	1102.29779	794.7203184	543.6290931	465.2204213	311.7403372	1033.132677	43.36581215	284.8186666	147.2741095	376.0368021
TRAC	572.5113556	1006.350088	208.9784165	815.6846136	506.0537577	790.0055576	14057.43026	15532.16188	8731.942274	13721.45552
TRAF4	194.7986362	450.3805458	28.30245079	54.5480586	70.6081762	48.24388624	35.38777983	88.21790387	248.213136	27.41737791
TRAT1	13.5847049	15.98508028	6.845897848	25.38745132	41.18448661	10.38229418	2327.160635	2578.359018	1616.337428	816.7413233
TRAV12-2	13.14017301	12.20201385	10.63253287	11.08896426	9.776317635	15.47264026	99.38436963	100.6104917	12.96669349	225.3780296
TRAV13-1	88.73958185	72.48117143	29.72104173	42.45202479	28.3148996	74.99855252	537.6097159	881.5627754	411.162234	463.1984082
TRAV13-2	72.69074036	67.18924471	56.85541485	44.35066443	55.64727919	88.04801861	411.162234	639.8040504	201.5321093	369.2792078
TRAV21	119.891114	65.25320664	51.31601583	55.8763643	46.6365232	88.25003141	417.5047308	765.2981535	157.5889451	439.3576224
TRAV8-6	24.5564624	22.1433316	34.39428346	18.30217166	15.40291048	65.39316048	317.7910043	396.1200681	172.8402474	244.1129158
TRAV9-2	60.43870697	91.39228534	47.77691068	56.17040361	22.09272622	130.9175576	498.4569511	911.8379139	448.8743703	220.3744213
TRBC1	575.8478308	930.328823	78.94320693	4520.50562	2812.593654	181.0122765	12460.73946	10179.78364	3287.836318	8923.922332
TRDC	88.17850315	81.15497901	61.01801703	10797.21174	11382.00872	162.1231973	282.0101621	781.3316356	486.8794819	3014.575466
TREM1	415.2301184	236.6369111	1775.188919	79.85743138	95.75746526	8433.289331	116.8363113	67.49889477	71.26574474	102.2864477
TREM2	17.00788201	11.99552131	24.23855513	13.80468131	14.68548476	24.6518745	14.88173325	16.93010618	12.76669965	16.18514962
TREML2	70.53816317	20.8510013	40.72889444	55.01920603	123.3281827	1082.741035	50.87816452	18.783374	52.41361977	23.09902116
TRIB2	1848.219528	915.3236717	123.0323791	1307.778436	1049.5197	155.8993479	2278.453629	2377.362513	275.8348106	1138.062023
TRPM4	7.691250656	6.199378707	18.36114786	7.443654876	7.702553769	10.22097545	17.98120025	9.463569762	9.520155138	7.796755019
TRPM6	45.92245257	35.63102651	35.69642216	22.10779339	30.99587635	220.431397	16.86720259	31.1038533	63.79022174	25.76719358
TSHR	19.81562324	17.26446055	14.29339998	20.15779147	12.75467855	18.38429613	11.34522644	13.71677829	7.644655016	11.64652927
TTC38	24.85041048	25.03368325	105.6462644	2894.462666	662.1427421	47.0570675	118.0039289	26.49834722	57.41736661	374.209498
TXK	309.7698509	195.384424	62.96991111	1564.533681	2015.56144	173.9732072	1384.385645	426.3148568	175.3835932	676.0594416
TYR	15.49172903	15.24296718	14.06800259	71.99864479	51.17855685	150.834091	44.38209766	197.0884279	37.45017394	10.627147
UBASH3A	10.12600478	12.70263006	6.105136566	6.038374156	8.533286435	10.09959562	2177.794994	714.9395195	203.0783034	876.3804334
UGT1A8	680.5299008	471.1925779	91.50678971	78.13378227	85.31836726	336.4203983	98.52007343	123.3281827	101.445586	82.13823081
UGT2B17	29.46022982	12.69818111	7.244351309	4.743273044	6.482478073	8.791555748	5.049784849	5.598819437	4.541614018	3.976053906
UPK3A	15.1818271	14.61683336	215.8718015	10.8839878	9.961241592	18.54314925	13.15225266	13.64441885	20.18467535	10.97861145
VILL	29.52223049	34.59261182	97.78124023	215.5413192	39.83941898	20.88408586	693.1658136	500.1222764	32.85440556	434.2235247
VNN1	22.95842907	21.92466999	1024.700138	62.57962649	27.08777116	894.8557203	29.07388553	11.49823256	6.881696305	12.26655159
VNN2	64.9845649	79.68108191	3300.115435	600.7634958	133.9832531	18515.3558	574.7325605	87.43886769	7.680556652	445.4839483
VNN3	30.92999926	32.29662574	187.5997533	22.08322245	44.53194026	2232.466996	58.33320422	28.54732378	26.89503329	13.07856517
VPREB3	3778.568055	2591.601205	136.159858	126.7365483	114.2787683	157.9569892	38.11603592	166.1221545	154.18198	89.69557529
WNT5B	11.75096777	11.14541251	15.97840064	6.098592957	9.789026033	15.95349649	6.818438323	8.393614631	9.272327825	10.61879975
WNT7A	12.86019319	17.53933245	56.25300857	11.09709075	13.79321282	21.34233197	230.7618491	87.39996412	46.54002774	101.4088521
ZAP70	13.7050941	12.81144157	38.05970681	4781.948859	1772.000761	70.04945364	4287.536344	2667.26621	772.7826189	3230.539852
ZBP1	35.84871042	74.5068251	24.54237397	499.9477503	127.0420484	269.6190106	184.7781077	162.5267903	27.55771004	149.2911945
ZBTB10	152.6895498	99.22415511	62.01375558	122.4353858	106.5387015	20.31580867	109.5758377	91.36792646	83.06394836	99.88073058
ZBTB32	9.857216379	193.1962311	10.52648555	16.3475771	12.38711595	12.27627866	29.13250856	7.771095444	187.3923151	27.83511
ZFP36L2	923.602815	661.8816941	1341.516598	915.0156182	263.103889	517.338976	357.0079722	3731.327234	366.0960572	3227.833526
ZNF135	94.28786122	16.31493562	3.860059178	151.1023562	79.04663522	1.926397343	96.20392388	15.80624293	3.236183763	64.5605419
ZNF165	6.421545431	4.431621524	2.66873461	7.023083197	4.897631255	5.357879252	33.67116463	2.724372492	45.2032616	3.190692616
ZNF204P	77.87689746	42.94621317	29.90974572	37.01330204	32.9745764	27.48554596	400.6631845	168.8951305	40.0906413	151.9597341
ZNF222	9.800664188	7.20321789	19.8606097	92.27882159	91.80829026	26.82559709	56.64251081	15.0813304	15.58990295	71.91125741
ZNF286A	737.8599039	331.9087607	11.04393742	225.4077006	199.2998879	441.3134689	5.598819437	169.3131278	190.8748431	218.2270364
ZNF324	28.21199417	23.46442356	28.71444884	44.94117978	42.90224117	35.42469786	348.190389	27.16912681	24.0557628	32.01125825
ZNF442	19.71319664	22.44753254	12.30022875	21.77015125	40.95236426	20.15752219	8.980486469	9.182953598	3.103039674	32.11029942
