Mixture	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)	P-value	Correlation	RMSE
mix_1	0	0.205212103019224	0.106066586525492	0.203393051583732	0.0814307125209123	0.217945637421693	0.185951908928947	9999	0.675867605470834	0.778338964649243
mix_2	0	0.233658627844658	0.075715600134244	0.212122919612694	0.0614241219462832	0.205441835197329	0.211636895264792	9999	0.674129691350142	0.782363404450465
mix_3	0	0.434399920302047	0.026974844049528	0.19015691117175	0.0253481389123799	0.169493008250282	0.153627177314013	9999	0.670431428815894	0.791379034109441
mix_4	0	0.124932452045833	0.0878300928460995	0.180118974299112	0.104314236399566	0.246596293793549	0.25620795061584	9999	0.676441866530244	0.775032456560998
mix_5	0	0.273535994400704	0.0178960830507281	0.20507049474927	0.078593421500382	0.19882082223272	0.226083184066196	9999	0.671776841093959	0.783153540806817
mix_6	0	0.173960831511283	0.0485709767225078	0.211440927033669	0.0921425594660095	0.260014474619107	0.213870230647424	9999	0.673852288883702	0.779712030433041
mix_7	0	0.317073406620667	0.0191332406043114	0.205711127501603	0.0618636630363235	0.167207619402173	0.229010942834923	9999	0.670264499185458	0.786738214374482
mix_8	0	0.288338763782279	0.0404203518346672	0.208213704016665	0.0462179040540609	0.163832648367726	0.252976627944601	9999	0.66715147721464	0.792067868667927
mix_9	0	0.0980799287356472	0.0921181581079494	0.19833585996673	0.11165797072367	0.25696348101639	0.242844601449614	9999	0.675359656408949	0.776067954760742
mix_10	0	0.25844536142979	0.0645919496772442	0.171897237779994	0.0963333757118373	0.281254385534654	0.127477689866481	9999	0.68637423497404	0.764219436998008
mix_11	0	0.183902920125361	0.108149634063523	0.203171799012597	0.106506386052868	0.188894068150996	0.209375192594656	9999	0.677759602633562	0.773664615096127
mix_12	0	0.23651617244145	0.0427039906520287	0.1829550921054	0.0722753588849107	0.24131972771507	0.22422965820114	9999	0.673077914146148	0.781998405339986
mix_13	0	0.152017429214548	0.0863617099669611	0.174599984160666	0.0984494596235446	0.328747118574274	0.159824298460007	9999	0.677631192871168	0.774453431111431
mix_14	0	0.165827344775927	0.0623216221383584	0.202309541082689	0.119504700488031	0.297706902704921	0.152329888810074	9999	0.681267790113483	0.768483622418697
mix_15	0	0.255028630364218	0.0369860602150747	0.202431714933295	0.0687494536507205	0.214132411002909	0.222671729833783	9999	0.671175948590613	0.784862794052121
mix_16	0	0.458233959863937	0	0.208037894215074	0.00462256220127635	0.162541106108715	0.166564477610997	9999	0.655063307233334	0.812106280311811
mix_17	0	0.420078075688829	0.00746127607208702	0.201479460233113	0.0131017574492068	0.203922382652938	0.153957047903826	9999	0.657094828194551	0.808361215533822
mix_18	0	0.235054616823461	0.0798687134346333	0.157110868125838	0.0922155202368831	0.326419530132008	0.109330751247177	9999	0.684422692295757	0.76692708772858
