B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
average.Mix_1	0	0	0.00219551189479936	0.00377481643747178	0.00663346481293105	0	0	0	0	0	8.20688144192272e-05	0	0	0.0089445554351307	0	0	0	0	0	0	0	0
average.Mix_2	0	0	0	0	0	0	0	0	0	0	0	-0.0516678279391449	0	0	0	0	0	0	0	0	-0.00586385093078299	0
average.Mix_3	0	0	0	0.0272695164436782	0.0242653292126967	0	0	0	0	0.00155419338262972	0	0	0	0	0	0	0	0	0.0220525340198249	0	0	-0.00382348832463209
average.Mix_4	0	0	0	0.0124354935315808	0.0261557324393796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00942870954067449	0	0	0
average.Mix_5	0	0	-0.0111739972925585	0	0.00693550639750243	-0.00507465479507532	0	0	0	0	-0.00288952481554933	0	-0.000614224119794549	-0.00163890017627617	0	0	0	0	0	0	-0.0104385030682086	0
average.Mix_6	0	0	0.0476647470476027	0	0	0	0	0	0	0	0.0240207333286295	0.0399750895281076	0.0311075657831837	0.00959348997265508	0.028791521121804	0	0	0	0	0.0276324455744461	0.0311911551643628	0
average.Mix_7	0	0	-0.0113759721144559	0	0.0122986008083416	0	0	0	0.00320511114184572	0.018158362341344	-0.0088189291571579	0	-0.0111098947527794	0	0	0	0	0	0.00444916521770859	-0.0123089641032718	0	0
average.Mix_8	0.0357735519707452	0.043201113614258	0	0	0	0	0.0161506463362171	0.00981538804399569	0	0	0	-0.00155050460203771	0	0	0	0	0.00639896228701924	0.0305064672797251	0	0	0	0
average.Mix_9	0	0	0	0	0.00880744910114724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_11	0	0	0	0	0.00539855758729772	0	0	0	0	0	0	-0.107826152734218	0	0	0	0	0	0	0	0	-0.044867770104175	0
average.Mix_12	0	0	0	0.0229289162381907	0.022350663010121	0	0	0	0	0	0	0	0	2.9992939223826e-05	0	-0.0175701392880066	0	0	0.0209404625549329	0	0	0
average.Mix_13	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00154206277960067	0	0	0	0	0	0	0	0
average.Mix_14	0	0	-0.00642449521756539	0.0238650415135408	0.0318906843405249	-0.00251508135167046	0	0	0.000719313100377489	0.0130877829425899	-0.0029757830784667	0	-0.00709323026183943	0	0	0	0	0	0.0245607864666984	-0.0068627298768701	0	-0.00444488094225492
average.Mix_15	0	0	0	0	0	0	0	0.00901895289091353	0.0160228640325656	0.019113911150074	0	0	0	0	0	0	0	0.00239822589067428	0	0	0	0
average.Mix_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_17	0	0	0	0	0	0	0	0.00171206327528333	0.00263812063883917	0.0222212598734036	0	0	0	0	0	0	0	0	0	-0.00191724148021383	0	0
average.Mix_18	0	0	0	0	0	0	0.0512213529209704	0.0444896460663089	0.0264052013446865	0.0148956902478024	0	-0.157887073474399	0	0	0	0	0.045286427353727	0.0579368540218085	0	0	-0.0300028940186212	0
average.Mix_19	0	0	0	0.0241484605026749	0.0154746733457323	0	0	0	0	0	0	0.0611968899703597	0	0	0	0	0	0	0.0233045498850314	0	0.0138022010304554	0
average.Mix_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_21	0	0	0.00329934672581469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
