Mixture	B cells naive	B cells memory	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	P-value	Correlation	RMSE
Mix_1	0.0456531839682715	0.080310858957962	0	0.00486605491854514	0.0560247070064164	0.653842105446151	0	0	0.156092940864873	0	0.00321014883778101	9999	0.402571539956532	0.987185712576607
Mix_2	0	0.274314737704604	0	0.147602732859046	0.0230441560580481	0.493360642895926	0	0	0.0529995765121718	0	0.00867815397020349	9999	0.507340479691262	0.901159591563496
Mix_3	0.0215052968390131	0.0541719539076123	0	0.0478542233634671	0.0173316641829982	0.792934791469474	0	0	0.0557950269778337	0	0.0104070432596012	9999	0.438926311842751	1.02391758475144
Mix_4	0.0219063215005469	0.105815859306828	0	0.0617314395001178	0.0234874062184884	0.735516707119266	0	0	0.0383209169577477	0	0.0132213493970052	9999	0.473592584638804	0.977236402805854
Mix_5	0.017591532556385	0.332394669531377	0	0.0299991342419661	0.0234377771284642	0.570106190630966	0	0	0.0154627465936829	0	0.0110079493171589	9999	0.486314635662089	0.927647196471026
Mix_6	0.0439975245579694	0.178465745437656	0	0	0	0.610466770438678	0	0.0020011551406015	0.162844778988363	0	0.00222402543673154	9999	0.429868581266306	0.956416599308283
Mix_7	0	0.187666497742056	0	0.0953877819172329	0.0146362624285232	0.679419529015518	0	0	0.0203549363794345	0	0.0025349925172352	9999	0.557604797263164	0.892424343691226
Mix_8	0.0163741537375885	0.325514346823359	0.0462183221665517	0.0247735079777206	0.04396376106806	0.415871349860143	0	0	0.127284558366577	0	0	9999	0.608661165063189	0.798057685334291
Mix_9	0.050448713029024	0.149438543221234	0	0.00136099503219105	0.0727787522644037	0.659013146835961	0	0	0.0669598496171859	0	0	9999	0.507334297848571	0.9130906735174
Mix_10	0.0599009192272214	0.17318445838268	0	0	0.0666303455679885	0.603662169003432	0	0	0.0966221078186782	0	0	9999	0.514127734984212	0.893273867358343
Mix_11	0.0378332577993066	0.150434516749891	0	0.0775698902606228	0.0898752885385799	0.592493865756652	0	0	0.0517931808949483	0	0	9999	0.522368764205253	0.897136614926451
Mix_12	0.027888093669281	0.0311557392059437	0	0	0.0390031260650854	0.76625702838809	0	0	0.135023092162273	0	0.000672920509327336	9999	0.429659049711418	1.00207052648222
