B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
average.Mix_1	0	0	0	0	0	0	8.20688144192272e-05	0	0	0.0089445554351307	0
average.Mix_2	0	0	0	0	0	0	0	-0.0516678279391449	0	0	0
average.Mix_3	0	0	0	0	0	0.00155419338262972	0	0	0	0	0
average.Mix_4	0	0	0	0	0	0	0	0	0	0	0
average.Mix_5	0	0	0	0	0	0	-0.00288952481554933	0	-0.000614224119794549	-0.00163890017627617	0
average.Mix_6	0	0	0	0	0	0	0.0240207333286295	0.0399750895281076	0.0311075657831837	0.00959348997265508	0.028791521121804
average.Mix_7	0	0	0	0	0.00320511114184572	0.018158362341344	-0.0088189291571579	0	-0.0111098947527794	0	0
average.Mix_8	0.0357735519707452	0.043201113614258	0.0161506463362171	0.00981538804399569	0	0	0	-0.00155050460203771	0	0	0
average.Mix_9	0	0	0	0	0	0	0	0	0	0	0
average.Mix_10	0	0	0	0	0	0	0	0	0	0	0
average.Mix_11	0	0	0	0	0	0	0	-0.107826152734218	0	0	0
average.Mix_12	0	0	0	0	0	0	0	0	0	2.9992939223826e-05	0
average.Mix_13	0	0	0	0	0	0	0	0	0	-0.00154206277960067	0
average.Mix_14	0	0	0	0	0.000719313100377489	0.0130877829425899	-0.0029757830784667	0	-0.00709323026183943	0	0
average.Mix_15	0	0	0	0.00901895289091353	0.0160228640325656	0.019113911150074	0	0	0	0	0
average.Mix_16	0	0	0	0	0	0	0	0	0	0	0
average.Mix_17	0	0	0	0.00171206327528333	0.00263812063883917	0.0222212598734036	0	0	0	0	0
average.Mix_18	0	0	0.0512213529209704	0.0444896460663089	0.0264052013446865	0.0148956902478024	0	-0.157887073474399	0	0	0
average.Mix_19	0	0	0	0	0	0	0	0.0611968899703597	0	0	0
average.Mix_20	0	0	0	0	0	0	0	0	0	0	0
average.Mix_21	0	0	0	0	0	0	0	0	0	0	0
average.Mix_22	0	0	0	0	0	0	0.00435588613543312	0.0304299875678905	0.00953123986583641	0.00610586257366075	0.00899877904658665
average.Mix_23	0.0280102294964521	0.0265065623544173	0	0	0	0	0	-0.076724202920661	0	0	0
average.Mix_24	0	0	0.10186694672086	0.0913542152398466	0.0573430738187394	0.0884774067907746	0	0	0	0	0
average.Mix_25	0	0	0	0	0	0	-0.0157197711399721	0	-0.0130279471960515	-0.00992220884059239	0
average.Mix_26	0	0	0.00193269360609473	0.0127945082890295	0.00590702838021463	0.0177721513931627	-0.00436701003479459	0	-0.00348035848129884	0	0
average.Mix_27	0.0554134216948351	0.0537575875954979	0	0	0	0	0	0.139854847160695	0	0	0
average.Mix_28	0	0	0	0	0	0	0	0	0	0	0
average.Mix_29	0.00548531148689129	0.0130345264938841	0	0.00773723723686824	0	0.00368823368897795	-0.00698504538791848	0	-0.00114226467998785	-0.00728013516538577	-0.0063153084996404
average.Mix_30	0	0	0	0	0	0.00147659072511924	-0.00100569458451132	0	-0.00158989327387584	0	0
average.Mix_31	0	0	0	0	0	0	0	0	0	0	0
average.Mix_32	0	0	0.0550463818718848	0.0479993702285792	0.0221127992148876	0.0200644100363362	0	0	0	0	0
average.Mix_33	0	0	0	0.00395483811868794	0.0103662111475939	0.0323062950266655	0	0	0	0	0
average.Mix_34	0	0	0	0	0	0	0.00371194523608052	0	0.00955460102789467	0.00475507776543398	0.00784580247250629
average.Mix_35	0	0	0	0	0	0	0	0	0	0	0
average.Mix_36	0	0	0	0	0	0	0	0	0	0	0
average.Mix_37	0	0	0	0	0	0	0	0	0	0	0
average.Mix_38	0	0	0	0	0	0.000623749108003175	0	0	0	0	0
average.Mix_39	0.0675512425952009	0.0617533363004034	0	0	0	0	0.00936664367648797	0	0.0309713953234298	0.000316231521738133	0
average.Mix_40	0	0	0	0	0	0	0	0	0	0	0
average.Mix_41	0	0	0	0	0	0	0	0	0	0	0
average.Mix_42	0.00865132802501396	0.0183153874646288	0.0288429001090481	0.0291769547411547	0	0.0169095415139307	-0.00916768398523096	0	0	-0.00430047005435037	-0.0155729290190481
average.Mix_43	0	0	0	0	0	0	0	0	0	0	0
average.Mix_44	0	0	0	0	0	0	0	0	0	0	0
average.Mix_45	0	0	0	0	0	0.0303682286585871	0	0.129330554490918	0	0	0
average.Mix_46	0.0363656250246672	0.0403973340576393	0.0241981592592134	0.0218791301814941	0	0.0129137019006516	0	0.0751826188809876	0	0	0
average.Mix_47	0	0	0	0	0	0	0	0	0	0	0
average.Mix_48	0	0	0	0	0	0	0	0	0	0	0
average.Mix_49	0	0	0	0	0	0	0	0	0	0	0
average.Mix_50	0	0	0.0449150354723721	0.0510599350896943	0.0243993632919914	0.0723523414287766	0	0.057511669323899	0	0	0
average.Mix_51	0	0	0	0	0	0	0	-0.0125326647664786	0	0	0
average.Mix_52	0	0	0	0	0	0.0251534086507266	0	0.0228263035202813	0	0	0
average.Mix_53	0	0	0	0	0	0	0	0	0	0	0
average.Mix_54	0	0	0	0	0	0	0	0	0	0	0.00980443031864036
average.Mix_55	0	0	0	0	0	0	0	0	0	0	0
average.Mix_56	0	0	0	0.00975148804803365	9.15459806769747e-05	0.0468125246040216	0	0.0986139131038425	0	0	0
average.Mix_57	-0.008304242173569	-0.00415799306590817	0	0	0	0	0	0	0	0	0
average.Mix_58	0	0	0	0.00521039595370398	0.0103291997930126	0.0202930409570717	0	0	0	0	0
average.Mix_59	0	0	0	0	0	0	0	0	0	0	0
average.Mix_60	0.0527652119352205	0.0468002946179827	0	0.00356371943673742	0	0.00679362743585571	-0.0427998178223494	0.0055343062044052	-0.0280891412539256	-0.0383370146766096	-0.0419027564271459
average.Mix_61	0	0	0	0	0	0	0	0	0	0	0
average.Mix_62	0	0	0	0	0	0	-0.00387044810003759	0	-0.00451985978174382	-0.00249874889616663	0
average.Mix_63	-0.00252261058258911	-0.000556203247331436	0	0	0	0	0	0	0	0	0.00461191334087188
average.Mix_64	0	0	0	0	0	0	0.00739729649680756	0.0471230134853294	0.0222585945638591	0	0
average.Mix_65	0	0	0	0	0	0	0	0.00482918012942605	0	0	0
average.Mix_66	0	0	0	0	0	0	-0.00375661578820425	0	-0.00523200829579536	0	0
average.Mix_67	0.0208557793188869	0.0152713121193072	0	0	0	0	0	0	0	0	0
average.Mix_68	0	0	0.0200644074618775	0.028114008629363	0	0.0404477470253943	0	0.0766333086543282	0	0	0
average.Mix_69	0	0	0	0	0	0	0	0	0	0	0
average.Mix_70	0	0	0.0190521824201597	0.0290317589335152	0.0136118905875684	0.0429892887724208	0	0	0	0	0
average.Mix_71	0	0	0	0	0	0	0	0	0	0	0
average.Mix_72	0	0	0.050825801336371	0.0400119904109529	0	0.00664252368689678	0	0	0.00466896183300733	0.0140114922792134	0
average.Mix_73	-2.77132007091526e-06	0	0	0	0	0	0	0	0	0	0
average.Mix_74	0	0	0	0	0	0	0	0	0	0	0
average.Mix_75	0	0	0	0	0	0	0	-0.00340911371594551	0	0	0
average.Mix_76	0	0	0	0	0	0	0	0	0	0	0
average.Mix_77	0	0	0	0	0	0	0	0	0	0	9.24973136086403e-05
average.Mix_78	0	0	0	0	0.00549057180871548	0.019313672020451	-0.00300016658451237	0	-0.0115403155807926	0	0
average.Mix_79	-0.00139460449426199	-0.000826317805113744	0	0	0	0	0	0	0	0	0
average.Mix_80	0	0	0	0	0	0	0	-0.0556507013378884	0	0	0
average.Mix_81	0	0	0	0	0	0	0	0	0	0	0
average.Mix_82	0	0	0	0	0	0.00130918326602164	-0.0147826471835896	0	-0.0164420999826613	-0.00586763878746518	0
average.Mix_83	0	0	0	0	0	0	0	0	0	0	0
average.Mix_84	0	0	0	0	0	0.00973831637981874	0	0	0	0	0
average.Mix_85	0	0	0	0	0	0	0	-0.0051341066930792	-0.00250880000039117	0	0
average.Mix_86	0	0	0	0	0	0	0	0	0	0	0
average.Mix_87	0.0296474563636363	0.0193038750451043	0	0	0	0	0	0	0	0	0
average.Mix_88	0.0513817758574708	0.0551612537950964	0.0403729851850475	0.0301517174758154	0	0	0	0	0	0	-0.00393852995406507
average.Mix_89	-0.00793233518569434	-0.00140179156693795	0	0	0	0	0	0	0	0.00336578790658877	0.000147187694230821
average.Mix_90	0	0	0	0	0	0	0	0	0	0	0
average.Mix_91	0.0369411297121644	0.029481332517511	0	0	0	0	-0.00199215825085056	-0.0759748856521116	-1.56216800331567e-05	-0.00531409339557313	0
average.Mix_92	0	0	0	0	0	0	0	0	0	0	0
average.Mix_93	0	0.00352174058032606	0.0804225335700345	0.0558813874738763	0.00015868481903964	0.00242063662927931	0	0	0	0.00845903487517734	0
average.Mix_94	0.0515023791274059	0.0509417826519332	0.00276967201254777	0.00365647496738624	0	0	0	-0.000383989025050132	0	0	0
average.Mix_95	0	0	0	0	0	0	0	-0.0447930310170618	0	0	0
average.Mix_96	0	0	0	0.00585469101570855	0.0101538980313555	0.031840626954447	0	0	0	0	0
average.Mix_97	0	0	0	0	0	0	0	0	0	0	0
average.Mix_98	0.101513903540136	0.0870899729031018	0	0	0	0	0.0958082880955354	0	0.139711271798995	0.0346774437424763	0.0157118179759726
average.Mix_99	0	0	0.0291798366518953	0.0404046219978558	0.045393437980421	0.0539812880109252	-0.000880677244588077	-0.0455876332764791	-0.0135580136561627	0	0
average.Mix_100	0	0	0	0	0	0	0	0	0	0.00199254072437006	0.000105044847066916
stdev.Mix_1	0	0	0	0	0	0	4.96517130033256e-05	0	0	6.74428751278546e-05	0
stdev.Mix_2	0	0	0	0	0	0	0	0.000996526490546798	0	0	0
stdev.Mix_3	0	0	0	0	0	1.50898476847815e-05	0	0	0	0	0
stdev.Mix_4	0	0	0	0	0	0	0	0	0	0	0
stdev.Mix_5	0	0	0	0	0	0	0.000182970150671656	0	9.7087052523193e-05	5.94261473876824e-05	0
stdev.Mix_6	0	0	0	0	0	0	0.000181443059156702	0.000482126885110111	2.98746210953358e-06	6.41649618424343e-05	0.000265500021039755
stdev.Mix_7	0	0	0	0	2.4608060001822e-05	9.57339630932425e-06	0.00020982103884706	0	5.04671158496762e-06	0	0
stdev.Mix_8	7.17771113631053e-05	8.29461396740619e-05	1.00303696218287e-05	2.95033333387024e-05	0	0	0	0.000963956510373635	0	0	0
stdev.Mix_9	0	0	0	0	0	0	0	0	0	0	0
stdev.Mix_10	0	0	0	0	0	0	0	0	0	0	0
stdev.Mix_11	0	0	0	0	0	0	0	0.000869255676153012	0	0	0
stdev.Mix_12	0	0	0	0	0	0	0	0	0	3.97951977849301e-05	0
stdev.Mix_13	0	0	0	0	0	0	0	0	0	0.000116680901710185	0
stdev.Mix_14	0	0	0	0	1.42623013942104e-05	7.14577791760677e-06	0.000245157804582573	0	3.78264577865283e-05	0	0
stdev.Mix_15	0	0	0	1.42235150036885e-05	2.37315783343368e-05	1.09971342171432e-05	0	0	0	0	0
stdev.Mix_16	0	0	0	0	0	0	0	0	0	0	0
stdev.Mix_17	0	0	0	2.69575002614724e-05	1.158516006498e-05	2.53438523595694e-05	0	0	0	0	0
stdev.Mix_18	0	0	4.50334057409957e-06	3.0815125560317e-05	3.2823037238653e-05	4.72585508345754e-05	0	0.000921752628474244	0	0	0
stdev.Mix_19	0	0	0	0	0	0	0	0.00110552358590283	0	0	0
stdev.Mix_20	0	0	0	0	0	0	0	0	0	0	0
stdev.Mix_21	0	0	0	0	0	0	0	0	0	0	0
