Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils	P-value	Correlation	RMSE
mix_1	0	0.000414050608051613	0.00983178419631172	0	0.13578689334313	0.000150795073097023	0	0.0347264927697414	0.127351342671711	0.409538428728127	0	0	0.0259451870727378	0.0383188139825721	0	0.000425565141691793	0.170257269370972	0	0	0.000170118366018903	0.0221418974011619	0.0249413612746769	9999	0.693102020768951	0.724976156757054
mix_2	0.00186725456770352	0	0.00495917728826111	0	0.124645628254788	0	0	0.138311805431589	0.102698504186321	0.341988669643423	0	0	0.00167242439027211	0.0807039124186415	0	0.0179815360437918	0.118169908001244	0	0	0	0.0338600249977368	0.033141154776228	9999	0.615480652489904	0.788341226951628
mix_3	0.00503580285783139	0	0.024953307435154	0.012368233568666	0.0106505555775433	0	0	0.180635505543888	0.154425549550185	0.246929008251625	0	0.012890717873878	0.0465681937616205	0.0692608142525182	0	0.0121912320927264	0.119261406558804	0.00469429412727212	0	0.00647231930183284	0.0510018859859061	0.0426611732605489	9999	0.51658830314962	0.856869195715861
mix_4	0	0	0.00162303171280377	0	0.0666766669738391	0	0	0.222401948315379	0.108542899919117	0.276215954016084	0.00153174871183597	0	0	0.0301016047898934	0	0.00652079802665904	0.143854584906873	0.10550511121769	0	0	0.0269333153288727	0.0100923360809522	9999	0.699650513040012	0.72196176873356
mix_5	0	0	0.0106375133684906	0	0.090122953047575	0	0	0.148221773423715	0.10169270952403	0.329664860071241	0.00116019062021914	0	0.00254420732690926	0.0303256404236775	0	0.0184405938115128	0.178557728198067	0.0480862678850712	0	0	0.0273407349948889	0.0132048273046032	9999	0.65266803182022	0.759362472410128
mix_6	0	0.00101529274001887	0	0	0.0938129048691718	0	0	0.172838566147479	0.111934778421795	0.321343123311494	0.00327219023919863	0	0	0.015227353476007	0	0.0107549674517123	0.15218691956061	0.0826781194835454	0	0	0.0268794868602008	0.00805629743876647	9999	0.697192689063941	0.721441309890984
mix_7	0	0.00284359519507015	0.00326470980937918	0	0.109340154522383	0	0	0.128579332037748	0.0813766228324831	0.296141732479364	0.000169942212217122	0.00250010842297943	0.00394439208464473	0.0799690913424123	0	0.0237385393052072	0.170101152255827	0.0475687154124106	0	0	0.0274610541549038	0.0230008579329701	9999	0.603035582858797	0.797864461560227
mix_8	0	0	0	0	0.147175457009625	0	0	0.0553962003229628	0.0973334976096988	0.366292718382667	0	0	0	0.0791060874442684	0	0.0124021404432979	0.182849987605162	0.0183239389632565	0	0	0.0257812522190246	0.0153387200000373	9999	0.632121866995472	0.774480603982542
mix_9	0	0	0.00697839415472282	0	0.0796598174877097	0	0	0.129893504354961	0.116505949939813	0.353338763656612	0	0	0	0.00717719116605034	0	0.0150470799330736	0.152896417047973	0.102601246786386	0	0	0.0249377226394076	0.0109639128332911	9999	0.722418330823932	0.70004816779232
mix_10	0.0020282798608225	0	0.0176644088492673	0.021841211257143	0	0	0	0.33173904900839	0.113952201832346	0.147830871481895	0	0	0.0305489350729764	0.021325938750465	0.00612096057804183	0.012928840962778	0.146064442182162	0.0849190702783484	0	0.00164984936012196	0.042994917646319	0.0183910228789246	9999	0.645885167501378	0.771768042808472
