B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
average.A	12.310620620684	18.6707946215228	18.2229841748462	14.1797383595383	17.2545983152024	12.3305501175382	11.7247482707105
average.B	12.7040167658336	18.843409239537	18.4393878328094	14.5892905837518	17.7683437234129	12.7882216409056	12.0554242568275
average.C	11.6485051576212	8.66548805450245	9.24820666983575	15.6719702002194	3.11529944777879	17.196427711042	14.8753704778735
average.D	12.0166188629102	8.66927159440916	9.05940844529962	15.4821352248371	2.6897510436979	17.2170399878029	15.142260759423
average.E	10.8578001167288	11.1557430847988	11.2937684884256	16.8988350032939	7.53830274240372	15.0458318062424	14.4250150879151
average.F	9.00872017953102	13.4011994402188	14.0928643335562	18.7368065057969	13.4003852436135	11.0962238525582	11.7325111958021
average.G	9.84790824198325	21.7897651872722	21.3332570022181	10.0058099722861	30.3037336140025	8.65889302224733	7.7537117263108
average.H	12.2190364576362	25.9718158453196	25.2955382472364	11.1289499265262	24.3481145674712	9.91744091165426	9.41975332316787
average.I	11.9016742875997	25.9332143028693	25.1495067787463	10.9443719769862	24.2351359894538	9.72825159593302	9.07742131689883
average.J	12.0202871205128	4.44271384188171	6.60622294175527	16.2090801632578	0	18.44435037486	15.7403144624418
average.K	12.4609175080458	4.54177419227503	7.01326141642359	19.9771790669412	0	18.1232824808357	17.693151053626
average.L	12.0504600715418	9.17840602192301	9.38405233248302	16.3241947654445	1.81963305099801	18.0423049693362	15.8888015054906
stdev.A	0.0131930174657907	0.00815771812492707	0.00900119779713895	0.0106085826352787	0.0131739651838204	0.00672311270949787	0.00812389624905283
stdev.B	0.00690386305668935	0.00600063038049942	0.0083498898134119	0.00688076911583612	0.00918316785267091	0.00723184144785721	0.00490613532489678
stdev.C	0.0391884213728818	0.00298479184365173	0.00370770394676024	0.0225327373140376	0.00582126129613786	0.0393695289560065	0.0408051819443447
stdev.D	0.00833676083882041	0.00856263794176323	0.00897884942221204	0.00911246391067446	0.00934372741807769	0.00673145124385011	0.0089345292498941
stdev.E	0.0293429240726593	0.00856055285855941	0.00854553657273105	0.0315814691558277	0.0117236838699437	0.0253547942388272	0.0285232383468844
stdev.F	0.00977253644762243	0.00330956999861951	0.00218522063417664	0.0107658111720192	0.00902842591242167	0.00337037904838041	0.00520931163082388
stdev.G	0.0126693460501835	0.011636611209595	0.0101415014774444	0.00531171185897387	0.00847625094816667	0.0170860648554317	0.0165580656763463
stdev.H	0.012560767139266	0.0131598586653712	0.0127479903039696	0.0105553513609431	0.0190648171970158	0.0128823599902038	0.0143336648036279
stdev.I	0.0111571720886603	0.0193277974222316	0.0205477506550425	0.00864760338628113	0.00849618596006779	0.0080754956081952	0.00594470658376834
stdev.J	0.0108982966601886	0.00298304138409874	0.00233797148607438	0.00272818683189448	0	0.0046155154704223	0.0104186185320476
stdev.K	0.0293098053853607	0.0169877106047948	0.0168760484980786	0.0221032633232305	0	0.0239370599805967	0.026420030905664
stdev.L	0.00915548275643971	0.0149144449243612	0.0153960633742194	0.011216306438382	0.0133875780277816	0.0106476984032845	0.00836971014485467
