B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
average.A	0.489331641540522	0.469171724755653	0.51625773915393	0.435441386069718	0.42042208294407	0.411620749953104	0.456993873991024	0.516951775242857	0.554120027500338	0.480390457167029	0.502665621013563	0.395141019653012	0.369528357943766	0.185305188080691	0.437851397172811	0.441915453401627	0.44397643277724	0.457503069854832	0.49944638152952	0.412122937211153	0.458954689166032
average.B	0.494395846413254	0.476685704310599	0.520927162398918	0.436510994019171	0.437913513756502	0.417860290207223	0.458907960092711	0.523629944616691	0.558104523242873	0.488066346224143	0.507577629955417	0.395953894339082	0.371852698334349	0.159377811492824	0.453719422315584	0.444886678745987	0.449085493989139	0.462369800650164	0.501889321214768	0.415421190165672	0.465334851857573
average.C	0.493859409568958	0.466774293835393	0.372786791913751	0.320707392302052	0.420757698958162	0.418753881914234	0.431642505621475	0.356273195808458	0.35913806386106	0.519525515891959	0.267821577278028	0.388429555365151	0.318108886208394	0.0842931366991362	0.389197548812771	0.522539374133015	0.557452197963024	0.531180023232798	0.578843288260607	0.532916973478483	0.448093777220291
average.D	0.504078174096127	0.472351350618856	0.384891969269033	0.32676888091968	0.419739843709156	0.426244662698697	0.445517466030689	0.367516222535475	0.365808769214714	0.526027851022788	0.269889528135527	0.392497480057929	0.323976128493381	0.0916386585602029	0.390493866596725	0.529825226417539	0.563451690401896	0.537804742667673	0.588953209207768	0.539723574878093	0.459115708496394
average.E	0.481000185198426	0.468076463117962	0.416173930958634	0.349280111407027	0.43243460625681	0.425280115611091	0.437297188096028	0.407202207199498	0.419686985515372	0.544048656683698	0.349837085930575	0.390818815210942	0.3404087273914	0.151712139900277	0.40426764694624	0.50189535624336	0.517776414834518	0.53360627091416	0.577835486414039	0.48727637176526	0.445361541701554
average.F	0.480918081822322	0.488280554402497	0.473550177534089	0.428288935215732	0.451151693400365	0.432311878325337	0.455700415624675	0.473084639842058	0.490512142189653	0.613154179222937	0.451910467333008	0.394750466410034	0.371824458319397	0.156970613258314	0.420907824995854	0.461465942101781	0.469645227921488	0.512075975871656	0.598118610251563	0.440528610110949	0.47800858563077
average.G	0.433258789199292	0.430567869187936	0.557288483368701	0.518241311798684	0.393330904504457	0.409733660306958	0.435496545376884	0.565606577735136	0.624545323955675	0.393191086249266	0.701780769151873	0.363460228219952	0.359996651151677	0.196531422230673	0.432972170650276	0.362424549135006	0.359776642163544	0.369564531835958	0.399051869695866	0.331287237112886	0.434223432650714
average.H	0.47478277837936	0.508837833572673	0.67054331206715	0.519380486049695	0.520780428737999	0.502566527890606	0.540190252782659	0.681542404396224	0.720420101419252	0.419647393442641	0.637157300062853	0.425236488401513	0.404593722448924	0.207270028150718	0.530455811476993	0.386604468216469	0.390662290085699	0.390839357023616	0.452513844521053	0.360807311944326	0.551686711111703
average.I	0.467738183367204	0.501094519875173	0.665885174890549	0.515121491295918	0.50567324028954	0.481054770283144	0.527850024553894	0.673888303751121	0.715499123193662	0.411524608721954	0.631524190250024	0.416830578179394	0.392034658927132	0.186489087980874	0.515145647556037	0.378337447352748	0.383091248689994	0.383956902224074	0.443598302835018	0.353198795763298	0.539604135410396
average.J	0.526305152115884	0.477090744608946	0.351887339896663	0.317966578162035	0.439537958335717	0.439532437689958	0.457392419915045	0.326574053140744	0.309735616632833	0.528264779497769	0.205706634854923	0.411717083007446	0.302311961513541	0.106945491521	0.380178427922416	0.546090302778667	0.597421306239441	0.553387805388526	0.612991032969554	0.586408414037977	0.471257075958912
average.K	0.537832451804476	0.504211850366043	0.372694558667886	0.320365191919725	0.480757891640678	0.478009763238305	0.480843043947806	0.344788892605556	0.323417547901468	0.600085896010205	0.224434617378915	0.435328777377455	0.352902951426214	0.144278320695961	0.407316634867751	0.558929164352749	0.596631769291303	0.597534277099994	0.658070533029082	0.574317561543702	0.498662363145266
average.L	0.513474239859406	0.530123053547944	0.411350387078072	0.360367369279227	0.490985811557677	0.500862136680955	0.499181832375532	0.390361200837027	0.376775939962624	0.54922203111601	0.281545281380722	0.417029015079838	0.351466380478544	0.0815388275989663	0.426303937934352	0.546404814259814	0.595512809404256	0.5547527787689	0.657867997796079	0.579105850098731	0.523835361634858
stdev.A	0.000215998154497703	0.000197512626955277	0.000259816693111217	0.000153471064185043	0.000455776415405581	0.000380496229696207	0.00024429814136084	0.000246744682603759	0.000155088880763395	0.000172239457672967	9.14059414877533e-05	0.00031867224062787	0.000317656423408738	0.000382852488576573	0.000343278297022107	0.000162011829850297	0.000169080417137045	0.000263749743286564	0.000238419366289018	0.000195138492688006	0.000237690541845909
stdev.B	0.000474940498797175	0.00036786136750748	0.000382754636270522	0.00031865880392694	0.000115170639522839	9.06229794238358e-05	0.000220206998987258	0.000372159268732148	0.000296098254741388	0.000182758096113091	0.00010718320395026	0.000204709818561123	0.00035036248404752	0.000529045658298227	0.000445290956984215	0.00018744522055047	0.000169170250109953	0.000213896409366576	0.000222838005013303	0.000158233863347201	0.000188515694479184
stdev.C	0.000807810678907949	0.000690661212036822	0.000237574044965024	0.000246902048851809	0.000512870919407193	0.000416078739818721	0.000396450348353031	0.0002335364923847	0.000194303059748424	0.000481207973001231	0.000181420510810923	0.00068736152867164	0.00034901220596082	0.000161016140134118	0.000286327273770845	0.000709063775957918	0.000665269184087563	0.000687963405080432	0.000517535823408006	0.000676819489437454	0.000336696041715436
stdev.D	0.000588362333780354	0.000624572899689017	0.000145919942907884	0.000168217448474693	0.000389646097522024	0.000311832850061915	0.000360271964001041	0.000154154827192512	0.000121205726164884	0.000284038794391613	0.000136980841529274	0.000393176879079083	0.000286826230020995	7.79945397547369e-05	5.9420719165175e-05	0.000440179332387913	0.000425069160557527	0.000468191669902278	0.000544860350789196	0.000421161410538133	0.00033181083664142
stdev.E	0.000709994320992624	0.000689831681997854	0.000214285386509616	0.000224879244033558	0.000853276915429299	0.000872429602255381	0.000856485731659829	0.000215454577229086	0.000208621734888307	0.000546934163698598	0.000243442487930516	0.000698247660203652	0.000623903479409259	0.000281461530535716	0.000281710519406556	0.000492722327754784	0.000264434526122817	0.000496855876250647	0.000724401724782149	0.000283209290104517	0.000814982043308006
