naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
S13329	9.58424070266048e-124	2.66781250580217e-24	8.49151458799261e-19	0	1	1.38437804529299e-202	9.13989087260196e-103	1.8165905476877e-58
S13331	1.08557247481718e-123	2.15737545811425e-24	1.85242329912019e-18	0	1	1.4369979137217e-202	8.40334436756007e-103	1.55935918471546e-58
S13336	1.25845710816674e-123	1.58774285443418e-24	1.44785166969172e-18	0	1	3.24152934605494e-202	8.11278322620423e-103	1.32546932114172e-58
S13339	1.41045051071637e-123	2.27265277032942e-24	9.81944784415319e-19	0	1	1.10821768932797e-202	8.26413376829736e-103	1.70968231873645e-58
S13341	9.40878961699428e-124	1.87927640833208e-24	1.03527483236514e-18	0	1	1.28567378583795e-202	8.85155101188167e-103	1.44423276533593e-58
S13345	1.31223039736971e-123	1.79890285193393e-24	9.19711833401984e-19	0	1	1.10222185148565e-202	7.74323775225423e-103	1.43673429436728e-58
S13346	1.34733260970001e-123	2.53112240407744e-24	1.21546959769962e-18	0	1	1.25017029968989e-202	9.78991911387817e-103	1.99920758268541e-58
S13349	1.18824394179366e-123	2.53498511728828e-24	1.38589101312212e-18	0	1	1.34638527222264e-202	9.06682186094794e-103	1.59588122155064e-58
S1335	9.62191557573623e-124	1.55338697826565e-24	1.08564603932062e-18	0	1	2.03954588852875e-202	1.02709918867746e-102	1.55040301183363e-58
S13352	9.95105261560922e-124	2.04842813167437e-24	7.98272826949003e-19	0	1	1.45957461745188e-202	9.07881250005204e-103	1.71076699391989e-58
S13354	1.43541812830584e-123	2.1640251668493e-24	1.18201947693378e-18	0	1	1.6086472119805e-202	9.83462657231086e-103	1.83711670526335e-58
S13357	1.37707873278292e-123	2.75959638801396e-24	1.09375818102943e-18	0	1	1.42063700180219e-202	1.01814909777619e-102	2.24592270691877e-58
S13367	1.97390977317865e-123	2.82505171451891e-24	1.54019584306915e-18	0	1	1.68401847647417e-202	8.47980020476609e-103	1.91933065965204e-58
S13369	8.64960434099013e-124	1.60500442770433e-24	7.15842352578785e-19	0	1	1.1459610166327e-202	8.1174707072216e-103	1.52996990875982e-58
S13370	1.27261942347937e-123	2.28120686162237e-24	1.18003840035121e-18	0	1	1.22129464417661e-202	7.59219443511455e-103	1.44275194753342e-58
S13374	1.00781864088672e-123	2.07866500969635e-24	9.47234680796469e-19	0	1	1.33958670902839e-202	7.2469650671953e-103	1.85865406424624e-58
S13378	9.2768765357608e-124	1.81712451047172e-24	1.28190896111778e-18	0	1	2.07678898111006e-202	9.71071106148768e-103	1.52447054798802e-58
S13382	1.48532747949177e-123	2.75886961727916e-24	1.61721759829001e-18	0	1	1.34563888466003e-202	8.14207742264584e-103	2.21776004470713e-58
S13389	1.43607992657882e-123	2.26397382310378e-24	8.87976750027395e-19	0	1	1.53842555619138e-202	1.11978015051811e-102	1.82071899593994e-58
S13391	1.19527372840323e-123	1.40389717931973e-24	9.58914312138687e-19	0	1	1.52437512069276e-202	9.50392602465061e-103	1.52225840479302e-58
S13396	1.69626438008412e-123	2.27640503772507e-24	1.0583331255898e-18	0	1	1.59850283255164e-202	8.95427694694688e-103	1.84204496485636e-58
S13398	1.13702663200239e-123	1.98664938105813e-24	8.5516446349155e-19	0	1	1.26864166900485e-202	8.464101570208e-103	1.42950263418552e-58
S13403	1.08329490902154e-123	1.55821820719281e-24	1.08352602673819e-18	0	1	1.53939268889721e-202	7.73472647068432e-103	1.34529566471858e-58
S13405	1.04099709750987e-123	2.09178891862937e-24	7.89205988269089e-19	0	1	1.29667593560808e-202	9.09951891699753e-103	1.67947844362246e-58
S13407	1.14888631433313e-123	2.09544590391416e-24	1.15692376994938e-18	0	1	1.20533817091385e-202	8.5185641293166e-103	1.91913776444363e-58
S1341	1.0342256896082e-123	1.98027017742762e-24	8.6329994875862e-19	0	1	1.3448804814755e-202	8.10371595446295e-103	1.91759530051698e-58
S13415	1.52655127226568e-123	2.62605526393018e-24	1.21599205953723e-18	0	1	1.38516832311216e-202	8.62395872591216e-103	1.85841574017454e-58
S13416	1.14044829982599e-123	1.9116220015558e-24	1.1654069407255e-18	0	1	1.25260189552763e-202	9.19394226633386e-103	1.47021105864676e-58
S13420	7.98813736098571e-124	1.45950310217886e-24	1.05030898398355e-18	0	1	1.1608846551193e-202	8.23287852836072e-103	1.2779915333106e-58
S13425	1.35069416601131e-123	2.55743447622341e-24	1.37167035379014e-18	0	1	1.546987243766e-202	1.30902154734636e-102	2.25081624100687e-58
S13433	1.78721852650219e-123	2.0510139115231e-24	9.10653300595025e-19	0	1	1.35894270749298e-202	1.06419474049783e-102	1.86282000225577e-58
S13442	1.03904709500314e-123	2.07262236237502e-24	9.86570331583756e-19	0	1	1.29972340399535e-202	1.13391736902151e-102	1.73638068355521e-58
S13444	9.03349422399886e-124	2.52376447004587e-24	1.17114021080803e-18	0	1	1.82149701886965e-202	7.98650116848291e-103	1.56938931014525e-58
S13445	1.194226134474e-123	1.54488267440113e-24	7.61562216016007e-19	0	1	1.56017871988893e-202	1.28930075943008e-102	1.91739593451502e-58
S13454	9.49961563139356e-124	2.04859852222268e-24	7.05233937834862e-19	0	1	1.91282023979143e-202	1.34284753437138e-102	1.93923585494621e-58
S13457	7.94743405827082e-124	1.48047207393853e-24	7.90585723413541e-19	0	1	1.44520214441605e-202	8.58336653328568e-103	1.59185428259177e-58
S13461	1.44657993534755e-123	2.34293556385378e-24	1.32901170229136e-18	0	1	1.40223806194209e-202	9.03382483335458e-103	2.07213540290493e-58
S13471	1.09544803319578e-123	1.54608247085519e-24	7.42289469853155e-19	0	1	1.39743511736626e-202	9.43400439778117e-103	1.65349453638935e-58
S13472	1.08070745831372e-123	2.20533416415199e-24	1.1467364083022e-18	0	1	1.40900620717432e-202	1.10171839594214e-102	1.6364259024501e-58
S13476	7.19148216584713e-124	1.38267038893654e-24	6.78440315496877e-19	0	1	1.29552599810806e-202	8.43318112253731e-103	1.5783676349715e-58
S13478	1.83887835503092e-123	2.1266716108212e-24	1.42526857921485e-18	0	1	1.45877896370592e-202	6.47396817452285e-103	1.35582716200588e-58
S1348	1.13816604575629e-123	2.7028047155685e-24	1.29261604789449e-18	0	1	1.59691549112101e-202	1.00081975952109e-102	2.46328452597275e-58
S13486	1.51142673372218e-123	2.02238445200069e-24	1.12022909801626e-18	0	1	1.51176926853907e-202	1.04878249549396e-102	1.86358842972057e-58
S13494	1.12821814594517e-123	2.47326577239051e-24	1.10945704221416e-18	0	1	2.4834825914679e-202	1.04452149273113e-102	1.93069232988025e-58
S13507	1.31647127826871e-123	1.89171830992362e-24	9.80190322424713e-19	0	1	1.07765443653389e-202	7.1959422412088e-103	1.8674871014125e-58
S13510	9.90783017999472e-124	1.32697140039222e-24	1.23753884280358e-18	0	1	1.31727019757297e-202	7.50901465156312e-103	1.44549465929842e-58
S13511	1.38936537240611e-123	2.43884365820456e-24	1.13928903980701e-18	0	1	1.65007084503085e-202	9.15007524109929e-103	1.39527382222186e-58
S13512	1.07455628007007e-123	2.07173184168491e-24	9.74054099669872e-19	0	1	2.13568859166974e-202	8.66854748425167e-103	1.56600441334528e-58
S13515	1.29450545628234e-123	1.86955806237874e-24	8.41615866309386e-19	0	1	1.3354981405277e-202	8.78707864809855e-103	1.25235908278532e-58
S13519	1.04455687384616e-123	1.91565435610483e-24	1.04028138011493e-18	0	1	1.07024020654408e-202	8.3854620094422e-103	1.77413190727784e-58
S13521	8.3019724307245e-124	1.51057443636258e-24	6.9569835184016e-19	0	1	1.51784867682078e-202	8.81208619482429e-103	1.58578620261143e-58
S13533	1.57286630555618e-123	2.16552567476871e-24	1.82735104131155e-18	0	1	1.83918248733234e-202	9.47397768235905e-103	2.52663677265381e-58
S13537	9.76330188954589e-124	2.71215057516012e-24	1.74990161076708e-18	0	1	1.1045698348531e-202	9.18443054226868e-103	2.14304668478472e-58
S13541	6.56991242981652e-124	1.38023820963709e-24	6.82525005593379e-19	0	1	1.08192310530677e-202	7.70647052371802e-103	1.42461124033872e-58
S13543	9.07177048719771e-124	1.5803863352741e-24	9.24031416269691e-19	0	1	1.07081404527477e-202	9.46408877650444e-103	1.86814090976182e-58
S13545	9.29116265920031e-124	1.66390985734263e-24	9.53175521966769e-19	0	1	9.67952372371689e-203	8.20894567667231e-103	1.72017253803837e-58
S1355	1.04184889156904e-123	1.76102730346808e-24	1.05603218732026e-18	0	1	1.22036662809426e-202	8.79878065161148e-103	1.53790701587399e-58
S13558	1.46713440803429e-123	1.61663868663254e-24	1.04763328913461e-18	0	1	1.3890462475858e-202	1.31642212451962e-102	2.25882621283599e-58
S1356	1.16377006830412e-123	1.78605595279253e-24	1.06165410964862e-18	0	1	1.39428417588298e-202	9.32732641841956e-103	1.75881443526911e-58
S13561	8.93457522464254e-124	1.70741916408739e-24	6.59778562586009e-19	0	1	1.27395527889511e-202	7.87221854888824e-103	1.52738978306756e-58
S13564	7.92345220158427e-124	2.22822864176105e-24	1.17148120490584e-18	0	1	1.0608431036193e-202	8.26596701513e-103	1.52705103474237e-58
S13568	8.95180829517678e-124	1.89499924985274e-24	7.96824442647632e-19	0	1	1.13501495022826e-202	7.61380140652017e-103	1.65929830996274e-58
S13569	1.18517988508282e-123	1.85867854099532e-24	9.05015124702547e-19	0	1	1.29809079892832e-202	8.24620469387528e-103	1.80060069105875e-58
S13570	7.79886479975935e-124	1.0042770198512e-24	6.295504097152e-19	0	1	9.38939843056617e-203	6.48726455190162e-103	1.42977019026579e-58
S13575	9.04047854087078e-124	1.83733828738901e-24	9.71882499618938e-19	0	1	1.61322533423593e-202	9.33599382442642e-103	1.56359651961051e-58
S13577	9.63653266124077e-124	1.6979068086784e-24	8.10898814176353e-19	0	1	1.35839648785981e-202	8.40128653965613e-103	1.66691816440573e-58
S13585	1.00801425853085e-123	1.69259554826532e-24	9.47944045170227e-19	0	1	1.35657420653685e-202	8.52573141350376e-103	1.54567636528875e-58
S13586	1.36587082177232e-123	2.23336225448552e-24	8.6889503317666e-19	0	1	1.2419995354262e-202	8.09447179260854e-103	1.75517913232577e-58
S13587	1.08392959084896e-123	2.2796577999462e-24	1.13898899522938e-18	0	1	1.27913154172703e-202	7.22252657296126e-103	1.50200881363726e-58
S13589	9.99456752208649e-124	1.79158597467399e-24	7.84950621991699e-19	0	1	1.17796877755989e-202	8.18636848425004e-103	1.40470119729199e-58
S13593	8.89092880916673e-124	1.56588392936867e-24	9.81944784415319e-19	0	1	1.31625708840561e-202	8.5332596089559e-103	1.84022003361056e-58
S13605	8.57091447452476e-124	1.95981473120454e-24	1.10232818586936e-18	0	1	1.5375123162854e-202	9.38313663350659e-103	1.79890410029809e-58
S13616	7.50469864592937e-124	1.88836451400149e-24	7.66614827781185e-19	0	1	2.10660228547334e-202	7.19680685330717e-103	1.43170898910443e-58
S13617	8.19701785846258e-124	1.67367252866275e-24	7.96559374769945e-19	0	1	1.12728161173896e-202	8.70757065027878e-103	1.54313927629315e-58
S13618	7.44320587693227e-124	1.56940453839488e-24	1.065664867708e-18	0	1	3.17325758288297e-202	8.55501434250185e-103	1.68216389818153e-58
S13625	1.09832578244077e-123	2.01248394976606e-24	1.1575012953325e-18	0	1	1.28531737078588e-202	8.61428033112077e-103	1.69264365225298e-58
S13627	1.0763416190154e-123	2.18852259257678e-24	8.20965674671424e-19	0	1	1.32887429014617e-202	7.55244413118998e-103	1.85846082616846e-58
S13633	1.85441102169838e-123	2.01846319022116e-24	8.51214013971041e-19	0	1	1.20858697612296e-202	8.6229226582217e-103	2.05477906273719e-58
S13636	1.34377914568362e-123	2.09045541967373e-24	1.130180974373e-18	0	1	1.50308990101061e-202	9.1690373439101e-103	2.11780282931667e-58
S13638	1.08727437048018e-123	1.73801107733189e-24	6.76646302310102e-19	0	1	1.3617085637851e-202	8.98378627759218e-103	2.02677828712862e-58
S13646	1.46136954418881e-123	1.88781484990867e-24	7.6570140410812e-19	0	1	1.51885200316282e-202	8.31973133032396e-103	1.49078093935899e-58
S13647	1.61780311748921e-123	2.01552723419598e-24	1.15028695632406e-18	0	1	1.45902503059815e-202	9.21218642373365e-103	1.74183537575265e-58
S13649	1.41277923753886e-123	2.42966477640582e-24	8.8343372174355e-19	0	1	1.46559650406798e-202	1.03310162578891e-102	1.73481675069648e-58
S1365	1.57387508967495e-123	2.11670068474249e-24	8.84328204679713e-19	0	1	1.51864146016014e-202	9.49062834479789e-103	1.7374160600646e-58
S13654	1.18579617333268e-123	1.81777958658151e-24	8.44818778386895e-19	0	1	1.20431097244754e-202	7.92803651180207e-103	1.49594100217307e-58
S13656	1.39530067743843e-123	1.83336911777384e-24	6.09726353318969e-19	0	1	1.39870782829192e-202	9.50410169612836e-103	1.67951918851791e-58
S13658	1.30764057282963e-123	1.99465229156429e-24	1.19207400964248e-18	0	1	1.51141652390144e-202	7.22696683351122e-103	1.86088419613036e-58
S13664	1.19660421183503e-123	2.51405685647795e-24	1.11038024653572e-18	0	1	1.65454129598886e-202	1.13574753838871e-102	2.01010139744144e-58
S13672	1.10050145003586e-123	2.1809508796112e-24	1.04065640311178e-18	0	1	1.82273475342151e-202	1.00782758190331e-102	2.28938211322568e-58
S13674	1.09402146626387e-123	2.34004662786681e-24	8.59681286934663e-19	0	1	1.28697553970418e-202	8.15634955933441e-103	1.86734471806463e-58
S13675	8.28168391650642e-124	1.23611869196726e-24	1.04866494973319e-18	0	1	1.35649271583378e-202	9.05116568630242e-103	1.56042960871248e-58
S13678	8.76518256901674e-124	1.1395603080998e-24	9.71384120811638e-19	0	1	1.67931705168346e-202	9.97417101990651e-103	1.5891477653023e-58
S13679	9.24558201510422e-124	1.62254363523786e-24	6.67016247115294e-19	0	1	1.50453878779383e-202	1.0472811857654e-102	1.85292986927051e-58
S13698	1.12873048614415e-123	2.1928350256499e-24	1.10590986624125e-18	0	1	1.37626787396171e-202	8.1566887794304e-103	1.71909381528008e-58
S13706	9.7176949215738e-124	1.52209380919435e-24	9.84725694440798e-19	0	1	1.07747517789242e-202	1.0569317199249e-102	2.04752813847887e-58
S13708	1.0858132892034e-123	1.92211849366782e-24	1.14721342175243e-18	0	1	1.3702393933755e-202	1.16179498853677e-102	1.61703205535465e-58
S1371	1.0936461632943e-123	2.37267956892519e-24	8.63491456052813e-19	0	1	1.30371751077043e-202	9.06560691156766e-103	1.73543012560885e-58
S13716	8.87611980905907e-124	1.72943078708429e-24	8.04761843042917e-19	0	1	1.08679359428355e-202	8.10540125004039e-103	1.44994510269351e-58
S13717	8.10071438038219e-124	1.43526514321574e-24	1.06455744961285e-18	0	1	9.13608492954161e-203	8.1049518036196e-103	1.24655218340392e-58
S13725	1.05441737305396e-123	1.9539821354061e-24	9.06044495904963e-19	0	1	1.40985614777343e-202	8.37856751221764e-103	1.75311213469461e-58
S1373	1.27507406063198e-123	1.9427190491492e-24	6.33279291244908e-19	0	1	1.58208228144877e-202	8.97324793087262e-103	1.82864912026438e-58
S13749	1.23427258676556e-123	3.29312500615842e-24	1.02313307845181e-18	0	1	1.88009379026878e-202	1.22539667785681e-102	2.00188386045546e-58
S13751	8.8788273031749e-124	3.05513742721832e-24	1.08822268488481e-18	0	1	1.3346406036213e-202	9.20673915932241e-103	2.31600485634952e-58
S13759	1.16920349447943e-123	2.18297752539451e-24	6.41461155118361e-19	0	1	1.29385681258222e-202	8.18784395034013e-103	1.58087497847123e-58
S13761	9.4315778183886e-124	1.62835727927255e-24	1.31544762474921e-18	0	1	1.48155751519866e-202	9.18769908696312e-103	1.59606375178226e-58
S13766	9.05355339347142e-124	2.19660776178741e-24	1.07617582807188e-18	0	1	1.25918590821694e-202	8.74381942235161e-103	1.992601588054e-58
S13778	6.47387334557072e-124	1.8287999602366e-24	1.00433029516959e-18	0	1	1.27877398572014e-202	6.93990993594745e-103	1.44407760846115e-58
S1378	1.18988409231178e-123	3.28323331983465e-24	2.07261737823776e-18	0	1	1.43715397019314e-202	9.26229863653084e-103	1.86463503376387e-58
S13780	1.72323689775006e-123	1.96784593842341e-24	1.17980939929306e-18	0	1	1.63831711476537e-202	1.04713117304343e-102	1.69883210495368e-58
S13785	1.35950461252618e-123	2.05591023818288e-24	1.1607954809074e-18	0	1	1.31429697555062e-202	8.88905635453696e-103	1.71407267365186e-58
S13789	1.05681734210032e-123	2.10190472631282e-24	7.5908524183635e-19	0	1	1.17155766556943e-202	7.04638648406934e-103	1.37663708342929e-58
S13791	8.91515042770555e-124	1.84571177106726e-24	1.06666992249008e-18	0	1	1.28861798363936e-202	7.72925987345945e-103	1.38977687287941e-58
S13794	1.06767388125796e-123	2.18800688413772e-24	1.00211898025842e-18	0	1	1.28661579106236e-202	8.56648647013245e-103	1.70248640576829e-58
S13795	1.80267090907753e-123	2.63692635065432e-24	1.176330788214e-18	0	1	1.75566951650022e-202	9.25891798191053e-103	1.97114414149102e-58
S13796	1.08735350568215e-123	1.76897943622799e-24	8.22708815776326e-19	0	1	1.317191067899e-202	7.82778215505375e-103	1.62230297683241e-58
S13824	1.57317159897768e-123	1.65748668090762e-24	1.31871591790069e-18	0	1	1.34713518632478e-202	9.52872777961987e-103	1.77322213706976e-58
S13827	1.23951956719101e-123	2.58126324137955e-24	1.33368116177474e-18	0	1	1.58043821247399e-202	1.02448735563086e-102	1.48991319429486e-58
S13834	1.19126637563319e-123	2.82689300033927e-24	1.05859724756597e-18	0	1	1.40010138530067e-202	9.81170328915898e-103	2.17379859395228e-58
S13837	1.31664010313856e-123	1.41839295660788e-24	9.60257883403511e-19	0	1	1.36163305672245e-202	9.41793178698562e-103	1.59392448252123e-58
S13846	1.11512160519118e-123	2.0272124323732e-24	8.74623373036927e-19	0	1	1.40713554010024e-202	1.12247930402002e-102	1.45909445379654e-58
S1385	9.66382373779989e-124	1.63811572187673e-24	8.158488556102e-19	0	1	9.66171565964756e-203	7.05831397391918e-103	1.53287311176354e-58
S13851	8.51657962705648e-124	1.58097798377363e-24	1.12853706941735e-18	0	1	1.04436882676428e-202	9.22044857858953e-103	1.55233860252431e-58
S13856	9.04718605690218e-124	1.93085158710146e-24	1.11796405876625e-18	0	1	1.30850366681191e-202	9.06636099891286e-103	1.9465417366457e-58
S13858	1.46644305172577e-123	2.39001103161993e-24	1.5556891402259e-18	0	1	1.16217820197622e-202	8.93935210511325e-103	1.66170959930318e-58
S13866	1.49175027840804e-123	2.0637629632993e-24	1.22672664756204e-18	0	1	1.34467541308655e-202	8.35687529062684e-103	1.73616405494199e-58
S13877	1.70269619764689e-123	2.21026182133804e-24	1.33519810104317e-18	0	1	1.64898845780664e-202	8.17170396119029e-103	1.68671740002683e-58
S13881	1.09600626581915e-123	1.69581321969633e-24	9.66548350106547e-19	0	1	1.4383265956784e-202	1.05236524742112e-102	1.96421557857392e-58
S13883	8.39397485233222e-124	1.58347849811401e-24	1.14681589676788e-18	0	1	1.28738595432534e-202	7.6690627460762e-103	1.53516984508592e-58
S13903	1.44815000101545e-123	2.88477195670013e-24	1.22756022672328e-18	0	1	1.32009153306159e-202	7.12493543158034e-103	2.13695759277024e-58
S13904	1.37305655127717e-123	1.55524005105844e-24	7.31319536553213e-19	0	1	1.18376658122304e-202	8.37229767242378e-103	1.77053857766793e-58
S13920	1.26091064857475e-123	2.18167662591379e-24	1.22261808094496e-18	0	1	1.11988555095484e-202	5.55347298120763e-103	1.64437378620641e-58
S13925	1.10023831223027e-123	2.35517992162087e-24	7.80718200474485e-19	0	1	1.48637825451427e-202	9.09027290232324e-103	1.43735186542048e-58
S13926	1.04663328558532e-123	1.49151374960015e-24	8.61136478165969e-19	0	1	1.24384607770747e-202	8.09275137297364e-103	1.36675369748009e-58
S1393	1.36781303783682e-123	2.02920873700874e-24	1.28071885477893e-18	0	1	1.11573775025291e-202	7.14187858021729e-103	1.7450801243482e-58
S13936	2.0049705504569e-123	2.66267671652138e-24	1.77437852247392e-18	0	1	1.48595590018406e-202	9.35041419478078e-103	1.83493413504892e-58
S13938	1.3405974048294e-123	2.39578306066757e-24	7.52641010813709e-19	0	1	1.16773369465324e-202	6.90105504331495e-103	1.79582687916024e-58
S13948	1.12232541834493e-123	2.11438380119119e-24	1.188279162151e-18	0	1	1.41416582517634e-202	9.03019373657677e-103	1.68093423138836e-58
S13952	1.08516998254801e-123	1.81241995119207e-24	1.01168054573236e-18	0	1	1.39279342792982e-202	7.47360132864943e-103	1.13568936279309e-58
S13955	1.60970469514034e-123	2.32659045320518e-24	1.30681399302251e-18	0	1	1.74196378855162e-202	9.35153767256459e-103	2.27177235963089e-58
S13956	1.66810609043795e-123	3.19354167459473e-24	8.50683164634344e-19	0	1	1.78557405211149e-202	9.96965517773039e-103	1.93489902350371e-58
S13959	1.90608313696208e-123	1.60342544880454e-24	1.23953053181193e-18	0	1	1.07888266177022e-202	8.52506168665201e-103	1.56093263720798e-58
S13972	1.25819544657424e-123	2.44253168509933e-24	1.0950629515441e-18	0	1	1.76986742967173e-202	9.44770296170199e-103	2.39716344388501e-58
S13980	1.29788813802253e-123	2.06714168594064e-24	8.70293428626635e-19	0	1	2.73862418239e-202	1.14845594192541e-102	2.10918885477865e-58
S13982	8.13097940830174e-124	1.72787311389639e-24	9.05843551091175e-19	0	1	1.38646509919473e-202	8.82308758728471e-103	1.72775454999872e-58
S13988	1.19522401939997e-123	2.12060699720682e-24	1.04023811692824e-18	0	1	1.27523043556479e-202	1.06570059781453e-102	1.82368085396401e-58
S14012	2.22779432528077e-123	1.64596912874102e-24	9.55398030555224e-19	0	1	1.39348869721113e-202	9.702726949177e-103	1.45436388360369e-58
S14014	7.34248870392422e-124	1.03888594636444e-24	9.18768823598596e-19	0	1	9.45195479053596e-203	7.30621195240613e-103	1.36477514549173e-58
S14022	8.55225067810495e-124	1.80938231704708e-24	9.03398114599281e-19	0	1	1.09632684347689e-202	9.61986694659854e-103	1.6272075502864e-58
S14028	1.75076572576955e-123	2.87379524978055e-24	1.53665554459668e-18	0	1	1.73275934676367e-202	9.0977530427173e-103	2.19441026883551e-58
S14030	1.04443741545495e-123	2.73643441096185e-24	1.08502915440717e-18	0	1	1.57941974782353e-202	1.09582861246109e-102	1.74811279785976e-58
S14035	1.72201898240693e-123	2.94608136900227e-24	1.63063491122811e-18	0	1	1.6134079843317e-202	9.50695681278805e-103	1.85246755983239e-58
S14037	1.05438813880208e-123	2.36867009703414e-24	1.03627995693934e-18	0	1	1.25985523360281e-202	9.2212581570004e-103	2.30553773463096e-58
S14038	7.85455281746447e-124	1.62506483386379e-24	1.03773192814767e-18	0	1	1.63882442567828e-202	9.97868890757328e-103	1.60377669407742e-58
S14049	8.43760845386614e-124	2.31414181348175e-24	1.05776108735613e-18	0	1	1.99375937207917e-202	1.07408054040862e-102	1.42220386144166e-58
S14051	1.01080944230235e-123	2.06344827916789e-24	6.11868616248518e-19	0	1	1.73532349759831e-202	1.09062024791349e-102	1.75070169134022e-58
S14056	1.02059540125352e-123	2.10009891010056e-24	1.21049222084357e-18	0	1	1.31788209126901e-202	1.0777447328832e-102	1.85382913459632e-58
S14070	1.0637182318179e-123	1.9667823006259e-24	9.02859753519345e-19	0	1	1.65190948071776e-202	1.0157383693537e-102	1.77717811243354e-58
S1408	1.65135013443101e-123	1.90701643525794e-24	1.00678373046182e-18	0	1	1.58093855916526e-202	9.40462405166249e-103	2.1285828998666e-58
S14089	8.90872605172524e-124	1.50507697902611e-24	7.90081731243385e-19	0	1	1.46713466677941e-202	9.91644907590024e-103	1.60284873214498e-58
S14090	1.17983167437894e-123	1.46021142932838e-24	1.40728429635742e-18	0	1	1.28994358117588e-202	7.99573286784047e-103	1.88250445420036e-58
S14121	7.79478451784485e-124	1.47485924665848e-24	6.28904911650995e-19	0	1	1.87257646870437e-202	8.37465798711147e-103	1.41554074697708e-58
S14122	1.44915915246429e-123	1.87675103327628e-24	1.04114702180205e-18	0	1	1.3014633037853e-202	9.33224127246508e-103	1.89209992055454e-58
S14129	8.79323570466667e-124	2.35501667864627e-24	8.89504499235551e-19	0	1	1.33423978612555e-202	8.06881571405105e-103	1.82274567518546e-58
S14133	1.03906870160477e-123	1.27698119272029e-24	6.33832617089156e-19	0	1	1.24922611471493e-202	8.99708055479514e-103	1.50317531312523e-58
S14138	8.44038695088615e-124	1.72402091580655e-24	9.52713150499901e-19	0	1	1.08058155953862e-202	7.31942477572823e-103	1.60175476071362e-58
S14141	1.6856278388126e-123	3.0279833603091e-24	1.03885464453816e-18	0	1	1.66888895939492e-202	8.72896300848027e-103	1.78717793418339e-58
S14151	1.00922373843396e-123	2.04473981450474e-24	7.23444279416964e-19	0	1	1.06401215647884e-202	9.13731488457873e-103	1.9941767397418e-58
S14154	9.8450882686348e-124	2.07023892416322e-24	1.05367782163101e-18	0	1	1.47615542763515e-202	7.92539920840162e-103	1.59806188578162e-58
S14157	1.60433013462708e-123	2.04516505040711e-24	1.89954489241159e-18	0	1	1.37904031553235e-202	6.87250923352434e-103	1.36185044459322e-58
S14161	7.55257780330014e-124	1.72122688177633e-24	1.08460806859374e-18	0	1	1.5118531011519e-202	8.9790134465104e-103	1.62674517931669e-58
S14167	1.28436125208708e-123	2.20380607265125e-24	8.0392555026995e-19	0	1	1.05752709989024e-202	9.89328935792659e-103	1.63192332927661e-58
S14185	1.19846356207316e-123	1.3180976703862e-24	8.30984693297804e-19	0	1	1.01403302159432e-202	7.91328622146458e-103	1.41277652725366e-58
S1419	7.91159810168928e-124	1.62544785809231e-24	1.01548843396782e-18	0	1	1.81083023543489e-202	9.9217202046993e-103	2.18936619125433e-58
S14193	1.03772634507306e-123	1.29917635181307e-24	9.82026463683278e-19	0	1	1.27248145776341e-202	8.89369917294794e-103	1.45800763901041e-58
S14197	1.12225540622591e-123	2.65386921888574e-24	1.3200877272571e-18	0	1	1.4489535041133e-202	9.77649233708369e-103	1.84417207783628e-58
S142	1.75663693852249e-123	3.25495427607949e-24	8.80304048579712e-19	0	1	1.79195527992252e-202	9.7231488447256e-103	2.48727026532434e-58
S14206	1.42288202211347e-123	1.83469122067106e-24	1.17868140031785e-18	0	1	1.12141320813537e-202	5.6625698444747e-103	1.58423711136546e-58
S14215	1.43160257730664e-123	1.82915493039215e-24	1.02513492699656e-18	0	1	1.38800038419174e-202	1.01328184171851e-102	1.58088045737585e-58
S14220	1.05071474215659e-123	2.39332658807372e-24	7.53643324336208e-19	0	1	1.68332603709517e-202	9.79448932255005e-103	1.96328317895996e-58
S14222	1.25689231051505e-123	2.40536741120571e-24	1.4095100924154e-18	0	1	1.5095005689069e-202	1.00443358844027e-102	2.09588313940298e-58
S14225	8.24579812313873e-124	2.30182360058574e-24	8.3892503695254e-19	0	1	1.2076407133743e-202	9.47634204727122e-103	1.97079576756388e-58
S1423	1.35925491621039e-123	1.45008480677225e-24	9.9005035418877e-19	0	1	1.32253078110035e-202	6.85515968819578e-103	1.62547715321449e-58
S14233	1.72379838389996e-123	1.92684066578394e-24	9.50246563611053e-19	0	1	1.43813718346664e-202	1.00986481373284e-102	1.70655661717848e-58
S14251	1.18259906874618e-123	2.07477843155608e-24	7.24869809611488e-19	0	1	1.43639708856106e-202	1.04254923098557e-102	1.84029018983087e-58
S14260	1.66376427697942e-123	3.07438379536805e-24	1.80079481498859e-18	0	1	2.07999198229337e-202	1.04187979954634e-102	2.14923506111686e-58
S14266	1.43735960435138e-123	1.4897985645627e-24	1.4112306580805e-18	0	1	1.3213823387264e-202	7.63663430994072e-103	1.49067760987966e-58
S14278	8.6183646481823e-124	2.24179953700553e-24	7.21361238088743e-19	0	1	1.39576361977308e-202	9.4959364064698e-103	1.67235749193477e-58
S14280	9.59198326053644e-124	2.17889590921697e-24	9.31245728391805e-19	0	1	1.85681227765598e-202	9.5399625759331e-103	1.67086859611221e-58
