B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
A	0.000105275414239127	0.323068540425464	3.97276647114207e-07	8.74011587737317e-11	9.44824984174063e-09	2.10086906087666e-12	1.16282534639777e-08	7.2989250081583e-09	7.90891793891796e-12	9.22056484959446e-07	6.18533293607854e-14	1.3567444443243e-09	5.83738055147297e-16	0.383774859995282	5.48130874919281e-12	0.288978410750845	6.4139060945102e-06	0.00405990217378146	3.14229233932696e-08	5.2129304246567e-06	3.812686584842e-09
B	0.000112938667355401	0.33186473934601	4.1377282131477e-07	8.89199673036233e-11	1.09569733918472e-08	2.23152901053081e-12	1.27329389233963e-08	8.10030850269047e-09	8.137685715924e-12	9.69590841533333e-07	6.54350297336078e-14	1.40512147420491e-09	6.00233473669154e-16	0.387477125687864	6.05422859254145e-12	0.275934736776327	6.40001890243308e-06	0.00459737009130022	3.2983871103369e-08	5.23570463241257e-06	4.05932268737855e-09
C	5.02248145276049e-05	0.285242970805032	2.09617160578926e-07	5.70258412718115e-11	8.80315449710674e-09	1.9372914598601e-12	8.81855899245882e-09	4.14624261043968e-09	1.69201423627195e-12	6.34244867077629e-07	2.94673113558618e-14	1.11084436722231e-09	4.99407227615818e-16	0.335963590747692	4.82984709508972e-12	0.374724741911165	9.1102421977305e-06	0.00400285499737073	2.99162338650952e-08	5.60692246631892e-06	2.836971786785e-09
D	5.64960242194035e-05	0.266110868312053	2.40479574739776e-07	6.25709578074162e-11	9.24712666578188e-09	1.92472348316047e-12	9.77973268972581e-09	4.19252127018959e-09	1.75473844099327e-12	6.82556868599525e-07	3.14457223086432e-14	1.14842627799449e-09	5.25593842453611e-16	0.335396121410649	5.09829336808867e-12	0.394412649349136	9.28205703820135e-06	0.00400730408416865	3.18131967132772e-08	6.29631537672277e-06	3.15853151639455e-09
E	5.71901470852394e-05	0.282880892647414	2.57733923801717e-07	6.36754694908976e-11	9.38463553237994e-09	2.11011722834886e-12	1.02388628545905e-08	5.09911513320617e-09	2.93896447498004e-12	9.6528120269263e-07	3.9926485329424e-14	1.18397606513146e-09	5.54156392757689e-16	0.359039691164668	5.17599222666574e-12	0.351095926690251	6.42908579913875e-06	0.0069130818701627	3.20795840800012e-08	5.50406527250545e-06	3.25410672487221e-09
F	7.7615573401217e-05	0.342987344693372	3.33735276376159e-07	8.70164084084955e-11	1.16609194075267e-08	2.40139249629635e-12	1.34822377132151e-08	7.39784168036724e-09	4.950854559802e-12	2.09700613613742e-06	5.95322875400636e-14	1.48190133999163e-09	7.13381302971913e-16	0.454708993947871	5.99117545118459e-12	0.196890256262365	4.21482908703261e-06	0.00532312498196464	4.1086175691209e-08	5.93960392543396e-06	4.15710541582712e-09
G	0.00011004208701972	0.368250800333394	4.97599534709218e-07	1.06160346983839e-10	1.12336316037793e-08	2.76584691282937e-12	1.30645086577115e-08	9.13761610408532e-09	1.16732580058684e-11	6.82093107041238e-07	1.1901476306356e-13	1.48166477628747e-09	6.90451182080516e-16	0.416690845540313	6.90501640400161e-12	0.211937946641553	4.38418960350356e-06	0.00299968816420913	3.04997634164392e-08	5.04332818513041e-06	4.47827197882079e-09
H	9.27033413818233e-05	0.334941646427922	5.64137243637566e-07	1.09035167471152e-10	1.24785643127713e-08	2.66024611120108e-12	1.40896199153629e-08	1.15594525364286e-08	1.6258116915778e-11	4.42532794280367e-07	8.5270990373369e-14	1.38486310028207e-09	7.79967312868133e-16	0.439893111239828	6.84455690897431e-12	0.222664918340912	4.60244120376017e-06	0.00239702488442915	2.97575248942973e-08	4.91231137260231e-06	4.93800388343019e-09
I	0.000100566962652084	0.342173733940409	5.63609779760324e-07	1.15417719277941e-10	1.1896236602035e-08	2.69523177548455e-12	1.52468757653294e-08	1.20010356086119e-08	1.71806752996332e-11	4.66200111509046e-07	9.02845960405558e-14	1.39160019435645e-09	7.58258405600821e-16	0.441401196780779	6.6585993861214e-12	0.213561624407578	5.01619156343745e-06	0.00275165338973714	3.05241811597848e-08	5.10276781648028e-06	4.54760013965504e-09
J	4.68011115401432e-05	0.298732730740724	1.90445711553487e-07	5.7913130395839e-11	9.28398781840845e-09	1.97176598651543e-12	9.11712303349876e-09	4.19872132888809e-09	6.24864000245459e-13	4.17952491900275e-07	2.25593304697769e-14	1.17631812943363e-09	4.9079822624956e-16	0.353229943779317	4.68861456128546e-12	0.344925091393604	1.00678662352691e-05	0.00304844574964936	3.08360207423302e-08	6.25307090878315e-06	3.21242594828774e-09
K	4.85405157481832e-05	0.287411371822342	2.22380352096241e-07	5.27665543166278e-11	8.6699592651219e-09	2.04774962728751e-12	9.06222963432612e-09	4.04615752517704e-09	4.86773579384195e-13	8.15243089907815e-07	2.49770511892043e-14	1.24371982635128e-09	5.10650510662937e-16	0.38935330356645	4.82683805505164e-12	0.316159570760881	7.5040376595432e-06	0.00701279278318495	3.13830508287005e-08	5.8213815663994e-06	3.0434544913704e-09
L	4.03461842313728e-05	0.378168792820951	2.05877230722708e-07	6.51422451910697e-11	9.32803505489017e-09	2.0207788549759e-12	9.36554116812055e-09	4.08569778992225e-09	1.16110339114629e-12	4.23897185084565e-07	2.8752986657765e-14	9.57237850520536e-10	5.56016063345276e-16	0.33419132495147	5.16992857419279e-12	0.28458330455501	9.01783596647972e-06	0.00300049714722773	3.72648897179339e-08	6.02260222536883e-06	3.05357629887468e-09
