Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
average.Mix_1	0.000634505823225237	0.00297831802516704	0.00114430810483724	0.00482740430208584	0.000328470496402741	0.000487840866175986
average.Mix_2	0.00103179314846642	0.000373275837064438	0.000529250965894955	0	0.000712586081891333	0.000681913964263993
average.Mix_3	8.11325044327583e-05	0	0.000739770846545309	0	0.000955080389882632	0.000895643710438174
average.Mix_4	0.000245371323567053	0	0.000790743468512671	0	0.00101737103340956	0.000945105889965769
average.Mix_5	0.00105315178728184	0	0.00016765293888601	0	0.000544764483611771	0.000490140745361912
average.Mix_6	0.0010165245230589	0.00281030345045866	0.000308597041847586	0.00202544239990068	8.35920230048638e-05	0.000198672872378138
average.Mix_7	0.000422289447904062	0	0.000107364180617765	0	0.00118312195345066	0.00098188155056675
average.Mix_8	0.0011643535212462	0.000641901723667942	0	0	0.000879459777751486	0.000703527895071667
average.Mix_9	0.000781403990547242	0	0.000407350136951258	0	0.000815108875505987	0.000746184045600821
average.Mix_10	0.0010721848692151	0.000135458345136922	0	0	0.000500069217641732	0.000430728928212851
average.Mix_11	0.000679116622061106	0	0.000637048176133381	0	0.001037865910614	0.00093469022199325
average.Mix_12	0.000227362098231857	0.00155224434605989	0.00112073787207932	0.00177963471052642	0.000742307262695794	0.000800683716985753
average.Mix_13	0.00099808495773997	0	0	0	0.000754606119565296	0.000608328585660788
average.Mix_14	0	0	0.000714714152342395	0	0.00124512046326507	0.00110312049227137
average.Mix_15	0.0005076384570615	0	0.000313209072721054	0	0.00122115709755915	0.00104472629144599
average.Mix_16	0.000887055320096923	0	0	0	0.000984605031489397	0.000793531646823987
average.Mix_17	0.000513797610181492	0	7.52883876037534e-05	0	0.00120511126365695	0.0010008064172225
average.Mix_18	0.000629485980714293	0	0.000234842498881651	0	0.00126367948689363	0.00106148045419685
average.Mix_19	0.00042626342406126	0.00110611680474168	0.0006217967682897	0	0.000594468517199553	0.000623529798755043
average.Mix_20	0.00107997724786462	0.000437246877552263	0	0	0.000696741409013077	0.00059256840524367
average.Mix_21	0.00112602872340398	0.00120453217583665	0	0	0.000614710671556817	0.000520336071627143
average.Mix_22	0.000578277002899224	0.0019678550016416	0.000499023316288831	0.000953829197168332	0.000537410138309301	0.000569700879668083
average.Mix_23	0.00129370188169211	0	0	0	0.00069990559074241	0.00058340944515187
average.Mix_24	0.000258628615293613	0	6.11734860348846e-05	0	0.0014287566497697	0.00118102011642837
average.Mix_25	0.000902729777006301	0	0	0	0.000960255290106908	0.000758072677195643
average.Mix_26	0.000722393057050072	0	0	0	0.00120900262645557	0.000965505086778974
average.Mix_27	0.00107091128920043	0	0	0	0.000807465938789367	0.000579868809278745
average.Mix_28	0.000886660542527001	0.00123001228222765	0.000273181137267592	0	0.00063649297391137	0.000604176173122057
average.Mix_29	0.000850135038759264	0	0	0	0.00107913782201585	0.000833467019035316
average.Mix_30	0.000214738858772814	0	0.000420267416318456	0	0.000981572557638679	0.000862470166202821
average.Mix_31	0.000884848505902224	0	0	0	0.000938874427828209	0.000776366246211826
average.Mix_32	0.000700890998110697	0.000198320457505388	0	0	0.00115550021863279	0.00095587633854522
average.Mix_33	0.000469548482841015	0.000108287874399694	0.000271580118990696	0	0.00118426039754304	0.00102191265114246
average.Mix_34	0.0010641615739619	0.00201887239366203	0.000121611454460566	0	0.000245441581909583	0.000293964332618501
average.Mix_35	0.000535930923320589	0	0.000825122183608617	0	0.000940915960105325	0.000893060639774001
average.Mix_36	0.000730912358889136	0	0.000124752445696746	0	0.000913480552968899	0.00078338303884186
average.Mix_37	0.000136910799263876	0	0.000821188328233154	0	0.000861550696900651	0.000837569695182062
average.Mix_38	0.000276730299008392	0.00126374016626928	0.00100613539021091	0.000915717219522715	0.000865814863343208	0.000876976254431339
average.Mix_39	0.00151491370727229	0.00194643937495836	0	0	0.000386765186129094	0.000306854231508783
average.Mix_40	0.000413913276884603	0	0.000458754058005296	0	0.000757784306450607	0.00069917181927149
average.Mix_41	0.000363314739405248	0	0.00121320634865331	0	0.000585476066222498	0.000667938122148473
average.Mix_42	0.000759666826244208	0	0	0	0.00116637348547226	0.000893383100878803
average.Mix_43	0.000960814237047744	0.000221568988140904	4.97242369290831e-05	0	0.000505795743807503	0.000471154462526903
average.Mix_44	0.00032335974274603	0.00158710234347811	0.00145543371433885	0.00244165313257345	0.000618934380725258	0.000739731447368264
average.Mix_45	0.00049978266946157	0	0	0	0.0010113170380803	0.000842770135226597
average.Mix_46	0.000926033913088914	0	0	0	0.000998489495959611	0.00073314460253068
average.Mix_47	0.00085786480025654	0.00131716114026468	0.000265424705912871	0	0.000456438822672048	0.000468788755377068
average.Mix_48	0.000793193022149298	0	0.000270618124538672	0	0.00093241826552068	0.000815740270702096
average.Mix_49	0	0	0.0013624971785981	0	0.00101032859864903	0.000997588430432548
average.Mix_50	0.000456780312266688	0	0	0	0.00122564096625956	0.00096691193766607
average.Mix_51	0.000876417587467713	0	0.00010552767402382	0	0.000974361305996679	0.000828482950415584
average.Mix_52	4.13816084533991e-05	0	0.000397380199944988	0	0.00114940458680182	0.0010015752855986
average.Mix_53	0.000921241064500317	0.000560418595286342	0	0	0.000756489017060966	0.00063069826713293
average.Mix_54	8.8640637847243e-05	0.00245618131182717	0.00212103506387033	0.00594449476656559	0	0.000325522200840276
average.Mix_55	0	0	0.00130750862056789	0	0.000902013922736864	0.000925562163143362
average.Mix_56	0.000501043253122328	0	0	0	0.00108331441770703	0.000879201692805214
average.Mix_57	0	0.000974918245975186	0.0029031287824377	0.00493227780250469	0.000650535959681512	0.000930576032347997
average.Mix_58	0.000471306835731904	0	0.000287009985484563	0	0.00125682516821902	0.00107125508863272
average.Mix_59	0	0	0.00154460174254416	0	0.00061969899666321	0.000726854316643144
average.Mix_60	0.000863876075261925	0	0	0	0.0010280891704849	0.000723650574637084
average.Mix_61	0.00105499825093593	0	7.94719484722981e-05	0	0.000481234051676398	0.000447271690444232
average.Mix_62	0.000861493010953793	0	0.000277913497421044	0	0.00059688496850039	0.000542406311291447
average.Mix_63	5.93229862838681e-05	0.00204373230951843	0.0019345002872069	0.00448979651880707	0.000282062126373726	0.000546388827972414
average.Mix_64	0.00102388011768467	0.00162190187753992	0	0	0.000427447519686688	0.000399182152869079
average.Mix_65	0.000956165804490547	0.000676529351947544	0	0	0.000721081350265757	0.000615584478132415
average.Mix_66	0.000697323134912685	0	0.0001745240232601	0	0.0010133067291176	0.000856553457394369
average.Mix_67	0.00161129788707707	0.00145472410674306	0	0	0.0001537218169943	0.000175708611382869
average.Mix_68	0.000646940393022923	0	0	0	0.00112087562833451	0.000880370250984761
average.Mix_69	0.00104008504877019	0	0	0	0.000665867397959821	0.000541789053261986
average.Mix_70	0.000579623690902541	0	0	0	0.00118822932898769	0.000956958580267628
average.Mix_71	0.000380301466472362	0	0.000368421509568073	0	0.000829319655612413	0.000747206673889884
average.Mix_72	0.000863806352267487	0.00158760073396778	0	0	0.000973863408113664	0.000824251579701334
average.Mix_73	0	0	0.00139733073498976	0	0.000961156886236141	0.000975319000790297
average.Mix_74	0.0010806266795884	0.00037746361954638	0.000253290185408313	0	0.000342704563070883	0.00036939290564374
average.Mix_75	0.000193780979683878	0	0.00143794713267988	0	0.000822449436105214	0.000866753911575741
average.Mix_76	0.00014369814290175	0	0.00100484208223186	0	0.000833720743363727	0.000816856366252753
average.Mix_77	0.0007618575048095	0.00217820706071465	0.000915700785676952	0.00216710195325519	0.000491610971757892	0.000578702682111757
average.Mix_78	0	0	0.000714192592011251	0	0.00134978098069538	0.00118590238555803
average.Mix_79	0	0.00127369198879595	0.002485075963982	0.00445984774025009	0.000133304503778844	0.000480887138624081
average.Mix_80	0.000715098592571528	0.000242487096805143	0.000528968373545197	0	0.000991022322382478	0.000900805863739488
average.Mix_81	0.000577045610125655	5.6628046819627e-05	0.00047963114845395	0	0.000656470544949089	0.000640087910055214
average.Mix_82	0.000440214627515857	0	0.000179495587573145	0	0.00105632897410824	0.000883675265813157
average.Mix_83	0.00095253094669223	0	0.000113999744228364	0	0.000627961171774548	0.000567660286072144
average.Mix_84	0.000742193039069277	7.46050825339417e-07	0	0	0.000977881327699246	0.000805099940611876
average.Mix_85	0.000335652318917846	0	0.000841019233716488	0	0.000995770994302747	0.000931869144543329
average.Mix_86	0.000340645847195337	0.000252465903122744	0.000728175989107628	0	0.000620603667688548	0.000644328759211575
average.Mix_87	0.00170053617991327	0.000682817843629042	0	0	5.82009596615781e-05	8.23921113743983e-05
average.Mix_88	0.000967848068122503	0	0	0	0.00109907927770356	0.000821537880136568
average.Mix_89	6.68405030070167e-05	0.00219544203180332	0.00151494846796616	0.00422906934177843	0.000618321860940779	0.000752969625781875
average.Mix_90	0.000102784344184797	0	0.00185889408035673	0	0.000557630161057842	0.000709995647780189
average.Mix_91	0.0014109267576034	0	0	0	0.000584981241303619	0.000471483257727447
average.Mix_92	0.000625147269930652	0.000600852043828866	0.00131074542954181	0	0.000470229502062123	0.000593360240223421
average.Mix_93	0.000845982817071035	0.0012666968957754	0	0	0.00103908738238559	0.000845562249342827
average.Mix_94	0.00108919753802934	0	0	0	0.000963647227450669	0.000730923047861307
average.Mix_95	0.000477858861243228	0	0.00110708726285169	0	0.000952673454117275	0.000934067757073308
average.Mix_96	0.000336207299597357	0	0.000378873264446519	0	0.00127495226605612	0.00109837515258473
average.Mix_97	0.000858062575957441	0.00077708992956705	0.000486842331203704	0	0.000438549827883914	0.000481523947946035
average.Mix_98	0.00181716012519086	0.00369393875858276	0	0.00121247553725349	0	0
average.Mix_99	1.32465220947244e-05	0	0.000721155057058147	0	0.0015677668228695	0.00135529643088843
average.Mix_100	0.00102957564138176	0.00276386925498418	0.000862773952715619	0.00313550962278552	0.000258372092455491	0.00039223009290733
stdev.Mix_1	4.00091178596102e-06	7.04188066742238e-07	2.79657562323627e-06	1.42026838943499e-05	9.9694313292373e-07	2.57489856030385e-06
stdev.Mix_2	2.64028614298235e-06	1.70677648190704e-06	1.73368030915814e-06	0	6.91725034584688e-06	6.0009720186386e-06
stdev.Mix_3	2.59590977896468e-06	0	2.39315265816258e-06	0	4.08246495233671e-06	6.67285184694551e-06
stdev.Mix_4	1.02967785634e-06	0	1.63118342170509e-06	0	2.3199336558825e-06	1.89648238364552e-07
stdev.Mix_5	4.90704159530944e-06	0	2.006394915013e-06	0	1.96963300711734e-06	1.91009890449078e-06
stdev.Mix_6	1.56607592930038e-06	7.01360361073931e-06	2.14321564517407e-06	1.17820112846464e-05	2.50175117001973e-06	2.07645970320808e-06
stdev.Mix_7	4.54368035212132e-06	0	4.92248660578657e-06	0	1.0037955980733e-05	1.18243168922292e-05
stdev.Mix_8	3.11523981400132e-06	5.79441897846276e-06	0	0	3.94503761388836e-06	4.18582411042202e-06
stdev.Mix_9	1.82210539312075e-06	0	1.54819535618616e-06	0	2.62242989051776e-06	4.02194230535909e-06
stdev.Mix_10	1.54305198609285e-06	2.54597097327134e-06	0	0	7.74043992583261e-06	7.04978897069965e-06
stdev.Mix_11	3.24648826299106e-06	0	1.47044673539507e-06	0	1.01983291674122e-05	8.98579433276047e-06
stdev.Mix_12	2.01188766858793e-06	3.70392157142545e-06	1.91015686662404e-06	4.03759000116698e-06	6.11882397748205e-06	7.64694968694609e-06
stdev.Mix_13	2.49511633183924e-06	0	0	0	3.01764835568136e-06	3.82784164763025e-06
stdev.Mix_14	0	0	1.02272948677659e-06	0	4.68502560159601e-06	3.43437690418216e-06
stdev.Mix_15	2.52458467174362e-06	0	1.71865506347211e-06	0	3.48949453682614e-06	5.62821207223896e-06
stdev.Mix_16	3.4303806243337e-06	0	0	0	2.33249639111989e-06	2.11126037278653e-06
stdev.Mix_17	3.97447287663601e-06	0	3.69488182975579e-07	0	8.60806504067619e-06	1.1062091421708e-05
stdev.Mix_18	2.51216107162843e-06	0	2.51342250222134e-06	0	5.35157077108502e-06	4.50716518546763e-06
stdev.Mix_19	1.9597605271685e-06	1.45173758417438e-06	7.37407646056217e-07	0	2.28288120066837e-06	4.04055657771461e-06
stdev.Mix_20	4.19958132908531e-06	3.39855738228176e-06	0	0	2.68496381436754e-06	2.01749046073196e-06
stdev.Mix_21	5.2089621881539e-06	5.4302233905278e-06	0	0	3.70401438496569e-06	1.92173875474198e-06
stdev.Mix_22	2.29173481750235e-06	5.74180164320047e-06	2.195629878342e-06	1.46532744425381e-05	4.32539767517665e-06	4.44369492278304e-06
stdev.Mix_23	1.71658909039985e-06	0	0	0	4.78568769922452e-06	2.92586264592714e-06
stdev.Mix_24	8.79187566372303e-07	0	2.09430865301467e-06	0	7.79740673442644e-06	8.53393634924773e-06
stdev.Mix_25	2.3962866174816e-06	0	0	0	9.83706466691424e-06	4.72840659445514e-06
stdev.Mix_26	9.28193534144222e-07	0	0	0	3.83732472466646e-06	1.77039831419204e-06
stdev.Mix_27	6.43505877551245e-06	0	0	0	6.00729594551062e-06	5.03909486138069e-06
stdev.Mix_28	1.44227372494807e-06	3.22865402421092e-06	3.0741770885521e-06	0	3.34192946875276e-06	1.11846551956518e-06
stdev.Mix_29	5.40052007626933e-06	0	0	0	1.18886231880854e-05	1.05923103075611e-05
stdev.Mix_30	1.818979372762e-06	0	7.72760548124491e-07	0	7.16518105969387e-06	5.2816433028562e-06
stdev.Mix_31	6.22896851593176e-06	0	0	0	6.01989721130585e-06	6.08371333145916e-06
stdev.Mix_32	2.45317615665616e-06	3.18008580033338e-06	0	0	9.3477585561785e-06	7.58996630125911e-06
stdev.Mix_33	4.47291488327563e-06	2.23189648513578e-06	8.61736017482573e-07	0	8.78100855583942e-06	7.8736501670518e-06
