CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
average.A	0.0056360205188067	0.00641500371482276	0.00600007632974097	0.00748891389170695	0.0053613280936347	0.00555861295462041	0.00733296312241262	0.00742214156707693	0.00715693639719741
average.B	0.00588617782199948	0.00743246309792795	0.00689140715713976	0.00834608838951761	0.00613574833174223	0.00632698690062538	0.00896807207459878	0.00869279695188107	0.00795552121955657
average.C	0.00196783982089136	0.00550740700170337	0.00783342919813138	0.00943860292915033	0.00715375060331906	0.00702571514834318	0.00640104102655735	0.00945115351390117	0.00928584255160168
average.D	0.00215709720076559	0.0062263619013943	0.00843797900265519	0.0100599004631892	0.00774104449657581	0.00757168858087367	0.00746953933765021	0.0104256404488599	0.00999035224318049
average.E	0.00313716038150542	0.00656533972475664	0.00788860050006922	0.00939012886085301	0.00725252442378821	0.00713816683514296	0.0104068140982641	0.010671835110387	0.0094705656333664
average.F	0.0028220099849158	0.00207708140091144	0.00295705304666975	0.00348007410682232	0.00241387636312391	0.00275048453692424	0.0108813066454257	0.00400393351502165	0.00296495563494125
average.G	0.00606535036118991	0.00356943822822214	0.00280592530867958	0.00378613843059868	0.00223197218176307	0.00270331050003715	0.00315130418836892	0.00291863178641697	0.00309832339870433
average.H	0.00759937472330962	0.00495523505240685	0.00404877192965432	0.0052356592861971	0.00328304738064022	0.00378001333414627	0.00288010436165319	0.00455571710480694	0.00450123943732252
average.I	0.00740214362525865	0.00540036709861073	0.00400180679845703	0.00504411492208182	0.00339521365191679	0.00376683336385301	0.00314667850491824	0.00474140576108559	0.00447062206401994
average.J	0.000567638280880827	0.00721324404824597	0.00975516713668879	0.0116871165164629	0.00894997781190464	0.00889192415154996	0.0068249377703955	0.0119058034380069	0.0113313841940284
average.K	0.00058653403764959	0.00680561299787884	0.00898430012033472	0.0107096207862595	0.00822108105674805	0.00814409319042632	0.00997803181830531	0.0119214707641697	0.0108444541801262
average.L	0.00281214715884938	0.00632499107978186	0.00910851309034594	0.0110504571383293	0.00804794198215218	0.00831767623005161	0.00661037165605206	0.0108789104891025	0.0103735761046688
stdev.A	1.54744077158561e-05	2.73444355055187e-05	1.77096160242845e-05	2.12432288330855e-05	1.79349051309089e-05	1.85287969381181e-05	7.46432490808951e-06	2.63966975430038e-05	2.30133297814668e-05
stdev.B	1.7933769729837e-05	1.72556666920414e-05	1.00141483580842e-05	1.18719615773688e-05	9.48207874942403e-06	9.25519059450993e-06	9.04133926492607e-06	1.33306324082295e-05	1.20744624114731e-05
stdev.C	3.03243262548836e-06	8.02674372945543e-06	1.95996834880283e-05	2.09344655441009e-05	2.07108219491046e-05	1.9439411644776e-05	1.5236041172611e-05	3.52591842418767e-05	2.59649067206909e-05
stdev.D	2.09231583090633e-06	2.33399763092126e-05	3.23296782136098e-05	3.78032353521799e-05	3.24813293621689e-05	3.0992985728364e-05	1.19810590441854e-05	4.70419972877211e-05	4.1804264093048e-05
stdev.E	6.53536604980515e-06	7.93832854363052e-06	1.43215635305503e-05	1.70944685013068e-05	1.26587398336678e-05	1.24348227647097e-05	2.84138221580044e-06	1.89384307782124e-05	1.63887202214914e-05
stdev.F	4.4620896839484e-06	1.92817658852926e-05	3.00386655757593e-06	3.64492803806105e-06	3.1031800484504e-06	2.71193841795616e-06	8.78322419751387e-06	4.13226340243638e-06	4.09701093679741e-06
stdev.G	5.39115225195513e-06	2.17751491314301e-06	9.93837326992404e-06	1.26360069325082e-05	7.96513458844585e-06	6.39316229001741e-06	1.817483998764e-05	8.16457235823583e-06	1.0453477397705e-05
stdev.H	3.46816233370159e-06	6.17573238221828e-06	1.51126790011395e-05	1.81602226174378e-05	1.59597220841205e-05	1.69635340840676e-05	2.57392222890877e-05	2.38431161536601e-05	2.04278478338698e-05
stdev.I	5.37111090325974e-06	9.77474267190387e-06	1.57554269844255e-05	1.86518154709706e-05	1.67911556347042e-05	1.5326857696796e-05	7.53727598853623e-06	2.34601918095499e-05	2.17333798279965e-05
stdev.J	3.1462872575975e-06	2.39649653903006e-05	2.67137297626288e-05	3.11838124147505e-05	2.5595593466091e-05	2.41856197692472e-05	7.77333706895371e-06	3.67343214700567e-05	3.29755877755089e-05
stdev.K	9.63864833640692e-06	2.05417617388201e-05	4.33695638178926e-05	5.13764992780257e-05	4.1895988774848e-05	3.62157845101233e-05	2.2779719804503e-05	5.26634853480462e-05	5.37026198652114e-05
stdev.L	5.10822853010064e-06	1.15740091356024e-05	2.69214456292156e-05	3.13110016109252e-05	2.71918159187094e-05	2.56192429490369e-05	1.12136245804001e-05	3.91147622460953e-05	3.48719336015212e-05
