B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
S10001	2.76713952811559e-05	0.65625007738345	1.36793616687288e-07	1.41235076702968e-11	5.60424057538726e-09	4.28177644134949e-12	6.1779139368507e-09	7.73222513870559e-08	3.67691433013173e-11	7.44185815992547e-08	1.17376526417197e-13	1.3797343676288e-09	7.34425318274303e-16	0.341533932767548	1.27552291024239e-12	0.00216421692801939	2.66725239572055e-07	2.3270428236878e-05	5.28376701874521e-08	2.08230943995989e-07	1.55070377356709e-09
S10006	2.92948586528627e-05	0.659661299742408	1.24330120914018e-07	1.04867917659146e-11	5.04650528242076e-09	3.88460790729657e-12	5.86073816154988e-09	6.42306214808233e-08	3.01157496989042e-11	8.98284940480977e-08	1.07570082037167e-13	1.37869257310201e-09	9.14087505325436e-16	0.338671355187067	1.2055851120333e-12	0.00161584671253566	2.5321503544937e-07	2.14213396209989e-05	5.30534579859838e-08	1.83703575290767e-07	1.46667323492641e-09
S1001	2.90798102056875e-05	0.693004256879132	1.47705450543627e-07	1.29226258958295e-11	5.11961185488314e-09	3.97519682117897e-12	6.06973386471576e-09	7.08026716437143e-08	3.98664658765423e-11	1.14587618050331e-07	1.09556423438419e-13	1.65224495537012e-09	8.09114310720252e-16	0.305271514694001	1.23840780277781e-12	0.00166935357343171	3.15548613081888e-07	2.48600278884318e-05	5.94632377138459e-08	2.1250289367959e-07	1.50515269404323e-09
S10010	2.70456164701335e-05	0.69357984920603	1.52869387490202e-07	1.50442173853436e-11	5.40492075248585e-09	4.19834704316997e-12	6.1382400286493e-09	7.73343268279409e-08	4.81509474210734e-11	1.04207586833263e-07	1.63793338411082e-13	1.63833047993581e-09	7.12828440253328e-16	0.304375368296723	1.30627390047192e-12	0.00199022999878761	3.16383195070853e-07	2.65557887831155e-05	5.88810193552056e-08	2.26578665699423e-07	1.58866843486318e-09
S10011	2.97342935615616e-05	0.672917322239572	1.40763892977329e-07	1.28768660182412e-11	5.81259195312449e-09	4.46581887134678e-12	6.70909039574459e-09	7.96313244946348e-08	4.81097056275961e-11	8.81607612607706e-08	1.23317309469975e-13	1.6136986912239e-09	6.84654393517885e-16	0.324432789761236	1.35197757394272e-12	0.00258753346679415	3.20173393775001e-07	3.16891765015819e-05	5.57396447827231e-08	2.30803785128281e-07	1.58722231271533e-09
S10014	2.76613120918316e-05	0.697499661855727	1.44177084350632e-07	1.54050361973643e-11	5.55123685800455e-09	4.29375300430606e-12	6.02780637657766e-09	7.36705806872826e-08	3.84713342515516e-11	9.89187305007922e-08	1.08065306684287e-13	1.42612353479887e-09	7.47174938249724e-16	0.30083071165986	1.30833095558935e-12	0.00161781885783968	2.6361584665008e-07	2.32953616795056e-05	5.60659890664552e-08	1.99958684989975e-07	1.48113224202172e-09
S10026	3.3459665274335e-05	0.717169837103261	1.54000889705145e-07	1.27151006194451e-11	5.04278512830568e-09	3.84244390964516e-12	5.7430490449868e-09	6.79812750263003e-08	3.8634400336167e-11	1.15708771074585e-07	1.32007390807587e-13	1.56600086032948e-09	7.27159322917624e-16	0.280826940290314	1.2079243361621e-12	0.00194356398401342	3.85870569906159e-07	2.51716804958878e-05	5.96982487068301e-08	2.30077065355308e-07	1.53145413167443e-09
S10032	4.12491031675963e-05	0.687022978819848	1.56226808505544e-07	1.32442263030269e-11	5.19144789703009e-09	4.03640832884171e-12	6.20360245620972e-09	8.3378578484108e-08	6.44554355752229e-11	1.07778028482585e-07	1.311713280057e-13	1.63603271996956e-09	7.58353682911297e-16	0.311057956684117	1.23430650640033e-12	0.00185352989898535	3.27981938518853e-07	2.3305668427848e-05	5.86189553423822e-08	2.31134784186464e-07	1.59217496300962e-09
S10036	2.66749609571554e-05	0.707822849380213	1.371356220165e-07	1.26997922514542e-11	5.38516437785475e-09	4.04241238245841e-12	5.91159827486549e-09	6.79332922090229e-08	3.38931569953572e-11	1.027515990163e-07	1.13347810357607e-13	1.51481768870147e-09	7.35130817405674e-16	0.290703355225008	1.30154349332785e-12	0.00142202179213034	3.0033550412274e-07	2.42251604490441e-05	5.35072358299296e-08	1.97407850556678e-07	1.54650734430424e-09
S10042	3.16458544048115e-05	0.698633392018888	1.35675945407323e-07	1.40677001319163e-11	5.14928655535967e-09	3.93033889320856e-12	6.01882202828262e-09	7.08382397477782e-08	4.30456846637901e-11	1.15812954897893e-07	1.28495085566657e-13	1.68933948938097e-09	7.82386085930132e-16	0.299398249879905	1.24461700565127e-12	0.00191068925534615	3.11918488378236e-07	2.5099625035104e-05	5.82261581547549e-08	2.16435877811921e-07	1.53889084884782e-09
