Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
Mix_54	0.1114	0.1065	0.287	0.0349	0.0948	0.3654
Mix_55	0.0635	0.2039	0.3637	0.0676	0.1574	0.1439
Mix_56	0.1502	0.1872	0.1997	0.041	0.1354	0.2865
Mix_57	0.0022	0.2415	0.3452	0.0595	0.163	0.1887
Mix_58	0.2079	0.2418	0.2007	0.042	0.1486	0.159
Mix_59	0.1188	0.1705	0.384	0.0523	0.1487	0.1256
Mix_60	0.4782	0.0893	0.2238	0.045	0.156	0.0076
Mix_61	0.4126	0.0765	0.1838	0.0409	0.0972	0.1889
Mix_62	0.4823	0.0922	0.2481	0.0486	0.1124	0.0164
Mix_63	0.0635	0.135	0.2988	0.0372	0.1108	0.3547
Mix_64	0.2791	0.0633	0.1471	0.0333	0.0673	0.4098
Mix_65	0.2965	0.0987	0.1511	0.0422	0.0846	0.3269
Mix_66	0.3662	0.1745	0.2322	0.0557	0.1273	0.0442
Mix_67	0.4735	0.0464	0.1119	0.0291	0.0677	0.2715
Mix_68	0.2142	0.1778	0.1655	0.0521	0.1343	0.2561
Mix_69	0.467	0.0674	0.2234	0.0416	0.0997	0.101
Mix_70	0.1969	0.2297	0.1784	0.0425	0.1489	0.2036
Mix_71	0.2375	0.131	0.3084	0.0544	0.1332	0.1355
Mix_72	0.162	0.1875	0.0815	0.0477	0.1175	0.4038
Mix_73	0.0469	0.2289	0.3878	0.055	0.1713	0.1101
Mix_74	0.3893	0.0696	0.1954	0.0367	0.0809	0.228
Mix_75	0.2237	0.2078	0.3036	0.0544	0.1308	0.0797
Mix_76	0.2238	0.1862	0.3324	0.0632	0.1374	0.0571
Mix_77	0.2035	0.1264	0.1713	0.0391	0.0847	0.3749
Mix_78	0.0853	0.2957	0.322	0.0731	0.1946	0.0294
Mix_79	0.0744	0.1484	0.3429	0.0481	0.1116	0.2746
Mix_80	0.2716	0.2064	0.1551	0.0457	0.1335	0.1877
Mix_81	0.2512	0.1161	0.2408	0.041	0.1012	0.2498
Mix_82	0.3289	0.16	0.3043	0.0551	0.1462	0.0055
Mix_83	0.3749	0.0914	0.1974	0.0395	0.0941	0.2028
Mix_84	0.2639	0.1458	0.1644	0.0461	0.1098	0.2701
Mix_85	0.265	0.2093	0.2693	0.0662	0.1455	0.0446
Mix_86	0.1693	0.1171	0.2732	0.0437	0.1178	0.2789
Mix_87	0.5294	0.0102	0.15	0.0288	0.0916	0.19
Mix_88	0.4018	0.1781	0.1124	0.0495	0.1172	0.1409
Mix_89	0.0264	0.1632	0.2398	0.0289	0.121	0.4207
Mix_90	0.2506	0.1721	0.3619	0.055	0.1197	0.0406
Mix_91	0.5672	0.0756	0.1508	0.0426	0.1229	0.0408
Mix_92	0.2836	0.1533	0.2253	0.0471	0.0954	0.1953
Mix_93	0.175	0.2331	0.0557	0.0552	0.1031	0.3779
Mix_94	0.4481	0.1428	0.1236	0.0486	0.1149	0.1221
Mix_95	0.2269	0.2302	0.2158	0.0644	0.1313	0.1314
Mix_96	0.117	0.2712	0.2024	0.0685	0.1529	0.188
Mix_97	0.3116	0.0869	0.2032	0.0379	0.0855	0.275
Mix_98	0.3836	0.0142	0.021	0.0206	0.0702	0.4904
Mix_99	2e-04	0.4616	0.1808	0.0828	0.1995	0.0751
Mix_100	0.2669	0.1087	0.1399	0.033	0.0893	0.3622
