CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
average.Mix_1	0	0	0.00531544538830864	0	0	0	0	0
average.Mix_2	0	0	0	0	0	0	0	0
average.Mix_3	0.000115760951765245	0.000120236681891047	0	0	0	0.00103858220242148	0.00405479732734784	0.00052099614113263
average.Mix_4	0	2.15090760089469e-06	0	0	0	0.000791277919192974	0.000138015774170225	3.19212597344119e-05
average.Mix_5	0.00134198646669891	0.00131633542167184	0	0	0	0	0.00218686646180863	0
average.Mix_6	4.41609639522516e-05	0	0.00211945152244722	0	0	0	0	0
average.Mix_7	2.44612211942467e-05	0.000222301425020547	0	0	0	0.00094636267030979	0	0
average.Mix_8	0	0	0	0	0	0	0	0
average.Mix_9	0.000272300928964339	0.000290490414831267	0	0	0	0	0	0
average.Mix_10	0.000710074473553447	0.000618383236666054	0	0	0	0	0	0
average.Mix_11	0	0	0	0	0	0	0	0
average.Mix_12	0	0	0	0	0	0	0	0
average.Mix_13	0.000669411090637627	0.0006567645542769	0	0	0	0	0	0
average.Mix_14	4.01360762349585e-05	7.5113159982459e-05	0	0	0	0.00269004562462689	0.00592332022683769	0.00182512279876861
average.Mix_15	0	0	0	0	0	0.000106462141369893	0	0
average.Mix_16	0	0	0	0	0	0	0	0
average.Mix_17	0	0	0	0	0	6.91207404506426e-05	0	0
average.Mix_18	0	0	0	0	0	0	0	0
average.Mix_19	1.54793086124297e-07	0	0	0	0	0	0	0
average.Mix_20	0.000104086766546991	0.000116275101795932	0	0	0	0	0	0
average.Mix_21	0	0	0	0	0	0	0	0
average.Mix_22	0	0	0	0	0	0	0	0
average.Mix_23	0.000159186037668906	0.000175519524898601	0	0	0	0	0	0
average.Mix_24	0	0	0	0	0	0	0	0
average.Mix_25	0.000597178643952383	0.000870840311386392	0	0	0	0	0	0
average.Mix_26	0	0.000158551542616252	0	0	0	0	0	0
average.Mix_27	0.000225731251306513	0.000312117241106215	0	0	0	0	0	0
average.Mix_28	0	0	0	0	0	0	0	0
average.Mix_29	7.78404913735039e-05	0.000260959762976521	0	0	0	0	0	0
average.Mix_30	0.000614409968336385	0.000586438446760751	0	0	0	0.00130444069107774	0.00919115514190612	0.000942389860604495
average.Mix_31	0	5.5776560378574e-05	0	0	0	0	0	0
average.Mix_32	0	0	0	0	0	0	0	0
average.Mix_33	0	0	0	0	0	0	0	0
average.Mix_34	0.00014225680320483	0	0	0	0	0	0	0
average.Mix_35	2.81236799403408e-05	5.72010267809353e-05	0	0	0	0	0	0
average.Mix_36	0.000271171101800683	0.000324136896616097	0	0	0	0	0	0
average.Mix_37	0.000172203826417853	8.48297719063636e-05	0	0	0	0.000357386460746855	0.00382600078954424	0.000148802787910062
average.Mix_38	0	0	0	0	0	0	0	0
average.Mix_39	0	0	0	0	0	0	0	0
average.Mix_40	0.000772796178391562	0.000631089690776416	0	0	0	2.14043291404025e-05	0.00574563311444143	0
average.Mix_41	0.000261873480537252	4.84751444132546e-05	0	0	0	0	0.000103919871351054	0
average.Mix_42	0	0	0	0	0	0	0	0
average.Mix_43	0.000708412105909804	0.000701184309270216	0	0	0	0	0	0
average.Mix_44	0	0	0	0	0	0	0	0
average.Mix_45	4.45926688851903e-06	4.81394765955993e-05	0	0	0	0	0	0
average.Mix_46	4.63512616846642e-06	6.94663293128664e-05	0	0	0	0	0	0
average.Mix_47	9.8907593080992e-05	0	0	0	0	0	0	0
average.Mix_48	4.30758536387919e-05	9.33796142206697e-05	0	0	0	0	0	0
average.Mix_49	0	0	0	0.000152017283508259	0	0.00215091075005784	0.00503553223106806	0.00238568241227824
average.Mix_50	0	0	0	0	0	0	0	0
average.Mix_51	0	0	0	0	0	0	0	0
average.Mix_52	0	0	0	0	0	0.00126597224588721	6.37602732463989e-06	0
average.Mix_53	0	0	0	0	0	0	0	0
average.Mix_54	0.000118616123584969	0	0.013451934747625	0.00230475791195594	0.0174008114423785	0	0.0009042941542619	0
average.Mix_55	5.06137180812048e-05	2.13629998853479e-06	0	0	0	0.00121898708935892	0.00585628897875362	0.00170032369261069
average.Mix_56	0	0	0	0	0	0	0	0
average.Mix_57	0	0	0.00373813065323859	0.00869357464324023	0.0153718294529021	0.000868142702627088	0.00205705806419274	0.00373074075785604
average.Mix_58	0	0	0	0	0	9.17279137155584e-07	0	0
average.Mix_59	0.000487499632230981	0.000157192794235963	0	0.00314004097431436	0.000465264286347766	0.00105121214462123	0.0130343924881931	0.00304384075583969
average.Mix_60	0.000680128204079684	0.000961340136146271	0	0	0	0	0	0
average.Mix_61	0.000825091735101478	0.000701084912893341	0	0	0	0	0	0
average.Mix_62	0.00137362594684306	0.00137256675697547	0	0	0	0	0.00579466563989121	0
average.Mix_63	0	0	0.00773579347161004	0.000521993424719659	0.00721945247069562	0	0	0
average.Mix_64	7.02095990212379e-05	0	0	0	0	0	0	0
average.Mix_65	8.67632475812903e-07	0	0	0	0	0	0	0
average.Mix_66	0.000271068035040414	0.000400187566011097	0	0	0	0	0	0
average.Mix_67	0.00060137883180435	0.000474085032318058	0	0	0	0	0	0
average.Mix_68	0	0	0	0	0	0	0	0
average.Mix_69	0.000965980200620609	0.00105064275135516	0	0	0	0	0	0
average.Mix_70	0	0	0	0	0	0	0	0
average.Mix_71	0.000545891376022541	0.00051984193267513	0	0	0	6.33843085710112e-05	0.00376868702455838	0
average.Mix_72	0	0	0	0	0	0	0	0
average.Mix_73	0	0	0	0.000527863573763307	0	0.00177761169788299	0.00658933746060276	0.0022586475177537
average.Mix_74	0.000954043343870646	0.000816123708480492	0	0	0	0	0	0
average.Mix_75	0.000215401171033939	0.000121705194618999	0	4.68818971990065e-05	0	0.00113511946005136	0.00372581818752534	0.00166906950036921
average.Mix_76	0.000401121517763816	0.000210222458060909	0	0	0	0.0009121132498674	0.00694446576508579	0.00119942099747768
average.Mix_77	0	0	0	0	0	0	0	0
average.Mix_78	0	0	0	0	0	0.00275506403278269	0.00182780385872449	0.00135136415208912
average.Mix_79	0.000136790368817268	0	0.00919303996213341	0.00756737078708586	0.0232209800817414	0	0.00870044813565181	0.0026966225944843
average.Mix_80	0	0	0	0	0	0	0	0
average.Mix_81	0.000382316083572706	0.000261960570981406	0	0	0	0	0	0
average.Mix_82	0.000647808106712982	0.000768597242578619	0	0	0	0.00109696638239925	0.00467639718221901	0.000107927006829041
average.Mix_83	0.000585137313070779	0.000494377921368085	0	0	0	0	0	0
average.Mix_84	0	0	0	0	0	0	0	0
average.Mix_85	0.000228586883805877	0.000301356261970086	0	0	0	0.00121538437177168	0.00149319730675447	0.000478999541405685
average.Mix_86	0.000297610704352445	4.65417892575454e-05	0	0	0	0	0.000174680343550133	0
average.Mix_87	0.00131858729765049	0.00118542722178882	0	0	0	0	0	0
average.Mix_88	0	5.55079173277462e-06	0	0	0	0	0	0
average.Mix_89	0	0	0.00283539289406965	0	0	0	0	0
average.Mix_90	0.000594995620986994	0.000291698352670917	0	0.00437485891913025	0.00194558758531234	0.00088928608636965	0.0116756048880904	0.00337883820735704
average.Mix_91	0.000870443339804358	0.00087714086153207	0	0	0	0	0	0
average.Mix_92	0.000238485863366372	5.58784213347825e-05	0	0	0	0	0	0
average.Mix_93	0	0	0	0	0	0	0	0
average.Mix_94	4.16790783477459e-06	0.000162957434330382	0	0	0	0	0	0
average.Mix_95	0	0	0	0	0	0	0	0
