naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
average.mix_1	0	0	0	0	0.00140065462532751	0.00120782526513692	0	0.000519928420305262	0.00299635741376028
average.mix_2	0.00185947755829267	0.00115342497471031	0	0	0.00255710038968495	0.000246554585135595	0	0	0
average.mix_3	0	0	0	0	0.00078797546204256	0	0	0	0
average.mix_4	0.000170621076639855	6.96965066822046e-05	0	0	0.000492064476041028	0	0	0.000948795589568416	0.00153904797469775
average.mix_5	0	0	0	0	0.000644409681711489	0	0	0	3.24449240187014e-05
average.mix_6	0	0	-0.000397142210355049	0	0.000340696171947037	4.8112853233042e-05	-0.000407674553740876	0.000799179344897544	0.00185043337507253
average.mix_7	0	0	0	0	0.000725314692226071	0	0	0	0
average.mix_8	0	0	0	0	0.000450188340291519	0	-0.000413165688010682	0	0
average.mix_9	0.000144407902151194	2.09771783702818e-06	0	0	0.000808900139110019	0.000909985209863843	0	0.00144549763405277	0.00326620157796132
average.mix_10	0.00175267160835796	0.00140543452444972	0	0	0.00134530889824205	0	0	0.000676205106758616	0
average.mix_11	0.00207828786222527	0.00126824650026299	0	0.00100211891544872	0.00258606013215621	0.00204808218732503	0	0.00104683656779439	0.00321665752347302
average.mix_12	0	0	0	0	0	0	0	0.000177801186093394	0.0001617255711165
average.mix_13	0	0	0	0	0	0	0	0.00118487387224132	0.000167302070859665
average.mix_14	0.00118798821067111	0.000861675903211706	0	0	0.00100702456882687	0.000642273102655845	0	0.0015754245220876	0.00188943827767158
average.mix_15	0	0	0	0	0.000453002882607042	0	0	0	0
average.mix_16	0.000600516196105959	0.000647354074979324	0	0	0.00026396254139167	0	0	0	0
average.mix_17	0	0	0	0	0	0	-0.000544893607673401	0	0
average.mix_18	0.000620508130175859	8.32002056107083e-05	0	0	0.000530050433933449	0	0	0.000815152827982037	0
average.mix_19	0	0	0	0	0.00029414496361272	0	0	0	0
average.mix_20	0.00104022220884014	0.000564880079955995	0	0	0.000750604705172173	0.000365926595527889	0	0.000978474639611259	0.00115465065758753
average.mix_21	0	0	0	0	0	0	0	0	0
average.mix_22	0	0	0	0	0.00156201109097143	0.000442968208234137	0	0.00102869408832709	0.00219344213909768
average.mix_23	0.00108025640404412	0.000536057305326669	0	0	0.00101572065194907	0.00112477331546282	0	0.00141450402296318	0.00228412980314057
