B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
average.A	12.3106206206848	12.3305501175387	11.7247482707117	13.0611273682185	12.3843054468446	17.2015097012189
average.B	12.7040167658325	12.7882216409058	12.0554242568269	13.4796153882814	13.502526690301	17.5338652183199
average.C	11.6485051576205	17.1964277110411	14.8753704778732	12.894325846588	11.002206243015	7.85973915694454
average.D	12.016618862912	17.2170399878041	15.142260759422	12.6264073250069	10.3588243773003	7.95625617240176
average.E	10.8578001167295	15.0458318062421	14.425015087915	12.2577368054952	11.7175364815783	9.8796769219916
average.F	9.00872017953105	11.096223852559	11.732511195802	11.8915906090182	10.9237925887536	12.9374052859902
average.G	9.84790824198268	8.65889302224651	7.75371172631091	11.3583639166943	11.6409653794992	20.0508521880058
average.H	12.2190364576345	9.91744091165461	9.41975332316707	17.3753404695154	17.7341061209034	25.7027438186484
average.I	11.9016742876001	9.72825159593348	9.07742131689773	16.9162192146481	16.5438808301315	25.5949482449935
average.J	12.0202871205124	18.4443503748599	15.740314462443	13.5501377702309	10.8645698096713	5.77073699504392
average.K	12.4609175080465	18.1232824808345	17.6931510536261	14.5481433057802	12.4985797238851	6.30609029263488
average.L	12.0504600715418	18.0423049693358	15.8888015054915	15.5791621616222	13.3983548106894	9.53757603996314
stdev.A	0.013193017465415	0.00672311270960527	0.00812389624884804	0.0197589775149249	0.0121649645218693	0.00746267658385504
stdev.B	0.00690386305668076	0.00723184144781325	0.00490613532508456	0.0120306390943608	0.00605406823233226	0.00505971259726341
stdev.C	0.0391884213725608	0.0393695289558839	0.0408051819442853	0.0163462800155425	0.00823339036277344	0.00459807163038796
stdev.D	0.00833676083882463	0.00673145124377059	0.00893452924965464	0.00188696237740039	0.00666060357073958	0.0088585887702391
stdev.E	0.0293429240725145	0.0253547942386995	0.0285232383472755	0.022258563592698	0.0138688655188587	0.00747930783375388
stdev.F	0.00977253644753889	0.00337037904854136	0.00520931163037454	0.0116887867681259	0.0121889287330988	0.00344025963358217
stdev.G	0.0126693460503342	0.0170860648554333	0.0165580656764763	0.00443787457069151	0.00655227076647422	0.0101940871086197
stdev.H	0.0125607671392882	0.0128823599901169	0.0143336648035859	0.013253067919275	0.0149321627919199	0.0123339589135238
stdev.I	0.0111571720888564	0.00807549560822132	0.00594470658384862	0.0183064220847474	0.0202284133406969	0.0188268455568287
stdev.J	0.0108982966601241	0.00461551547041657	0.0104186185325319	0.00830093722698841	0.00822677082197167	0.00229053068121138
stdev.K	0.0293098053853623	0.023937059980654	0.0264200309058905	0.019840506524966	0.0139867192164556	0.0152688141319192
stdev.L	0.00915548275645688	0.0106476984038399	0.0083697101447704	0.0151293516426811	0.00891580237024527	0.0146221829576627
