naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
average.mix_48	0.000131646627995891	0.00018447031130727	0	0	0.000565810619124236	0.00086080509686305	0.000922144955841993	0
average.mix_49	0	0	0	0	0	0	0	0
average.mix_50	0.000271897091860696	0	0.000227940523251278	0.000142166038771579	0	0	0	0
average.mix_51	4.18675600988456e-05	7.8876730079917e-05	0	0	7.25256233086069e-05	0	0.000370635510635698	0
average.mix_52	0.00139603994973333	0.00089695584439743	0.000141559643066873	0	0	0	0	0
average.mix_53	0	0	0	0	0	0	0	0
average.mix_54	0.000925916237173807	0.000479502724378667	0.000236883029899014	0.000661488647940631	0	0	0	0
average.mix_55	0	0	0	0	0	0	0	0
average.mix_56	0	0	0.000119640067268833	0	0	0	0	0
average.mix_57	0	0	0.000136400653501816	0	0	0	0	0
average.mix_58	0	0	7.78782072309537e-05	0	0	0	0	0
average.mix_59	0	0	0	0	0	0	0	0
average.mix_60	0.000322233219508818	7.70225635904655e-06	0	0	0	0	0	0
average.mix_61	0.000337976708397697	3.95125013975446e-05	0.000474465565486946	0.000532982671961971	0	0	0	7.58123757388594e-05
average.mix_62	0.000128621611601004	0	0.000397844682396095	0.000269481177169264	0	0	0	8.87020002573988e-05
average.mix_63	0	0	0	0	0	0	0	0
average.mix_64	0	0	0	0	0	0	0	0
average.mix_65	0	0	7.4764381141727e-05	0	0	0	0	4.4343084866185e-05
average.mix_66	3.7209018850529e-06	3.87559065317748e-05	0	0	0.000109365774686318	0	0.000423585360257936	0
average.mix_67	0.00106442246186883	0.000651327455509707	0.000351486708903986	0.000410501766823622	0	0	0	7.85190024979357e-05
average.mix_68	0	0	0.000414896924889452	0.00084823869657671	0	0	0	0.000115882229368295
average.mix_69	0	0	0	0	0	0	0	0
average.mix_70	0.00137655871472922	0.00110123363919373	0	0	0	0	0	0
average.mix_71	0.000189794797192707	0.000151855269967595	0	0	1.68260130395076e-05	0	0.000273149018687905	0
average.mix_72	0.00191726624922316	0.00124803406371121	0	0	0	0	0	0
average.mix_73	0.001028572420551	0.000724295823171418	0	0	0	0	0	3.42366497623072e-05
average.mix_74	0.000106537505251212	0	0	0	0	0	0	0
average.mix_75	0	0	0	0	2.04073531991094e-05	0	0.000347797115161986	0
average.mix_76	0	0	0.000175607916407352	0.000155381235744773	0	0	0	0
average.mix_77	0	0	0.000679756305775695	0.00121435773937435	0	0	0	0.000209919781385058
average.mix_78	0	0	0	0	0	0	0	0
average.mix_79	0	0	0	0	0	0	0	0
average.mix_80	0.000263701985721466	0	0	0	0	0	0	0
average.mix_81	0	0	0.000240250627433231	7.06624140270508e-05	0	0	0	0
average.mix_82	0	0	0	0	0	0	0	0
average.mix_83	0	0	0	0	0	0	0	0
average.mix_84	0	0	5.85676827474978e-06	0	0	0	0	0
average.mix_85	0	0	7.91256017094299e-05	0	0	0	0	0
average.mix_86	0	0	0.000431361234102456	0.000541659092949095	0	0	0	4.9414539069773e-05
average.mix_87	0	0	0.000155199331769864	0	0	0	0	0
average.mix_88	0	0	0.000168248257148168	0	0	0	0	0
average.mix_89	0	0	0.000490175148733162	0.000847795982268265	0	0	0	0.000131204119333526
average.mix_90	0	0	7.9431262466353e-05	0	0	0	0	0
average.mix_91	0	0	0	0	0.000123812471755592	0	0.000438010752250246	0
average.mix_92	0	0	5.89867968456812e-08	0	0	0	0	0
average.mix_93	0	0	0	0	0.000815397738014705	0.0022834569092969	0.00124179979793499	0
average.mix_94	0	0	0	0	0.000148699866676582	0.000413378890260971	0.000576224263976239	0
average.mix_95	0.000141066166134467	0.00015745569344164	0	0	1.09418500701445e-05	0	0.000305765985842363	0
average.mix_96	0	1.30275493932761e-05	0	0	0	0	0.000223988145722784	5.77838611726338e-06
average.mix_97	0	0	0	0	0	0	0	0
average.mix_98	0	0	0	0	0	0	0	0
average.mix_99	0	0	0.000913174914596665	0.00156181034578408	0	0	0	0.000241626830244173
average.mix_100	0	0	4.51990042821061e-05	0	0	0	0	0
stdev.mix_1	0	0	2.59866195785405e-07	0	2.81222672487414e-06	4.0706831478125e-06	1.06781819555143e-06	0
stdev.mix_2	0	0	0	0	2.42027425547055e-06	1.46041792231866e-06	2.65726881469683e-06	0
stdev.mix_3	0	0	9.32142896851113e-07	8.49357090204224e-07	0	0	0	0
stdev.mix_4	0	0	0	0	0	0	0	0
stdev.mix_5	0	0	7.43373859572376e-07	0	0	0	0	0
stdev.mix_6	0	0	0	0	0	0	0	0
stdev.mix_7	2.19906941144454e-06	8.51167755338818e-07	1.37941857895895e-06	0	0	0	0	0
stdev.mix_8	0	0	0	0	0	0	0	0
stdev.mix_9	0	0	1.20817614631133e-06	0	0	0	0	0
stdev.mix_10	1.41739570720311e-06	1.27748330592735e-06	0	0	0	0	0	0
stdev.mix_11	0	0	0	0	1.64676809179799e-06	2.01969651411272e-06	1.56808117834696e-06	0
stdev.mix_12	0	0	0	0	0	0	0	0
stdev.mix_13	1.93850594274062e-06	1.79469871842282e-06	0	0	0	0	0	0
stdev.mix_14	3.89245248370743e-06	2.45249963887146e-06	0	0	0	0	0	0
stdev.mix_15	1.1217741536043e-07	3.9544368155279e-07	2.92192132883952e-07	0	0	0	0	4.68160505893876e-08
stdev.mix_16	0	0	4.65833716409219e-07	0	0	0	0	0
stdev.mix_17	1.15454711946957e-06	2.52606579167404e-07	3.56606408074435e-07	1.98883925413119e-06	0	0	0	3.02742882161411e-06
stdev.mix_18	0	0	0	0	2.13505593422822e-06	1.68329708005e-06	9.8143067846496e-07	0
stdev.mix_19	0	0	0	0	0	0	0	0
stdev.mix_20	0	0	7.86782084079595e-07	9.82435939437689e-07	0	0	0	2.41613150334725e-06
stdev.mix_21	1.0430059572793e-06	0	1.43938166625611e-06	0	0	0	0	0
stdev.mix_22	1.16365283359014e-06	1.61338495149262e-06	0	0	0	0	0	0
stdev.mix_23	9.18904986128155e-07	9.14065334747733e-07	0	0	0	0	0	0
stdev.mix_24	0	0	0	0	5.36329960389961e-06	9.32101784549049e-06	2.71928091639761e-06	0
stdev.mix_25	0	0	8.02195118783348e-07	0	0	0	0	0
stdev.mix_26	0	0	8.11197938042186e-07	2.34407532574449e-06	0	0	0	8.28256738279617e-07
stdev.mix_27	1.76910922464727e-06	1.08827613137291e-06	0	0	3.82449915081348e-06	5.38483275214681e-06	1.3135318835734e-06	0
stdev.mix_28	0	0	1.06221532057049e-06	8.91820667180522e-07	0	0	0	6.16993186604344e-07
stdev.mix_29	0	0	5.2269288043618e-07	0	0	0	0	0
stdev.mix_30	0	0	9.12812993365188e-07	0	0	0	0	0
stdev.mix_31	0	0	5.91506765670171e-07	0	0	0	0	0
stdev.mix_32	0	0	5.1452003195359e-07	0	0	0	0	0
stdev.mix_33	0	0	0	0	0	0	0	0
stdev.mix_34	0	0	0	0	0	1.88339834211147e-06	2.01489604170382e-06	0
stdev.mix_35	0	0	0	0	0	0	0	0
stdev.mix_36	2.2144093213361e-06	2.84819374828693e-06	0	0	0	0	0	0
stdev.mix_37	1.78618173994278e-06	1.58591879019873e-06	0	0	0	0	0	0
stdev.mix_38	0	0	5.73425263993842e-07	1.67685788478342e-06	0	0	0	9.04357907511566e-07
stdev.mix_39	9.09918928108922e-07	9.64800361702101e-07	8.47233099965348e-07	2.58026147268889e-06	0	0	0	0
stdev.mix_40	0	0	5.80882647164901e-07	0	0	0	0	0
stdev.mix_41	0	0	0	0	0	0	1.20072082521473e-06	0
stdev.mix_42	1.50101656004929e-06	9.62758145920424e-07	6.33857805742971e-07	1.34603569806572e-06	0	0	0	7.05281264175112e-07
stdev.mix_43	0	0	7.40292483345707e-07	1.35073162883471e-06	0	0	0	1.29095913908732e-06
stdev.mix_44	0	0	5.80502019720281e-07	0	0	0	0	0
stdev.mix_45	0	0	4.70281351930725e-07	0	0	0	0	1.19058593625595e-06
stdev.mix_46	0	0	1.03478000092154e-06	7.91917413231857e-07	0	0	0	2.11414938834402e-07
stdev.mix_47	0	0	0	0	0	0	0	0
stdev.mix_48	1.05121567128354e-06	6.23382572465302e-07	0	0	1.66975471823698e-06	1.77762763370598e-06	2.78774823661279e-06	0
stdev.mix_49	0	0	0	0	0	0	0	0
stdev.mix_50	1.82830544433026e-06	0	8.29939713085116e-08	4.53646661244472e-07	0	0	0	0
stdev.mix_51	6.03473869457846e-07	6.39602977864321e-07	0	0	2.5921955732788e-06	0	3.07381517248694e-06	0
stdev.mix_52	1.58983418713109e-06	9.27616615049634e-07	2.96977746271333e-07	0	0	0	0	0
stdev.mix_53	0	0	0	0	0	0	0	0
stdev.mix_54	1.51562457182831e-06	3.69706489546968e-07	4.15361179646965e-07	1.75699005961327e-06	0	0	0	0
stdev.mix_55	0	0	0	0	0	0	0	0
stdev.mix_56	0	0	8.43996449366584e-07	0	0	0	0	0
stdev.mix_57	0	0	1.10548362197411e-06	0	0	0	0	0
stdev.mix_58	0	0	1.01050003556679e-06	0	0	0	0	0
stdev.mix_59	0	0	0	0	0	0	0	0
stdev.mix_60	4.71667320229364e-07	6.09599567247402e-07	0	0	0	0	0	0
stdev.mix_61	1.16436378470528e-06	9.62731847315031e-07	1.04606126262458e-06	6.35940461319002e-07	0	0	0	7.03579811030936e-07
stdev.mix_62	9.54995506165666e-07	0	1.1499295161801e-06	2.12877315413633e-06	0	0	0	9.02031269541791e-07
stdev.mix_63	0	0	0	0	0	0	0	0
stdev.mix_64	0	0	0	0	0	0	0	0
stdev.mix_65	0	0	3.63362740634259e-07	0	0	0	0	6.78484490265917e-07
stdev.mix_66	1.59441371503198e-06	1.32238022752501e-06	0	0	2.04030350123374e-06	0	1.61084989837169e-06	0
stdev.mix_67	9.21094922697404e-07	1.58719387140054e-06	5.00136724788522e-07	3.50569922616116e-07	0	0	0	4.75041265848081e-07
stdev.mix_68	0	0	8.41530950898207e-07	1.39021371987894e-06	0	0	0	1.53213708116953e-06
stdev.mix_69	0	0	0	0	0	0	0	0
stdev.mix_70	1.74866678879618e-06	1.48118404188164e-06	0	0	0	0	0	0
stdev.mix_71	1.62264633074794e-06	1.64647742884348e-06	0	0	1.53146516415892e-06	0	1.71361674916098e-06	0
stdev.mix_72	2.09163385631471e-06	1.852417740195e-06	0	0	0	0	0	0
stdev.mix_73	3.3067169298123e-06	1.34992379490472e-06	0	0	0	0	0	9.69306277310507e-07
stdev.mix_74	7.77873348695735e-07	0	0	0	0	0	0	0
stdev.mix_75	0	0	0	0	1.82784982070025e-06	0	3.11679413178058e-06	0
stdev.mix_76	0	0	5.11688822386048e-07	2.1150293079969e-07	0	0	0	0
stdev.mix_77	0	0	4.45002132429248e-07	1.01837096119544e-06	0	0	0	4.14478625907919e-06
stdev.mix_78	0	0	0	0	0	0	0	0
stdev.mix_79	0	0	0	0	0	0	0	0
stdev.mix_80	9.59175622386796e-07	0	0	0	0	0	0	0
stdev.mix_81	0	0	4.61597243749979e-07	1.34991086166078e-06	0	0	0	0
stdev.mix_82	0	0	0	0	0	0	0	0
stdev.mix_83	0	0	0	0	0	0	0	0
stdev.mix_84	0	0	4.37435227001973e-07	0	0	0	0	0
stdev.mix_85	0	0	6.51380267690426e-07	0	0	0	0	0
stdev.mix_86	0	0	1.18514233947466e-06	1.39581847451059e-06	0	0	0	5.97797930800406e-07
stdev.mix_87	0	0	9.68926244948151e-07	0	0	0	0	0
stdev.mix_88	0	0	3.3279922029397e-07	0	0	0	0	0
stdev.mix_89	0	0	4.76142182154374e-07	6.47078950713283e-07	0	0	0	2.67219585412044e-07
stdev.mix_90	0	0	9.57738544355162e-07	0	0	0	0	0
stdev.mix_91	0	0	0	0	4.66626959174407e-06	0	2.45339076742705e-06	0
stdev.mix_92	0	0	1.02168129112463e-07	0	0	0	0	0
stdev.mix_93	0	0	0	0	4.67380466729351e-06	9.8345920612262e-06	1.76431121377266e-06	0
stdev.mix_94	0	0	0	0	1.24869545528709e-06	1.76510454630337e-06	3.10590118450241e-06	0
stdev.mix_95	6.59104441913231e-07	1.5219262113681e-06	0	0	3.34024518185734e-06	0	3.05910772503122e-06	0
stdev.mix_96	0	1.58137661118491e-06	0	0	0	0	6.21963228260625e-07	6.60079438250042e-07
stdev.mix_97	0	0	0	0	0	0	0	0
stdev.mix_98	0	0	0	0	0	0	0	0
stdev.mix_99	0	0	1.27247141857423e-06	1.05725209674465e-06	0	0	0	3.39239156679467e-06
stdev.mix_100	0	0	6.39151958032417e-07	0	0	0	0	0
