B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
average.mix_1	-0.0276854895976868	-0.0284806670360788	0	0	0.0309274761527656	0.0329929640801907	0	0	0	0	0
average.mix_2	0	0	0	0	0	0	-0.220117778347785	0	-0.095010152469057	0.00472442573072761	0.0998579908914315
average.mix_3	0	0	0	0	0	0	0.198884788362317	0.0785611262859797	0.0879590615674899	0	0
average.mix_4	0	0	0.00896582236089785	0.0189815671543265	0.0150807368156452	0.0296210305723799	-0.0696171373207714	0	-0.0573022647736952	0	0
average.mix_5	0	0	0	0	0	6.87567334929643e-05	0	0	0	0	0
average.mix_6	0	0	0	0.00272423501592739	0.0228880376897154	0.0356752173807197	-0.0507657768853354	0	-0.0575902865857599	0	0
average.mix_7	0	0	0	0	0	0	0	0	0	0	0
average.mix_8	-0.0179250803501286	-0.0315174483509782	0	0	0	0	-0.0185822614145781	0	-0.0344484375958295	0	0.0464968111293929
average.mix_9	0	0	0.00382196760367874	0.0178353777100132	0.0329705523184772	0.0500961076115472	-0.0170607005336427	0	-0.019761631990079	-0.00296695868154284	0
average.mix_10	0.00605164197147062	0.018675318591727	0.0115667609160696	0.0113491813484028	0	0	0	0	0	0	0
average.mix_11	0	0	0	0	0.0204217974709205	0.0158344940364351	0	0	0	0	0.00502589541737911
average.mix_12	0	0	0	0.0111912914026016	0.0127214909268861	0.0285706738981126	0	0	0	0	0
average.mix_13	0	0	0.0700456296792521	0.0580118450971567	0	0.0218231320211453	-0.0144259104472234	0	0	0	-0.0508544627037825
average.mix_14	0	0	0.0117305421789038	0.0198865731958129	0.0118585868573989	0.0181358326503265	0	0	0	0	0
average.mix_15	0	0	0	0	0.0104689715715927	0.015776615848929	0	0	-0.0180729881864997	0	0
average.mix_16	0	0	0	0	0	0	0	0.00328078572226316	-0.000979968521692212	-0.0854962489902134	0
average.mix_17	0	0	0	0	0	0	-0.0371495742295978	0	-0.133939463334823	0	0
average.mix_18	0.0679391990151135	0.050142480074857	0.0730418025706208	0.0456689871404913	0	0	0	0	0	0	0
average.mix_19	0	-0.025472427969707	0	0	0	0	0.051813930599797	0.00707806831134817	0.0260171995491076	0	0
average.mix_20	0	0	0	0.00815420294575996	0.0149648043118657	0.0259412532083186	-0.162155575654561	0	-0.0732032296606407	-0.0285304352965368	0
average.mix_21	0	0	0.0531045449758539	0.032677228630738	0	0	-0.0177739991978787	0	-0.00694960120923623	-0.0280909434499987	-0.13919627199469
average.mix_22	0	0	0	0	0.0162847616082069	0.0144375319902673	0	0	0	0	0
average.mix_23	0	0	0	0.00502396776959877	0.0191526223745146	0.0301872104860936	0	0	0	0	0
average.mix_24	0	0	0	0	0	0.0118807350340095	-0.00582179801758741	0	-0.0628724558895511	-0.00991019897805586	0
average.mix_25	0	0	0.0229116387011872	0.0290298427904821	0.0248907793290866	0.0456906495614718	-0.0273346080106001	0	-0.0272780680676121	-0.0220129988245369	0
average.mix_26	0	0	0.0312157842794191	0.00902784503944326	0	0	0	0	0	0	-0.0458748222510682
average.mix_27	0	0	0	0	0.0280091981915386	0.0399488101402893	0	0	0	0	0
average.mix_28	0	0	0	0.0015960855767828	0.0129296135982895	0.0256207584471366	-0.039954497204389	0	-0.0444279948286509	0	0
average.mix_29	0	0	0	0	0.0170843517687287	0.016188235541252	0	0	0	0	0.0507021705190528
average.mix_30	0	0	0.0159648807707818	0.0243865550245663	0.0208675704851903	0.0365479350801999	0	0	-0.00183224097393811	0	0
average.mix_31	0	0	0	0.00899300183182223	0.00136127100294102	0.0043087196578486	0	0	0	0	0
average.mix_32	0	0	0.0272556930278063	0.0295529187425266	0.000655592954675	0.0143065574474702	0	0	0	0	0
average.mix_33	0	0	0.058959317317099	0.0495868108156797	0	0	0	0	0	-0.0413394771668045	-0.0776557639605077
average.mix_34	0	0	0	0	0	0	0	0	0.052953464895068	0.323744206427828	0.216876292443536
average.mix_35	0	0	0	0.000257794338154759	0.0140266816951833	0.0219494945629944	0	0	0	0	0
average.mix_36	0	0	0	0	0	0	0	0	0	0	0
average.mix_37	0	0	0	0	0	0	0	0	0	0	0
average.mix_38	0	0	0	0	0	0	0	0	0	0	0
average.mix_39	0	0	0	0	0.0123340705741684	0.0245696039832581	-0.0820725473803755	0	-0.0653686330175346	0	0
average.mix_40	0	0	0	0.00711560434534259	0	0	0	0	0	0	0
average.mix_41	0	0	0	0	0	0	0.137106508825294	0	0.0893531164592905	0	0
average.mix_42	0.0347462357850742	0.0334464944833171	0.0597907093742956	0.0463833838912187	0	0	-0.124771249910012	-0.0956996025009825	-0.0339857671162442	0.00256195432628328	0
average.mix_43	0.00678178296542381	0.0183089540027567	0	0	0	0	0	0	0	0	0
average.mix_44	0	0	0	0	0.00357880572286362	0.012425657406854	-0.0195961873359604	0	0	0	0
average.mix_45	0	0	0	0	0	0	-0.0294175614679032	0	-0.00840884693417555	0.0579080385438247	0.141393541694632
average.mix_46	0	0	0	0	0	0	0.208175707998692	0	0.158939426196733	0	0
average.mix_47	0	0	-0.0574514163316518	-0.00601543630669513	-0.0369318222518142	0	-0.0364904914570831	0.207495447924219	-0.127394257745638	-0.106233043953797	-0.149469546721936
average.mix_48	0.0531086171459448	0.0501782456822533	0.0444194057547568	0.0328611887292887	0	0	0	0	0	0	0
average.mix_49	0	0	0	0	0	0	0.228628661444717	0	0.163315035466657	0.0429496652126112	0.131901878323967
average.mix_50	0	0	0	0	0.0137451039753537	0.0165778450432289	-0.0297765376545507	0	-0.0355843144397422	0	0
average.mix_51	0	0	0	0	0	0	0	0	0	0	0
average.mix_52	0	0	0	0	0	0	0	0	0	0	0
average.mix_53	0.0474221796322629	0.053000105562913	0	0	0	0	0	0	0	0	0
average.mix_54	0	0	0.0125941665695271	0.0206429323547948	0	0.00862355700960855	0	0	0	-0.0438922216930037	-0.0207339353755171
average.mix_55	0	0	0.0814114225745844	0.0546978587592405	0	0	0	0	0	0	-0.0714104361678403
average.mix_56	0	0	0.0359307108972065	0.0380886044397435	0.0186935401878831	0.0325890120938636	0	0	0	-0.00208047728885863	0
average.mix_57	0	0	0	0.00235616818040432	0.0242099309519217	0.0337383755183485	0	0	0	0	0
average.mix_58	0	0	0	0	0.0165875508983585	0.031792065360244	0	0	0	-0.0201817797819341	0
average.mix_59	0	0	0	0	0	0	0.00444994558634434	0	0.043616337055464	0.101571913769958	0.0733721160637084
average.mix_60	0	0	0.0401072530560744	0.0354456088362476	0	0	0	0	0	-0.0358626190746267	-0.0824336109661499
average.mix_61	0	0	0	0	0	0	0	0	0	0	0
average.mix_62	0	0	0	0	0	0	0.118050314577806	0	0.0263424191437028	-0.00454483868082777	0
average.mix_63	0	0	0	0.0130678001401837	0.017106645169459	0.0313165059907374	0	0	0	-0.030854196408256	0
average.mix_64	0	0	-0.0963073543993354	-0.0149052132417376	-0.0371626375751312	-0.0142287894488169	-0.422982117680409	0	-0.231747201204231	0	0
average.mix_65	0	0	0	0	0	0	0.0520923872955718	0	0.0786795035460376	0	0
average.mix_66	0	0	0	0	0	0	0	0	0	0.172929304001071	0.231212262798956
average.mix_67	0	0	0	0	0.0119284502333017	0.0147473062196303	0	0	0	-0.0208871878368124	0
average.mix_68	0	0	0	0	0	0	-0.023863452696136	0	-0.0297044684304841	0	0
average.mix_69	0	0	0.0107924066438614	0.0176908067978961	0	0.00930671309313943	-0.114148334218378	0	-0.0961626714352961	0	0
average.mix_70	0	0	0	0	0	0	0	0	0	0	0
average.mix_71	0	0	0	0	0	0	0	0	0	0	0
average.mix_72	0	0	0	0	0	0	0.0897472286647248	0.0297390510576902	0	-0.11438565618728	0
average.mix_73	0	0	0	0	0	0	0	0	0	-0.15723927553659	-0.245910890067263
average.mix_74	0	0	0.0350714884906504	0.0381427331894095	0.0231895606470878	0.0451842664427545	-0.0363852079899993	0	0	0	0
average.mix_75	0	0	0.0370297599376309	0.0298069702817249	0	0	0	0	0	0	0
average.mix_76	-0.0239105978716483	-0.00718247279007595	0	0	0.00581318272422174	0	0.0476013867662729	0	0	0	0
average.mix_77	0	0	0	0.00639233565413939	0	0.00998900976896254	0	0	0	0	0
average.mix_78	0	0	0.00121712729447337	0.0100210519631642	0	0	0	0	0	-0.0845074369288873	-0.0957447765116155
average.mix_79	0	0.0185365483307048	0	0	0	0	0.368748507575059	0.140584929948208	0.177505736556558	-0.13017534899696	-0.0750465806248882
average.mix_80	0.095787255937032	0.0915630594607615	0	0	0	0	0	0	0.0395095246894197	0	0
average.mix_81	0	0	0	0	0	0	0.408273033630265	0	0.426654406912746	0	0
