B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
S10001	0	0	0	2.60470805985381e-10	0	0	0	0	0	0.999999999739529	0
S10006	0	0	0	1.50714861353585e-10	0	0	0	0	0	0.999999999849285	0
S1001	0	0	0	1.94147753696614e-10	0	0	0	0	0	0.999999999805852	0
S10010	0	0	0	1.19263701246508e-10	0	0	0	0	0	0.999999999880736	0
S10011	0	0	0	1.20126547424245e-10	0	0	0	0	0	0.999999999879873	0
S10014	0	0	0	1.52423816972346e-10	0	0	0	0	0	0.999999999847576	0
S10026	0	0	0	3.27233779517248e-10	0	0	0	0	0	0.999999999672766	0
S10032	0	0	0	2.05426411820304e-10	0	0	0	0	0	0.999999999794574	0
S10036	0	0	0	1.66419176154009e-10	0	0	0	0	0	0.999999999833581	0
S10042	0	0	0	2.31490825151074e-10	0	0	0	0	0	0.999999999768509	0
S10044	0	0	0	2.49249109196639e-10	0	0	0	0	0	0.999999999750751	0
S10049	0	0	0	2.86748978816649e-10	0	0	0	0	0	0.999999999713251	0
S10057	0	0	0	2.15973606438681e-10	0	0	0	0	0	0.999999999784026	0
S10062	0	0	0	3.26372993200994e-10	0	0	0	0	0	0.999999999673627	0
S10066	0	0	0	1.9338666922989e-10	0	0	0	0	0	0.999999999806613	0
S10067	0	0	0	3.89301620035248e-10	0	0	0	0	0	0.999999999610698	0
S1007	0	0	0	1.49715301902457e-10	0	0	0	0	0	0.999999999850285	0
S10073	0	0	0	2.95035457456284e-10	0	0	0	0	0	0.999999999704964	0
S10077	0	0	0	1.65797434361287e-10	0	0	0	0	0	0.999999999834203	0
S10080	0	0	0	1.02315284643899e-10	0	0	0	0	0	0.999999999897685	0
S10082	0	0	0	3.28286407007009e-10	0	0	0	0	0	0.999999999671714	0
S10087	0	0	0	4.09734208659652e-10	0	0	0	0	0	0.999999999590266	0
S10089	0	0	0	1.90407241612367e-10	0	0	0	0	0	0.999999999809593	0
S1009	0	0	0	2.50258952917769e-10	0	0	0	0	0	0.999999999749741	0
S10090	0	0	0	2.90027228087467e-10	0	0	0	0	0	0.999999999709973	0
S10093	0	0	0	1.06748935402601e-10	0	0	0	0	0	0.999999999893251	0
S10094	0	0	0	1.86475791277915e-10	0	0	0	0	0	0.999999999813524	0
S1010	0	0	0	2.98380864128672e-10	0	0	0	0	0	0.999999999701619	0
S10111	0	0	0	3.33538896553345e-10	0	0	0	0	0	0.999999999666461	0
S10116	0	0	0	2.21026856934285e-10	0	0	0	0	0	0.999999999778973	0
S10119	0	0	0	2.1865479936719e-10	0	0	0	0	0	0.999999999781345	0
S10121	0	0	0	2.30072467541443e-10	0	0	0	0	0	0.999999999769927	0
S10130	0	0	0	1.52406209299769e-10	0	0	0	0	0	0.999999999847594	0
S10140	0	0	0	1.67572841264847e-10	0	0	0	0	0	0.999999999832427	0
S10142	0	0	0	3.06585262471618e-10	0	0	0	0	0	0.999999999693415	0
S10150	0	0	0	8.69799639163447e-11	0	0	0	0	0	0.99999999991302	0
S10155	0	0	0	2.46209827529271e-10	0	0	0	0	0	0.99999999975379	0
S1016	0	0	0	1.92793313325125e-10	0	0	0	0	0	0.999999999807207	0
S10163	0	0	0	6.9864025747987e-11	0	0	0	0	0	0.999999999930136	0
S10167	0	0	0	1.25193096948415e-10	0	0	0	0	0	0.999999999874807	0
S10168	0	0	0	2.10879913239505e-10	0	0	0	0	0	0.99999999978912	0
S10173	0	0	0	4.07487277073365e-10	0	0	0	0	0	0.999999999592513	0
S10175	0	0	0	1.83407802522632e-10	0	0	0	0	0	0.999999999816592	0
S10179	0	0	0	3.18579848895334e-10	0	0	0	0	0	0.99999999968142	0
S10186	0	0	0	4.37501616729389e-10	0	0	0	0	0	0.999999999562498	0
S1019	0	0	0	2.487313487578e-10	0	0	0	0	0	0.999999999751269	0
S10190	0	0	0	4.30920484700992e-10	0	0	0	0	0	0.999999999569079	0
S10195	0	0	0	2.04829240389857e-10	0	0	0	0	0	0.999999999795171	0
S10196	0	0	0	1.8938057358527e-10	0	0	0	0	0	0.999999999810619	0
S10200	0	0	0	1.67414174484195e-10	0	0	0	0	0	0.999999999832586	0
S10201	0	0	0	8.73586024829887e-11	0	0	0	0	0	0.999999999912641	0
S10202	0	0	0	1.68605899314194e-10	0	0	0	0	0	0.999999999831394	0
S10205	0	0	0	3.18565127720972e-10	0	0	0	0	0	0.999999999681435	0
S10211	0	0	0	1.22766903701359e-10	0	0	0	0	0	0.999999999877233	0
S10221	0	0	0	2.28646951142018e-10	0	0	0	0	0	0.999999999771353	0
S10222	0	0	0	1.75583224646377e-10	0	0	0	0	0	0.999999999824417	0
S10226	0	0	0	2.69214294544354e-10	0	0	0	0	0	0.999999999730786	0
S10227	0	0	0	1.46600329761436e-10	0	0	0	0	0	0.9999999998534	0
S10228	0	0	0	2.16143334792662e-10	0	0	0	0	0	0.999999999783857	0
S10232	0	0	0	3.28825385856804e-10	0	0	0	0	0	0.999999999671175	0
S10248	0	0	0	3.3901638808178e-10	0	0	0	0	0	0.999999999660984	0
S10249	0	0	0	1.20635541533821e-10	0	0	0	0	0	0.999999999879364	0
S1025	0	0	0	4.54061699155948e-10	0	0	0	0	0	0.999999999545938	0
S10266	0	0	0	2.02289534258622e-10	0	0	0	0	0	0.99999999979771	0
S10269	0	0	0	1.40970017109193e-10	0	0	0	0	0	0.99999999985903	0
S10272	0	0	0	2.14303441022523e-10	0	0	0	0	0	0.999999999785697	0
S10273	0	0	0	1.4104169150203e-10	0	0	0	0	0	0.999999999858958	0
S10274	0	0	0	1.6793718171623e-10	0	0	0	0	0	0.999999999832063	0
S1028	0	0	0	2.13779228362399e-10	0	0	0	0	0	0.999999999786221	0
S10280	0	0	0	6.93304126738742e-10	0	0	0	0	0	0.999999999306696	0
S10283	0	0	0	3.24553207710185e-10	0	0	0	0	0	0.999999999675447	0
S1029	0	0	0	2.26005050896602e-10	0	0	0	0	0	0.999999999773995	0
S10292	0	0	0	3.10527638625707e-10	0	0	0	0	0	0.999999999689472	0
S10294	0	0	0	2.62676720495207e-10	0	0	0	0	0	0.999999999737323	0
S10302	0	0	0	3.09675020575962e-10	0	0	0	0	0	0.999999999690325	0
S10303	0	0	0	1.52480175196141e-10	0	0	0	0	0	0.99999999984752	0
S10323	0	0	0	2.30988604791617e-10	0	0	0	0	0	0.999999999769011	0
S10326	0	0	0	2.33964290106833e-10	0	0	0	0	0	0.999999999766036	0
S10328	0	0	0	2.3184945710697e-10	0	0	0	0	0	0.999999999768151	0
S10329	0	0	0	4.2059207944142e-10	0	0	0	0	0	0.999999999579408	0
S10336	0	0	0	1.59485104026215e-10	0	0	0	0	0	0.999999999840515	0
S10340	0	0	0	3.06755316584146e-10	0	0	0	0	0	0.999999999693245	0
S10347	0	0	0	2.39687556915305e-10	0	0	0	0	0	0.999999999760313	0
S10353	0	0	0	2.62409814867317e-10	0	0	0	0	0	0.99999999973759	0
S10356	0	0	0	2.96614340206025e-10	0	0	0	0	0	0.999999999703386	0
S10358	0	0	0	2.92199764444342e-10	0	0	0	0	0	0.9999999997078	0
S10365	0	0	0	1.70517721389651e-10	0	0	0	0	0	0.999999999829482	0
S1037	0	0	0	4.10539683325686e-10	0	0	0	0	0	0.99999999958946	0
S10373	0	0	0	2.52255958691061e-10	0	0	0	0	0	0.999999999747744	0
S10374	0	0	0	1.71906212357287e-10	0	0	0	0	0	0.999999999828094	0
S10375	0	0	0	1.83060646644173e-10	0	0	0	0	0	0.999999999816939	0
S10377	0	0	0	6.83046175026506e-11	0	0	0	0	0	0.999999999931695	0
S10378	0	0	0	2.87658084109792e-10	0	0	0	0	0	0.999999999712342	0
S10390	0	0	0	1.32793851390104e-10	0	0	0	0	0	0.999999999867206	0
S10391	0	0	0	1.86937371710837e-10	0	0	0	0	0	0.999999999813063	0
S10393	0	0	0	2.9142440146447e-10	0	0	0	0	0	0.999999999708576	0
S10400	0	0	0	1.27587619951511e-10	0	0	0	0	0	0.999999999872412	0
