B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8
mix_39	0.3077	0	0.0148	0.0693	0.1171	0	0.1663	0.0219	0	0.3029
mix_40	0.1731	0	0.4062	0	0.0139	0	0.2079	0.1507	0	0.0482
mix_41	0	0	0.535	0	0.118	0.0206	0.1164	0.0161	0	0.1938
mix_42	0.319	0	0	0	0.0475	0	0.2461	0.1168	0	0.2706
mix_43	0	0	0.1816	0.0456	0.1563	0	0.1774	0.0793	0	0.3598
mix_44	0	0	0.1514	0	0.1533	0	0.2364	0.2106	0	0.2483
mix_45	0	0	0.359	0	0	0.0093	0.2889	0.187	0	0.1559
mix_46	0.1223	0	0.0557	0	0.1277	0	0.2226	0.0082	0	0.4635
mix_47	0.1868	0	0.4023	0	0	0.0012	0.2182	0.0949	0	0.0965
mix_48	0.241	0	0.5689	0.046	0.1054	0	0.0386	0	0	0
mix_49	0.2058	0	0.4228	0	0.1126	0	0.1095	6e-04	0	0.1487
mix_50	0.2611	0	0.0465	0	0	0	0.3142	0.2095	0	0.1687
mix_51	0.2335	0	0.4934	0.0297	0.1022	0	0.0707	0.0468	0	0.0238
mix_52	0.3662	0	0	0.0238	0.0833	0	0.2008	0.1277	0	0.1982
mix_53	0.2265	0	0.4572	0	0.0973	0	0.1226	0.0388	0	0.0577
mix_54	0.328	0	0	0	0.0164	0	0.2389	0.0489	0	0.3678
mix_55	0.2056	0	0.4517	0	0.0761	0	0.1172	0.0594	0	0.0899
mix_56	0.1005	0	0.235	0	0	0	0.3115	0.1982	0	0.1548
mix_57	0	0	0.4303	0	0.1014	0.0039	0.1852	0.1338	0	0.1454
mix_58	0.1302	0	0.1694	0.0136	0.1206	0	0.1679	0.1087	0	0.2896
mix_59	0	0	0.5115	0	0.1047	0.0162	0.1247	0	0	0.2429
mix_60	0.3257	0	0.2743	0	0	0	0.2076	0.0597	0	0.1328
mix_61	0.2171	0	0	0	0	0	0.3436	0.2909	0	0.1484
mix_62	0.1863	0	0	0.0038	0.0996	0	0.2569	0.2499	0	0.2035
mix_63	0	0	0.5008	0	0.0503	0.0168	0.1745	0.0878	0	0.1698
mix_64	0.2068	0	0.4525	0	0	0	0.2076	0.133	0	0
mix_65	0.0934	0	0.1966	0.0997	0.1512	0	0.1056	0.1001	0	0.2533
mix_66	0.2231	0	0.498	0.0207	0.1134	0	0.0796	0.0136	0	0.0516
mix_67	0.2804	0	0	0.0364	0.1061	0	0.1891	0.1084	0	0.2796
mix_68	0.0182	0	0.0513	0.0603	0.1779	0	0.1866	0.0365	0	0.4693
mix_69	0.1902	0	0.4768	0	0	3e-04	0.1841	0.1204	0	0.0281
mix_70	0.3751	0	0.2284	0.217	0.131	0	0.0246	0	0	0.0238
mix_71	0.2818	0.0135	0.5917	0	0	0.0039	0.1	0.0091	0	0
mix_72	0.4701	0.0567	0.0355	0	0	0	0.2595	0.146	0	0.032
mix_73	0.3327	0	0.1506	0.0859	0.1161	0	0.0905	0.0219	0	0.2022
mix_74	0.2489	0	0.2774	0	0.0408	0	0.2016	0.1447	0	0.0866
mix_75	0.2055	0	0.5629	0	0.0781	0	0.0965	0.057	0	0
mix_76	0.01	0	0.1539	0	0.1593	0	0.1775	0.0911	0	0.4082
mix_77	0.0433	0	0	0	0.1004	0	0.288	0.1824	0	0.386
mix_78	0.1454	0	0.4658	0	0.0864	6e-04	0.1293	0.0153	0	0.1573
mix_79	0	0	0.5567	0	0.0273	0.0369	0.1723	0.0748	0	0.1318
mix_80	0.2862	0	0.1943	0	0	0	0.2589	0.0865	0	0.174
mix_81	0.1031	0	0.1829	0	0	0	0.3102	0.2315	0	0.1723
mix_82	0.2112	0	0.4059	0	0.0305	0	0.1509	0.0502	0	0.1513
mix_83	0.1602	0	0.5422	0	0.0747	0.0118	0.1233	0.0602	0	0.0276
mix_84	0.1814	0	0.2446	0	0	0	0.2609	0.1262	0	0.1869
mix_85	0.1095	0	0.2376	0	0	0.0029	0.2836	0.13	0	0.2365
mix_86	0.0125	0	0.061	0	0.1167	0	0.2863	0.2	0	0.3236
mix_87	0.0664	0	0.3572	0	0	0.0048	0.2852	0.1722	0	0.1141
mix_88	0.1579	0	0.1366	0	0.0885	0	0.2097	0.1115	0	0.2957
mix_89	0.1153	0	0.011	0	0.0985	0	0.2509	0.1641	0	0.3602
mix_90	0.0408	0	0.4159	0	0	0.0111	0.2368	0.112	0	0.1834
mix_91	0.1465	0	0.5063	0.0114	0.1207	0	0.0928	0.0455	0	0.0768
mix_92	0.1317	0	0.3948	0	0	0	0.2316	0.1454	0	0.0966
mix_93	0	0	0.8224	0	0.0238	0.0408	0.1107	0.0023	0	0
mix_94	0	0	0.6021	0	0.145	0.0186	0.0819	0	0	0.1525
mix_95	0.2352	0	0.4634	0.05	0.124	0	0.0413	0.0403	0	0.0458
mix_96	0.179	0	0.4014	0.1389	0.1202	0	0.0242	0.0429	0	0.0934
mix_97	0.0946	0	0.4613	0	0.0336	0.0136	0.1841	0.0555	0	0.1574
mix_98	0.1833	0	0.4288	0	0	0	0.1914	0.1114	0	0.0852
mix_99	0.058	0	0	0	0.0218	0	0.3727	0.2486	0.0087	0.2901
mix_100	0.1501	0	0.3436	0	0.0056	0	0.2253	0.1448	0	0.1306
