B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
average.mix_1	0	0	0	0	0	0	0	0	0.0033240322578544	0	0.0167414008785569
average.mix_2	0	0	0	0	0	0	0.02548276030905	0	0.0443128755470659	0.0116205600109801	0
average.mix_3	0	0	0.0341925268939545	0.0328395755576333	0.00609473268816002	0.023314571458562	0	0	0	0	0
average.mix_4	0	0	0	0	0	0	0	0	0	0	0
average.mix_5	0	0	0	0	0	0	0	0	0	0	0
average.mix_6	0	0	0	0	0	0	0	0	0	0	0
average.mix_7	0.0182763186705925	0.0203175502638713	0	0	0	0	0	0	0	0	0
average.mix_8	0	0	0	0	0	0	0	0	0	0	0
average.mix_9	0	0	0	0	0	0	0	0	0	0	0.00329096584553882
average.mix_10	0.0638690702185372	0.0562916554183936	0	0	0	0	0	0	0	0	0
average.mix_11	0	0	0	0	0	0	0.0134536360542491	0	0.0317854381181251	0.00509204958593949	0
average.mix_12	0	0	0	0	0	0	0	0	0.0113534523006393	0	0
average.mix_13	0.0526459395369647	0.0469391251330706	0	0	0	0	0	0	0	0	0
average.mix_14	0.0756674046474691	0.0654005346977557	0	0	0	0	0	0	0	0	0
average.mix_15	0	0	0	0	0	0	-0.00783274933466064	0	0	0	0
average.mix_16	0	0	0	0	0	0	0	0	0	0	0
average.mix_17	0.0947164314753905	0.0785009427537752	0	0	0	0	0	-0.0019238560893439	0	-0.00205142630929323	-0.0102640536337289
average.mix_18	0	0	0	0	0	0	0.0430540555944358	0	0.0540164880277055	0.0147319971104467	0.000221861203142389
average.mix_19	0	0	0	0	0	0	0	0	0	0	0
average.mix_20	0	0	0.0623701626876703	0.0626334873099053	0.0421538251679925	0.0820504114001776	-0.0274944587354997	0	-0.0203594522844953	-0.012510419150179	0
average.mix_21	0.00777025323433074	0.0105619040983263	0	0	0	0	0	0	0	0	0
average.mix_22	0	0	0	0	0	0	0	0	0	0	0
average.mix_23	0.0178094415832976	0.018857974353792	0	0	0	0	0	0	0	0	0
average.mix_24	0	0	0	0	0	0	0.0202712865239736	0.0194752084828494	0.0463983139553607	0.0160321073281335	0.0263023803677821
average.mix_25	0	0	0.00314383109325149	0	0	0	0	0	0	0	0
average.mix_26	0	0	0.00646222864730926	0.0232558719627882	0.0236495162630007	0.0557337677555939	-0.0136887003670093	0	-0.011169618504281	0	0
average.mix_27	0	0	-0.00193704564376621	0	-0.00640742423731062	0	0	0	0	0	0
average.mix_28	0	0	0.0313520188288305	0.0315649231750907	0.0141824398383604	0.0432848398142645	-0.0109804893708751	0	-0.00967028194461241	-0.00630277205446361	0
average.mix_29	0	0	0	0	0	0	0	0	0	0	0
average.mix_30	0	0	0	0	0	0	0	0	0	0	0
average.mix_31	0	0	0	0	0	0	0	0	0	0	0
average.mix_32	0	0	0	0	0	0	0	0	0	0	0
average.mix_33	0	0	0	0	0	0	0	0	0	0	0
average.mix_34	0	0	0	0	0	0	0	0	0.0225148181915139	0.003666689074577	0.0122989307708111
average.mix_35	0	0	0	0	0	0	0	0	0	0	0
average.mix_36	0.0365468055451213	0.0359774518395647	0	0	0	0	0	0	0	0	0
average.mix_37	0.0288590626151508	0.0312886752251679	0	0	0	0	0	0	0	0	0
average.mix_38	0	0	0.027224926223978	0.0387641305645411	0.0250593586171987	0.0523505384969654	-0.00309702607419818	0	-0.00252155026535388	0	0
average.mix_39	0.0165236138039655	0.0122716990501561	0	0	0	0	-0.00281630549404967	0	0	0	0
average.mix_40	0	0	0	0	0	0	0	0	0	0	0
