B.cells.naive,B.cells.memory,Monocytes,NK.cells.resting,NK.cells.activated,Neutrophils,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.CD8
S10001,0.0844233242450576,0.0119256019425023,0.12975726549931,0.104235081473918,0,0.399627246025905,0.15554956997764,0.00220483440149342,0,0.112277076434174
S10006,0.0843390705068278,0.0362892189141301,0.116588570735386,0.118636491079943,0,0.404394834446022,0.0104405250441323,0.0566776927461045,0,0.172633596527454
S1001,0.050043028563856,0.0236362666863139,0.160781848523891,0.126240594307302,0,0.3551015976596,0,0.0641336554243617,0,0.220063008834675
S10010,0,0.0427762560940376,0.162641065035338,0.125841033903746,0,0.418418215081378,0.0470140606269481,0.033949798277526,0,0.169359570981027
S10011,0.0512017154616327,0.0331275921336865,0.163527513959825,0.099838505795537,0,0.35005560493369,0.122493497406602,0,0,0.179755570309027
S10014,0.053338876755229,0.0180483153481439,0.140905947024924,0.15353053568907,0,0.382355351223647,0.0382034521457893,0.0253241802714239,0,0.188293341541773
S10026,0,0.0905422878163442,0.145474352760098,0.123429618790574,0,0.390672036495001,0.0185141366269877,0.127248595804988,0,0.104118971706007
S10032,0.0937038396881016,0.0145828384563376,0.192461244597038,0.128070920245515,0,0.34263064330926,0.0269660166514543,0.0804556904098292,0,0.121128806642464
S10036,0,0.0668701594550641,0.130667318426206,0.118271897387294,0,0.422472834141508,0,0.16204813156937,0,0.0996696590205569
S10042,0.0596527434893698,0.0275754833471735,0.140117169438472,0.130791727579027,0,0.385355726100027,0,0.0743386844005838,0,0.182168465645346
S10044,0.0207619003386549,0.0685984123690901,0.124734153827718,0.114904507261196,0,0.403340995505414,0.0261898607105834,0.0983794392792391,0,0.143090730708105
S10049,0.0793081211175233,0.0330483551167258,0.119175147324392,0.0858388289622682,0,0.388880892988917,0,0.0954771693308387,0,0.198271485159335
S10057,0.0129186046053714,0.0660803576825938,0.12698981349509,0.156968051561082,0,0.340641273703869,0.00766436552046627,0.0505209241080291,0,0.238216609323499
S10062,0.0428130880290197,0.0420649256643703,0.166823660860243,0.0839954204803593,0,0.379504248903352,0.0360633375811309,0.0652291158688788,0,0.183506202612646
