naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
average.Mix_1	0	0	0.00202891734093846	0.00290904570338244	0.000933922305319281	0	0.000518688894348791	0.000283973060850108	0	0.000652800347197948	0.00164018384130443	0.0013243299959436	0.000158554307495414	0.00121434412031392	0.000107356690402851	0	0.000747630862400245	0.000904351401807701	4.66182314146899e-05	0
average.Mix_2	0.000732039330186833	0.000354490562515199	0	0	0.000201071072656635	0	0	0.000159976836776699	0	0	0	0	0	0	0	0	1.26827647088731e-05	0	0	0
average.Mix_3	0	0	0	0	0.000506680543965193	0	0	0.000287341998904689	0.000642431307003853	0	0	0	0	0	0	0	0	0	0	0
average.Mix_4	0	0	0	0	0.000348135452196553	0	0	0.000382935717521416	0.000589584903957261	0	0	0	0	0	0	0	0	0	0	0
average.Mix_5	0.00247646706728448	0.00189269360854969	0	0	0.00050118522048493	0	0	0	0	0	0	0	0	0.000396872894061303	0	0	0	0	0.00079607218251315	0.000131402585160464
average.Mix_6	0.000128161250223381	2.01073720270476e-05	0.00377142358916368	0.00457039126938986	0.000787289441452981	0	0.00128154453927434	0	0	0.000800300187770958	0.00227733841211685	0.0015705547402095	3.63162178966329e-05	0.00130039567016549	2.91821836158918e-05	0	0.000754617130118747	0.00102585794451899	0.00049899747461733	0
average.Mix_7	0	0	0	0	0	0	0	0.000236297717566747	0.000504475955736677	0	0	0	0	0	0	0	0	0	0	0
average.Mix_8	7.93603083432436e-05	0	0	0	0	0	0	7.04614092426187e-05	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_9	0.000303744326935554	0	0	0	0.00023655587496092	0	0	0.00011020614684412	0	0	0	0	0	0	0	0	0	0	0	0
average.Mix_10	0.00103113537883616	0.000632925579829959	0	0	0.0002573551870549	0	0	0	0	0	0	0	0	9.12405576514765e-05	0	0	3.20291051021749e-05	0.000195410654225066	1.3331805665204e-05	0
average.Mix_11	0	0	0	0	0	0	0	0.000389045699808721	0.000186203454401119	0	0	0	0	0	0	0	0	0	0	0
average.Mix_12	0	0	0	0	0.000688881144382971	0	0	0.000528739168619966	0.000615922788148087	4.59432514601417e-05	0	0.000420110188288489	1.92280157331421e-05	0.00058533920727026	0	0	0.000326484027039726	0.000496447263300749	0	0
average.Mix_13	0.00121237314189358	0.000704609163531394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
