B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
S10001	0	0	0	0	0	0	7.10299824669486e-229	1.77547343648518e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10006	0	0	0	0	0	0	2.47328437629217e-229	1.30568218626475e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S1001	0	0	0	0	0	0	2.93920936678694e-229	2.00319626274131e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10010	0	0	0	0	0	0	2.39069175789949e-229	1.58854259609987e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10011	0	0	0	0	0	0	3.77121167283397e-229	1.70291187235635e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10014	0	0	0	0	0	0	3.03086192395764e-229	1.32363355987254e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10026	0	0	0	0	0	0	3.27598358757455e-229	3.72878024806434e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10032	0	0	0	0	0	0	3.54756256807403e-229	2.74423451530248e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10036	0	0	0	0	0	0	3.02456597206636e-229	1.91057087311094e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10042	0	0	0	0	0	0	2.60833311254877e-229	2.65222611217039e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10044	0	0	0	0	0	0	3.81908791017142e-229	3.43141537551205e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10049	0	0	0	0	0	0	2.59588798170583e-229	2.55213346207514e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10057	0	0	0	0	0	0	3.56580578959583e-229	1.65130175131997e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10062	0	0	0	0	0	0	3.67088553491519e-229	3.07461075216265e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10066	0	0	0	0	0	0	3.86382065050283e-229	2.65701021772593e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10067	0	0	0	0	0	0	2.54211294343246e-229	3.49187950348335e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S1007	0	0	0	0	0	0	2.99951267771993e-229	1.33016367253729e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10073	0	0	0	0	0	0	4.39002187693381e-229	2.99323131942731e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10077	0	0	0	0	0	0	3.50819302602873e-229	1.30342157068621e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10080	0	0	0	0	0	0	2.79980845234838e-229	1.40191975798121e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10082	0	0	0	0	0	0	3.02267973803623e-229	2.96802609413846e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10087	0	0	0	0	0	0	2.1712534318e-229	2.82706249521544e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10089	0	0	0	0	0	0	2.46626551909561e-229	1.46297364074747e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S1009	0	0	0	0	0	0	3.77932379989316e-229	2.16956194120316e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10090	0	0	0	0	0	0	3.01619170912058e-229	1.60536769982763e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10093	0	0	0	0	0	0	4.6294093254444e-229	1.60147777390954e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10094	0	0	0	0	0	0	2.63979908299498e-229	1.73640535368133e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S1010	0	0	0	0	0	0	4.32778289983915e-229	3.00716447176004e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10111	0	0	0	0	0	0	3.19303447394398e-229	3.48100473344222e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10116	0	0	0	0	0	0	3.51184246405535e-229	1.9277310363238e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10119	0	0	0	0	0	0	3.22707728496937e-229	2.35757517759636e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10121	0	0	0	0	0	0	2.77027294959019e-229	2.05423862175558e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10130	0	0	0	0	0	0	2.46506916986137e-229	1.4527674419912e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10140	0	0	0	0	0	0	2.81674337324911e-229	1.70669324388943e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
S10142	0	0	0	0	0	0	3.00721523455422e-229	2.49632154444615e-259	0	0	0	0	0	0	0	0	0	0	1	0	0	0
