naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
stdev.mix_51	0	0	0	0	8.43329949855019e-06	0	0	1.95783212919322e-06
stdev.mix_52	0	0	0	0	0	0	0	2.42153014778987e-06
stdev.mix_53	6.0783063974609e-06	1.98726343677524e-06	2.59826812548776e-06	0	0	0	0	2.43272984557216e-06
stdev.mix_54	0	0	1.48030469822679e-06	0	0	0	0	0
stdev.mix_55	0	0	2.4153429753079e-06	0	0	0	0	0
stdev.mix_56	0	0	2.63859334102094e-06	6.19476069520544e-06	0	0	0	0
stdev.mix_57	1.87293047396351e-06	2.57439114970688e-06	3.15744962492568e-06	5.22411479121423e-06	0	0	0	0
stdev.mix_58	0	0	1.37644360271707e-06	5.20941826559583e-06	0	0	0	0
stdev.mix_59	2.4290061983666e-06	3.16630816962908e-06	0	0	7.52367818819175e-06	9.98569994587927e-06	4.25508916232979e-06	2.56747141090928e-06
stdev.mix_60	0	0	2.75395731403291e-06	0	0	0	0	0
stdev.mix_61	0	0	7.9012263473362e-07	0	0	0	0	0
stdev.mix_62	0	0	0	0	1.71856317578555e-06	0	0	0
stdev.mix_63	0	0	3.09143408757027e-06	2.5202301629159e-06	0	0	0	0
stdev.mix_64	5.40760300316977e-06	5.18385265697735e-06	0	0	0	0	0	2.5218112756005e-06
stdev.mix_65	0	0	0	0	0	2.0223428476559e-05	1.2995958854998e-05	2.29369000158872e-06
stdev.mix_66	2.72381586788618e-06	2.87380329079642e-06	0	0	0	0	0	1.60413671333008e-06
stdev.mix_67	4.34191844714023e-06	3.74357510392395e-06	1.55206612736344e-06	4.09974557129351e-06	0	0	0	0
stdev.mix_68	0	0	0	0	0	0	0	0
stdev.mix_69	2.74131341633487e-06	3.56015347518453e-06	2.24994468243218e-06	3.99994618242752e-06	0	0	0	0
stdev.mix_70	0	0	0	0	0	0	0	0
stdev.mix_71	0	0	0	0	0	0	0	0
stdev.mix_72	0	0	0	0	1.93589559692278e-06	9.3036220737501e-06	7.0209514209978e-06	0
stdev.mix_73	0	0	0	0	0	0	0	0
stdev.mix_74	1.20725814157421e-06	0	1.54311637569214e-06	4.37788400066268e-06	0	0	0	0
stdev.mix_75	9.86844297194955e-07	2.83103054976601e-06	2.38412042087217e-06	0	0	0	0	0
stdev.mix_76	0	0	0	0	0	0	0	0
stdev.mix_77	3.93232107340144e-06	1.64025572863719e-06	1.59013028136886e-06	9.28214852723131e-07	0	0	0	0
stdev.mix_78	0	0	0	0	0	0	0	0
stdev.mix_79	5.55560440923937e-06	3.74896152781774e-06	0	0	3.72437444519345e-06	6.83343092631003e-06	9.06403769672327e-06	0
stdev.mix_80	3.13720095808912e-06	7.56795821581546e-07	1.90637168434567e-06	0	0	0	5.47364441086191e-06	1.77781065827543e-07
stdev.mix_81	2.22079212678743e-06	5.24884201364221e-06	0	0	1.06916556483537e-05	3.96186824870491e-06	1.1670447332151e-05	2.38812676670312e-06
stdev.mix_82	0	0	0	0	8.46676000486341e-06	1.02063121648014e-05	8.3111273882057e-06	8.86979725972573e-07
stdev.mix_83	0	0	0	0	0	0	0	0
stdev.mix_84	0	0	0	0	0	0	0	0
stdev.mix_85	0	0	0	0	1.98079131732892e-06	1.38646732114456e-05	1.73991166141873e-06	1.53709365878672e-06
stdev.mix_86	0	0	1.16465622057336e-06	0	0	0	0	0
stdev.mix_87	1.88659821444437e-06	0	2.92047193286772e-07	4.46435553416394e-06	0	0	0	0
stdev.mix_88	0	0	2.72546354480546e-06	5.14571208233924e-06	0	0	0	0
stdev.mix_89	6.58369250083417e-06	4.50805029999838e-06	0	0	2.44385943112425e-06	8.48910542911508e-06	1.04605759851833e-05	0
stdev.mix_90	0	0	2.40378170506972e-06	4.57754778589064e-06	0	0	0	0
stdev.mix_91	0	0	2.5976293016009e-06	8.40982806645433e-06	0	0	0	0
stdev.mix_92	2.52062119106502e-06	0	1.62487340463628e-06	2.88765900953192e-06	0	0	0	0
stdev.mix_93	0	0	0	0	2.1352946381029e-06	0	0	0
stdev.mix_94	0	0	2.5577740484352e-06	7.44970821650029e-07	0	0	0	0
stdev.mix_95	0	0	1.64618147130951e-06	1.82486626079918e-06	0	0	0	0
stdev.mix_96	1.14033064664137e-06	1.33233177383924e-06	2.80581351525065e-06	0	0	0	0	0
stdev.mix_97	3.14756911092577e-06	0	1.01802581150521e-06	2.41877482781566e-06	0	0	0	9.65444868631778e-07
stdev.mix_98	0	0	2.22609046212116e-06	0	0	0	0	0
stdev.mix_99	2.35030286980784e-06	4.76257037033747e-06	0	0	5.35711738449718e-06	6.6794663650276e-06	6.88227665812302e-06	2.90801265436474e-06
stdev.mix_100	0	0	7.37910688455777e-07	0	0	0	0	0
