CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S10001	8.19663914011363e-13	0.201631769382609	2.7819019618858e-101	4.8992125485079e-42	7.01733781761101e-117	0.798368230615913	2.83096011666169e-67	6.57948090320057e-13
S10006	8.16545915050176e-13	0.187878629666663	2.51439732617277e-101	4.75226830971907e-42	6.03676624823536e-117	0.81212137033191	3.06949810507152e-67	6.09992903846006e-13
S1001	7.77309738513544e-13	0.171802075954473	2.6402997764425e-101	4.80916886751667e-42	5.46171801252013e-117	0.828197924044065	3.08387704365313e-67	6.84240281568214e-13
S10010	7.5614521625562e-13	0.190081502028256	3.14513261069522e-101	5.37950691367036e-42	8.3792254981205e-117	0.809918497970294	3.09352592968298e-67	6.93725592644282e-13
S10011	7.02744351643613e-13	0.188487668792453	2.6375299439302e-101	4.55540065545624e-42	5.90617466719857e-117	0.811512331206216	2.79517119218239e-67	6.27878059812444e-13
S10014	8.16319999206329e-13	0.186269375847652	2.67370103353521e-101	5.24190428613376e-42	6.26451858333327e-117	0.813730624150836	2.92707124681548e-67	6.96384335013596e-13
S10026	8.78464448812106e-13	0.184499208809205	2.83619549214665e-101	4.61568723273326e-42	6.51264368269549e-117	0.815500791189265	3.82151013858031e-67	6.5195679003921e-13
S10032	9.42861638094733e-13	0.190251956806145	3.3055933195588e-101	4.77889728802066e-42	6.32339391928033e-117	0.809748043192282	3.07675233474681e-67	6.30496934691452e-13
S10036	7.56788752242278e-13	0.171567126506159	2.41075558267458e-101	4.57002322848287e-42	6.07541228114463e-117	0.828432873492474	3.29500906180828e-67	6.10721271140744e-13
S10042	7.87155038948545e-13	0.186852409078318	2.87390740343808e-101	5.10181369916999e-42	6.46154842705786e-117	0.81314759092024	3.18305823374914e-67	6.54803076239634e-13
