Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
average.A	3.34391357916257	2.86506104942142	2.65268812047439	2.50653024670222	2.10983285247035	4.94190624379572
average.B	3.47047898233136	2.99079275681262	2.76561758369772	2.53928731933262	2.63167573778002	4.88413519076931
average.C	2.59607220737493	3.36561256327306	2.68422394615223	1.69345956606451	1.31559236202936	0
average.D	2.50432910230654	3.30707344709506	2.67344840583045	1.72630908712583	1.29571763234385	0
average.E	2.53972885774313	3.14208069824037	3.06539793173726	1.85316994729224	1.98813451656957	0.113935496684856
average.F	1.90599051496315	2.27585398419374	2.81799045269201	1.78788523501042	1.47857905713741	1.47713466326647
average.G	2.64542728414132	1.94224795356896	1.68856191842247	2.54585659933303	2.56548208058205	6.40900833709598
average.H	3.42948551578864	2.64264689049299	2.16699478673806	3.21039523692542	3.75474889529524	8.6905104910366
average.I	3.30540266203419	2.41785957291602	1.91909941809041	3.13867588777311	3.10300362223738	8.55816581837317
average.J	2.85626040847163	3.87445314661846	2.78185153527887	1.90070424427515	1.51320821031973	0
average.K	2.73173150170704	3.61887786758059	3.39452848011377	1.83162178836539	1.68102147231704	0
average.L	2.5894946204409	3.84797156172923	2.92361963413124	2.25539320377706	2.22612517541879	0
stdev.A	0.00250822708875799	0.00990220002512031	0.015661072793444	0.0038120904640051	0.00634709388452575	0.00791810967026299
stdev.B	0.0019217457515461	0.0129449417614693	0.00611959763782692	0.004923131105037	0.00602441379190799	0.0111593034146719
stdev.C	0.00296065329309483	0.00563553069363828	0.00595673130225104	0.00135362234483349	0.000117961654883377	0
stdev.D	0.000590236611176117	0.0108662545591769	0.0137439112027213	0.00289870032711124	0.00235623961658508	0
stdev.E	0.00644727063244148	0.00605049261854042	0.00576108577111327	0.00481917128156918	0.00409131700953529	0.00890130173676158
stdev.F	0.00544510449146499	0.00600730334003616	0.0134637713854958	0.00550179465018589	0.00414317672133794	0.00350320261318458
stdev.G	0.00282379006448771	0.00476955925256736	0.00249368235441764	0.00568764904782081	0.00439777997054614	0.0020691084158682
stdev.H	0.000822326075876777	0.0066620383944908	0.00518988872122022	0.00561322989507498	0.00467283433259168	0.00212763345215475
stdev.I	0.00335751437069342	0.00531252054845741	0.00369062204905549	0.00372879122501745	0.0041412993910659	0.007166064334077
stdev.J	0.00717758548276051	0.0080530645114091	0.00945581206706204	0.002697590426311	0.000503429681252689	0
stdev.K	0.00892895811499473	0.0151847478382569	0.0138728341153375	0.00527836191541208	0.00529138894361783	0
stdev.L	0.00387435828769794	0.00803872701427807	0.00896012980529844	0.00443642603224842	0.0037725866886715	0
