Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
average.mix_1	0.00115786661866901	0.00143862385589592	0.00425305994005236	0.000570388843309174	0	0.00402302045260152
average.mix_2	0.00580734480452285	0.00307464315930968	0.00483710116214684	0.00707443011325936	0	0.0024673262005424
average.mix_3	0.00345590884606205	0.00224764416052061	0.00195740234535927	0.00643836967435583	0.00677676694421589	0.00507267484771077
average.mix_4	0.000607368822012228	0.00224619756326444	0.00240611886269389	0	0	0
average.mix_5	0.00113580989010739	0.00198130869486097	0.00261633940150049	0	0.00158372945330104	0
average.mix_6	0.00139460172130651	0.00232062159575831	0.00344428469613746	0	0	0
average.mix_7	0.00299721432241405	0.00259652158107109	0.00319497184198172	0.0025919614575074	0.00498203401827712	0.00171893280964225
average.mix_8	0.000211292993621718	0.00101800374784151	0.00175556381192457	0.00247281515944633	0.00118192211700355	0.000940714515883468
average.mix_9	0.00145026329682602	0.00261206785217667	0.00397080139814873	0	0	0
average.mix_10	0.00324852707675237	0.00241198041988033	0.00118894895364915	0	0	0.00349797325724251
average.mix_11	0.00343059174058878	0.00184607683890027	0.00415089083349685	0	0	0.00375525391333362
average.mix_12	0	0.00182365302746576	0.00186684504721968	0	0.000165904120335477	0
average.mix_13	0.000129985254268534	0.00192166927667386	0.000889301989436785	0	0	0
average.mix_14	0.0023600710547275	0.00258914656127209	0.00313038635274454	0	0	0.00133845887908731
average.mix_15	0.000684950096985658	0.00150067030663393	0.00207416710768274	0.000548814839372223	6.85062722867474e-05	0
average.mix_16	0.00374693595411553	0.00209972115304773	0.00155444746402231	0.00740880152371562	0.00936699432704383	0.00236418333590855
average.mix_17	0.00283227507946558	0.00220000039185185	0.0013050570395056	0.00710315586846252	0.00872101108411859	0.0012563096174906
average.mix_18	0.00321832832587469	0.00267613803715591	0.000794253207655561	0.00211530095708894	0	0.003155233160581
average.mix_19	0.0010420867431645	0.00120421717883094	0.000855598856937023	0.00579962064771515	0.00515291219993074	0.00445394595820516
average.mix_20	0.00348643186211628	0.00267480758811083	0.00339118551050165	0.00153072233846151	0	0
average.mix_21	0.00119453974834137	0.00221244531827244	0.000601940059479303	0.00320033543659515	0.00383330665663072	0
average.mix_22	6.60034964513799e-05	0.00124061298498248	0.00255437340022212	0	0	0.00286987339572163
average.mix_23	0.00336286112938941	0.00259277664526295	0.00382635980552764	0	0	0.00150429349065116
average.mix_24	0.00115748773009436	0.00223951405522591	0.00208223668428301	0	0.00180842917656786	0
average.mix_25	0.00247832951575242	0.00288121228578114	0.00359306320750201	0	0	0
average.mix_26	0.0006921232988593	0.00172920422651104	0	0.00295439929115291	0.00325864043658348	0.00213898466942121
average.mix_27	0.00158990445824541	0.00153272453230273	0.00325733748053444	0	0	0.0010292508791333
average.mix_28	0.00174438103965788	0.00215829870064133	0.002841151788495	0	0	0
average.mix_29	0.00168154832274027	0.00160912772984344	0.0037498771704945	0	0	0.00298761937001051
average.mix_30	0.000725710320839856	0.00219221387417225	0.00249936845784465	0	0	0
average.mix_31	0.000880689026334514	0.0018319795570987	0.00183899850465146	0	0	0.00127553662776438
average.mix_32	0.00239520845288344	0.00263683155502242	0.0029481912367327	0	0	0.0029395241062518
average.mix_33	0.00144868649736577	0.00200908353451261	0.0010777999226144	0.000500337883439083	0	0.00241716766624485
average.mix_34	0.00256011621775938	0.0015410721115143	0.000102804206322577	0.00484127069417867	0.000174036502389876	0.00606142758372092
average.mix_35	0	0.00168738141425465	0.00234665324959965	0	0	0
average.mix_36	0.000557576759474685	0.00164596272729164	0.00176014943933407	0	0	0.00161571567749714
average.mix_37	0.00210036132460824	0.0020420294487045	0.00207934843934173	0.00515019292957908	0.00598299992987291	0.00144289059114071
average.mix_38	0.00137407293913764	0.00148811405167719	0.00172856986981164	0.00222829024885999	0.00294128157213659	0.00242762495298173
average.mix_39	0.00163429545953749	0.00209207875252287	0.00296864925860798	0	0	0
average.mix_40	0.000437279299768096	0.00184151228599444	0.00168509169024102	0	0	0.00215496555337443
average.mix_41	0.00117905891421355	0.0014166995339305	0	0.00242838700431882	0.00139504283335761	0.00393041811201941
average.mix_42	0.00309896627209525	0.0032140892906516	0.0022904381682953	0	0	0
average.mix_43	0.00359586903826938	0.00257240954552209	0.000866981874777969	0.00280474749454222	0.000132306407238064	0.00401004375180166
average.mix_44	0.00379414741906223	0.00240351095419301	0.00330659798002991	0.000655042314661041	0	0.00117802758093619
average.mix_45	0	0.000808351706444727	0.00154298959133145	0	0	0
average.mix_46	0.0013799451825663	0.00212844539883968	0.00140246045031562	0.000598999454687474	0	0.0050537005377647
average.mix_47	0.00567312449753154	0.00269822817875674	0.00177759300616735	0.0147412684787164	0.0133401405465927	0.00396860774854894
average.mix_48	0.00341074296640048	0.00278433753409396	0.00140560525022467	0	0	0.00251411410837725
average.mix_49	0.000265805040635744	0.00105072878348108	0.00153942422477093	0	0	0.00741576424068214
average.mix_50	0	0.00117020725447909	0.00174158918721421	0	0	0
average.mix_51	0.00334868965220533	0.00249025462283347	0.00129589214341782	0.00581833837822585	0.00623309195027685	0.00312169944776111
average.mix_52	0.00236903813911801	0.00188256818285378	0.000688518194520993	0.00304011793316205	0.00128906353095044	0.00359075541825584
average.mix_53	0.0071787772892588	0.00319618344500976	0.00290666805616935	0.00537204967070084	0	0.00606673841292326
average.mix_54	0.00204376094819488	0.00236569824486321	0.00215790381867454	0	0	0.000176768571222222
average.mix_55	0.000996884012451059	0.00211899545628947	0.000204139198377326	0.00238141251598424	0	0.00025115576393134
average.mix_56	0.000465013321278033	0.00220918869945808	0.00231880197353771	0	0	0.000572641201135622
average.mix_57	0.00128401575968136	0.00241286554397459	0.00349782968334255	0	0	0
