Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
S10001	8.34281704502815e-11	5.09190788705225e-80	1.16768073867418e-25	2.30446150749058e-225	3.24833862255696e-24	0.999999999916572
S10006	8.00757043595998e-11	4.5785499667976e-80	1.06910348119576e-25	1.91440231510191e-225	3.14861873526693e-24	0.999999999919924
S1001	7.50606217185057e-11	4.93961235501438e-80	1.09039746747299e-25	1.78609532556563e-225	3.36807730861188e-24	0.999999999924939
S10010	7.39811371638447e-11	5.65409507511341e-80	1.19753962176582e-25	2.65510502563298e-225	3.11617245656882e-24	0.999999999926019
S10011	7.86257990755758e-11	5.27269580748307e-80	1.13438481938106e-25	2.02924638953943e-225	3.73840891451949e-24	0.999999999921374
S10014	7.86303545050602e-11	4.88288706187447e-80	1.17377590728356e-25	1.9646513081563e-225	3.08744506729005e-24	0.99999999992137
S10026	8.02038446358051e-11	4.86423635978867e-80	1.08840151098223e-25	1.97998480175491e-225	3.54267526864749e-24	0.999999999919796
S10032	9.06088166657674e-11	6.02293420704279e-80	1.17400247308717e-25	2.01854681876885e-225	3.24930407535078e-24	0.999999999909391
S10036	7.25132214505674e-11	4.39519336267465e-80	1.00562373651599e-25	1.89177827189375e-225	3.38846377894292e-24	0.999999999927487
S10042	7.88288792194502e-11	5.14215988535847e-80	1.10844883906414e-25	2.0349088974183e-225	3.23922966992998e-24	0.999999999921171
S10044	7.41229159027944e-11	4.4758471080828e-80	1.02193654588806e-25	1.9460544289431e-225	3.33920511806329e-24	0.999999999925877
S10049	8.13095110446268e-11	4.38714263316787e-80	1.02443859084644e-25	1.80942433025492e-225	3.22436679482689e-24	0.99999999991869
S10057	7.68764333197915e-11	4.35455959444655e-80	1.13901878054794e-25	1.5608140593157e-225	3.2789290973146e-24	0.999999999923123
S10062	7.84998636204318e-11	5.22329549174242e-80	1.10579251073176e-25	1.98622887450182e-225	3.30352265060352e-24	0.9999999999215
S10066	7.73048234098092e-11	5.94219357078481e-80	1.18592358257616e-25	2.8463312135466e-225	3.45173252462842e-24	0.999999999922695
S10067	7.51552277704587e-11	4.26303877051125e-80	1.07544984901909e-25	1.59213781606033e-225	3.43235767372407e-24	0.999999999924845
S1007	8.17963784498004e-11	4.84270180865153e-80	1.09873122225882e-25	1.93850101442038e-225	3.2351062357508e-24	0.999999999918204
S10073	7.21672856494495e-11	4.33178502472734e-80	1.0777342970887e-25	1.82207403770445e-225	3.58216435648935e-24	0.999999999927833
S10077	8.33648484544007e-11	5.54055034869604e-80	1.19616861933165e-25	2.05561061962746e-225	3.08079087602838e-24	0.999999999916635
S10080	8.3704243508047e-11	5.58941966314176e-80	1.20710166390975e-25	2.18957397797804e-225	3.21132292081244e-24	0.999999999916296
S10082	8.03791343435043e-11	4.60238798708429e-80	1.0548081042281e-25	1.8536459792096e-225	3.58429125711799e-24	0.999999999919621
S10087	8.81450257036697e-11	4.74715595866891e-80	1.10492014832825e-25	1.79965489103322e-225	3.19063756289292e-24	0.999999999911855
S10089	8.40459533679656e-11	4.99210612943888e-80	1.1746625547278e-25	2.27153884523352e-225	3.29087323897208e-24	0.999999999915954
S1009	8.93233485512881e-11	4.38591020974706e-80	1.11469877154688e-25	1.56341692613316e-225	3.64085747586262e-24	0.999999999910677
S10090	8.1912067743122e-11	4.57838126643062e-80	1.17814084765476e-25	2.22964237497995e-225	3.1618022788855e-24	0.999999999918088
S10093	6.83568981587582e-11	4.72833289655164e-80	1.00603267311027e-25	1.82923263415175e-225	3.00848304072653e-24	0.999999999931643
S10094	8.04566948514695e-11	5.50353125082507e-80	1.20828204641743e-25	2.25328622924925e-225	3.40729648093408e-24	0.999999999919543
S1010	7.65731566294085e-11	4.90755545489644e-80	1.03769473502893e-25	1.82671977915883e-225	3.10539797078166e-24	0.999999999923427
S10111	7.14003464453272e-11	4.25378627755745e-80	1.01672633454811e-25	1.61032025049159e-225	3.33462176905918e-24	0.9999999999286
S10116	6.75373998723155e-11	4.25191163586067e-80	1.10149037473202e-25	1.29868300687624e-225	3.28309128579832e-24	0.999999999932463
S10119	7.59542889997772e-11	4.14218299455761e-80	1.00572055582252e-25	1.60343132099753e-225	3.38954120664064e-24	0.999999999924046
S10121	7.66235664358918e-11	4.57398074008928e-80	1.10768245740748e-25	1.91838692947753e-225	3.05079311460111e-24	0.999999999923376
S10130	8.65105813542305e-11	5.71552635415788e-80	1.28844481069425e-25	2.5580260530826e-225	3.38951094340936e-24	0.999999999913489
S10140	9.671520288212e-11	5.56638271576579e-80	1.17894008988795e-25	2.51354282032136e-225	3.00716895122307e-24	0.999999999903285
S10142	8.68476851533139e-11	4.55512326889316e-80	1.17945021447894e-25	1.48508926893182e-225	2.92819750157812e-24	0.999999999913152
S10150	8.36444526832035e-11	5.81359507293664e-80	1.23920654227613e-25	3.01357662683509e-225	2.87436886651143e-24	0.999999999916356
S10155	7.45358578943084e-11	4.54649102988233e-80	1.02802596354064e-25	1.73411271714866e-225	3.3628526620749e-24	0.999999999925464
S1016	7.85712318271045e-11	4.73902393969062e-80	1.16890299165471e-25	1.97320014795697e-225	3.10872631324436e-24	0.999999999921429
S10163	7.61800978279881e-11	5.0496844787737e-80	1.14773227549779e-25	2.1372721817004e-225	3.01731840207331e-24	0.99999999992382
