B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..
S10001	0.526184935088699	8.86573308565321e-84	6.66750239331225e-60	0	0	3.66312039393735e-95	0.473815064911301
S10006	0.528931753986646	8.00094400856654e-84	5.1785468094419e-60	0	0	2.99834298135335e-95	0.471068246013354
S1001	0.507670266250845	9.08090302563298e-84	5.12318158256706e-60	0	0	2.92855296367047e-95	0.492329733749155
S10010	0.498943534518876	9.5496172491678e-84	6.12229081047271e-60	0	0	3.28069308261961e-95	0.501056465481124
S10011	0.507756612004926	9.43422590869287e-84	5.72544739198259e-60	0	0	3.5028806392026e-95	0.492243387995074
S10014	0.527020715415519	9.0898332537388e-84	5.85644658618929e-60	0	0	3.18627408285342e-95	0.472979284584481
S10026	0.500386898148537	8.59654333951109e-84	4.57169063348659e-60	0	0	2.97263220077044e-95	0.499613101851463
S10032	0.528170799408316	9.94555133137475e-84	5.89138174801994e-60	0	0	3.01552324783558e-95	0.471829200591684
S10036	0.518299284311688	7.99299403554774e-84	4.79713488801203e-60	0	0	3.00338036560964e-95	0.481700715688312
S10042	0.504399189066681	8.68612984537109e-84	5.22149138843323e-60	0	0	2.9994363292556e-95	0.495600810933319
S10044	0.501688398679087	8.31154695404195e-84	4.8347408270725e-60	0	0	3.0621355125497e-95	0.498311601320913
S10049	0.512867182693529	8.18612741763035e-84	4.9670303147129e-60	0	0	3.05269505485988e-95	0.487132817306471
S10057	0.526939949291713	8.05208020932208e-84	5.82486140147888e-60	0	0	3.12805078718861e-95	0.473060050708287
S10062	0.515556542421267	9.59571638852201e-84	5.61399268017939e-60	0	0	3.23262938362291e-95	0.484443457578733
S10066	0.504650657462598	1.05510388110943e-83	6.76046027175412e-60	0	0	3.53622491924909e-95	0.495349342537402
S10067	0.493748358298173	7.58546843602315e-84	4.71537067001529e-60	0	0	3.1731491074791e-95	0.506251641701827
S1007	0.528707584485118	8.42259845865438e-84	5.82368357110481e-60	0	0	3.19535689358058e-95	0.471292415514882
S10073	0.481746346468984	8.09271375455264e-84	4.97726300678444e-60	0	0	3.32025778049311e-95	0.518253653531017
S10077	0.53125570963704	9.38905680967711e-84	6.82283607210218e-60	0	0	3.42072113051885e-95	0.46874429036296
S10080	0.533298370338234	9.71468341580631e-84	6.12289433045783e-60	0	0	3.20118241995171e-95	0.466701629661766
S10082	0.512964432033043	8.32051805147e-84	4.99365153647252e-60	0	0	3.2103453585578e-95	0.487035567966957
S10087	0.512077529061133	8.66338343337788e-84	4.9778178658329e-60	0	0	3.08146383250579e-95	0.487922470938867
