ID,naive_B_cell,memory_B_cell,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell
S16656,6.86765333333,6.08178,7.43828333333,8.220775,5.43794166667,5.75739375,6.62522727273,5.49954615385
S16669,6.64742666667,5.96606,6.40393333333,7.430975,5.401175,5.8174,6.49269090909,5.27006923077
S16671,6.63325333333,6.06392,6.78073333333,7.555525,5.35616666667,5.77440625,6.60100909091,5.46251538462
S16675,6.72368,6.03718,7.20096666667,8.011775,5.4696,5.9395375,6.61461818182,5.30874615385
S16676,7.04853333333,5.97864,6.50463333333,7.874175,5.30569166667,5.8766625,6.54445454545,5.46663076923
S16696,6.94983333333,6.1626,6.81843333333,8.180375,5.37475833333,5.7121375,6.42769090909,5.40942307692
S16698,6.61119333333,5.96476,6.73521666667,7.8471,5.23343333333,5.84474375,6.25635454545,5.22693076923
S1670,7.00449333333,6.09148,6.79311666667,7.69125,5.40659166667,5.74163125,6.54986363636,5.30268461538
S16700,6.74974,6.14392,6.87733333333,7.8231,5.45475,5.7337,6.5229,5.32304615385
S16706,6.74454,6.09076,6.50275,7.47015,5.32476666667,5.9730625,6.47367272727,5.40450769231
S1671,7.00515333333,6.03886,6.86116666667,7.90215,5.584175,5.7276625,6.53587272727,5.22812307692
S16712,6.66691333333,6.21212,6.92591666667,7.475625,5.5538,6.1870375,6.63407272727,5.31292307692
S16715,6.80807333333,6.0618,7.4106,8.3268,5.3156,5.78575,6.48454545455,5.3897
S16717,7.27248,6.49424,7.02828333333,8.089725,5.420925,5.8310125,6.57024545455,5.26913076923
S16721,6.72412666667,6.14574,6.6852,7.436025,5.26821666667,5.86339375,6.43582727273,5.40510769231
S16725,6.77594,6.0394,7.07111666667,8.055775,5.2685,5.871625,6.44386363636,5.27473076923
S1673,6.71713333333,6.2345,6.49818333333,7.403725,5.32250833333,5.927375,6.35092727273,5.40726153846
S16747,7.27607333333,6.21802,7.16458333333,8.296625,5.44394166667,5.705675,6.50686363636,5.36864615385
S1675,7.00521333333,6.13272,7.13003333333,8.044275,5.32386666667,5.73005625,6.39510909091,5.29530769231
S16757,6.89826,6.01432,7.0448,7.9976,5.56118333333,5.7706875,6.37289090909,5.25601538462
S16758,6.86714666667,6.13936,7.12025,8.23705,5.55899166667,5.73795625,6.36493636364,5.33703076923
S16762,6.87542,5.97466,7.28273333333,8.347675,5.291225,5.84573125,6.50000909091,5.2359
S16770,7.00953333333,6.32414,7.44276666667,9.028525,5.27215,5.90824375,6.63219090909,5.48023076923
S16773,6.92522666667,5.94564,6.81473333333,7.679675,5.58875833333,5.76499375,6.53145454545,5.25700769231
S16775,6.82171333333,6.05562,7.04893333333,7.8686,5.53778333333,5.8906,6.57075454545,5.31306923077
S1678,6.63807333333,5.85978,7.14313333333,8.1167,5.328775,5.5931375,6.27140909091,5.2773
S16780,7.18536666667,5.88938,7.07803333333,8.127775,5.32263333333,5.8561875,6.52762727273,5.28266153846
S16785,7.01635333333,5.92082,6.96398333333,8.276625,5.36085833333,5.9594125,6.34605454545,5.45866923077
S16791,6.92314666667,6.0621,7.05081666667,8.19535,5.41050833333,5.83150625,6.53534545455,5.35658461538
S16792,7.00206666667,6.13276,7.15995,7.88315,5.47548333333,5.7768125,6.45787272727,5.37613846154
S16797,6.90312,6.11926,6.92066666667,7.7949,5.29905,5.76755625,6.2498,5.34938461538
S16799,6.70069333333,6.15192,6.52411666667,7.393075,5.3792,5.91853125,6.72367272727,5.34211538462
S1680,7.15218,6.05496,6.90443333333,8.0382,5.3219,5.8045875,6.47331818182,5.2772
S16801,6.77805333333,6.10208,7.7311,8.396275,5.4499,5.794775,6.46462727273,5.36000769231
S16806,7.13402,6.11612,7.37676666667,8.235875,5.40476666667,5.81450625,6.65769090909,5.31755384615
S16811,6.37784,5.88378,6.36895,7.0546,5.46615,5.93104375,6.32457272727,5.29751538462
S16815,6.95715333333,6.14318,7.06945,8.09325,5.46259166667,5.92591875,6.65548181818,5.34326923077
S16816,6.52813333333,6.16672,6.63971666667,7.2357,5.369375,5.93503125,6.3476,5.28401538462
S16825,6.81368,6.147,7.05506666667,8.2243,5.39833333333,5.884725,6.60377272727,5.20201538462
S16827,6.55842,5.96392,6.96136666667,7.6509,5.45999166667,5.7685625,6.22844545455,5.47532307692
S16829,7.22964666667,6.13148,7.40293333333,8.37325,5.50079166667,5.86218125,6.71310909091,5.23476153846
S16830,6.49008,6.02904,6.47896666667,7.3627,5.24243333333,5.8735875,6.33573636364,5.29666923077
S16835,6.50892666667,5.91152,6.71635,7.28125,5.47695,5.84711875,6.23502727273,5.39743076923
S16841,7.03652,6.28464,7.42706666667,8.351825,5.551175,5.9385,6.61794545455,5.23533846154
S16843,7.00169333333,6.22036,6.56873333333,7.621,5.44175,5.89040625,6.5836,5.16218461538
S16853,6.88038,6.24834,6.82831666667,8.229925,5.30124166667,5.90394375,6.69403636364,5.36630769231
S16859,6.77314,5.99286,6.87,8.024725,5.572275,5.7872875,6.54589090909,5.24341538462
S16860,6.85841333333,6.10308,7.09178333333,8.195475,5.27318333333,5.70845625,6.39908181818,5.36706153846
S16880,6.77508,6.06422,6.81878333333,7.63065,5.47504166667,5.7130625,6.52436363636,5.43494615385
S16893,6.55604666667,6.0372,6.6286,7.71455,5.485625,6.1254625,6.53538181818,5.27225384615
S16896,6.72899333333,6.11998,6.82085,8.088625,5.36850833333,5.80889375,6.47418181818,5.33671538462
S16905,6.7819,6.23202,6.69463333333,7.4507,5.34589166667,5.74624375,6.40048181818,5.30756923077
S16909,6.91369333333,6.07032,7.28246666667,8.183775,5.38103333333,5.72635625,6.49131818182,5.30258461538
S16910,6.88061333333,6.1915,6.9563,7.808,5.46188333333,5.805,6.45604545455,5.29937692308
S16915,6.66592666667,6.19548,6.78048333333,8.06975,5.51384166667,5.88238125,6.54013636364,5.44784615385
S16928,7.15055333333,6.22116,7.30248333333,8.28055,5.31691666667,5.9827875,6.56216363636,5.33610769231
S16929,6.61854,6.2111,6.6591,7.7095,5.3415,5.9015375,6.52157272727,5.42942307692
S16932,6.75102666667,5.9639,6.97633333333,8.037925,5.35805833333,6.08726875,6.53058181818,5.29083846154
S16933,6.75580666667,6.24556,6.92145,8.080375,5.38019166667,6.0622875,6.55358181818,5.35963076923
S16939,6.80922666667,6.28644,7.19146666667,8.519125,5.43773333333,6.0809875,6.66532727273,5.41576923077
S16947,6.65254,5.99416,6.30581666667,7.2414,5.44388333333,5.9478625,6.46416363636,5.32476153846
S16949,6.90746,6.01386,7.05863333333,7.984925,5.35815,5.85219375,6.47103636364,5.31819230769
S16951,6.81994,6.15178,6.8746,7.957425,5.49054166667,5.86313125,6.56698181818,5.40377692308
S16961,7.06337333333,6.41464,6.75851666667,8.344875,5.43390833333,5.78718125,6.68306363636,5.27755384615
S16963,7.11856,5.93692,7.0577,8.089725,5.276125,5.6961875,6.4828,5.25873076923
S1697,7.18067333333,6.20172,6.93168333333,8.5331,5.34321666667,5.80635,6.51163636364,5.15466923077
S16976,6.97700666667,6.08878,6.66416666667,7.80855,5.43749166667,5.8416125,6.46774545455,5.31133076923
S16977,6.74899333333,6.12544,6.731,7.58665,5.394275,5.9665375,6.3913,5.28249230769
S16992,6.84019333333,6.18464,6.66681666667,7.274475,5.47539166667,6.1261625,6.63504545455,5.47834615385
S16994,6.82846666667,5.98688,6.88061666667,7.795525,5.38030833333,5.81713125,6.43373636364,5.40350769231
S16995,7.00147333333,6.18348,6.97326666667,7.875275,5.51656666667,5.951125,6.59419090909,5.40741538462
S17000,6.97895333333,6.20532,6.75816666667,7.907375,5.44026666667,5.96075,6.57094545455,5.33331538462
S17002,6.67913333333,6.19874,6.7201,7.8958,5.26305833333,5.91224375,6.41067272727,5.37182307692
S17012,6.90551333333,6.2868,7.02095,7.957775,5.54840833333,6.02719375,6.73485454545,5.27356923077
S17015,6.81687333333,6.068,6.88133333333,7.702225,5.39969166667,5.7105125,6.42836363636,5.43305384615
S1702,6.81201333333,5.9228,7.59498333333,8.06305,5.25129166667,5.68295625,6.18508181818,5.39475384615
S17021,6.95748,6.30788,6.61708333333,8.08115,5.433775,5.91413125,6.47828181818,5.28511538462
S17025,6.92696666667,6.07648,7.02378333333,8.322325,5.33460833333,5.8907375,6.5114,5.22175384615
S17027,6.94048,6.2091,7.23156666667,8.476225,5.41976666667,5.80645625,6.57499090909,5.26540769231
S17030,7.21089333333,6.07686,6.95246666667,8.059275,5.56170833333,5.8999625,6.50598181818,5.25228461538
S17037,6.96219333333,6.02968,7.11773333333,8.409525,5.41516666667,5.763425,6.62902727273,5.38070769231
S17040,6.65009333333,6.12538,6.74828333333,7.900125,5.46675833333,5.85965,6.66295454545,5.43478461538
S17046,6.63948,6.01766,6.81646666667,7.98675,5.41975,6.01405625,6.47982727273,5.24013846154
S17047,7.06546666667,6.24832,6.91635,8.579625,5.391975,5.6692875,6.50553636364,5.26680769231
S17055,6.94866666667,6.09726,7.14785,7.933825,5.401925,5.8163,6.48432727273,5.28984615385
S17056,6.92956666667,6.18276,7.17211666667,8.165875,5.6709,5.7714125,6.78844545455,5.42755384615
S17057,6.71738666667,6.15822,6.7227,7.75915,5.3934,5.8687125,6.46378181818,5.34905384615
S1706,6.61400666667,6.0401,7.28085,8.504575,5.506225,5.81970625,6.45252727273,5.46953846154
S17068,6.83453333333,6.09494,7.76008333333,8.518875,5.50314166667,5.885575,6.29603636364,5.32222307692
S17070,6.74841333333,5.98852,7.29831666667,8.45335,5.45074166667,5.8184,6.42442727273,5.34835384615
S17077,6.75066666667,6.1283,6.52793333333,7.608675,5.314125,5.8046875,6.53454545455,5.30356153846
S17078,6.46784,5.96812,5.86086666667,5.914975,6.26143333333,6.04189375,6.56465454545,5.29626153846
S17079,6.87668666667,6.216,7.11181666667,8.24225,5.39213333333,5.8295875,6.64973636364,5.27871538462
S17080,6.68984666667,6.03038,6.73478333333,8.04365,5.44599166667,5.9767,6.56412727273,5.24159230769
S17091,6.76372,6.1277,6.76428333333,7.46625,5.48323333333,5.755,6.36668181818,5.4929
S17095,7.07130666667,6.14132,6.57163333333,7.902675,5.41183333333,5.904475,6.49124545455,5.26463076923
S17097,6.58033333333,6.06984,7.41776666667,8.0418,5.37544166667,5.8263625,6.47952727273,5.39143076923
S17099,7.00526666667,6.03274,7.04981666667,8.254575,5.38046666667,5.7715125,6.62498181818,5.14160769231
S17102,6.63132,6.01514,7.25658333333,8.012225,5.356675,5.754675,6.51812727273,5.38458461538
S17110,6.52542,6.01886,7.33476666667,7.610425,5.3355,5.869025,6.53911818182,5.42372307692
S17114,6.69678666667,6.09016,6.95023333333,7.4145,5.65829166667,5.8338125,6.46066363636,5.35675384615
S17117,6.89160666667,6.20686,7.23731666667,8.4543,5.578325,5.68035,6.67425454545,5.3208
S17131,7.14366666667,6.18066,6.60133333333,7.244325,5.3839,5.5972125,6.39579090909,5.37432307692
S17132,6.77927333333,6.05658,7.14051666667,8.1377,5.62174166667,5.70225,6.42066363636,5.37332307692
S17133,6.91119333333,6.23588,6.80946666667,7.983975,5.56506666667,5.69416875,6.5096,5.2728
S17134,6.8312,6.07438,6.8899,7.994325,5.44414166667,5.9684,6.63638181818,5.37316923077
S17142,6.76679333333,6.1661,6.60668333333,7.630975,5.31829166667,5.8162625,6.60367272727,5.27328461538
S17148,7.11753333333,6.08356,6.93303333333,8.382325,5.3937,5.89031875,6.59971818182,5.27573076923
S17150,7.03123333333,6.08616,6.77091666667,8.1445,5.528025,5.8287,6.58458181818,5.31313846154
S17151,7.20916,6.27212,6.81661666667,7.850725,5.34973333333,5.88824375,6.58106363636,5.36363846154
S17180,6.78646,6.00862,7.2609,7.9991,5.53623333333,5.70325,6.56326363636,5.35596153846
S17187,6.65125333333,6.03924,6.4162,7.028925,5.42080833333,5.98621875,6.53224545455,5.31442307692
S17197,6.85059333333,6.08452,6.99431666667,8.0441,5.36375833333,5.856725,6.53351818182,5.22163076923
S17198,6.70256666667,6.07478,6.7266,7.596725,5.35329166667,5.88366875,6.48065454545,5.20088461538
S17205,6.70274666667,6.03384,6.75465,7.70605,5.6749,6.03158125,6.5287,5.31472307692
S1721,7.04151333333,6.1668,6.87525,8.197325,5.24083333333,5.856125,6.48744545455,5.28863846154
S17210,6.70697333333,5.98836,7.02616666667,8.1155,5.51015833333,5.8009375,6.54600909091,5.45204615385
S17211,7.14943333333,6.20114,7.16021666667,8.722925,5.61259166667,5.84253125,6.64343636364,5.33771538462
S17212,6.80342,6.15136,6.85148333333,7.9234,5.40714166667,5.80766875,6.65719090909,5.26749230769
S17219,6.75398666667,6.2232,6.42301666667,7.021775,5.5446,5.79480625,6.5208,5.30414615385
S17223,6.74393333333,6.08864,6.75918333333,7.51565,5.38105833333,5.79308125,6.29984545455,5.32855384615
S17229,7.35380666667,6.15926,6.44953333333,7.8737,5.28825,5.78164375,6.43335454545,5.23140769231
S17230,6.90984,6.1815,6.79803333333,7.986275,5.31724166667,5.832675,6.55894545455,5.2257
S17233,6.66805333333,6.0051,7.02693333333,8.125425,5.31924166667,5.8004125,6.47156363636,5.37099230769
S17240,6.94298666667,6.22832,6.89633333333,7.569525,5.38025,5.87889375,6.50724545455,5.25965384615
S1725,6.90975333333,5.9605,7.38283333333,8.09175,5.29184166667,6.00000625,6.51946363636,5.31363076923
S17251,6.93171333333,6.20556,6.84543333333,7.843725,5.44173333333,5.82999375,6.65428181818,5.30431538462
S17252,6.62065333333,6.03174,6.70058333333,7.26105,5.47154166667,5.7297375,6.35907272727,5.33369230769
S17254,6.59534666667,6.09962,6.41238333333,8.011275,5.95655833333,6.46771875,7.09052727273,5.34283846154
S17256,6.79249333333,6.09744,6.94845,8.049675,5.51253333333,5.9599125,6.69154545455,5.3987
S17259,6.79029333333,6.01928,6.66641666667,7.509975,5.37423333333,5.91888125,6.5064,5.37693076923
S1726,6.76452,6.04746,6.97081666667,7.75595,5.39994166667,5.7338875,6.54933636364,5.48294615385
S17275,6.98059333333,6.14516,7.08053333333,8.042725,5.54640833333,5.79373125,6.44468181818,5.25573846154
S17281,6.99672666667,6.17664,6.74428333333,8.3326,5.36989166667,5.85690625,6.55865454545,5.23670769231
S17283,6.86156666667,6.08352,6.85546666667,7.847425,5.39561666667,5.700975,6.56333636364,5.2798
S17284,6.93165333333,6.23508,6.94613333333,8.3115,5.48525833333,5.675975,6.494,5.28990769231
S17290,6.70756,6.0448,7.09983333333,7.94855,5.26093333333,5.78883125,6.21024545455,5.51126153846
S17291,6.90623333333,6.07668,7.07646666667,8.024975,5.49930833333,5.8683625,6.48430909091,5.32753846154
S17295,7.09894666667,6.15854,7.15011666667,8.3337,5.31264166667,6.2002875,6.56839090909,5.3871
S17301,7.05034,6.22848,7.18025,7.771525,5.54655,6.157475,6.57782727273,5.36563846154
S1731,6.92202,6.25998,6.87348333333,8.053825,5.47991666667,5.7895375,6.53679090909,5.30765384615
S17311,7.33641333333,6.06792,7.02951666667,8.026975,5.27198333333,5.90725,6.46420909091,5.33103076923
S17316,6.90432,6.23448,7.11746666667,8.1898,5.47086666667,6.05028125,6.72225454545,5.30610769231
S17320,6.97638,6.14436,7.19146666667,8.244975,5.33133333333,5.77324375,6.64210909091,5.33336153846
S17322,6.96702,6.17852,6.72615,7.733425,5.43279166667,5.8046125,6.55575454545,5.29402307692
S17323,8.44405333333,7.45174,6.5544,6.067625,5.03910833333,5.78741875,5.88433636364,5.11077692308
S17332,6.64846,6.17314,6.59901666667,7.607875,5.47738333333,5.925075,6.76802727273,5.33106923077
S17333,6.61183333333,6.07132,6.45185,7.315325,5.66641666667,5.88106875,6.65458181818,5.39917692308
S17334,6.63353333333,6.00236,6.98761666667,7.8117,5.278075,5.62681875,6.21162727273,5.27761538462
S17346,7.08560666667,6.12524,6.9491,8.20875,5.32374166667,5.83879375,6.40734545455,5.35656153846
S17351,6.92152666667,6.24194,7.51976666667,8.22675,5.459825,5.96359375,6.72011818182,5.51798461538
S17353,6.91492,6.01062,7.01711666667,7.863475,5.31648333333,5.74569375,6.41901818182,5.22308461538
S17362,7.18264666667,6.1931,6.666,7.808875,5.543,5.82139375,6.62933636364,5.30089230769
S17365,6.96346,6.00288,6.8067,7.894025,5.39425,6.00595,6.42570909091,5.34483846154
S17367,6.67834,6.0321,6.95265,8.1083,5.49550833333,5.75304375,6.56314545455,5.37606153846
S17369,6.85254666667,6.00682,6.9764,7.86475,5.51410833333,6.009875,6.72066363636,5.37251538462
S17370,6.72197333333,5.98628,6.37763333333,7.661475,5.39683333333,5.76105625,6.28945454545,5.26160769231
S17373,6.61462666667,6.06716,6.63003333333,7.422475,5.432425,5.78971875,6.40589090909,5.48131538462
S17378,7.05336,6.16282,6.55953333333,7.824975,5.35484166667,5.976775,6.61900909091,5.39319230769
S1738,6.81248666667,6.2694,6.572,7.747775,5.42869166667,5.81528125,6.68378181818,5.48894615385
S17381,7.07824,6.21396,7.65846666667,8.5667,5.464175,5.7256125,6.61,5.58407692308
S17393,6.58505333333,6.3447,7.04938333333,7.95595,5.43773333333,5.7865125,6.60606363636,5.4313
S17396,6.60018,5.88788,7.29516666667,7.675975,5.290225,5.6260375,6.3575,5.36087692308
S17411,6.68432,6.11438,6.97755,8.03535,5.67794166667,5.77576875,6.57523636364,5.27003076923
S17412,6.9563,6.2406,7.70775,8.561175,5.48499166667,5.8809625,6.43231818182,5.33426153846
S17413,6.8318,6.12068,7.52635,8.3593,5.34426666667,5.731225,6.54510909091,5.43976923077
S17415,7.04620666667,6.33328,6.70081666667,8.23055,5.46646666667,5.8537375,6.51152727273,5.3477
S1742,6.98304,6.06626,7.05008333333,8.46815,5.29518333333,5.57771875,6.60887272727,5.35052307692
S17421,6.90527333333,6.15434,7.16731666667,8.270175,5.476125,5.8083125,6.60098181818,5.32123076923
S17422,6.62255333333,6.02656,6.04536666667,7.04715,5.52098333333,6.02645625,6.62411818182,5.30922307692
S17427,6.93043333333,6.0811,6.79273333333,7.861975,5.48295,5.80686875,6.44347272727,5.22143076923
S17428,6.81866666667,6.1348,6.64891666667,7.93105,5.48075,5.7576,6.41972727273,5.36727692308
S17430,6.86061333333,6.0352,6.75188333333,7.55055,5.409075,5.97701875,6.5061,5.2405
S17431,6.6026,6.03528,6.75785,7.0457,5.33410833333,5.80055625,6.55383636364,5.29456153846
S17435,7.04842666667,6.05814,6.83001666667,8.19915,5.383125,5.8799375,6.4,5.25624615385
S17437,6.75130666667,6.06808,6.46818333333,7.313925,5.45094166667,5.85713125,6.27236363636,5.24711538462
S17446,6.86022,6.27716,7.12518333333,7.994675,5.44705833333,5.94005,6.77541818182,5.33817692308
S17448,6.65340666667,6.10604,6.61178333333,7.737375,5.7535,6.23515,6.81769090909,5.33223076923
S17456,6.92765333333,6.28704,6.7945,7.863025,5.61119166667,6.1096875,6.68643636364,5.23873846154
S17458,7.14626666667,6.36708,6.65816666667,8.4563,5.61919166667,6.07351875,6.80179090909,5.29266923077
S17460,6.974,6.08332,7.17155,7.932425,5.36455833333,5.641875,6.50450909091,5.38806153846
S17464,6.90256,6.17122,7.10273333333,8.54225,5.45301666667,5.72079375,6.47543636364,5.27448461538
S17467,7.06171333333,6.27668,6.61481666667,7.6612,5.1828,5.7780875,6.45526363636,5.30246923077
S17468,6.96646,6.18246,6.8778,7.867225,5.58,6.03813125,6.47618181818,5.32194615385
S17472,7.03916,5.92624,6.82416666667,7.9082,5.25668333333,5.80335625,6.33068181818,5.2992
S17478,6.83922666667,6.12352,7.07745,7.9765,5.42216666667,6.26746875,6.52861818182,5.29119230769
S17479,6.48533333333,5.96446,6.95781666667,7.679625,5.28335833333,5.68811875,6.27475454545,5.31232307692
S17481,6.62748666667,6.0607,6.5444,7.3683,5.32298333333,5.82705625,6.18401818182,5.51779230769
S17485,6.8619,5.93978,7.09375,7.9575,5.51604166667,5.78550625,6.54790909091,5.26398461538
S17493,6.90624,6.20358,6.866,7.9097,5.33468333333,5.87560625,6.6705,5.30492307692
S17498,6.63448,5.98628,6.83976666667,7.5336,5.45703333333,5.74298125,6.36986363636,5.28714615385
S17510,6.84536666667,6.08766,6.63891666667,7.9131,5.41223333333,5.94964375,6.54132727273,5.15128461538
S17516,6.50997333333,6.03052,6.29998333333,7.263675,5.36108333333,5.8799375,6.35093636364,5.36126923077
S1752,6.79364666667,6.07316,6.91141666667,7.919775,5.39684166667,5.74933125,6.47013636364,5.36485384615
S17520,6.78591333333,5.96272,7.01796666667,8.0011,5.25243333333,5.91499375,6.38566363636,5.29552307692
S17521,6.86269333333,6.1151,6.57645,7.39215,5.46031666667,5.88798125,6.64640909091,5.27025384615
S17523,6.77741333333,6.06312,7.40938333333,8.11965,5.37933333333,5.75935,6.61756363636,5.35289230769
S17529,6.90587333333,6.1591,7.07971666667,8.589675,5.4061,5.987225,6.775,5.29912307692
S17530,7.19626,6.2298,6.97825,8.199575,5.560075,5.90451875,6.73445454545,5.24384615385
S17539,6.96874,6.02672,6.79568333333,7.84515,5.35569166667,5.7584375,6.33633636364,5.40032307692
S1754,6.92502,6.15658,6.33095,7.54705,5.3791,6.01439375,6.42298181818,5.30843076923
S17542,6.85819333333,6.19016,6.8993,8.1598,5.38020833333,5.99395,6.68509090909,5.2512
S17549,6.97047333333,6.11312,6.98433333333,8.1449,5.54925,5.687425,6.50940909091,5.25408461538
S17558,6.48184,6.0199,6.93051666667,7.4875,5.415325,5.8282125,6.45143636364,5.31064615385
S1756,6.63165333333,5.93564,7.09616666667,8.278,5.38333333333,5.7630875,6.40798181818,5.40883076923
S17563,6.75954666667,6.17114,6.69445,7.6867,5.38766666667,5.9950875,6.57640909091,5.50996153846
S17567,7.09990666667,6.20782,7.06726666667,8.3403,5.45034166667,5.78066875,6.51584545455,5.27361538462
S17576,6.97261333333,6.16182,6.92043333333,8.173825,5.37813333333,5.78925625,6.5098,5.42780769231
S17577,6.90216666667,6.15574,6.84428333333,8.160175,5.314225,5.88370625,6.62949090909,5.32538461538
S17582,6.74715333333,6.1475,6.98933333333,7.7375,5.35716666667,5.7695625,6.2791,5.35610769231
S17583,6.96384,6.15226,6.73213333333,8.069225,5.42646666667,5.7022125,6.54785454545,5.25270769231
S17587,6.93986,6.07568,6.96741666667,8.473375,5.43788333333,5.78656875,6.56150909091,5.27305384615
S17590,6.87550666667,6.1082,6.78183333333,8.0585,5.3199,6.018375,6.60491818182,5.24389230769
S176,6.66229333333,6.07804,6.63806666667,7.3709,5.37665,5.882825,6.33339090909,5.31408461538
S17600,6.94876666667,5.96878,6.72983333333,8.0384,5.33914166667,5.8060375,6.46326363636,5.33003076923
S17603,7.05990666667,6.23298,7.2311,8.251,5.38904166667,5.64766875,6.49872727273,5.27046153846
S17609,6.96068,6.03554,7.36821666667,8.317525,5.26423333333,5.749175,6.5086,5.32923846154
S17621,6.59030666667,6.17072,6.98306666667,7.654375,5.735875,5.97439375,6.69097272727,5.37347692308
S17641,6.976,6.10458,7.026,7.9108,5.31953333333,5.73605625,6.40881818182,5.29566923077
S17645,6.86154666667,6.24126,6.59805,8.0403,5.40494166667,6.0055,6.72443636364,5.19626153846
S17649,6.59382,5.94752,7.37083333333,7.982225,5.88800833333,5.99171875,6.5377,5.22510769231
S17650,6.84968,5.93092,7.12708333333,8.06395,5.42756666667,5.815875,6.47114545455,5.41603846154
S17652,6.94589333333,6.2551,7.097,8.604725,5.56898333333,5.73095,6.66284545455,5.36889230769
S17654,6.81454666667,6.16816,7.02973333333,8.1002,5.72834166667,5.92325,6.54676363636,5.3499
S17658,7.23916,6.2738,7.76658333333,8.7677,5.675325,6.11491875,6.86137272727,5.55380769231
S17660,6.8622,6.12432,6.73061666667,8.6415,5.26555,5.70031875,6.57474545455,5.41707692308
S17663,6.71302666667,5.96596,6.84033333333,8.3692,5.575025,5.93141875,6.55741818182,5.1764
S17664,7.3141,6.13872,7.37128333333,8.4651,5.37309166667,5.99894375,6.57194545455,5.37381538462
S17670,6.80447333333,6.12286,7.0797,7.87885,5.29055833333,5.7489375,6.32438181818,5.28367692308
S1770,6.51183333333,6.03012,6.20103333333,6.9795,5.363375,5.96660625,6.22429090909,5.46320769231
S17704,6.76395333333,6.12986,6.56666666667,7.8381,5.59866666667,5.86350625,6.59173636364,5.27810769231
S17712,7.18763333333,6.13666,7.16041666667,8.070475,5.277975,5.80880625,6.48022727273,5.23607692308
S17720,7.06747333333,6.17822,7.17605,8.367175,5.43531666667,5.9059125,6.70984545455,5.30232307692
S17726,6.96507333333,6.0257,6.97666666667,8.23445,5.37094166667,5.74364375,6.27098181818,5.33750769231
S1773,6.81898666667,6.03344,6.66476666667,7.643375,5.39325,6.12014375,6.54434545455,5.39345384615
S17734,6.44564666667,5.80222,6.9539,7.700025,5.47739166667,6.11565,6.63086363636,5.16903076923
S17735,6.84278666667,6.15792,6.8379,8.0042,5.29273333333,5.88726875,6.35922727273,5.34606153846
S17753,6.68440666667,5.99784,6.6612,7.768175,5.50116666667,6.2917,6.6286,5.30706153846
S17755,6.74095333333,6.16998,7.17468333333,8.214575,5.35363333333,5.91380625,6.5423,5.29848461538
S17759,6.89247333333,5.97396,7.22118333333,8.261575,5.45000833333,5.8040375,6.41547272727,5.36666923077
S17767,6.68925333333,6.08692,6.59241666667,7.3552,5.368275,5.90726875,6.60949090909,5.28379230769
S17774,6.78721333333,6.0706,6.4871,7.38405,5.42834166667,5.89395625,6.44390909091,5.3519
S17783,6.99587333333,6.02818,6.82143333333,7.9568,5.29721666667,5.87161875,6.56776363636,5.33086153846
S17784,6.92039333333,6.15174,6.62173333333,7.63065,5.499425,5.90538125,6.63287272727,5.37871538462
S17790,6.62937333333,6.0754,6.91213333333,8.411275,5.47561666667,5.8112125,6.37463636364,5.28263846154
S17791,6.85881333333,5.97504,7.2147,8.107125,5.61066666667,5.83968125,6.62038181818,5.26439230769
S17792,6.88064666667,6.02808,6.86446666667,8.196175,5.36583333333,5.66695625,6.61153636364,5.32751538462
S17793,6.88303333333,6.08572,6.94221666667,8.477225,5.69975833333,5.933375,6.70496363636,5.26186923077
S17799,7.01819333333,6.07844,7.17375,8.314875,5.52305833333,5.9136375,6.45442727273,5.27175384615
S1780,6.84478,6.02098,6.80498333333,8.0727,5.41138333333,5.75170625,6.59047272727,5.33619230769
S17801,6.63042666667,6.05346,7.01526666667,7.987025,5.43479166667,5.808225,6.44113636364,5.40104615385
S17806,6.76482,6.19472,7.08183333333,8.22885,5.38541666667,5.827,6.61265454545,5.31233846154
S17808,6.98968,6.26246,7.18675,8.1488,5.71079166667,5.65568125,6.59858181818,5.37987692308
S17810,6.9397,6.1954,6.94598333333,8.081475,5.401175,5.69789375,6.54689090909,5.36535384615
S1782,6.96434666667,6.24024,6.87031666667,7.879975,5.473675,5.8188875,6.53593636364,5.29894615385
S17823,6.706,6.19124,6.92795,8.077375,5.594,5.90269375,6.52903636364,5.27317692308
S17828,6.62744,6.01052,6.99121666667,7.812975,5.11291666667,5.6262875,6.4786,5.30986153846
S17839,6.65545333333,6.1565,6.87401666667,7.452825,5.44199166667,5.77365,6.35741818182,5.45764615385
S17843,6.76981333333,6.08584,6.54611666667,7.299075,5.41890833333,5.9464125,6.49806363636,5.20037692308
S17845,7.03091333333,6.09158,6.87223333333,7.75255,5.50104166667,5.95196875,6.55064545455,5.32634615385
S1785,6.60154,5.98986,6.79556666667,7.768,5.482175,5.94190625,6.63241818182,5.26854615385
S17850,6.81872,6.12868,6.68563333333,7.6619,5.41641666667,5.8516,6.3412,5.36722307692
S17857,7.26163333333,6.14108,6.4508,8.185875,5.4167,5.96539375,6.62962727273,5.4286
S17859,6.91447333333,5.89382,7.12443333333,7.774175,5.40221666667,5.64875,6.35018181818,5.28555384615
S17865,6.85805333333,6.06324,6.93735,8.0141,5.20044166667,5.6480875,6.28112727273,5.27440769231
