ID,naive_B_cell,memory_B_cell,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell
S20192,6.60284666667,6.04598,7.38865,8.4081,5.338625,5.91244375,6.58667272727,5.44606923077
S20193,6.61312,5.98548,7.0612,8.3763,5.41944166667,5.79575625,6.46820909091,5.35645384615
S20195,6.87487333333,6.03262,6.97646666667,7.773225,5.37106666667,5.6794375,6.5629,5.36766923077
S20197,7.01238666667,5.91388,6.90461666667,8.193125,5.41665,5.80583125,6.58723636364,5.36924615385
S2020,6.79212,5.93206,7.40953333333,8.278325,5.36995,5.81009375,6.5305,5.37783846154
S20206,6.72677333333,5.97438,7.08865,8.08365,5.29956666667,5.77385,6.31655454545,5.25283076923
S20211,6.80962666667,6.2049,6.52313333333,7.8081,5.33676666667,5.788325,6.51285454545,5.36913846154
S20217,6.68146666667,5.80024,6.62091666667,7.210625,5.35509166667,5.7309,6.25437272727,5.41634615385
S2022,6.80370666667,6.13518,6.86505,7.884875,5.41993333333,5.8599875,6.53157272727,5.27705384615
S20220,6.63369333333,6.01236,6.55026666667,7.57025,5.330275,5.86968125,6.62905454545,5.28206153846
S20221,6.42536,5.8094,6.78913333333,7.821775,5.31313333333,5.63105625,6.2868,5.26094615385
S20229,7.02596,6.1257,7.21548333333,8.343225,5.53086666667,5.6789625,6.56398181818,5.38510769231
S20236,6.5598,6.01896,6.2327,7.49705,5.57976666667,6.27034375,6.49066363636,5.37152307692
S20238,7.01198,6.00696,7.30358333333,8.462425,5.37833333333,6.022275,6.54188181818,5.31096923077
S20246,6.73323333333,5.99908,7.19128333333,7.73695,5.31515833333,5.7134875,6.37050909091,5.40443076923
S2025,6.75251333333,6.18488,6.6783,7.56465,5.48459166667,5.79745625,6.40433636364,5.21696923077
S20252,6.75520666667,5.97684,6.84575,7.62195,5.36313333333,5.90491875,6.49693636364,5.39426923077
S20255,6.9819,6.14294,6.74931666667,8.02525,5.24219166667,5.61105625,6.45034545455,5.23476923077
S20260,7.3063,6.33736,7.39311666667,8.58225,5.49913333333,5.75610625,6.63471818182,5.20743076923
S20262,6.84928,5.95306,6.75451666667,7.81495,5.361525,5.8244625,6.41362727273,5.35566923077
S20270,6.8089,6.00824,6.91076666667,7.71705,5.29481666667,5.76040625,6.23928181818,5.42609230769
S20277,6.88538,6.02652,7.31845,7.94875,5.38231666667,5.83998125,6.63047272727,5.34413846154
S20294,7.01891333333,6.14212,6.56035,8.026675,5.48159166667,5.9708,6.41011818182,5.42681538462
S20296,6.8989,5.9846,7.48906666667,8.16485,5.29073333333,5.73366875,6.42328181818,5.40463846154
S20300,6.73034,5.79326,7.2122,8.1465,5.26386666667,5.9236,6.59426363636,5.28793076923
S20306,6.8867,6.05828,7.01815,8.316125,5.48075833333,5.712875,6.40185454545,5.34646153846
S20307,6.75290666667,5.9336,6.78626666667,7.58735,5.268475,5.8104,6.52677272727,5.31465384615
S20309,6.84654,6.13144,6.55725,7.877575,5.42116666667,5.8910125,6.4952,5.38966153846
S20311,6.64446,6.08146,7.03761666667,7.851875,5.43120833333,5.77135625,6.38335454545,5.37919230769
S20319,7.10880666667,6.14088,6.6685,7.9146,5.26024166667,5.98249375,6.53260909091,5.34496923077
S20321,6.87376,6.12346,6.57673333333,7.552125,5.32115833333,5.78294375,6.30808181818,5.38106153846
S20322,6.74492,6.19304,6.48171666667,7.24175,5.436975,5.75103125,6.51671818182,5.33200769231
S20327,6.82399333333,6.06244,6.7482,8.05225,5.24120833333,5.71050625,6.40042727273,5.3373
S20329,6.98214,6.2556,6.76838333333,8.0873,5.22648333333,5.85313125,6.59718181818,5.23997692308
S20340,6.82663333333,5.90796,6.8423,7.8408,5.54541666667,5.84125625,6.53676363636,5.41382307692
S20341,7.04389333333,6.2316,7.16761666667,8.47065,5.38443333333,5.71141875,6.60003636364,5.35515384615
S20349,6.93138666667,6.42472,7.33586666667,8.3349,5.52485833333,5.82195625,6.56308181818,5.43570769231
S20363,6.76654,6.39514,7.22033333333,9.7531,5.50001666667,6.23316875,6.53064545455,5.40452307692
S20368,6.63323333333,5.96546,6.96793333333,8.014625,5.373225,5.8599,6.48193636364,5.38618461538
S20369,7.0169,6.05628,6.64913333333,7.590125,5.51613333333,5.91985,6.50442727273,5.41540769231
S20374,7.09565333333,6.185,7.1527,8.182325,5.64893333333,5.7795875,6.57863636364,5.35218461538
S2038,7.03113333333,6.42486,6.67368333333,8.1684,5.43048333333,5.8836625,6.89871818182,5.31734615385
S20380,6.95539333333,6.15366,6.7659,7.873425,5.33815,5.79591875,6.49368181818,5.24703846154
S20384,6.81061333333,6.121,6.65225,7.82365,5.52376666667,5.99184375,6.51608181818,5.38513076923
S20389,7.13253333333,6.17086,6.8031,7.88495,5.35711666667,5.8719375,6.60369090909,5.29987692308
S20393,6.69174,5.98454,7.1047,7.73095,5.2589,5.8985625,6.33784545455,5.40019230769
S2040,6.78734666667,6.3018,6.67541666667,8.134475,5.899325,5.96380625,6.8577,5.28537692308
S20406,6.67231333333,6.10466,6.59126666667,7.5621,5.48690833333,5.90573125,6.48201818182,5.37553846154
S20411,6.81463333333,6.2128,6.77105,7.90015,5.61218333333,5.966925,6.69255454545,5.39003076923
S20413,6.85278666667,6.12932,6.69605,8.02965,5.36218333333,5.93123125,6.42592727273,5.34086153846
S20414,6.83489333333,6.06706,6.7522,7.60505,5.56075833333,6.49946875,6.3994,5.42128461538
S20420,6.63460666667,5.87994,6.94753333333,8.056275,5.37895833333,5.83405,6.49379090909,5.20872307692
S20427,6.91283333333,6.0727,7.32166666667,8.5358,5.24415833333,5.79725,6.51307272727,5.49905384615
S20430,7.26938666667,6.0398,7.26535,8.455175,5.32811666667,5.7774125,6.37089090909,5.2804
S20432,6.58273333333,6.2199,6.65216666667,7.847275,5.41513333333,5.92965,6.52671818182,5.27991538462
S20434,6.75742,6.2064,6.92166666667,8.0588,5.30769166667,5.80555625,6.4834,5.41473076923
S20438,6.80258666667,6.17832,6.63576666667,8.0341,5.30476666667,5.85336875,6.73046363636,5.34991538462
S20441,6.83680666667,6.04412,6.74265,7.881225,5.49548333333,5.70990625,6.23028181818,5.1066
S20442,6.86934666667,6.06838,7.33001666667,8.3328,5.41440833333,5.8317875,6.56453636364,5.37859230769
S20446,6.85526666667,6.08504,7.14468333333,8.181975,5.52215833333,6.2218,6.65677272727,5.39954615385
S20451,7.06588666667,6.21116,6.14026666667,8.24215,5.519925,6.1668625,6.74093636364,5.39671538462
S20457,7.02621333333,6.11548,6.96161666667,8.1964,5.38230833333,5.93776875,6.45494545455,5.35297692308
S20464,6.78994666667,6.10012,6.65791666667,7.7931,5.496925,5.86531875,6.62458181818,5.28169230769
S20469,6.77709333333,6.20342,6.74328333333,7.925575,5.359325,5.900225,6.46079090909,5.34197692308
S20472,6.69152,6.20998,6.79338333333,8.1293,5.72895,5.93498125,6.51440909091,5.44916923077
S20473,6.80135333333,6.23,6.71951666667,7.1048,5.59153333333,5.8471875,6.5122,5.53179230769
S20475,6.82802666667,6.0651,7.00548333333,8.28025,5.26996666667,5.87256875,6.65065454545,5.25391538462
S20480,6.90172,6.1183,6.97436666667,8.1082,5.541475,5.6406875,6.48627272727,5.34289230769
S20481,6.71448666667,6.18482,7.41505,8.70975,5.293,5.89294375,6.62654545455,5.36096923077
S20484,6.82708666667,6.0777,6.80281666667,7.7353,5.4488,5.791125,6.4022,5.33685384615
S20486,7.30922,6.20176,6.84081666667,8.186675,5.396575,5.91290625,6.50021818182,5.29430769231
S20491,6.93894666667,6.12618,6.85541666667,8.057925,5.430025,5.97785625,6.56764545455,5.30846923077
S20492,6.91796,6.21374,6.63855,7.534975,5.35279166667,5.83209375,6.66909090909,5.3868
S20495,6.96809333333,6.21636,7.419,8.212825,5.18844166667,5.6128,6.50281818182,5.37121538462
S20499,7.05369333333,6.09654,6.82301666667,8.186675,5.32405,5.8898875,6.54402727273,5.30289230769
S205,6.54611333333,6.12118,6.98711666667,7.654775,5.46135,5.87155,6.5971,5.34418461538
S20500,6.92157333333,6.0684,6.30698333333,7.46455,5.54670833333,5.9715375,6.61973636364,5.36141538462
S20501,6.91809333333,6.24014,6.84316666667,7.92775,5.40403333333,5.8419375,6.52542727273,5.35083076923
S20505,6.61554,6.0264,6.48705,7.745575,5.21965833333,5.90575,6.32837272727,5.29450769231
S20508,7.17342666667,6.19134,7.2355,8.598875,5.335725,5.7933875,6.68509090909,5.29443846154
S20517,7.1151,5.98478,7.32956666667,8.3525,5.56369166667,5.93200625,6.62036363636,5.30539230769
S2052,6.70483333333,6.06306,6.68076666667,7.899175,5.241175,5.81096875,6.54681818182,5.37461538462
S20527,6.74468666667,5.88004,6.70641666667,7.603175,5.36869166667,5.91789375,6.42904545455,5.32336923077
S20530,6.7798,6.02674,6.92725,7.92425,5.50288333333,5.95984375,6.665,5.26183076923
S20540,6.86402,6.12286,6.52011666667,8.4216,5.34943333333,5.8918125,6.60553636364,5.33755384615
S20542,6.91626666667,6.16924,6.73261666667,8.02235,5.42181666667,5.9513,6.69320909091,5.37186923077
S20543,7.05798,6.14168,6.58093333333,7.8851,5.39665,5.76751875,6.45915454545,5.36969230769
S20555,7.07595333333,6.24618,6.7778,8.156775,5.524775,5.96646875,6.70287272727,5.29452307692
S20556,6.88265333333,6.18178,7.29505,8.6985,5.40545833333,5.59890625,6.48625454545,5.27740769231
S2056,7.22278666667,6.18252,7.05398333333,8.179325,5.52249166667,5.88804375,6.5601,5.17542307692
S20563,6.57445333333,6.04662,6.96878333333,8.244675,5.54359166667,5.8519625,6.48176363636,5.32696923077
S2057,6.98128666667,5.93562,6.5768,7.767275,5.37024166667,5.90669375,6.426,5.34966923077
S20576,6.70772,6.16126,6.5239,7.560575,5.45863333333,5.95305,6.36147272727,5.34914615385
S20581,6.48226,6.04594,6.85016666667,7.8117,5.39861666667,5.91969375,6.52374545455,5.34645384615
S20598,7.29018,6.10236,7.39665,8.56205,5.3449,5.7639125,6.63431818182,5.21373076923
S2060,7.00521333333,6.06506,6.96846666667,8.312725,5.36495,5.81046875,6.47281818182,5.32225384615
S20601,7.02224,6.2143,6.61626666667,7.78825,5.32779166667,5.9956375,6.64162727273,5.29032307692
S20602,6.8368,6.03282,6.53841666667,7.150525,5.48335833333,5.7334,6.4222,5.41658461538
S20603,6.85243333333,6.12896,6.87841666667,8.4099,5.45346666667,5.95614375,6.80639090909,5.29324615385
S20607,6.88913333333,5.97424,7.02425,7.952625,5.35611666667,5.7582625,6.36635454545,5.42972307692
S20608,6.68622,6.03408,6.56518333333,7.853625,5.40980833333,5.89005,6.52421818182,5.1763
S20609,6.75959333333,6.1061,6.69081666667,7.86405,5.37530833333,5.904875,6.43482727273,5.33745384615
S20610,6.83543333333,6.0824,7.4034,8.288925,5.5134,5.87220625,6.73699090909,5.41443846154
S20617,6.51242,5.9492,6.33021666667,6.85405,5.45858333333,6.0205875,6.31928181818,5.3217
S20621,6.82486666667,6.17058,7.2023,8.319275,5.35240833333,5.86409375,6.56941818182,5.34228461538
S20624,6.67130666667,6.20232,6.37398333333,7.3457,5.62234166667,5.8819375,6.6039,5.35153076923
S20629,6.9229,6.26012,6.91413333333,7.897975,5.49455833333,5.80045,6.342,5.47499230769
S20630,6.40366,5.99796,6.44523333333,6.916675,5.38868333333,6.00384375,6.57602727273,5.44374615385
S20644,6.78377333333,6.04728,6.90226666667,8.105625,5.41100833333,5.87864375,6.42967272727,5.24516923077
S20664,7.04987333333,6.18202,7.18063333333,8.147425,5.36613333333,5.93763125,6.51726363636,5.37806923077
S20676,6.59601333333,6.1113,6.2945,7.03245,5.37525,5.95078125,6.4674,5.45358461538
S20678,7.11248,6.22618,6.91905,8.389,5.306925,5.8656,6.53419090909,5.3233
S20687,6.68342,6.07236,7.14391666667,8.0636,5.40499166667,5.91403125,6.58590909091,5.27671538462
S20688,7.15817333333,6.0623,7.1034,8.079675,5.39745,5.81240625,6.6697,5.34403846154
S20696,6.79545333333,5.88244,6.88693333333,7.966625,5.3665,5.82116875,6.37692727273,5.24443076923
S20702,6.72135333333,5.93388,7.21458333333,7.913675,5.53788333333,5.8974125,6.43837272727,5.27292307692
S20706,7.0445,6.23484,6.85515,7.76775,5.50976666667,5.86050625,6.37517272727,5.26065384615
S20714,6.72411333333,6.08838,6.79845,7.626525,5.39065833333,5.82529375,6.39100909091,5.33185384615
S20719,6.91512,6.07228,6.42878333333,7.970125,5.30039166667,5.8939125,6.42535454545,5.32555384615
S20730,6.7876,6.04254,7.09905,8.25515,5.32585833333,5.83745,6.50201818182,5.35762307692
S20739,7.34026,6.2955,7.06323333333,8.3231,5.21555833333,5.7676875,6.85595454545,5.21737692308
S20742,6.8181,6.15982,6.27645,7.382175,5.42761666667,5.93795625,6.62487272727,5.49134615385
S20748,7.02747333333,6.02678,6.9647,8.0938,5.31265833333,5.6496,6.65882727273,5.27049230769
S20752,6.94504666667,6.07646,6.86173333333,8.270625,5.35181666667,5.6233875,6.47102727273,5.22892307692
S20759,7.29166666667,6.08188,7.52483333333,8.7305,5.33456666667,6.273775,6.73022727273,5.39538461538
S20764,6.65036666667,6.1678,6.60393333333,7.66945,5.47609166667,5.8255875,6.57622727273,5.42418461538
S20769,6.59640666667,6.1127,6.6273,7.285575,5.66031666667,5.81444375,6.26126363636,5.40848461538
S20774,6.89440666667,6.01306,7.09065,8.540175,5.38091666667,5.98938125,6.47985454545,5.18205384615
S20782,6.60866,6.08212,6.67525,7.575675,5.614725,5.9655375,6.5719,5.39900769231
S20783,6.40825333333,5.94062,6.88241666667,7.312425,5.72915,5.85411875,6.57999090909,5.34077692308
S20786,7.04061333333,5.95666,6.8212,8.041875,5.52985,5.7242125,6.57512727273,5.29076923077
S20796,6.67449333333,6.018,7.10365,7.87555,5.29468333333,5.75495625,6.25326363636,5.31976153846
S208,6.73882,6.01216,7.05583333333,7.8361,5.24489166667,5.7327625,6.31882727273,5.4613
S20809,7.05409333333,6.00972,6.82125,8.2601,5.47194166667,5.79119375,6.57268181818,5.23364615385
S2081,6.88249333333,6.0039,7.07073333333,7.901925,5.347,5.74363125,6.53249090909,5.35081538462
S20816,6.32440666667,5.86866,6.9439,7.4215,5.562125,5.9324875,6.27195454545,5.19554615385
S20820,6.67454666667,6.25226,7.16908333333,8.3498,5.77479166667,6.22958125,6.79097272727,5.24728461538
S20827,6.5941,6.19076,6.72373333333,7.30925,5.35736666667,5.73941875,6.36975454545,5.28612307692
S2083,7.13866666667,6.3693,6.95955,8.010125,5.372775,5.8462875,6.76499090909,5.51398461538
S20835,6.82456,6.13996,6.43553333333,7.55165,5.43235,6.0075125,6.75146363636,5.34619230769
S20838,7.03263333333,6.36414,7.39756666667,8.535825,5.55264166667,5.81150625,6.78723636364,5.45810769231
S20853,6.61513333333,6.20902,7.06808333333,8.099875,5.40369166667,5.94421875,6.63840909091,5.33866923077
S20855,6.69738,6.12504,6.6551,7.6546,5.46683333333,5.9635,6.42824545455,5.3278
S20856,6.83957333333,6.14338,6.59495,7.57675,5.38606666667,5.788075,6.52528181818,5.54000769231
S20858,6.74481333333,6.02602,6.83553333333,7.83395,5.36109166667,5.80769375,6.45950909091,5.40787692308
S20866,6.69869333333,5.99838,6.92018333333,7.616075,5.42800833333,6.02209375,6.40058181818,5.27110769231
S20870,7.21846666667,6.28528,7.3245,8.613775,5.27785,5.8092625,6.72722727273,5.31843846154
S20873,6.79117333333,5.94472,7.07571666667,8.012,5.33720833333,5.73285,6.27765454545,5.44599230769
S20875,6.94932666667,6.15284,6.6374,8.13385,5.49338333333,5.8130125,6.61701818182,5.36766153846
S20887,6.85003333333,6.18262,6.72238333333,7.913825,5.6775,6.01431875,6.70666363636,5.41612307692
S20889,6.62012666667,6.00756,6.55935,7.215875,5.46295,5.939425,6.50061818182,5.25650769231
S20899,6.89310666667,5.96442,7.1225,8.358825,5.34184166667,5.64150625,6.37584545455,5.36935384615
S20909,6.77825333333,5.95824,6.86165,8.10655,5.32826666667,5.7615,6.41004545455,5.33291538462
S20913,6.93653333333,5.9426,7.13303333333,7.7791,5.44826666667,6.065175,6.50487272727,5.29454615385
S20917,7.59592,6.5869,6.10713333333,7.064925,5.52963333333,5.93541875,6.27874545455,5.3688
S20925,6.7642,6.12812,6.4782,7.145375,5.48935833333,5.98963125,6.59144545455,5.35086153846
S20931,6.82322,6.1022,7.13016666667,8.1268,5.45455,5.8160125,6.4708,5.37718461538
S20936,6.62421333333,6.02514,6.71903333333,7.385425,5.35593333333,6.07249375,6.5173,5.24547692308
S20940,6.96928,6.02086,6.78711666667,7.773575,5.33055,5.89961875,6.43447272727,5.40011538462
S20943,6.91864,6.00678,6.65611666667,7.96865,5.41468333333,5.8169875,6.50224545455,5.17775384615
S20954,6.89374,6.01498,6.64433333333,7.7124,5.71346666667,5.930675,6.44995454545,5.2705
S20956,6.79786666667,6.0481,6.62545,7.6522,5.259625,5.84141875,6.40412727273,5.24380769231
S2096,6.71795333333,6.11442,6.99893333333,7.702975,5.40844166667,5.83184375,6.62808181818,5.32745384615
S20972,6.82455333333,6.0729,6.82278333333,8.1073,5.38704166667,5.91866875,6.45134545455,5.23669230769
S20979,6.85487333333,6.1481,6.92255,7.821425,5.3563,5.7926,6.35294545455,5.34643076923
S2098,6.83605333333,6.02244,7.05528333333,8.433575,5.39835,5.8188625,6.52834545455,5.22376923077
S20980,7.08128,6.1839,7.37576666667,8.4128,5.37125,5.727825,6.46751818182,5.37873076923
S20986,6.63296,6.14546,7.09131666667,7.994175,5.48948333333,5.7890625,6.63927272727,5.43444615385
S20989,6.76217333333,5.96172,6.78703333333,7.846875,5.47048333333,5.95919375,6.50064545455,5.27451538462
S20997,6.91039333333,6.23854,6.8504,7.800875,5.81900833333,6.0741125,6.6333,5.32430769231
S21000,6.94350666667,6.06826,7.14826666667,8.43345,5.2783,5.9131125,6.80250909091,5.32604615385
S21005,6.83159333333,6.0323,6.67766666667,7.473925,5.34600833333,5.832925,6.31785454545,5.30361538462
S21007,6.94866,6.03558,6.58418333333,7.8249,5.53748333333,5.956,6.8118,5.32311538462
S21009,6.72705333333,6.01064,7.03415,7.799325,5.45599166667,5.8141875,6.3283,5.35279230769
S21015,6.90374,6.08124,7.08716666667,8.034325,5.326575,5.79473125,6.51323636364,5.31061538462
S21034,7.14822,5.95262,6.67805,7.912875,5.32964166667,5.8173375,6.56996363636,5.35374615385
S21037,7.20708666667,6.19142,6.88146666667,8.134775,5.35200833333,5.835525,6.63530909091,5.32092307692
S21048,6.67952,6.03296,6.89756666667,7.839925,5.21873333333,5.81361875,6.38970909091,5.32316923077
S21058,7.30482,6.27056,7.17638333333,8.605575,5.50515,5.8650125,6.80551818182,5.35399230769
S21060,6.82906666667,6.19086,6.64918333333,7.74285,5.28654166667,5.85430625,6.51856363636,5.25183076923
S21064,6.57186,6.0697,6.6334,7.7497,5.74185833333,6.36774375,6.87300909091,5.35034615385
S21068,6.671,5.96492,7.03826666667,7.545625,5.38905833333,5.5966,6.35342727273,5.38182307692
S21071,6.5407,6.21216,6.65845,7.526075,5.276725,5.8389625,6.55610909091,5.29528461538
S21076,6.82864666667,6.2465,6.99633333333,7.80515,5.4799,5.8540125,6.49279090909,5.41086153846
S21079,6.81947333333,6.0721,7.19521666667,8.083475,5.38044166667,6.0254625,6.62117272727,5.3279
S21084,6.90987333333,6.06938,7.34571666667,8.3136,5.28565,5.83616875,6.58013636364,5.39044615385
S21089,6.96036,6.07004,7.16175,7.912225,5.31188333333,6.1941125,6.41812727273,5.27156923077
S21090,6.88544666667,5.88058,6.7278,8.080125,5.429175,5.77044375,6.45688181818,5.18875384615
S21094,6.82007333333,6.0896,6.41806666667,6.86085,5.388775,6.39944375,6.50074545455,5.3495
S21101,6.51801333333,6.00376,6.58765,7.5593,5.46379166667,5.86925,6.44585454545,5.25873076923
S21107,7.74526666667,6.77692,6.47136666667,6.606025,5.31705,5.71493125,6.18601818182,5.2999
S21110,6.94606666667,6.16884,6.98556666667,8.2012,5.53341666667,5.77735,6.85130909091,5.42276923077
S21111,6.61413333333,6.13832,7.25475,7.8228,5.34490833333,5.73859375,6.49712727273,5.40505384615
S21123,6.98961333333,6.23602,6.87811666667,8.27625,5.3617,5.70085625,6.62323636364,5.30154615385
S21128,6.61511333333,5.94394,6.79931666667,7.594,5.44655833333,5.7525875,6.56641818182,5.26674615385
S21129,6.70750666667,5.98958,6.7511,7.611575,5.36260833333,5.9833375,6.31466363636,5.28999230769
S21130,6.85960666667,6.00866,7.12446666667,8.59425,5.32465,5.805675,6.66587272727,5.32142307692
S21132,6.90454,6.10634,6.88311666667,8.1939,5.54640833333,6.06330625,6.71607272727,5.31118461538
S21134,7.14476,6.07448,6.92533333333,8.078025,5.58049166667,5.78934375,6.60549090909,5.20796923077
S21139,6.9289,6.13858,6.95026666667,7.988325,5.49494166667,6.302625,6.64990909091,5.25722307692
S21141,6.87285333333,6.0521,6.99905,8.1653,5.39489166667,5.8465625,6.66548181818,5.29833076923
S21151,7.05998,6.09196,6.95988333333,8.22635,5.39915833333,5.78836875,6.62,5.28706923077
S21156,6.58184666667,6.10276,6.7285,7.493525,5.61420833333,5.80139375,6.45930909091,5.31396923077
S2116,6.81472,5.9075,7.05431666667,7.827625,5.367975,5.68338125,6.54695454545,5.32026923077
S21160,7.02582,6.10786,7.24076666667,8.410875,5.39466666667,5.86333125,6.49724545455,5.26192307692
S21165,6.87819333333,6.1738,6.8039,7.841875,5.33156666667,5.8476125,6.36313636364,5.26670769231
S21166,6.93775333333,6.09914,7.26508333333,8.415675,5.33901666667,5.80540625,6.44808181818,5.36703846154
S21177,7.04334,6.06506,7.19001666667,8.2924,5.586175,5.7497625,6.49529090909,5.24620769231
S21179,6.66808666667,6.01906,7.3007,8.06165,5.44188333333,5.76305,6.49567272727,5.29495384615
S21188,6.81159333333,6.2292,7.23838333333,8.4427,5.59305833333,5.78964375,6.77684545455,5.3997
S21191,7.00476,6.15466,6.4922,7.535575,5.499775,6.0122,6.70412727273,5.33831538462
S21195,6.85712,6.05264,6.78381666667,7.984475,5.80780833333,5.896525,6.62719090909,5.40253846154
S21198,7.29583333333,6.2093,6.81251666667,8.139675,5.44016666667,5.8452375,6.61010909091,5.29586923077
S21199,6.99735333333,6.25792,6.92311666667,8.085575,5.76580833333,5.9850875,6.82545454545,5.3533
S21202,6.75217333333,6.10398,6.901,7.838275,5.41555833333,5.84050625,6.51331818182,5.31733846154
S21207,7.11974666667,6.34968,7.11673333333,8.36095,5.25518333333,5.67014375,6.47363636364,5.39550769231
S21208,7.17586666667,6.11384,7.03585,8.185,5.30204166667,5.73383125,6.57192727273,5.26690769231
S21213,6.97644666667,6.1828,7.07281666667,8.281775,5.43300833333,5.889625,6.6883,5.31494615385
S21216,7.16522,6.38228,7.0987,8.27065,5.50483333333,5.7956625,6.63458181818,5.30811538462
S21218,6.71639333333,6.16388,6.954,7.53705,5.49713333333,5.8231875,6.26302727273,5.49775384615
S21221,6.71764666667,6.10984,7.19715,8.22795,5.35615833333,6.063175,6.49819090909,5.46275384615
S21222,7.22503333333,6.26242,6.56223333333,8.5682,5.24618333333,6.01166875,6.86035454545,5.28809230769
S21224,6.63484666667,5.98846,7.35836666667,8.329475,5.31603333333,5.96201875,6.32029090909,5.29459230769
S21234,6.63668,5.91584,6.77971666667,7.9756,5.1717,5.85123125,6.43023636364,5.37856923077
S21242,7.01764,6.0873,6.75381666667,7.924175,5.584,5.86098125,6.48642727273,5.2661
S21247,6.66406,6.04998,7.04826666667,7.968225,5.49420833333,5.93974375,6.55403636364,5.344
S2125,6.79256,6.03922,6.75906666667,8.13945,5.32886666667,5.7526875,6.48545454545,5.2623
S21252,6.78314666667,5.98694,7.30706666667,8.25915,5.29545,5.9922125,6.56324545455,5.35099230769
S21253,7.14164,6.14482,7.26938333333,8.204775,5.36948333333,5.921475,6.41503636364,5.2319
S21254,6.83489333333,6.2144,6.66833333333,7.4699,5.515,5.9935125,6.60357272727,5.30637692308
S21265,7.16038,6.11066,6.98456666667,7.90335,5.381525,5.9276375,6.62396363636,5.43176153846
S21273,6.88471333333,6.07882,7.05995,8.0939,5.36155,5.6889375,6.46276363636,5.19413076923
S21275,6.79854666667,5.9774,7.04371666667,7.94205,5.340025,5.7234375,6.47199090909,5.31966923077
S21276,6.80476,6.08604,7.05818333333,7.8864,5.40261666667,5.931,6.49202727273,5.43187692308
S21280,7.07734,6.20496,6.87936666667,8.31595,5.31625,5.7461375,6.64629090909,5.24087692308
S21281,6.90692666667,6.00652,6.92765,8.155175,5.37954166667,5.8197,6.49745454545,5.26786923077
S21292,6.76784,6.07568,6.43146666667,7.403975,5.389375,5.8991125,6.40558181818,5.23913846154
S21296,6.85766,6.02702,7.06435,7.81055,5.39585833333,6.08659375,6.34264545455,5.19999230769
S21300,6.63636,5.96248,6.77071666667,7.7303,5.47029166667,6.01648125,6.49031818182,5.22018461538
S21301,6.58586666667,6.09654,6.99146666667,8.20975,5.61543333333,5.8985625,6.62317272727,5.41280769231
S21306,6.78921333333,5.99914,7.17501666667,8.284825,5.45353333333,5.839325,6.40379090909,5.29831538462
S21316,7.08056,6.0751,6.90181666667,8.268825,5.17849166667,5.7175,6.39758181818,5.26229230769
S21317,6.8092,6.05976,6.7607,7.595575,5.29445833333,5.7390875,6.42824545455,5.33988461538
S21328,6.33300666667,6.0183,6.29365,6.765225,5.38005833333,5.83439375,6.42191818182,5.40604615385
S21332,6.70314,6.20584,6.53548333333,7.39155,5.48191666667,5.770325,6.2882,5.33988461538
S21333,6.62770666667,5.92166,6.23926666667,7.055625,5.36070833333,6.023025,6.23879090909,5.37101538462
S21335,6.7322,6.18742,6.9702,7.747125,5.46575,5.83180625,6.74397272727,5.3871
S21338,6.88582,6.06944,7.03343333333,7.93695,5.63236666667,5.9082,6.36336363636,5.26219230769
S21340,6.76272666667,6.13378,6.51511666667,7.92145,5.37271666667,5.99225625,6.3412,5.29926923077
S21343,6.82496,6.14786,7.3005,8.4649,5.538875,5.7763875,6.56390909091,5.27335384615
S21351,6.91368666667,6.12308,6.80608333333,7.74585,5.33853333333,5.995225,6.55399090909,5.25967692308
S21353,6.90669333333,6.11168,6.88525,7.853525,5.44271666667,5.84381875,6.56389090909,5.38922307692
S21361,6.56084666667,6.16674,6.42091666667,7.7586,5.33918333333,5.75591875,6.46818181818,5.20896153846
S21363,6.93204,6.10292,6.9271,8.2414,5.45788333333,5.89055,6.49190909091,5.27077692308
S21368,6.80766,5.96674,6.8882,8.06735,5.53828333333,5.7702875,6.72291818182,5.31641538462
S21372,6.52856,6.06302,6.99736666667,7.646675,5.29134166667,5.86895,6.52887272727,5.25264615385
S21378,6.76632,5.85638,6.48265,7.5973,5.431025,5.9645375,6.30625454545,5.50303076923
S21391,6.85510666667,6.21368,6.92071666667,8.312775,5.44160833333,5.85415,6.64238181818,5.30979230769
S21396,7.12552,6.21816,7.16176666667,8.3973,5.534,5.84543125,6.6834,5.17658461538
S21400,6.88467333333,6.06156,7.25561666667,8.291225,5.4278,5.6370875,6.61692727273,5.28367692308
S21402,6.65958666667,6.2743,7.373,8.21395,5.517275,5.7221875,6.52871818182,5.45097692308
S21407,6.96954,6.24354,6.71186666667,7.939475,5.2624,5.75738125,6.48533636364,5.37639230769
S21410,6.81508,6.16222,6.77898333333,8.283175,5.60533333333,5.87845625,6.59259090909,5.24765384615
S21414,6.71506,6.22874,6.69618333333,7.669825,5.57806666667,5.88804375,6.59982727273,5.37835384615
S21418,6.63442666667,6.0156,6.76533333333,7.0525,5.38645833333,6.01200625,6.63336363636,5.28395384615
S21420,7.07306666667,6.17202,7.18793333333,8.3729,5.44721666667,5.81865,6.43535454545,5.32422307692
