Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
mix_1	0	0.0142	0.0384	0.4205	0.1415	0	0	0	0	0	0	0.0135	0.0631	0	0	0	0.0243	0.0593	0.0211	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0.03	0.0549
mix_2	0	0	0.041	0.5132	0.0594	0	0	0	0	0	0	0.0112	0.0686	0	0	0	0.0286	0.0715	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0.027	0.0536
mix_3	0	0.0747	0.0742	0.1333	0.099	0	0	0	0	0	0	0.0196	0.0591	0	0	0	0.032	0.0019	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0.3385	0.097	0.0668
mix_4	0	0.1282	0.0667	0.2399	0.1007	0	0	0	0	0	0	0.0166	0.0564	0	0	0	0.031	0.0201	0.0109	0	0	0	0	0	0	0	0	0	0	0	0	0.1992	0.0568	0.0735
mix_5	0	0.0866	0.0563	0.2114	0.1497	0	0	0	0	0	0	0.0144	0.0614	0	0	0	0.0316	0.0172	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0.2206	0.0274	0.1144
mix_6	0	0.079	0.051	0.325	0.0921	0	0	0	0	0	0	0.0121	0.062	0	0	0	0.0309	0.0385	0.0127	0	0	0	0	0	0	0	0	0	0	0	0	0.1776	0.0327	0.0863
mix_7	0	0.166	0.0764	0.176	0.1291	0	0	0	0	0	0	0.0146	0.0597	0	0	0	0.0263	0.0089	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0.2001	0.0623	0.0754
mix_8	0	0.1435	0.0748	0.3864	0.0035	0	0	0	0	0	0	0.0131	0.0609	0	0	0	0.0268	0.045	0.0187	0	0	0	0	0	0	0	0	0	0	0	0	0.1336	0.0528	0.0409
mix_9	0	0.0171	0.0469	0.3467	0.155	0	0	0	0	0	0	0.0152	0.0596	0	0	0	0.0251	0.0351	0.0098	0	0	0	0	0	0	0	0	0	0	0	0	0.1751	0.0436	0.0708
mix_10	0	0.2042	0.0875	0.2214	0.0061	0	0	0	0	0	0	0.0148	0.0596	0	0	0	0.0328	0.017	0.0114	0	0	0	0	0	0	0	0	0	0	0	0	0.213	0.0383	0.0938
mix_11	0	0.0223	0.0466	0.4907	0.0616	0	0	0	0	0	0	0.0098	0.0602	0	0	0	0.0251	0.076	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0.1068	0.0372	0.0407
mix_12	0	0.0013	0.036	0.4069	0.0573	0	0	0	0	0	0	0.0126	0.0677	0	0	0	0.0307	0.0616	0.0272	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0.039	0.0776
mix_13	0	0.2282	0.0824	0.1741	0.1458	0	0	0	0	0	0	0.0134	0.0524	0	0	0	0.0272	0.015	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.1558	0.0379	0.0676
mix_14	0	0.2334	0.0912	0.2145	0.017	0	0	0	0	0	0	0.0098	0.0591	0	0	0	0.0352	0.0155	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0.0251	0.1133
mix_15	0	0.199	0.0516	0.0989	0.2648	0	0	0	0	0	0	0.0141	0.0598	0	0	0	0.0224	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165	0.0154	0.1069
mix_16	0	0.1096	0.0603	0.2119	0.0693	0	0	0	0	0	0	0.0194	0.0576	0	0	0	0.0308	0.0127	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0.2738	0.0635	0.0842
mix_17	0	0.3247	0.114	0.0233	0.0183	0	0	0	0	0	0	0.0186	0.0467	0	0	0	0.0354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2557	0.0376	0.1255
mix_18	0	0.0135	0.049	0.5341	0.0262	0	0	0	0	0	0	0.0126	0.0699	0	0	0	0.027	0.082	0.0287	0	0	0	0	0	0	0	0	0	0	0	0	0.0929	0.0164	0.0477
mix_19	0	0.1197	0.0703	0.3136	0.0625	0	0	0	0	0	0	0.0149	0.0588	0	0	0	0.0288	0.0454	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	0.1509	0.0271	0.0973
mix_20	0	0.0729	0.0463	0.0335	0.1293	0	0	0	0	0	0.0011	0.0068	0.0705	0	0	0	0.041	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0.3882	0.0029	0.2038
mix_21	0	0.1459	0.0782	0.1915	0.0469	0	0	0	0	0	0	0.0109	0.0633	0	0	0	0.033	0.0159	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0.2417	0.0365	0.1296
mix_22	0	0.1512	0.067	0.2815	0.1477	0	0	0	0	0	0	0.0096	0.0614	0	0	0	0.0271	0.031	0.0076	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.0171	0.0838
